Feature	Number of Genes	Genes
protein binding	8	SLC38A9, LAMTOR4, BORCS6, LAMTOR1, RRAGC, RRAGB, LAMTOR5, LAMTOR2
 TOR signaling	7	SLC38A9, LAMTOR4, LAMTOR1, RRAGC, RRAGB, LAMTOR5, LAMTOR2
cellular response to amino acid stimulus	7	SLC38A9, LAMTOR4, LAMTOR1, RRAGC, RRAGB, LAMTOR5, LAMTOR2
lysosome	6	SLC38A9, LAMTOR4, LAMTOR1, RRAGC, RRAGB, LAMTOR5
lysosomal membrane	6	SLC38A9, LAMTOR4, LAMTOR1, RRAGB, LAMTOR5, LAMTOR2
guanyl-nucleotide exchange factor activity	5	SLC38A9, LAMTOR4, LAMTOR1, LAMTOR5, LAMTOR2
late endosome membrane	5	SLC38A9, LAMTOR4, LAMTOR1, LAMTOR5, LAMTOR2
 TORC1 signaling	4	SLC38A9, RRAGC, RRAGB, LAMTOR5
molecular adaptor activity	4	LAMTOR4, LAMTOR1, LAMTOR5, LAMTOR2
TORC1 signaling	4	LAMTOR4, LAMTOR1, LAMTOR5, LAMTOR2
Ragulator complex	4	LAMTOR4, LAMTOR1, LAMTOR5, LAMTOR2
protein localization	4	LAMTOR1, RRAGC, RRAGB, LAMTOR2
cytosol	4	RRAGC, RRAGB, ITPA, LAMTOR5
intracellular membrane-bounded organelle	3	LAMTOR4, RRAGC, ITPA
GTPase binding	3	LAMTOR1, RRAGC, RRAGB
cytoplasm	3	RRAGC, RRAGB, ITPA
metal ion binding	2	SLC38A9, ITPA
late endosome	2	SLC38A9, LAMTOR2
 cell size	2	LAMTOR4, LAMTOR5
protein localization to lysosome	2	LAMTOR4, LAMTOR5
identical protein binding	2	BORCS6, ITPA
lysosome localization	2	BORCS6, LAMTOR1
 cell growth	2	LAMTOR1, LAMTOR2
 MAPK cascade	2	LAMTOR1, LAMTOR2
plasma membrane	2	LAMTOR1, LAMTOR2
specific granule membrane	2	LAMTOR1, LAMTOR2
GTPase activity	2	RRAGC, RRAGB
GTP binding	2	RRAGC, RRAGB
cellular response to starvation	2	RRAGC, RRAGB
negative regulation of autophagy	2	RRAGC, RRAGB
cellular response to amino acid starvation	2	RRAGC, RRAGB
nucleus	2	RRAGC, RRAGB
nucleoplasm	2	RRAGC, ITPA
Gtr1-Gtr2 GTPase complex	2	RRAGC, RRAGB
amino acid transmembrane transporter activity	1	SLC38A9
L-amino acid transmembrane transporter activity	1	SLC38A9
L-asparagine transmembrane transporter activity	1	SLC38A9
L-glutamine transmembrane transporter activity	1	SLC38A9
L-leucine transmembrane transporter activity	1	SLC38A9
cholesterol binding	1	SLC38A9
sterol sensor activity	1	SLC38A9
arginine binding	1	SLC38A9
L-arginine transmembrane transporter activity	1	SLC38A9
amino acid transmembrane transport	1	SLC38A9
asparagine transport	1	SLC38A9
glutamine transport	1	SLC38A9
branched-chain amino acid transport	1	SLC38A9
L-arginine transmembrane transport	1	SLC38A9
 endosome size	1	BORCS6
 lysosome size	1	BORCS6
organelle transport along microtubule	1	BORCS6
cytoplasmic side of lysosomal membrane	1	BORCS6
BORC complex	1	BORCS6
 receptor recycling	1	LAMTOR1
endosome organization	1	LAMTOR1
lysosome organization	1	LAMTOR1
 cholesterol efflux	1	LAMTOR1
endosomal transport	1	LAMTOR1
cholesterol homeostasis	1	LAMTOR1
 cholesterol import	1	LAMTOR1
azurophil granule membrane	1	LAMTOR1
membrane raft	1	LAMTOR1
extracellular exosome	1	LAMTOR1
ficolin-1-rich granule membrane	1	LAMTOR1
magnesium ion binding	1	RRAGC
GDP binding	1	RRAGC
protein heterodimerization activity	1	RRAGC
DNA-templated transcription	1	RRAGC
apoptotic process	1	RRAGC
small GTPase mediated signal transduction	1	RRAGC
RNA splicing	1	RRAGC
response to amino acid	1	RRAGC
guanyl ribonucleotide binding	1	RRAGB
cellular response to leucine starvation	1	RRAGB
nucleotide binding	1	ITPA
dITP diphosphatase activity	1	ITPA
ITP diphosphatase activity	1	ITPA
XTP diphosphatase activity	1	ITPA
nucleoside triphosphate diphosphatase activity	1	ITPA
ITP catabolic process	1	ITPA
nucleoside triphosphate catabolic process	1	ITPA
deoxyribonucleoside triphosphate catabolic process	1	ITPA
chromosome organization	1	ITPA
response to virus	1	LAMTOR5
 gene expression	1	LAMTOR5
viral genome replication	1	LAMTOR5
 interleukin-8 production	1	LAMTOR5
 I-kappaB kinase/NF-kappaB signaling	1	LAMTOR5
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	1	LAMTOR5
 NF-kappaB transcription factor activity	1	LAMTOR5
 protein localization to nucleus	1	LAMTOR5
 RNA polymerase II regulatory region sequence-specific DNA binding	1	LAMTOR5
protein-containing complex	1	LAMTOR5
fibroblast migration	1	LAMTOR2
 cell-substrate junction organization	1	LAMTOR2
protein localization to cell junction	1	LAMTOR2
endosome membrane	1	LAMTOR2
tertiary granule membrane	1	LAMTOR2
