Feature	Number of Genes	Genes
protein binding	20	XRCC2, FAAP100, RNF20, TLNRD1, CENPF, BANP, BABAM1, GTF2E1, UBXN7, CLOCK, MAFK, CC2D1B, ATG12, BEGAIN, CEP63, GTF2E2, NAV2, NUMA1, TECPR1, TRAK2
nucleoplasm	17	XRCC2, FAAP100, RNF20, CENPF, BANP, ATG16L2, BABAM1, GTF2E1, UBXN7, CLOCK, MAFK, CC2D1B, ATG12, GTF2E2, NAV2, NUMA1, TECPR1
cytosol	12	FAAP100, CENPF, ATG16L2, BABAM1, GTF2E1, UBXN7, CLOCK, ATG12, CEP63, GTF2E2, NUMA1, TRAK2
nucleus	9	RNF20, CENPF, BABAM1, GTF2E1, UBXN7, CLOCK, MAFK, CC2D1B, NUMA1
cytoplasm	5	XRCC2, CENPF, BABAM1, BEGAIN, TRAK2
intracellular membrane-bounded organelle	5	XRCC2, CLOCK, CC2D1B, ATG12, TECPR1
centrosome	4	XRCC2, CENPF, CEP63, NUMA1
DNA binding	4	FAAP100, BANP, CLOCK, GTF2E2
 transcription by RNA polymerase II	4	RNF20, CLOCK, MAFK, CC2D1B
cell division	4	CENPF, BABAM1, CEP63, NUMA1
neurogenesis	3	XRCC2, NAV2, TRAK2
chromatin	3	FAAP100, CLOCK, MAFK
spindle pole	3	CENPF, CEP63, NUMA1
macroautophagy	3	ATG16L2, ATG12, TECPR1
RNA polymerase II cis-regulatory region sequence-specific DNA binding	3	CLOCK, MAFK, CC2D1B
DNA-binding transcription factor activity, RNA polymerase II-specific	3	CLOCK, MAFK, CC2D1B
protein-containing complex	3	ATG12, NUMA1, TECPR1
ATP binding	2	XRCC2, NAV2
mitotic cell cycle	2	XRCC2, CENPF
meiotic cell cycle	2	XRCC2, NUMA1
chromatin binding	2	RNF20, CENPF
ubiquitin protein ligase binding	2	RNF20, UBXN7
identical protein binding	2	RNF20, TLNRD1
metal ion binding	2	RNF20, GTF2E1
chromatin remodeling	2	RNF20, CLOCK
 DNA-templated transcription	2	RNF20, CLOCK
microtubule binding	2	CENPF, NUMA1
dynein complex binding	2	CENPF, NUMA1
protein transport	2	CENPF, ATG16L2
negative regulation of DNA-templated transcription	2	CENPF, CLOCK
nuclear envelope	2	CENPF, CC2D1B
spindle	2	CENPF, NUMA1
nuclear matrix	2	CENPF, NUMA1
nuclear body	2	BANP, BABAM1
autophagosome assembly	2	ATG16L2, ATG12
protein lipidation	2	ATG16L2, ATG12
autophagy	2	ATG16L2, TECPR1
autophagosome membrane	2	ATG16L2, TECPR1
autophagosome	2	ATG16L2, ATG12
phagophore assembly site membrane	2	ATG16L2, ATG12
Atg12-Atg5-Atg16 complex	2	ATG16L2, ATG12
RNA polymerase II general transcription initiation factor activity	2	GTF2E1, GTF2E2
molecular adaptor activity	2	GTF2E1, CEP63
transcription by RNA polymerase II	2	GTF2E1, GTF2E2
transcription initiation at RNA polymerase II promoter	2	GTF2E1, GTF2E2
transcription factor TFIID complex	2	GTF2E1, GTF2E2
transcription factor TFIIE complex	2	GTF2E1, GTF2E2
proteasome-mediated ubiquitin-dependent protein catabolic process	2	UBXN7, CLOCK
DNA-binding transcription factor activity	2	CLOCK, MAFK
sequence-specific DNA binding	2	CLOCK, MAFK
DNA damage checkpoint signaling	2	CLOCK, CEP63
chromosome	2	CLOCK, NUMA1
DNA-binding transcription repressor activity, RNA polymerase II-specific	2	MAFK, CC2D1B
negative regulation of transcription by RNA polymerase II	2	MAFK, CC2D1B
negative regulation of innate immune response	2	ATG12, CEP63
 autophagosome maturation	2	ATG12, TECPR1
plasma membrane	2	CEP63, TRAK2
dendrite	2	NUMA1, TRAK2
four-way junction DNA binding	1	XRCC2
ATP-dependent DNA damage sensor activity	1	XRCC2
double-strand break repair via homologous recombination	1	XRCC2
in utero embryonic development	1	XRCC2
somitogenesis	1	XRCC2
DNA repair	1	XRCC2
centrosome cycle	1	XRCC2
response to X-ray	1	XRCC2
response to gamma radiation	1	XRCC2
multicellular organism growth	1	XRCC2
strand invasion	1	XRCC2
negative regulation of neuron apoptotic process	1	XRCC2
 neurogenesis	1	XRCC2
 fibroblast apoptotic process	1	XRCC2
replication fork	1	XRCC2
Rad51B-Rad51C-Rad51D-XRCC2 complex	1	XRCC2
protein monoubiquitination	1	FAAP100
interstrand cross-link repair	1	FAAP100
Fanconi anaemia nuclear complex	1	FAAP100
p53 binding	1	RNF20
