Feature	Number of Genes	Genes
protein binding	265	GINS3, DPYSL4, AKR7A2, AKR7A3, ARG2, BID, DCXR, DNAJC11, GCA, GCLM, LMO4, MAP4K2, MPST, PPM1B, RAB14, RAB7A, SPRYD4, TAGLN, UCHL3, USP46, NTMT1, ATP6V1C1, EHD1, ZNF185, HDHD2, GABPB1, AGFG1, AKR1A1, BROX, FAM114A1, GGA1, NUCB2, OSBPL11, PDCD6IP, QNG1, RAB1B, RFK, SNX5, TPK1, UBQLN1, AAGAB, CNOT3, CNOT9, EEA1, SNX1, VPS26A, IFT25, TSN, IREB2, CHMP1B, VTA1, ECI2, SAR1A, CYB5A, SAE1, CSK, LRRFIP1, GSTZ1, TTLL12, FSTL1, PEX13, STAM2, MAP2K1, SH3GLB1, IDH1, FERMT2, RAE1, MANF, AMDHD2, TIGAR, NIBAN2, STAT3, RELA, TXNRD2, THUMPD1, LAP3, GSPT2, PICALM, TGFBRAP1, NAGK, DNM1L, OLA1, S100A13, ATG3, LMCD1, RNF25, MANSC1, EEF1B2, SEC23IP, MCTS1, PITPNA, NAA30, THOP1, PIK3CD, RPS6KA1, GRHPR, C1GALT1C1, OTUB1, WDTC1, NFKB2, UBXN1, MVK, MIF, TPD52L1, QPRT, LCMT2, ARHGAP1, PPID, SLK, FHL1, CKB, MMUT, PHPT1, PPM1A, SUGT1, UBE2D2, TRIM25, BIN1, CD68, ZC3H15, TPM4, STMN3, IST1, HS1BP3, PLCG1, PRKCA, ADSS2, HGS, DRG2, PREP, TMEM231, GABPA, SPG21, RAB5C, PHLPP2, YARS1, SBDS, SH3GL1, MYOF, FAM185A, MEAK7, TTC1, NPPB, EHD3, GSPT1, ISL2, SH3GLB2, IRGQ, NAA15, NARS1, BLVRA, PSAP, PDLIM2, PACSIN2, TEX264, CHORDC1, RRM1, LOC102724560, DRAP1, ANXA4, DFFA, RPIA, NUDCD3, CNPY2, NRSN2, TPP2, TPD52L2, UBQLN4, PRRC1, NHERF1, ASNS, TKFC, TPD52, KANSL1, AAMDC, ACAT2, ADPRS, AIDA, ALOX5, ANXA11, ARIH2, ARL2, BLVRB, C11orf68, CAPG, CELF1, CNOT10, CPNE1, CYRIB, DCPS, DDX19B, EEF1D, EIF4EBP1, ENO2, FAF1, FARSB, GCLC, GINS2, GINS4, GNPDA1, GNPDA2, HSPA12B, ILKAP, IRF2BP1, IRF2BPL, ITGA2, KIAA1191, KIN, LRRC20, MBNL1, MCMBP, MRTFB, NAA38, NAA50, NAE1, NAXE, NFYA, NHLRC2, NSFL1C, NUDCD2, OGFR, PAK2, PAPOLA, PDCD4, PEF1, PEX7, PGLS, PMM2, PNPO, PPP1R8, PSME2, PTPA, PTPN11, PTPN23, PTRHD1, RAB8A, RANBP3, RBM12, RBP1, RECQL, SCP2, SEPHS1, SGTA, SGTB, SLC25A30, SMCHD1, SNRNP27, TMSB4X, TRIP10, TSNAX, TTC9C, UBA2, UBE2M, UBE2Z, UBLCP1, USP5, VENTX, VGLL4, WDHD1, DPYSL2, DPYSL3, ABTB1, CARS1, EEF1A2, VARS1
cytosol	203	DPYSL4, AKR7A2, AKR7A3, BID, DCXR, DDX28, GALE, GCA, GCLM, MPST, NLN, PPM1B, RAB14, RAB7A, UCHL3, USP46, NTMT1, ATP6V1C1, AGFG1, AKR1A1, CRYZ, FAM114A1, GGA1, NUCB2, OSBPL11, PDCD6IP, RAB1B, RFK, SNX5, TPK1, UBQLN1, AAGAB, CNOT3, CNOT9, EEA1, SNX1, VPS26A, TSN, IREB2, CHMP1B, VTA1, ECI2, LGALS9, CYB5A, CALB2, CSK, LRRFIP1, GSTZ1, TTLL12, RBMS3, PEX13, STAM2, MAP2K1, SH3GLB1, IDH1, FERMT2, MANF, AMDHD2, HARS1, TIGAR, NIBAN2, STAT3, RELA, TXNRD2, EFL1, AARS1, GSPT2, PICALM, NAGK, DNM1L, OLA1, S100A13, ATG3, PPA1, RNF25, EEF1B2, SEC23IP, GSR, PITPNA, NAA30, THOP1, PIK3CD, RPS6KA1, GRHPR, XPNPEP1, OTUB1, WDTC1, NFKB2, UBXN1, ADK, AK1, MVK, MVD, MIF, SMS, QPRT, ARHGAP1, PPID, SORD, SLK, FHL1, CKB, PHPT1, PPM1A, SUGT1, UBE2D2, TRIM25, BIN1, ZC3H15, TPM4, PFAS, STMN3, IST1, PLCG1, RPEL1, PLPBP, PRKCA, ADSS2, OGA, HGS, DRG2, NT5C, PREP, SPG21, PHLPP2, YARS1, SBDS, PLS3, SH3GL1, MEAK7, TTC1, EHD3, GSPT1, SH3GLB2, NAA15, NARS1, PSPH, BLVRA, PACSIN2, TEX264, FTO, RRM1, LOC102724560, DFFA, RPIA, TPP2, UBQLN4, ASNS, TKFC, ACAT2, ALOX5, ANXA11, ARL2, BLVRB, CMPK1, CNOT10, CPNE1, DCPS, EEF1D, EIF4EBP1, ENO2, FAF1, FARSB, GCLC, GNPDA1, GNPDA2, ILKAP, MBNL1, MCMBP, NAA50, NAE1, NANS, NHLRC2, NSFL1C, NUDCD2, PAK2, PAPSS1, PDCD4, PEX7, PGLS, PMM2, PNPO, PPAT, PSME2, PTPN11, PTPN23, RAB8A, RBP1, SCP2, SGTA, SPR, TMSB4X, TRIP10, TSNAX, UBE2M, UBE2Z, UPP1, USP5, DPYSL2, DPYSL3, ABTB1, CARS1, VARS1
cytoplasm	157	AKR7A2, AKR7A3, ARG2, GCA, MAP4K2, TAGLN, UCHL3, NTMT1, EHD1, ZNF185, SSBP2, AGFG1, RFK, UBQLN1, AAGAB, PTAR1, EEA1, SNX1, TSN, IREB2, LGALS9, SAE1, CSK, LRRFIP1, TTLL12, RBMS3, STAM2, SH3GLB1, IDH1, FERMT2, RAE1, HARS1, TIGAR, NIBAN2, STAT3, RELA, TXNRD2, LAP3, AARS1, TGFBRAP1, DNM1L, OLA1, S100A13, ATG3, PPA1, LMCD1, EEF1B2, SEC23IP, PITPNA, NAA30, PIK3CD, RPS6KA1, GRHPR, XPNPEP1, WDTC1, NFKB2, UBXN1, AK1, MIF, TPD52L1, QPRT, LCMT2, ARHGAP1, PPID, SLK, FHL1, MMUT, TRIM25, BIN1, PFAS, STMN3, PLCG1, PLPBP, PRKCA, ADSS2, DRG2, TRMT5, NT5C, PREP, PGP, PHLPP2, YARS1, SBDS, PLS3, SH3GL1, MEAK7, NPPB, EHD3, GSPT1, SH3GLB2, NAA15, NARS1, PSPH, PACSIN2, FTO, LOC102724560, ANXA4, NUDCD3, TPP2, TPD52L2, UBQLN4, PRRC1, NHERF1, TPD52, AAMDC, ACAT2, ADPRS, AIDA, ANXA11, ARIH2, ARL2, CAPG, CELF1, CMPK1, CPNE1, DCPS, DDX19B, EEF1D, EIF4EBP1, FARSB, GINS1, GINS4, GNPDA1, GNPDA2, IRF2BP2, KIAA1191, KIN, MBNL1, NAA38, NAA50, NAE1, NANS, NSFL1C, NSUN2, NUDCD2, OGFR, PAK2, PAPOLA, PDCD4, PEF1, PPP1R8, PSME2, PTPA, PTPN11, PTPN23, RANBP3, RECQL, SEPHS1, SGTA, TMSB4X, TRIP10, TSNAX, UBA2, WDHD1, ABTB1, CARS1, EEF1A2
nucleus	122	GINS3, DCXR, PPM1B, SPRYD4, USP46, NTMT1, GABPB1, SSBP2, CNOT3, CNOT9, TSN, LGALS9, CALB2, SAE1, LRRFIP1, TTLL12, RBMS3, MAP2K1, FERMT2, RAE1, MANF, AMDHD2, TIGAR, NIBAN2, STAT3, RELA, LAP3, PICALM, S100A13, LMCD1, RNF25, EEF1B2, PITPNA, NAA30, OTUB1, NFKB2, UBXN1, ADK, PPID, FHL1, CKB, PPM1A, SUGT1, UBE2D2, BIN1, ZC3H15, OGA, DRG2, TRMT5, NT5C, PREP, GABPA, YARS1, SBDS, NPPB, EHD3, ISL2, NAA15, PDLIM2, TEX264, FTO, LOC102724560, DRAP1, ANXA4, DFFA, UBQLN4, NHERF1, TKFC, KANSL1, ADPRS, ARIH2, ARL2, CAPG, CELF1, CMPK1, CNOT10, CPNE1, DCPS, DDX19B, EEF1D, FAF1, GINS1, GINS2, GINS4, GNPDA2, ILKAP, IRF2BP1, IRF2BP2, IRF2BPL, ITGA2, KIN, MBNL1, MCMBP, MRTFB, NAA38, NAA50, NAE1, NFYA, NSFL1C, NSUN2, OGFR, PAK2, PAPOLA, PDCD4, PPP1R8, PTPA, PTPN11, PTPN23, RANBP3, RBP1, RECQL, SGTA, SNRNP27, TMSB4X, TSNAX, UBE2M, UBE2Z, UBLCP1, USP5, VGLL4, ZNF331, EEF1A2
nucleoplasm	97	GINS3, DDX28, DNAJC11, UCHL3, NTMT1, GABPB1, FAM114A1, GGA1, OSBPL11, UBQLN1, TSN, CHMP1B, VTA1, SAE1, STAM2, FERMT2, RAE1, NIBAN2, STAT3, RELA, THUMPD1, S100A13, LMCD1, RPS6KA1, OTUB1, WDTC1, NFKB2, UBXN1, ADK, MIF, PPID, KANSL3, PHPT1, PPM1A, UBE2D2, TRIM25, PRKCA, DRG2, GABPA, PHLPP2, SBDS, MEAK7, SH3GLB2, FTO, DFFA, TPP2, UBQLN4, KANSL1, ADPRS, ALOX5, ANXA11, ARIH2, ARL2, BLVRB, CAPG, CELF1, CMPK1, CPNE1, DCPS, DDX19B, EEF1D, FAF1, GINS1, GINS2, GINS4, IRF2BP1, IRF2BP2, IRF2BPL, KIN, MBNL1, MCMBP, NAA38, NFYA, NSUN2, PAPOLA, PMM2, PPP1R8, PSME2, PTPA, PTPN11, PTPN23, RANBP3, RBM12, RBP1, RECQL, SCP2, SNRNP27, SPR, TRIP10, TSNAX, UBA2, UBE2M, UBE2Z, UBLCP1, UPP1, VENTX, WDHD1
extracellular exosome	86	AKR7A2, AKR7A3, DCXR, GAA, GCA, MPST, RAB14, RAB7A, ATP6V1C1, EHD1, HDHD2, AKR1A1, BROX, CRYZ, NUCB2, PDCD6IP, RAB1B, EEA1, CHMP1B, VTA1, CSK, FSTL1, IDH1, NIBAN2, LAP3, AARS1, NAGK, OLA1, PPA1, GLOD4, GSR, PITPNA, GRHPR, XPNPEP1, C1GALT1C1, OTUB1, AK1, MIF, SMS, QPRT, ARHGAP1, SORD, SLK, CKB, PHPT1, UBE2D2, TPM4, PFAS, IST1, PRKCA, ADSS2, HGS, NT5C, PI15, RAB5C, MYOF, NARS1, BLVRA, PSAP, PACSIN2, ANXA4, NHERF1, TKFC, ACAT2, ANXA11, BLVRB, CAPG, CMPK1, CPNE1, CYRIB, DDX19B, ENO2, GNPDA1, NAA50, NANS, NAXE, NSUN2, PEF1, PGLS, PSME2, PTPA, PTPN23, RAB8A, SPR, TRIP10, DPYSL2
identical protein binding	58	AKR7A3, DCXR, GALE, MPST, EHD1, CRYZ, TPK1, UBQLN1, SNX1, TSN, CHMP1B, CSK, GSTZ1, SH3GLB1, IDH1, HARS1, STAT3, RELA, DNM1L, MVK, MIF, TPD52L1, QPRT, SORD, SLK, MMUT, BIN1, TPM4, OGA, NT5C, SH3GL1, SH3GLB2, PSPH, PACSIN2, RRM1, LOC102724560, DRAP1, ANXA4, RPIA, TPP2, UBQLN4, NHERF1, CPNE1, DCPS, ENO2, GNPDA1, GNPDA2, NAXE, PAK2, PEF1, PSME2, SEPHS1, SGTA, TRIP10, UPP1, DPYSL2, DPYSL3, CARS1
plasma membrane	53	DCXR, GAA, GCA, NLN, RAB14, RAB7A, ATP6V1C1, EHD1, NUCB2, UBQLN1, CHMP1B, CSK, LRRFIP1, TTLL12, MAP2K1, FERMT2, NIBAN2, STAT3, PICALM, S100A13, PIK3CD, ADK, MIF, FHL1, CKB, PHPT1, PPM1A, BIN1, CD68, PLCG1, PRKCA, RAB5C, PLS3, MYOF, EHD3, PSAP, PACSIN2, FTO, ANXA4, DFFA, NRSN2, BLVRB, CPNE1, ENO2, ITGA2, NAE1, PAK2, PCDHGA9, RAB8A, SEPHS1, SLC15A1, DPYSL2, ABTB1
membrane	49	BID, GAA, PPM1B, EHD1, GGA1, OSBPL11, PDCD6IP, CNOT9, EEA1, SNX1, ECI2, CYB5A, PEX13, SH3GLB1, AARS1, PICALM, TGFBRAP1, DNM1L, OLA1, MANSC1, SORD, PPM1A, BIN1, CD68, TPM4, OGA, DRG2, PREP, MEAK7, SH3GLB2, NAA15, NHERF1, AIDA, ANXA11, CELF1, CNOT10, CPNE1, CYRIB, DDX19B, ENO2, FARSB, OGFR, PSME2, RECQL, SCP2, SGTA, SGTB, SLC15A1, DPYSL2
ATP binding	47	DDX28, MAP4K2, EHD1, RFK, TPK1, CSK, TTLL12, MAP2K1, HARS1, AARS1, NAGK, OLA1, PIK3CD, RPS6KA1, ADK, AK1, MVK, MVD, SLK, CKB, UBE2D2, PFAS, PRKCA, YARS1, EHD3, NARS1, CHORDC1, RRM1, ASNS, TKFC, CMPK1, DDX19B, FARSB, GCLC, HSPA12B, PAK2, PAPOLA, PAPSS1, PTPA, RECQL, SEPHS1, SMCHD1, UBA2, UBE2M, UBE2Z, CARS1, VARS1
