Feature	Number of Genes	Genes
protein binding	36	ENY2, TAF7L, TBL1XR1, NCOR2, FOXJ2, GPS2, TAF9, TAF9B, NCOR1, TADA2A, KIF20B, NRIP1, HMGB2, SGF29, ZZZ3, SUPT20H, ATE1, KAT2B, TBL1X, NCOA2, WDR5, ID1, HDAC3, SLF2, TAF7, MBIP, ATXN7L1, ATXN7, SF3B5, TADA3, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
nucleoplasm	33	ENY2, TBL1XR1, NCOR2, FOXJ2, GPS2, TAF9, TADA1, TAF9B, NCOR1, KIF20B, NRIP1, HMGB2, ZZZ3, TAF4B, KAT2B, TBL1X, USP3, NCOA2, WDR5, ID1, HDAC3, SLF2, TAF7, MBIP, ATXN7, SF3B5, TADA3, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
nucleus	33	TBL1XR1, NCOR2, FOXJ2, GPS2, TAF9, TADA1, NCOR1, TADA2A, KIF20B, NRIP1, HMGB2, SGF29, TAF4B, SUPT20H, ATE1, KAT2B, TBL1X, USP3, NCOA2, WDR5, ID1, HDAC3, SLF2, TAF7, ATXN7, SF3B5, TADA3, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
 transcription by RNA polymerase II	25	ENY2, TBL1XR1, FOXJ2, GPS2, TAF9, TADA1, TADA2A, NRIP1, HMGB2, SGF29, ZZZ3, SUPT20H, KAT2B, TBL1X, NCOA2, WDR5, HDAC3, TAF7, MBIP, ATXN7, TADA3, TAF3, TAF4, TAF5, TAF6
 DNA-templated transcription	21	ENY2, TBL1XR1, TAF9, TADA1, TADA2A, HMGB2, SGF29, ZZZ3, SUPT20H, KAT2B, TBL1X, NCOA2, WDR5, TAF7, MBIP, ATXN7, SF3B5, TADA3, TAF4, TAF5, TAF6
histone H3 acetylation	16	ENY2, TAF9, TADA1, TADA2A, SGF29, SUPT20H, KAT2B, WDR5, TAF7, MBIP, ATXN7, SF3B5, TADA3, TAF4, TAF5, TAF6
negative regulation of transcription by RNA polymerase II	14	TBL1XR1, NCOR2, GPS2, TAF9B, NCOR1, NRIP1, HMGB2, TBL1X, NCOA2, ID1, HDAC3, TAF7, TAF1, TAF3
 DNA repair	13	ENY2, TAF9, TADA1, SGF29, SUPT20H, KAT2B, TAF7, ATXN7, SF3B5, TADA3, TAF4, TAF5, TAF6
monoubiquitinated histone deubiquitination	13	ENY2, TAF9, TADA1, SGF29, SUPT20H, KAT2B, TAF7, ATXN7, SF3B5, TADA3, TAF4, TAF5, TAF6
monoubiquitinated histone H2A deubiquitination	13	ENY2, TAF9, TADA1, SGF29, SUPT20H, KAT2B, TAF7, ATXN7, SF3B5, TADA3, TAF4, TAF5, TAF6
transcription coactivator activity	11	ENY2, GPS2, TAF9, TADA1, TADA2A, NRIP1, HMGB2, KAT2B, NCOA2, TADA3, TAF6
SAGA complex	11	ENY2, TAF9, TADA1, TADA2A, SGF29, SUPT20H, KAT2B, ATXN7, SF3B5, TADA3, TAF6
RNA polymerase II general transcription initiation factor activity	11	TAF7L, TAF9, TAF9B, TAF4B, TAF7, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
transcription factor TFIID complex	11	TAF7L, TAF9, TAF9B, TAF4B, TAF7, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
mitotic spindle	11	TBL1XR1, NCOR1, TADA2A, SGF29, ZZZ3, KAT2B, TBL1X, WDR5, HDAC3, MBIP, TADA3
chromatin	11	NCOR2, FOXJ2, NCOR1, NRIP1, HMGB2, USP3, NCOA2, SLF2, TAF1, TAF4, TAF5
cytosol	11	GPS2, TADA1, NCOR1, KIF20B, NRIP1, KAT2B, HDAC3, MBIP, ATXN7, TAF4, TAF6
RNA polymerase II preinitiation complex assembly	10	TAF7L, TAF9, TAF4B, TAF7, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
mRNA transcription by RNA polymerase II	10	TAF9, TAF4B, NCOA2, TAF7, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
 RNA splicing	9	ENY2, TAF9, TADA1, SGF29, SUPT20H, KAT2B, ATXN7, SF3B5, TADA3
transcription factor TFTC complex	9	ENY2, TAF9, TAF9B, TAF7, ATXN7, TADA3, TAF4, TAF5, TAF6
cytoplasm	9	TAF7L, KIF20B, HMGB2, TAF4B, ATE1, USP3, NCOA2, HDAC3, TAF7
protein heterodimerization activity	9	TAF9, TAF9B, TAF4B, TAF7, TAF1, TAF3, TAF4, TAF6, TAF8
protein phosphorylation	9	TAF9, TAF4B, TAF7, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
 transcription initiation by RNA polymerase II	9	TAF9, TAF4B, TAF7, TAF1, TAF3, TAF4, TAF5, TAF6, TAF8
transcription corepressor activity	8	TBL1XR1, NCOR2, GPS2, TAF9B, NCOR1, NRIP1, TBL1X, HDAC3
DNA binding	8	NCOR2, TAF9, TADA2A, HMGB2, ZZZ3, TAF4B, TAF4, TAF6
 cell cycle	8	TADA2A, KIF20B, SGF29, ZZZ3, KAT2B, WDR5, MBIP, TADA3
nucleolus	8	KIF20B, NRIP1, HMGB2, ZZZ3, MBIP, ATXN7, TAF1, TAF5
chromatin binding	7	ENY2, NCOR2, TADA2A, KAT2B, NCOA2, USP51, HDAC3
chromatin organization	7	ENY2, TBL1XR1, NCOR1, HMGB2, ZZZ3, HDAC3, TADA3
 histone deacetylation	7	TADA2A, SGF29, ZZZ3, KAT2B, WDR5, MBIP, TADA3
histone H3-K14 acetylation	7	TADA2A, SGF29, ZZZ3, KAT2B, WDR5, MBIP, TADA3
 embryonic development	7	TADA2A, SGF29, ZZZ3, KAT2B, WDR5, MBIP, TADA3
 cell division	7	TADA2A, SGF29, ZZZ3, KAT2B, WDR5, MBIP, TADA3
 tubulin deacetylation	7	TADA2A, SGF29, ZZZ3, KAT2B, WDR5, MBIP, TADA3
ATAC complex	7	TADA2A, SGF29, ZZZ3, KAT2B, WDR5, MBIP, TADA3
transcription initiation at RNA polymerase II promoter	7	TAF4B, TAF7, TAF1, TAF4, TAF5, TAF6, TAF8
transcription cis-regulatory region binding	6	TBL1XR1, TAF9, NCOR1, HMGB2, TBL1X, TAF7
transcription repressor complex	6	TBL1XR1, NCOR2, GPS2, NCOR1, TBL1X, HDAC3
negative regulation of DNA-templated transcription	6	NCOR2, NCOR1, HMGB2, ID1, HDAC3, TAF7
chromatin remodeling	6	TAF9, TADA2A, KAT2B, USP51, HDAC3, TAF1
MLL1 complex	6	TAF9, WDR5, TAF7, TAF1, TAF4, TAF6
transcription by RNA polymerase II	6	TAF9B, HDAC3, TAF7, TAF1, TAF4, TAF6
histone binding	5	TBL1XR1, TBL1X, USP3, WDR5, USP51
histone deacetylase complex	5	TBL1XR1, NCOR1, NRIP1, TBL1X, HDAC3
histone deacetylase binding	5	NCOR2, NCOR1, NRIP1, KAT2B, HDAC3
DNA-binding transcription factor binding	5	TAF9, HMGB2, KAT2B, HDAC3, TAF7
DNA-templated transcription initiation	5	TAF9B, TAF7, TAF4, TAF5, TAF6
nuclear receptor binding	5	NCOR1, NRIP1, NCOA2, TADA3, TAF1
protein-containing complex	5	HMGB2, KAT2B, NCOA2, TAF4, TAF6
cell differentiation	4	TAF7L, FOXJ2, ID1, TAF8
identical protein binding	4	FOXJ2, ID1, MBIP, TAF5
DNA-templated transcription	4	GPS2, NRIP1, SUPT20H, KAT2B
transcription regulator complex	4	GPS2, NCOA2, TAF7, TAF1
histone acetyltransferase activity	4	TAF9, TADA2A, KAT2B, TAF1
DNA damage response	4	TAF9, USP51, SLF2, TAF1
histone acetylation	4	TAF9, TADA2A, KAT2B, TADA3
negative regulation of apoptotic process	4	TAF9, TAF9B, ID1, HDAC3
protein stabilization	4	TAF9, TAF9B, TBL1X, TAF1
zinc ion binding	4	TADA2A, ZZZ3, USP3, USP51
cell cycle	4	KIF20B, KAT2B, USP3, TAF1
circadian regulation of gene expression	4	NRIP1, NCOA2, ID1, HDAC3
negative regulation of DNA-binding transcription factor activity	4	ID1, HDAC3, TAF1, TAF3
nuclear receptor coactivator activity	3	ENY2, NCOA2, TADA3
membrane	3	PPP1R21, NCOR2, NCOR1
spermatogenesis	3	TAF7L, FOXJ2, TAF4B
