Feature	Number of Genes	Genes
protein binding	21	LAPTM4A, TBC1D23, ITCH, SMURF1, TAX1BP1, ENTREP3, RABGEF1, NEDD4, CUEDC1, EPN1, WWP1, RABEP1, RNF216, BIRC2, CLTA, CLTC, LDAF1, MB21D2, TOLLIP, TOM1, ZNF114
cytosol	15	TBC1D23, ITCH, SMURF1, TAX1BP1, RABGEF1, URGCP, NEDD4, EPN1, WWP1, RNF216, BIRC2, CLTA, CLTC, TOLLIP, TOM1
cytoplasm	9	ANKRD13D, ITCH, SMURF1, TRIM35, NEDD4, WWP1, BIRC2, TOLLIP, TOM1
plasma membrane	9	ANKRD13D, ITCH, SMURF1, NEDD4, EPN1, WWP1, CLTA, CLTC, TOM1
extracellular exosome	9	ITCH, SMURF1, TAX1BP1, NEDD4, WWP1, CLTC, TOLLIP, TOM1, ZNF114
ubiquitin protein ligase activity	8	ITCH, SMURF1, TRIM35, RABGEF1, NEDD4, WWP1, RNF216, BIRC2
nucleus	8	TRIM35, URGCP, NEDD4, EPN1, WWP1, RNF216, BIRC2, ZNF114
apoptotic process	6	ITCH, TAX1BP1, TRIM35, RABEP1, RNF216, BIRC2
protein ubiquitination	5	ITCH, SMURF1, TRIM35, NEDD4, WWP1
proteasome-mediated ubiquitin-dependent protein catabolic process	5	ITCH, SMURF1, WWP1, RNF216, BIRC2
innate immune response	5	ITCH, TAX1BP1, TRIM35, NEDD4, TOLLIP
early endosome	5	ITCH, RABGEF1, RABEP1, TOLLIP, TOM1
membrane	5	ITCH, ENTREP3, CLTA, CLTC, TOM1
protein-containing complex	5	ITCH, NEDD4, RABEP1, CLTC, TOLLIP
ubiquitin binding	5	NEDD4, CUEDC1, BIRC2, TOLLIP, TOM1
cytoplasmic vesicle	4	TBC1D23, ITCH, TAX1BP1, CLTA
ubiquitin-protein transferase activity	4	ITCH, SMURF1, WWP1, BIRC2
ubiquitin-dependent protein catabolic process	4	ITCH, SMURF1, NEDD4, TOLLIP
early endosome membrane	4	ITCH, RABGEF1, RABEP1, TOM1
endosome	4	EPN1, RABEP1, CLTC, TOM1
signal transduction	4	WWP1, RABEP1, TOLLIP, TOM1
perinuclear region of cytoplasm	3	ANKRD13D, NEDD4, TOLLIP
Golgi apparatus	3	LAPTM4A, TBC1D23, NEDD4
receptor internalization	3	ITCH, NEDD4, CLTC
negative regulation of apoptotic process	3	ITCH, TAX1BP1, BIRC2
nucleoplasm	3	ITCH, SMURF1, RNF216
metal ion binding	3	TAX1BP1, RNF216, ZNF114
autophagy	3	TAX1BP1, CLTC, TOLLIP
molecular_function	3	TRIM35, CLTA, ZNF114
zinc ion binding	3	TRIM35, RABGEF1, BIRC2
endocytosis	3	EPN1, RABEP1, TOM1
protein-containing complex binding	3	BIRC2, CLTA, MB21D2
vesicle-mediated transport	2	TBC1D23, RABEP1
neuron projection development	2	TBC1D23, NEDD4
retrograde transport, endosome to Golgi	2	TBC1D23, CLTC
inflammatory response	2	ITCH, TOLLIP
negative regulation of NF-kappaB transcription factor activity	2	ITCH, TAX1BP1
negative regulation of type I interferon production	2	ITCH, RNF216
 protein catabolic process	2	ITCH, NEDD4
viral entry into host cell	2	ITCH, WWP1
 necroptotic process	2	ITCH, BIRC2
protein K63-linked ubiquitination	2	ITCH, NEDD4
protein K48-linked ubiquitination	2	ITCH, RNF216
cell cortex	2	ITCH, NEDD4
intracellular membrane-bounded organelle	2	ITCH, RABEP1
phospholipid binding	2	SMURF1, EPN1
protein polyubiquitination	2	SMURF1, BIRC2
receptor catabolic process	2	SMURF1, NEDD4
substrate localization to autophagosome	2	SMURF1, TOM1
mitochondrion	2	SMURF1, TAX1BP1
kinase binding	2	TAX1BP1, TOLLIP
biological_process	2	ENTREP3, ZNF114
 apoptotic process	2	TRIM35, BIRC2
