Feature	Number of Genes	Genes
protein binding	16	LAPTM4A, RABGEF1, NEDD4, CUEDC1, EPN1, WWP1, RABEP1, RNF216, BIRC2, CLTA, CLTC, LDAF1, MB21D2, TOLLIP, TOM1, ZNF114
cytosol	11	RABGEF1, URGCP, NEDD4, EPN1, WWP1, RNF216, BIRC2, CLTA, CLTC, TOLLIP, TOM1
nucleus	7	URGCP, NEDD4, EPN1, WWP1, RNF216, BIRC2, ZNF114
plasma membrane	6	NEDD4, EPN1, WWP1, CLTA, CLTC, TOM1
extracellular exosome	6	NEDD4, WWP1, CLTC, TOLLIP, TOM1, ZNF114
ubiquitin protein ligase activity	5	RABGEF1, NEDD4, WWP1, RNF216, BIRC2
ubiquitin binding	5	NEDD4, CUEDC1, BIRC2, TOLLIP, TOM1
cytoplasm	5	NEDD4, WWP1, BIRC2, TOLLIP, TOM1
early endosome	4	RABGEF1, RABEP1, TOLLIP, TOM1
protein-containing complex	4	NEDD4, RABEP1, CLTC, TOLLIP
endosome	4	EPN1, RABEP1, CLTC, TOM1
signal transduction	4	WWP1, RABEP1, TOLLIP, TOM1
early endosome membrane	3	RABGEF1, RABEP1, TOM1
endocytosis	3	EPN1, RABEP1, TOM1
proteasome-mediated ubiquitin-dependent protein catabolic process	3	WWP1, RNF216, BIRC2
apoptotic process	3	RABEP1, RNF216, BIRC2
protein-containing complex binding	3	BIRC2, CLTA, MB21D2
membrane	3	CLTA, CLTC, TOM1
Golgi apparatus	2	LAPTM4A, NEDD4
zinc ion binding	2	RABGEF1, BIRC2
receptor-mediated endocytosis	2	RABGEF1, CLTC
endocytic vesicle	2	RABGEF1, RABEP1
recycling endosome	2	RABGEF1, RABEP1
cell cycle	2	URGCP, CLTA
protein domain specific binding	2	NEDD4, RABEP1
ubiquitin-dependent protein catabolic process	2	NEDD4, TOLLIP
protein ubiquitination	2	NEDD4, WWP1
receptor internalization	2	NEDD4, CLTC
innate immune response	2	NEDD4, TOLLIP
ubiquitin ligase complex	2	NEDD4, WWP1
perinuclear region of cytoplasm	2	NEDD4, TOLLIP
clathrin binding	2	EPN1, TOM1
clathrin vesicle coat	2	EPN1, CLTA
ubiquitin-protein transferase activity	2	WWP1, BIRC2
protein transport	2	RABEP1, TOM1
metal ion binding	2	RNF216, ZNF114
identical protein binding	2	BIRC2, ZNF114
 DNA-templated transcription	2	BIRC2, ZNF114
molecular_function	2	CLTA, ZNF114
structural molecule activity	2	CLTA, CLTC
clathrin heavy chain binding	2	CLTA, TOM1
intracellular protein transport	2	CLTA, CLTC
clathrin coat assembly	2	CLTA, CLTC
cell division	2	CLTA, CLTC
clathrin-dependent endocytosis	2	CLTA, CLTC
spindle	2	CLTA, CLTC
clathrin coat	2	CLTA, CLTC
clathrin coat of trans-Golgi network vesicle	2	CLTA, CLTC
clathrin coat of coated pit	2	CLTA, CLTC
trans-Golgi network membrane	2	CLTA, CLTC
endolysosome membrane	2	CLTA, CLTC
clathrin-coated endocytic vesicle	2	CLTA, CLTC
clathrin complex	2	CLTA, CLTC
autophagy	2	CLTC, TOLLIP
lysosomal membrane	1	LAPTM4A
late endosome membrane	1	LAPTM4A
DNA binding	1	RABGEF1
guanyl-nucleotide exchange factor activity	1	RABGEF1
small GTPase binding	1	RABGEF1
negative regulation of protein phosphorylation	1	RABGEF1
negative regulation of leukocyte migration	1	RABGEF1
protein phosphorylation	1	RABGEF1
protein targeting to membrane	1	RABGEF1
Ras protein signal transduction	1	RABGEF1
negative regulation of interleukin-6 production	1	RABGEF1
negative regulation of mast cell cytokine production	1	RABGEF1
Kit signaling pathway	1	RABGEF1
mast cell degranulation	1	RABGEF1
negative regulation of mast cell degranulation	1	RABGEF1
negative regulation of Ras protein signal transduction	1	RABGEF1
negative regulation of receptor-mediated endocytosis	1	RABGEF1
negative regulation of inflammatory response	1	RABGEF1
 Fc receptor mediated stimulatory signaling pathway	1	RABGEF1
mast cell migration	1	RABGEF1
dendritic transport	1	RABGEF1
negative regulation of Kit signaling pathway	1	RABGEF1
nucleolus	1	RABGEF1
dendrite	1	RABGEF1
