Feature	Number of Genes	Genes
protein binding	26	ASPH, ATP2A1, BCAP31, CALR, CALU, CHM, CYFIP2, DNAJB11, ESYT1, FKBP8, GCG, GDAP2, IKBIP, KTN1, LRRC59, NSDHL, P4HB, PDIA6, RCN1, SLC39A7, SMAP2, SOAT1, VAPA, VAPB, VIP, ZSCAN21
endoplasmic reticulum	20	ASPH, BCAP31, CALR, CALU, DNAJB11, ESYT1, FKBP8, IKBIP, KTN1, LRRC59, MOGS, NSDHL, P4HB, PDIA6, RCN1, SLC39A7, SOAT1, STC2, VAPA, VAPB
endoplasmic reticulum membrane	17	ASPH, ATP2A1, BCAP31, CALR, CALU, ESYT1, FKBP8, IKBIP, KTN1, LRRC59, MOGS, NSDHL, PDIA6, SLC39A7, SOAT1, VAPA, VAPB
membrane	14	ATP2A1, BCAP31, CALR, CALU, CYFIP2, DNAJB11, ESYT1, FKBP8, IKBIP, KTN1, LRRC59, MOGS, SLC39A7, SOAT1
cytosol	9	BCAP31, CALR, CHM, CYFIP2, FKBP8, P4HB, PDIA6, SMAP2, VAPA
endoplasmic reticulum lumen	9	CALR, CALU, DNAJB11, GCG, KTN1, P4HB, PDIA6, RCN1, STC2
plasma membrane	8	ASPH, BCAP31, ESYT1, GCG, KTN1, PDIA6, VAPA, VAPB
cytoplasm	7	CALR, CHM, CYFIP2, KCTD20, LRRC59, SMAP2, VAPB
calcium ion binding	6	ASPH, ATP2A1, CALR, CALU, ESYT1, RCN1
protein folding	6	CALR, DNAJB11, FKBP8, MOGS, P4HB, PDIA6
extracellular region	5	CALR, CALU, GCG, P4HB, VIP
extracellular space	5	CALR, DNAJB11, GCG, PDIA6, STC2
nucleus	5	CALR, CHM, CYFIP2, DNAJB11, ZSCAN21
Golgi apparatus	5	CALR, CALU, SLC39A7, STC2, VAPB
extracellular exosome	5	CALR, CYFIP2, MOGS, P4HB, PDIA6
intracellular calcium ion homeostasis	4	ATP2A1, CALR, STC2, VAPB
response to endoplasmic reticulum stress	4	ATP2A1, BCAP31, P4HB, PDIA6
endoplasmic reticulum to Golgi vesicle-mediated transport	4	BCAP31, P4HB, VAPA, VAPB
RNA binding	4	CALR, KTN1, LRRC59, P4HB
perinuclear region of cytoplasm	4	CALR, CYFIP2, STC2, VAPA
cadherin binding	4	KTN1, LRRC59, VAPA, VAPB
protein homodimerization activity	3	ATP2A1, STC2, VAPB
mitochondrion	3	ATP2A1, BCAP31, FKBP8
apoptotic process	3	BCAP31, CYFIP2, FKBP8
spermatogenesis	3	BCAP31, CALR, ZSCAN21
protein folding in endoplasmic reticulum	3	CALR, P4HB, VAPA
melanosome	3	CALU, P4HB, PDIA6
endoplasmic reticulum chaperone complex	3	DNAJB11, P4HB, PDIA6
identical protein binding	3	ESYT1, FKBP8, GCG
metal ion binding	3	FKBP8, SMAP2, ZSCAN21
negative regulation of apoptotic process	3	FKBP8, GCG, VIP
hormone activity	3	GCG, STC2, VIP
enzyme binding	3	P4HB, STC2, VAPB
protein heterodimerization activity	3	P4HB, VAPA, VAPB
 proteolysis	2	ASPH, CYFIP2
activation of cysteine-type endopeptidase activity	2	ASPH, CYFIP2
sarcoplasmic reticulum membrane	2	ASPH, ATP2A1
negative regulation of endoplasmic reticulum calcium ion concentration	2	ATP2A1, BCAP31
 mitochondrial calcium ion concentration	2	ATP2A1, BCAP31
Golgi membrane	2	BCAP31, VAPA
lipid droplet	2	BCAP31, NSDHL
endoplasmic reticulum-Golgi intermediate compartment membrane	2	BCAP31, CALR
lumenal side of endoplasmic reticulum membrane	2	BCAP31, CALR
integrin binding	2	CALR, P4HB
protein folding chaperone	2	CALR, FKBP8
unfolded protein binding	2	CALR, DNAJB11
 DNA-templated transcription	2	CALR, ZSCAN21
 cell population proliferation	2	CALR, VIP
 gene expression	2	CALR, FKBP8
 substrate adhesion-dependent cell spreading	2	CALR, P4HB
nuclear envelope	2	CALR, LRRC59
focal adhesion	2	CALR, P4HB
external side of plasma membrane	2	CALR, P4HB
sarcoplasmic reticulum lumen	2	CALR, CALU
GTPase activator activity	2	CHM, SMAP2
small GTPase binding	2	CHM, CYFIP2
neuron projection	2	CYFIP2, VIP
signaling receptor binding	2	DNAJB11, GCG
phospholipid transport	2	ESYT1, VAPA
endoplasmic reticulum-plasma membrane tethering	2	ESYT1, VAPB
smoothened signaling pathway	2	FKBP8, NSDHL
camera-type eye development	2	FKBP8, RCN1
protein-containing complex	2	FKBP8, P4HB
G protein-coupled receptor signaling pathway	2	GCG, VIP
adenylate cyclase-activating G protein-coupled receptor signaling pathway	2	GCG, VIP
cholesterol metabolic process	2	NSDHL, SOAT1
protein disulfide isomerase activity	2	P4HB, PDIA6
protein-disulfide reductase activity	2	P4HB, PDIA6
cellular response to hypoxia	2	P4HB, STC2
endoplasmic reticulum-Golgi intermediate compartment	2	P4HB, PDIA6
nucleoplasm	2	SLC39A7, SMAP2
endoplasmic reticulum unfolded protein response	2	STC2, VAPB
microtubule binding	2	VAPA, VAPB
FFAT motif binding	2	VAPA, VAPB
endoplasmic reticulum organization	2	VAPA, VAPB
COPII-coated vesicle budding	2	VAPA, VAPB
endoplasmic reticulum exit site	2	VAPA, VAPB
structural molecule activity	1	ASPH
structural constituent of muscle	1	ASPH
electron transfer activity	1	ASPH
peptidyl-aspartic acid 3-dioxygenase activity	1	ASPH
muscle contraction	1	ASPH
pattern specification process	1	ASPH
cell population proliferation	1	ASPH
negative regulation of cell population proliferation	1	ASPH
electron transport chain	1	ASPH
 protein stability	1	ASPH
limb morphogenesis	1	ASPH
peptidyl-aspartic acid hydroxylation	1	ASPH
roof of mouth development	1	ASPH
face morphogenesis	1	ASPH
 protein depolymerization	1	ASPH
cortical endoplasmic reticulum	1	ASPH
P-type calcium transporter activity	1	ATP2A1
ATP binding	1	ATP2A1
ATP hydrolysis activity	1	ATP2A1
calcium-dependent ATPase activity	1	ATP2A1
calcium ion transport	1	ATP2A1
apoptotic mitochondrial changes	1	ATP2A1
 fast-twitch skeletal muscle fiber contraction	1	ATP2A1
 endoplasmic reticulum calcium ion concentration	1	ATP2A1
monoatomic ion transmembrane transport	1	ATP2A1
maintenance of mitochondrion location	1	ATP2A1
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	1	ATP2A1
calcium ion import	1	ATP2A1
calcium ion transmembrane transport	1	ATP2A1
relaxation of skeletal muscle	1	ATP2A1
 cardiac muscle cell contraction	1	ATP2A1
 ATPase-coupled calcium transmembrane transporter activity	1	ATP2A1
 calcium ion import into sarcoplasmic reticulum	1	ATP2A1
 cardiac conduction	1	ATP2A1
calcium ion import into sarcoplasmic reticulum	1	ATP2A1
sarcoplasmic reticulum	1	ATP2A1
platelet dense tubular network membrane	1	ATP2A1
calcium channel complex	1	ATP2A1
MHC class I protein binding	1	BCAP31
protein-containing complex binding	1	BCAP31
protein targeting to mitochondrion	1	BCAP31
 cytosolic calcium ion concentration	1	BCAP31
calcium-mediated signaling using intracellular calcium source	1	BCAP31
 cysteine-type endopeptidase activity involved in apoptotic process	1	BCAP31
protein localization to endoplasmic reticulum exit site	1	BCAP31
 ER-associated ubiquitin-dependent protein catabolic process	1	BCAP31
 retrograde protein transport, ER to cytosol	1	BCAP31
 intrinsic apoptotic signaling pathway	1	BCAP31
clathrin-coated vesicle	1	BCAP31
Golgi cisterna membrane	1	BCAP31
mitochondria-associated endoplasmic reticulum membrane	1	BCAP31
perinuclear endoplasmic reticulum	1	BCAP31
complement component C1q complex binding	1	CALR
DNA binding	1	CALR
mRNA binding	1	CALR
nuclear export signal receptor activity	1	CALR
iron ion binding	1	CALR
zinc ion binding	1	CALR
carbohydrate binding	1	CALR
ubiquitin protein ligase binding	1	CALR
peptide binding	1	CALR
hormone binding	1	CALR
nuclear androgen receptor binding	1	CALR
protein-folding chaperone binding	1	CALR
negative regulation of transcription by RNA polymerase II	1	CALR
peptide antigen assembly with MHC class I protein complex	1	CALR
protein export from nucleus	1	CALR
response to xenobiotic stimulus	1	CALR
 endothelial cell migration	1	CALR
negative regulation of translation	1	CALR
protein maturation by protein folding	1	CALR
ubiquitin-dependent ERAD pathway	1	CALR
cortical actin cytoskeleton organization	1	CALR
response to estradiol	1	CALR
negative regulation of intracellular steroid hormone receptor signaling pathway	1	CALR
response to testosterone	1	CALR
protein localization to nucleus	1	CALR
 meiotic nuclear division	1	CALR
glucocorticoid receptor signaling pathway	1	CALR
 apoptotic process	1	CALR
negative regulation of neuron differentiation	1	CALR
 cell cycle	1	CALR
negative regulation of DNA-templated transcription	1	CALR
negative regulation of retinoic acid receptor signaling pathway	1	CALR
 phagocytosis	1	CALR
protein stabilization	1	CALR
sequestering of calcium ion	1	CALR
cardiac muscle cell differentiation	1	CALR
selective autophagy	1	CALR
cellular response to electrical stimulus	1	CALR
cellular response to lithium ion	1	CALR
cellular senescence	1	CALR
cellular response to virus	1	CALR
negative regulation of trophoblast cell migration	1	CALR
 NIK/NF-kappaB signaling	1	CALR
response to glycoside	1	CALR
 dendritic cell chemotaxis	1	CALR
acrosomal vesicle	1	CALR
smooth endoplasmic reticulum	1	CALR
polysome	1	CALR
cell surface	1	CALR
phagocytic vesicle membrane	1	CALR
MHC class I peptide loading complex	1	CALR
cytolytic granule	1	CALR
endoplasmic reticulum quality control compartment	1	CALR
cortical granule	1	CALR
collagen-containing extracellular matrix	1	CALR
endocytic vesicle lumen	1	CALR
biological_process	1	CALU
Rab geranylgeranyltransferase activity	1	CHM
GDP-dissociation inhibitor activity	1	CHM
protein targeting to membrane	1	CHM
small GTPase mediated signal transduction	1	CHM
visual perception	1	CHM
vesicle-mediated transport	1	CHM
protein geranylgeranylation	1	CHM
Rab-protein geranylgeranyltransferase complex	1	CHM
RNA 7-methylguanosine cap binding	1	CYFIP2
cell morphogenesis	1	CYFIP2
axon guidance	1	CYFIP2
cell projection assembly	1	CYFIP2
 actin filament polymerization	1	CYFIP2
 neurotrophin TRK receptor signaling pathway	1	CYFIP2
dendrite extension	1	CYFIP2
cell-cell adhesion	1	CYFIP2
SCAR complex	1	CYFIP2
synapse	1	CYFIP2
misfolded protein binding	1	DNAJB11
