Feature	Number of Genes	Genes
protein binding	29	CC2D1A, SIK2, PTPDC1, CSDC2, CTIF, ENSA, FOXC1, FOXD4, IER2, IER5, LIMD1, PABIR1, PPME1, PPP2R1A, PPP2R1B, PPP2R2C, PPP2R3B, PPP2R3C, PPP2R5E, PRKD1, RBM7, SERTAD2, SERTAD4, SET, SGO1, USP12, WBP4, ZCCHC8, ZNF462
nucleus	21	CC2D1A, SIK2, CSDC2, FOXC1, FOXD4, IER2, IER5, LIMD1, PABIR1, PPP2R1A, PPP2R3B, PPP2R5E, PRKD1, RBM7, SERTAD2, SERTAD4, SET, USP12, WBP4, ZCCHC8, ZNF462
nucleoplasm	18	PTPDC1, ENSA, FOXC1, IER2, IER5, LIMD1, PABIR1, PPME1, PPP2R3B, PPP2R3C, RBM7, SERTAD2, SET, SGO1, USP12, WBP4, ZCCHC8, ZNF462
cytosol	14	CC2D1A, CTIF, FOXC1, LIMD1, PPP2R1A, PPP2R2C, PPP2R3B, PPP2R3C, PPP2R5E, PRKD1, SERTAD2, SET, SGO1, USP12
cytoplasm	13	SIK2, CSDC2, ENSA, IER2, IER5, LIMD1, MAST4, PABIR1, PPP2R1A, PPP2R1B, PPP2R5E, SERTAD2, SET
protein phosphatase regulator activity	8	ENSA, PPME1, PPP2R1A, PPP2R1B, PPP2R2C, PPP2R3B, PPP2R5E, SET
 transcription by RNA polymerase II	7	CC2D1A, FOXC1, FOXD4, IER2, IER5, PRKD1, ZNF462
protein dephosphorylation	5	PTPDC1, PPP2R1A, PPP2R1B, PPP2R3B, PPP2R5E
RNA binding	5	CSDC2, CTIF, RBM7, WBP4, ZCCHC8
metal ion binding	5	LIMD1, PPP2R3C, PRKD1, USP12, ZNF462
protein phosphatase type 2A complex	5	PPP2R1A, PPP2R1B, PPP2R2C, PPP2R3B, PPP2R5E
DNA binding	4	FOXC1, IER2, SET, ZNF462
 DNA-templated transcription	4	FOXC1, LIMD1, PPP2R1A, SERTAD2
RNA polymerase II cis-regulatory region sequence-specific DNA binding	3	CC2D1A, FOXC1, FOXD4
DNA-binding transcription factor activity, RNA polymerase II-specific	3	CC2D1A, FOXC1, FOXD4
plasma membrane	3	CC2D1A, LIMD1, PRKD1
membrane	3	CC2D1A, PPP2R1A, SOGA3
extracellular exosome	3	CC2D1A, PPP2R1A, PPP2R1B
protein serine/threonine kinase activity	3	SIK2, MAST4, PRKD1
ATP binding	3	SIK2, MAST4, PRKD1
protein serine kinase activity	3	SIK2, MAST4, PRKD1
intracellular signal transduction	3	SIK2, MAST4, PRKD1
protein phosphatase inhibitor activity	3	ENSA, PPME1, SET
cell differentiation	3	FOXC1, FOXD4, PRKD1
chromatin	3	FOXC1, FOXD4, SET
nucleolus	3	IER5, RBM7, ZCCHC8
cadherin binding	2	CC2D1A, PPME1
 I-kappaB kinase/NF-kappaB signaling	2	CC2D1A, PRKD1
magnesium ion binding	2	SIK2, MAST4
protein phosphorylation	2	SIK2, PPME1
protein autophosphorylation	2	SIK2, PRKD1
protein serine/threonine phosphatase inhibitor activity	2	PABIR2, PABIR1
perinuclear region of cytoplasm	2	CTIF, SET
protein phosphatase 2A binding	2	ENSA, PPME1
G2/M transition of mitotic cell cycle	2	ENSA, PPME1
cell division	2	ENSA, SGO1
DNA-binding transcription factor activity	2	FOXC1, FOXD4
DNA binding, bending	2	FOXC1, FOXD4
sequence-specific DNA binding	2	FOXC1, FOXD4
angiogenesis	2	FOXC1, PRKD1
anatomical structure morphogenesis	2	FOXC1, FOXD4
 gene expression	2	FOXC1, ZNF462
cell migration	2	FOXC1, LIMD1
vascular endothelial growth factor receptor signaling pathway	2	FOXC1, PRKD1
identical protein binding	2	IER5, PRKD1
cytoskeleton organization	2	LIMD1, MAST4
negative regulation of DNA-templated transcription	2	LIMD1, SET
peptidyl-serine phosphorylation	2	MAST4, PRKD1
nuclear body	2	PABIR1, ZCCHC8
apoptotic process	2	PPP2R1A, PRKD1
chromosome segregation	2	PPP2R1A, SGO1
RNA splicing	2	PPP2R1A, WBP4
negative regulation of cell growth	2	PPP2R1A, SERTAD2
T cell homeostasis	2	PPP2R1A, PPP2R3C
 extrinsic apoptotic signaling pathway in absence of ligand	2	PPP2R1A, PPP2R1B
chromosome, centromeric region	2	PPP2R1A, SGO1
Golgi apparatus	2	PPP2R3C, PRKD1
centrosome	2	PPP2R3C, SGO1
signal transduction	2	PPP2R5E, PRKD1
 autophagy	2	PRKD1, SOGA3
snRNA catabolic process	2	RBM7, ZCCHC8
zinc ion binding	2	WBP4, ZCCHC8
mRNA splicing, via spliceosome	2	WBP4, ZCCHC8
DNA-binding transcription repressor activity, RNA polymerase II-specific	1	CC2D1A
negative regulation of snRNA transcription by RNA polymerase II	1	CC2D1A
fibrillar center	1	CC2D1A
microtubule organizing center	1	CC2D1A
enzyme inhibitor activity	1	SIK2
enzyme activator activity	1	SIK2
nucleoside-triphosphatase regulator activity	1	SIK2
 insulin receptor signaling pathway	1	SIK2
endoplasmic reticulum membrane	1	SIK2
protein tyrosine/serine/threonine phosphatase activity	1	PTPDC1
cilium assembly	1	PTPDC1
mRNA 3'-UTR binding	1	CSDC2
mRNA processing	1	CSDC2
 mRNA stability	1	CSDC2
translation activator activity	1	CTIF
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	1	CTIF
 translational initiation	1	CTIF
 translation	1	CTIF
signaling receptor binding	1	ENSA
ion channel inhibitor activity	1	ENSA
phosphatase inhibitor activity	1	ENSA
potassium channel inhibitor activity	1	ENSA
mitotic cell cycle	1	ENSA
response to nutrient	1	ENSA
negative regulation of protein dephosphorylation	1	ENSA
 insulin secretion	1	ENSA
transcription cis-regulatory region binding	1	FOXC1
RNA polymerase II transcription regulatory region sequence-specific DNA binding	1	FOXC1
DNA-binding transcription activator activity, RNA polymerase II-specific	1	FOXC1
RNA polymerase II-specific DNA-binding transcription factor binding	1	FOXC1
DNA-binding transcription factor binding	1	FOXC1
promoter-specific chromatin binding	1	FOXC1
negative regulation of transcription by RNA polymerase II	1	FOXC1
ovarian follicle development	1	FOXC1
eye development	1	FOXC1
ureteric bud development	1	FOXC1
in utero embryonic development	1	FOXC1
somitogenesis	1	FOXC1
kidney development	1	FOXC1
lymph vessel development	1	FOXC1
endochondral ossification	1	FOXC1
blood vessel remodeling	1	FOXC1
apoptotic process involved in outflow tract morphogenesis	1	FOXC1
Notch signaling pathway	1	FOXC1
heart development	1	FOXC1
cell population proliferation	1	FOXC1
germ cell migration	1	FOXC1
 epithelial to mesenchymal transition	1	FOXC1
mesenchymal cell development	1	FOXC1
neural crest cell development	1	FOXC1
negative regulation of angiogenesis	1	FOXC1
cerebellum development	1	FOXC1
collagen fibril organization	1	FOXC1
glycosaminoglycan metabolic process	1	FOXC1
