Feature	Number of Genes	Genes
protein binding	16	NCAPH2, IL13RA2, HOXD4, DDB2, SNX7, CDK5, METTL9, SCAMP1, TJP1, TMEM186, SSX2IP, PRKCI, MAGI1, DDR1, CADM1, COLEC12
plasma membrane	8	CDK5, SCAMP1, TJP1, PRKCI, MAGI1, DDR1, CADM1, COLEC12
nucleus	7	NCAPH2, HOXD4, DDB2, CDK5, SSX2IP, PRKCI, PURG
nucleoplasm	6	NCAPH2, HOXD4, DDB2, CDK5, PRKCI, MAGI1
cell junction	6	NCAPH2, HOXD4, DDB2, CDK5, TJP1, MAGI1
membrane	4	NCAPH2, CDK5, SCAMP1, COLEC12
ATP binding	4	CDK5, PRKCI, MAGI1, DDR1
cytoplasm	4	CDK5, TJP1, SSX2IP, MAGI1
adherens junction	4	TJP1, SSX2IP, MAGI1, CCDC85C
bicellular tight junction	4	TJP1, PRKCI, MAGI1, CCDC85C
extracellular space	3	IL13RA2, DDR1, COLEC12
protein-containing complex	3	DDB2, TJP1, SSX2IP
cytosol	3	CDK5, TJP1, PRKCI
cell adhesion	3	SSX2IP, MAGI1, DDR1
metal ion binding	3	PRKCI, DDR1, COLEC12
intercellular bridge	2	NCAPH2, PRKCI
receptor complex	2	IL13RA2, DDR1
RNA polymerase II transcription regulatory region sequence-specific DNA binding	2	HOXD4, PURG
DNA-binding transcription factor activity, RNA polymerase II-specific	2	HOXD4, PURG
 transcription by RNA polymerase II	2	HOXD4, PURG
chromatin	2	HOXD4, DDB2
protein transport	2	SNX7, SCAMP1
early endosome membrane	2	SNX7, VPS13B
protein kinase activity	2	CDK5, PRKCI
protein serine/threonine kinase activity	2	CDK5, PRKCI
protein serine kinase activity	2	CDK5, PRKCI
protein phosphorylation	2	CDK5, PRKCI
peptidyl-serine phosphorylation	2	CDK5, PRKCI
 cell migration	2	CDK5, TJP1
neuron projection development	2	CDK5, VPS13B
protein autophosphorylation	2	CDK5, DDR1
 protein localization to plasma membrane	2	CDK5, PRKCI
postsynaptic density	2	CDK5, CADM1
dendrite	2	CDK5, CADM1
neuron projection	2	CDK5, CADM1
Schaffer collateral - CA1 synapse	2	CDK5, PRKCI
glutamatergic synapse	2	CDK5, PRKCI
mitochondrion	2	METTL9, TMEM186
protein domain specific binding	2	SCAMP1, SSX2IP
recycling endosome membrane	2	SCAMP1, VPS13B
cell adhesion molecule binding	2	TJP1, CADM1
negative regulation of apoptotic process	2	TJP1, PRKCI
cell-cell junction organization	2	TJP1, PRKCI
basolateral plasma membrane	2	TJP1, CADM1
cell projection	2	TJP1, MAGI1
apical junction complex	2	TJP1, CCDC85C
tight junction	2	TJP1, PRKCI
vesicle-mediated transport	2	VPS13B, PRKCI
Golgi membrane	2	VPS13B, PRKCI
cell leading edge	2	SSX2IP, PRKCI
 neuron projection development	2	PRKCI, DDR1
extracellular exosome	2	PRKCI, DDR1
cell-cell junction	2	MAGI1, CADM1
synapse	2	PURG, CADM1
chromatin binding	1	NCAPH2
mitotic chromosome condensation	1	NCAPH2
meiotic chromosome condensation	1	NCAPH2
T cell differentiation in thymus	1	NCAPH2
mitotic sister chromatid separation	1	NCAPH2
female meiosis chromosome separation	1	NCAPH2
 chromosome segregation	1	NCAPH2
 chromosome separation	1	NCAPH2
 chromosome condensation	1	NCAPH2
condensed nuclear chromosome	1	NCAPH2
condensin complex	1	NCAPH2
cytokine receptor activity	1	IL13RA2
cytokine binding	1	IL13RA2
negative regulation of immunoglobulin production	1	IL13RA2
immunoglobulin mediated immune response	1	IL13RA2
cytokine-mediated signaling pathway	1	IL13RA2
negative regulation of mast cell degranulation	1	IL13RA2
extracellular region	1	IL13RA2
external side of plasma membrane	1	IL13RA2
RNA polymerase II cis-regulatory region sequence-specific DNA binding	1	HOXD4
