Feature	Number of Genes	Genes
protein binding	475	ACSL3, NTN1, CLTCL1, ORC4, TSG101, PEX11B, OSMR, EIPR1, UBXN8, PJA1, CLDND1, DHX37, COPS4, ENSA, PPME1, RBM7, DNAAF2, HMGB1, SWSAP1, POP4, GTF3C4, CENPH, CLASRP, MIS18BP1, FGF11, SRP54, UPF2, TRIM26, YTHDC1, ABCF3, CRELD1, GSTM3, TTK, LSM14A, CDC73, TCF4, METAP1, LARP7, SPIN1, RPS19, CETN1, GTF3C2, DCAF1, MACROH2A2, CBX2, RBM15, ASCC2, RCC1L, UBE2O, MEPCE, ZNF414, ZNF423, ZNF692, RBL2, TRIP4, PRPF38A, PPM1G, BUD13, ZNF784, DAXX, CHD2, MAD2L1BP, ERI1, HPSE, PHC1, BAZ1B, SCAF8, CT45A3, LMX1B, CDK12, SATB2, MDM4, HMGB2, SUPT16H, UHRF1, PAXX, CTCF, ZC3H8, RTF1, FBXO33, RPS16, SGF29, ZZZ3, ZRANB2, RPL4, CBX4, ZC4H2, PHC2, UBE2T, SMCR8, EP400, FAM111B, KDM2A, SUPT20H, ZNF768, RAN, H1-1, NXF1, RPP25L, APTX, CSNK2A1, RSRC1, MPHOSPH8, ZFC3H1, TUT4, FBXL17, PRKX, CREB5, PHC3, JRK, TASOR2, ECT2, RBBP5, HMCES, TRMT1L, LIG3, ZRANB3, ANKZF1, ZNF48, WDR76, CCDC174, TIFA, TET2, SUZ12, METTL17, CHD3, ATE1, MED12L, MDM2, GTF3C1, DIS3, KAT2B, DGCR8, RBBP6, YTHDC2, MBTD1, CAVIN1, SMARCA1, TAF1A, ZSCAN18, ABT1, TBL1X, C8orf33, SPCS2, ZNF346, ESCO2, CETN2, C1orf174, ELOA, DROSHA, INCENP, RBM43, PINX1, RPL22, CDKN2AIP, FBXO11, ING4, CREBRF, JMJD6, NONO, RRP1, ZC3H4, STK35, DHX57, SREK1, RPS6KA3, UACA, XRCC4, PCYT1A, CLK1, FCF1, GLYR1, APLF, HELZ, ZNF592, NAA40, TERF1, H2AX, AFF4, NUP42, SIRT6, PYM1, ZMYND8, LTBP2, PRAG1, TLK1, NSD1, CUL1, MRGBP, CGGBP1, GLI2, LENG8, CBX8, THTPA, NSD2, EXOSC2, MTDH, TRMT6, SNIP1, LUC7L, NXT1, XRCC1, CENPQ, CCNDBP1, CENPC, SCAI, SELENOF, SPIN4, ATAD2, GTPBP2, FAM111A, BRD7, CDK4, COPS5, ZFR, KIF18B, N4BP2, CHD7, INO80E, UTP4, FAM117B, MDC1, RTF2, XDH, RPP38, CENPP, RNF187, PLD1, SNAPC1, TAF1B, TRIM44, FMR1, RPL28, WDR6, EIF4G1, LLGL2, RIOK3, HDLBP, NFU1, SURF6, DDX47, NOL7, ELL3, DDA1, ZKSCAN8, SFRP1, DDX49, SETD7, RBMX2, RPS19BP1, MCM10, LYAR, SRP14, MKI67, KDM6A, SPC24, ZNF696, PES1, SETMAR, UTP23, IFI16, CDCA7L, NOC4L, TMA16, UTP15, NOLC1, NOL6, DHX33, NGDN, RPL19, KRR1, FAM32A, USP36, RRP1B, XPC, RIOX2, DDX55, DDX23, VSX1, MPHOSPH6, ZNF593, DDX56, UTP11, HMGA1, RIOX1, MAK16, DDX31, NOP53, IMP4, DDX27, NVL, LARP4B, CENATAC, C1D, DNAJC21, KNOP1, RRP7A, H1-2, DNTTIP1, CDCA8, THAP7, FAM133A, DDX21, MPHOSPH10, RRS1, CCDC137, RPL3, LIN28B, DNTTIP2, MECP2, ZNF16, TTF1, NPM1, BOP1, NOL11, IQGAP3, CCDC59, GLE1, PHF2, SENP3, NUFIP1, RPF1, TBL3, AQR, PARP2, PPP1R7, REXO4, NAT10, SMG6, ZCCHC7, NUP153, ILF3, JADE3, NOP2, CYTH1, TARBP2, ZCCHC10, PHF6, STON2, SLBP, NIN, TNFAIP1, ADAR, RPL18A, SRSF5, RRP8, UTP3, ARL6IP4, RBM45, UTP14A, GTPBP4, TNNI1, EIF3L, NOL12, NUSAP1, LRRC40, RECQL4, NPM3, ZNF397, WDR12, C12orf43, NOM1, BCAS3, GON7, TOP2A, EXOSC5, NKRF, NIFK, ASXL1, MKRN2, RPS3A, NOL8, ZFAND2B, FOXM1, ETV6, DDX24, PFDN2, ZNF622, RNF151, DNMBP, SMAD2, TRIM68, PARP10, CTNNBIP1, TSPYL6, WASL, FKBP15, NCAPD2, CAMLG, DDX11, PACSIN1, CBX5, CHD1, PSME3IP1, UTP6, MRM3, THUMPD3, PRDM10, LAS1L, PRKRA, ADARB1, KAT7, PRKCZ, SRP68, RPS3, ASCC3, ACSF2, RPS15, METTL18, TXLNA, SRPK2, NKAPD1, THAP12, SRPK1, MAGEB2, ZNF276, THAP11, SRSF2, EIF2AK2, DLGAP5, ZC3H7B, RP9, TEFM, BRPF3, ZC2HC1A, PRR3, RPS7, RPS2, SND1, OASL, BLM, TUT7, ZSCAN26, LTV1, TRIM56, STRAP, TRIM16, AATF, FBXL19, UBE2R2, USP37, POP1, POP5, RPP30, TP53TG5, UCHL5, COIL, LSM3, CPS1, LRWD1, MCEE, PSRC1, RPL26L1, EME1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, ACOX1, LRCH1, MAPK13, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
nucleoplasm	324	NTN1, ORC4, PEX11B, UBXN8, DHX37, COPS4, ENSA, PPME1, RBM7, HMGB1, POP4, GTF3C4, CENPH, CLASRP, MIS18BP1, YTHDC1, CDC73, LARP7, SPIN1, RPS19, GTF3C2, DCAF1, MACROH2A2, CBX2, RBM15, ASCC2, UBE2O, ZNF423, ZNF692, RBL2, TRIP4, PRPF38A, PPM1G, BUD13, DAXX, MAD2L1BP, HPSE, PHC1, BAZ1B, SCAF8, CDK12, SATB2, P3H2, MDM4, HMGB2, SUPT16H, UHRF1, PAXX, ZNF22, CTCF, ZC3H8, RTF1, RPS16, ZZZ3, ZRANB2, TAF4B, CBX4, PHC2, UBE2T, SMCR8, EP400, KDM2A, RAN, H1-1, NXF1, APTX, CSNK2A1, MPHOSPH8, FBXL17, PRKX, PHC3, TASOR2, ECT2, RBBP5, LIG3, ZRANB3, CCDC174, SUZ12, METTL17, CHD3, MDM2, GTF3C1, DIS3, KAT2B, DGCR8, ZBTB11, CAVIN1, SMARCA1, TAF1A, TBL1X, ZNF346, ESCO2, WDR55, CETN2, C1orf174, ELOA, DROSHA, INCENP, PINX1, CDKN2AIP, FBXO11, ING4, CREBRF, JMJD6, HMGN5, NONO, ZC3H4, STK35, SREK1, RPS6KA3, UACA, XRCC4, MAEA, FCF1, GLYR1, APLF, USP3, NAA40, TERF1, H2AX, AFF4, NUP42, SIRT6, PYM1, ZMYND8, TLK1, PHF10, NSD1, CUL1, MRGBP, CGGBP1, GLI2, CBX8, NSD2, EXOSC2, TRMT6, SNIP1, NXT1, XRCC1, CENPQ, CCNDBP1, CENPC, SCAI, SPIN4, ATAD2, FAM111A, BRD7, CDK4, COPS5, KIF18B, CHD7, INO80E, UTP4, SUGP2, MDC1, RPP38, CENPP, RNF187, SNAPC1, TAF1B, FMR1, NFU1, SURF6, DDX47, ELL3, DDA1, NLE1, DDX49, SETD7, RBMX2, RPS19BP1, MCM10, LYAR, MKI67, KDM6A, BMS1, NOP14, SPC24, PES1, RBM34, IFI16, CDCA7L, NOC4L, TMA16, UTP15, RBM19, NOLC1, NOL6, DHX33, NGDN, KRR1, FAM32A, USP36, RRP1B, XPC, RIOX2, DDX55, DDX23, MPHOSPH6, ZNF593, UTP11, ESF1, HMGA1, RIOX1, GZF1, NOP53, NMD3, IMP4, NVL, DDX52, NSUN5, C1D, RRP7A, DNTTIP1, CDCA8, THAP7, DDX21, MPHOSPH10, RRS1, LIN28B, DNTTIP2, MECP2, ZNF16, TTF1, ZNF771, NPM1, BOP1, NOL11, DUSP11, CCDC59, PHF2, SENP3, NUFIP1, TBL3, AQR, PARP2, REXO4, NAT10, NUP153, SDAD1, ILF3, JADE3, UTP18, NOP2, TARBP2, TSPYL1, PHF6, SLBP, NIN, ADAR, SPTY2D1, SRSF5, RRP36, RRP8, UTP3, RBM45, UTP14A, GTPBP4, EIF3L, RECQL4, NPM3, WDR12, GON7, TOP2A, ZFP91, EXOSC5, NKRF, NIFK, ASXL1, WDR3, ZCCHC9, SPATS2L, RPS3A, FOXM1, ZNF622, SMAD2, TRIM68, CTNNBIP1, NCAPD2, DDX11, CBX5, CHD1, PSME3IP1, UTP6, LAS1L, PRKRA, ADARB1, KAT7, RPS3, ASCC3, RPS15, SRPK2, SRPK1, THAP11, SRSF2, USP16, RPS7, RPS2, OASL, BLM, TUT7, ZSCAN26, LTV1, AATF, USP37, POP1, POP5, RPP30, SURF2, UCHL5, COIL, LSM3, PCDH1, LRWD1, PSRC1, EME1, RPL26, HUWE1, RBM4B, RPS14, RPL5, RPS10, RPS11, RPS8
nucleus	320	ORC4, UBXN8, COPS4, RBM7, HMGB1, SWSAP1, CENPH, DTWD1, SRP54, UPF2, TRIM26, YTHDC1, GSTM3, TTK, CDC73, TCF4, LARP7, SPIN1, DCAF1, CBX2, RBM15, ASCC2, UBE2O, MEPCE, ZNF414, ZNF423, TRIP4, PRPF38A, PPM1G, BUD13, ZNF784, DAXX, CFDP1, CHD2, MAD2L1BP, ERI1, HPSE, PHC1, BAZ1B, SCAF8, LMX1B, CDK12, MDM4, HMGB2, SUPT16H, UHRF1, PAXX, ZNF22, CTCF, PRR11, ZNF384, ZC3H8, SGF29, TAF4B, RPL4, CBX4, ZC4H2, PHC2, UBE2T, FAM111B, SUPT20H, ZNF768, RAN, H1-1, NXF1, RPP25L, APTX, CSNK2A1, RSRC1, MPHOSPH8, ZFC3H1, FBXL17, PRKX, CREB5, PHC3, JRK, ECT2, RBBP5, TRMT1L, LIG3, ZNF48, WDR76, CCDC174, TET2, SUZ12, CHD3, ATE1, MDM2, DIS3, KAT2B, DGCR8, RBBP6, MBTD1, CAVIN1, SMARCA1, ZSCAN18, ABT1, TBL1X, ZNF574, ZNF346, ESCO2, INCENP, GPATCH2, RPL22, FBXO11, ING4, CREBRF, JMJD6, HMGN5, NONO, RRP1, ZC3H4, UACA, MYEF2, XRCC4, PCYT1A, MAEA, CLK1, APLF, HELZ, ZNF592, USP3, NAA40, PURG, TERF1, RSBN1, H2AX, NUP42, SIRT6, ZMYND8, PRAG1, TLK1, NSD1, CUL1, CGGBP1, GLI2, LENG8, CBX8, NSD2, EXOSC2, MTDH, TRMT6, SNIP1, NXT1, XRCC1, CENPQ, CCNDBP1, SCAI, ATAD2, ZFP62, FAM111A, BRD7, CDK4, COPS5, ZFR, KIF18B, CHD7, MDC1, RTF2, CENPP, ZSCAN31, RNF187, TAF1B, FMR1, RPL10L, EIF4G1, HDLBP, NFU1, ELL3, ZKSCAN8, DDX49, SETD7, ZNF865, RBMX2, ZNF689, MCM10, LYAR, SRP14, MKI67, KDM6A, ZNF696, SETMAR, IFI16, CDCA7L, TMA16, DHX33, SRFBP1, USP36, RRP1B, XPC, DDX23, VSX1, MPHOSPH6, DDX56, HMGA1, GNL2, RIOX1, DDX31, NMD3, NVL, C1D, ZNF358, H1-2, DNTTIP1, ZNF668, THAP7, CCDC137, RPL3, MECP2, ZNF16, TTF1, DDX51, ZNF771, NPM1, DUSP11, PHF2, SENP3, NUFIP1, AQR, PARP2, PPP1R7, REXO4, NAT10, SMG6, PARP12, ILF3, UTP18, TARBP2, TSPYL1, PHF6, SLBP, TNFAIP1, ADAR, ZSCAN25, FIZ1, UTP3, AGTPBP1, ARL6IP4, RBM45, GTPBP4, RECQL4, ZNF787, DDX10, BCAS3, GON7, TOP2A, ZFP91, EXOSC5, NKRF, MKRN2, NEPRO, RPS3A, FOXM1, VGLL3, ETV6, PFDN2, RNF151, SMAD2, TRIM68, PARP10, CTNNBIP1, TSPYL6, WASL, NCAPD2, NCOA4, DDX11, CBX5, CHD1, PSME3IP1, ACTL6B, BBX, PRDM10, PRKRA, ADARB1, KAT7, RPS3, ASCC3, RPS15, METTL18, SRPK2, THAP12, SRPK1, MAGEB2, ZNF276, SRSF2, EIF2AK2, DLGAP5, ZC3H7B, USP16, ZNF800, RP9, BRPF3, RPS7, RPS2, SND1, BLM, ZSCAN26, LTV1, STRAP, AATF, MTUS1, USP37, RPP30, TP53TG5, UCHL5, COIL, LSM3, LRWD1, SERBP1, HUWE1, RPL10A, RPL17, YBX3, RPL37A, MAPK13, RPL13, RPL18, RPL30, RPL5, RPS8
nucleolus	241	ORC4, TSG101, URB2, UBXN8, DHX37, RBM7, POP4, CENPH, SRP54, SPIN1, RPS19, ZNF692, RBL2, DAXX, MAD2L1BP, ERI1, BAZ1B, HMGB2, CTCF, RTF1, RPS16, ZZZ3, RPL4, UBE2T, RAN, APTX, URB1, MPHOSPH8, ZFC3H1, TUT4, RBBP5, SUZ12, CHD3, MDM2, GTF3C1, DIS3, DGCR8, RBBP6, ZBTB11, ABT1, ZNF346, WDR55, DROSHA, PINX1, GPATCH2, CDKN2AIP, FBXO11, JMJD6, RRP1, STK35, RPS6KA3, FCF1, TERF1, SIRT6, PYM1, ZMYND8, GLI2, NSD2, EXOSC2, XRCC1, CDK4, CHD7, INO80E, UTP4, RPP38, CENPP, SNAPC1, TAF1B, RPL35, FMR1, SURF6, DDX47, NOL7, ELL3, NLE1, SETD7, RBMX2, RPS19BP1, MCM10, LYAR, MKI67, BMS1, NOP14, SPC24, PES1, RBM34, SETMAR, UTP23, IFI16, CDCA7L, NOC4L, TMA16, UTP15, RBM19, NOLC1, NOL6, DHX33, NGDN, RPL19, KRR1, FAM32A, USP36, RRP1B, XPC, RIOX2, DDX55, DDX23, MPHOSPH6, ZNF593, DDX56, UTP11, ESF1, GNL2, RIOX1, GZF1, MAK16, DDX31, NOP53, NMD3, IMP4, DDX27, NVL, DDX52, NSUN5, LARP4B, C1D, DNAJC21, KNOP1, RRP7A, DNTTIP1, CDCA8, DDX21, MPHOSPH10, RRS1, CCDC137, RPL3, LIN28B, DNTTIP2, ZNF16, TTF1, DDX51, ZNF771, NPM1, BOP1, NOL11, GLE1, PHF2, SENP3, NUFIP1, RPF1, TBL3, PARP2, REXO4, NAT10, SMG6, ZCCHC7, NUP153, SDAD1, KRI1, ILF3, UTP18, NOP2, TSPYL1, PHF6, STON2, SLBP, NIN, ADAR, SPTY2D1, SRSF5, RRP36, RRP8, UTP3, AGTPBP1, RSL1D1, ARL6IP4, UTP14A, GTPBP4, RBM28, NOL12, NUSAP1, NPM3, ZNF397, WDR12, NOM1, GON7, TOP2A, ZFP91, EXOSC5, NKRF, ZNF106, NIFK, NEPRO, WDR3, ZCCHC9, SPATS2L, RPS3A, NOL8, ETV6, DDX24, ZNF622, TRIM68, PARP10, DDX11, CBX5, UTP6, THUMPD3, LAS1L, ADARB1, KAT7, SRP68, RPS3, METTL18, SRPK2, RPS7, RPS2, OASL, BLM, RPL36, AATF, MTUS1, NOL10, POP1, POP5, SURF2, TP53TG5, UCHL5, COIL, PCDH1, CPS1, LRWD1, EME1, RPL26, RBM4B, RPS14, RPL13, RPL18, RPL5, RPS10, RPS11, RPS8
RNA binding	232	DHX37, RBM7, HMGB1, SRP54, UPF2, YTHDC1, LSM14A, LARP7, RPS19, RBM15, RCC1L, UBE2O, MEPCE, PRPF38A, BUD13, CHD2, SCAF8, HMGB2, SUPT16H, ZC3H8, RTF1, RPS16, ZRANB2, RPL4, ZNF768, RAN, NXF1, RPP25L, URB1, TUT4, TRMT1L, CHD3, DIS3, RBBP6, YTHDC2, CAVIN1, ABT1, ZNF346, DROSHA, RBM43, RPL22, CDKN2AIP, JMJD6, HMGN5, NONO, RRP1, ZC3H4, DHX57, SREK1, MYEF2, FCF1, HELZ, PURG, NUP42, PYM1, EXOSC2, MTDH, TRMT6, MTHFSD, SNIP1, ZFR, UTP4, SUGP2, RPL35, FMR1, RPL28, WDR6, EIF4G1, NTPCR, HDLBP, SURF6, DDX47, NOL7, DDX49, RBMX2, RPS19BP1, LYAR, SRP14, MKI67, BMS1, NOP14, PES1, RBM34, UTP23, IFI16, NOC4L, UTP15, RBM19, NOLC1, NOL6, DHX33, NGDN, RPL19, KRR1, FAM32A, SRFBP1, USP36, RRP1B, DDX55, DDX23, MPHOSPH6, DDX56, UTP11, ESF1, HMGA1, GNL2, MAK16, DDX31, NOP53, NMD3, DDX27, NVL, DDX52, NSUN5, LARP4B, C1D, DNAJC21, KNOP1, RRP7A, H1-2, DDX21, MPHOSPH10, RRS1, CCDC137, RPL3, LIN28B, DNTTIP2, MECP2, DDX51, NPM1, BOP1, NOL11, DUSP11, CCDC59, NUFIP1, RPF1, TBL3, AQR, REXO4, NAT10, SMG6, ZCCHC7, PARP12, KRI1, ILF3, UTP18, NOP2, PHF6, SLBP, ADAR, RPL18A, SRSF5, RRP36, RRP8, UTP3, RSL1D1, ARL6IP4, RBM45, UTP14A, GTPBP4, RBM28, EIF3L, NOL12, NUSAP1, NPM3, DDX10, NOM1, TOP2A, EXOSC5, NKRF, ZNF106, NIFK, MKRN2, WDR3, ZCCHC9, SPATS2L, RPS3A, NOL8, DDX24, ZNF622, MRM3, CCDC9B, LAS1L, PRKRA, ADARB1, SPATS2, SRP68, RPS3, ASCC3, RPS15, SRPK2, SRPK1, SRSF2, EIF2AK2, ZC3H7B, RP9, TEFM, PRR3, RPS7, RPS2, SND1, OASL, RPL36, TUT7, TRIM56, STRAP, AATF, NOL10, POP1, RPP30, UCHL5, LSM3, RPL26L1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, KYAT3, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
cytosol	212	NTN1, CLTCL1, ORC4, TSG101, PEX11B, COPS4, DNAAF2, CENPH, FMNL2, SRP54, UPF2, TRIM26, GSTM3, LSM14A, CDC73, METAP1, LARP7, SPIN1, RPS19, CETN1, MYH15, UBE2O, RBL2, TRIP4, DAXX, P3H2, RPS16, RPL4, RAN, NXF1, CSNK2A1, MPHOSPH8, TUT4, FBXL17, TASOR2, ECT2, TIFA, MDM2, DIS3, KAT2B, DGCR8, RBBP6, CAVIN1, CETN2, DROSHA, INCENP, RPL22, FBXO11, ING4, JMJD6, ZC3H4, RPS6KA3, UACA, XRCC4, PCYT1A, GLYR1, APLF, HELZ, NAA40, NUP42, PYM1, PRAG1, CUL1, GLI2, THTPA, EXOSC2, SNIP1, NXT1, CENPQ, CENPC, SPIN4, BRD7, CDK4, COPS5, KIF18B, N4BP2, XDH, CENPP, RNF187, RPL35, FMR1, RPL28, RPL10L, WDR6, EIF4G1, LLGL2, RIOK3, HDLBP, NFU1, ELL3, SFRP1, RPS19BP1, SRP14, SPC24, PES1, IFI16, CDCA7L, RPL19, USP36, RRP1B, XPC, RIOX2, DDX55, MPHOSPH6, DDX56, HMGA1, NOP53, LARP4B, DNAJC21, CDCA8, DDX21, RPL3, LIN28B, MECP2, NPM1, IQGAP3, GLE1, SMG6, ZCCHC7, NUP153, CYTH1, TARBP2, STON2, SLBP, TNFAIP1, RPL18A, SRSF5, RRP8, AGTPBP1, UTP14A, GTPBP4, TNNI1, EIF3L, NPM3, ZNF397, GON7, EXOSC5, ZNF106, SPATS2L, RPS3A, ETV6, NUDT19, PFDN2, ZNF622, DNMBP, SMAD2, TRIM68, PARP10, CTNNBIP1, GYG2, WASL, NCAPD2, PACSIN1, DPH6, THUMPD3, PRKRA, ADARB1, SPATS2, KAT7, PRKCZ, SRP68, RPS3, ASCC3, RPS15, METTL18, TXLNA, SRPK2, SRPK1, THAP11, SRSF2, EIF2AK2, DLGAP5, BRPF3, RPS7, RPS2, SND1, OASL, BLM, RPL36, TUT7, ZSCAN26, LTV1, TRIM56, STRAP, TRIM16, FBXL19, UBE2R2, USP37, UCHL5, COIL, LSM3, PSRC1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, ACOX1, MAPK13, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
cytoplasm	199	TSG101, PJA1, DHX37, COPS4, ENSA, DNAAF2, FGF11, SRP54, UPF2, TRIM26, GSTM3, TTK, LSM14A, METAP1, RPS19, MYH15, DCAF1, UBE2O, TRIP4, PPM1G, MAD2L1BP, ERI1, SCAF8, HMGB2, PAXX, PRR11, RPS16, TAF4B, RPL4, ZC4H2, SMCR8, CAPSL, RAN, NXF1, APTX, RSRC1, MPHOSPH8, TUT4, FBXL17, PRKX, JRK, ECT2, ANKZF1, TIFA, CHD3, ATE1, MDM2, DGCR8, CAVIN1, GLCCI1, ZNF346, WDR55, RPL22, FBXO11, JMJD6, STK35, RPS6KA3, MAEA, CLK1, USP3, TERF1, PYM1, ZMYND8, PRAG1, CUL1, NSD2, EXOSC2, MTDH, MTHFSD, NXT1, CCNDBP1, SCAI, FAM111A, BRD7, CDK4, COPS5, ZFR, KIF18B, RNF187, IQCA1, TRIM44, RPL35, FMR1, RPL28, WDR6, EIF4G1, LLGL2, HDLBP, LYAR, SRP14, UTP15, RBM19, NOLC1, DHX33, RPL19, KRR1, USP36, XPC, ZNF593, UTP11, GZF1, NMD3, CENATAC, C1D, DNAJC21, RRP7A, RPL3, NPM1, GLE1, SENP3, PPP1R7, SMG6, ILF3, CYTH1, TARBP2, SLBP, TNFAIP1, ADAR, RPL18A, FIZ1, NKIRAS2, AGTPBP1, RBM45, GTPBP4, NUSAP1, RECQL4, NPM3, BCAS3, TOP2A, EXOSC5, NIFK, MKRN2, SPATS2L, RPS3A, ZFAND2B, PFDN2, RNF151, DNMBP, SMAD2, TRIM68, PARP10, CTNNBIP1, GYG2, WASL, P2RX6, NCAPD2, CAMLG, DDX11, PACSIN1, CHD1, THUMPD3, PRKRA, ADARB1, SPATS2, PRKCZ, RPS3, RPS15, TXLNA, SRPK2, SRPK1, EIF2AK2, DLGAP5, USP16, RPS7, RPS2, OASL, BLM, RPL36, TUT7, TRIM56, STRAP, TRIM16, AATF, FBXL19, MTUS1, TP53TG5, UCHL5, CPS1, LRWD1, PSRC1, SERBP1, RPL26, HUWE1, RPL10A, RPL17, YBX3, RPS14, RPL37A, KYAT3, LRCH1, MAPK13, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
metal ion binding	94	TYW1, PJA1, TRIM26, METAP1, ZNF414, ZNF423, ZNF692, PPM1G, ZNF784, ERI1, LMX1B, ZNF384, ZC3H8, ZRANB2, ZC4H2, ZNF768, APTX, ZFC3H1, CREB5, TRMT1L, ZRANB3, ANKZF1, ZNF48, SUZ12, DGCR8, ZBTB11, ZSCAN18, ZNF574, ESCO2, DROSHA, ING4, ZC3H4, DHX57, MAEA, APLF, HELZ, ZNF592, RSBN1, NUP42, PHF10, NSD2, ZFP62, COPS5, ZSCAN31, RNF187, TAF1B, RIOK3, ZKSCAN8, ZNF865, ZNF689, MCM10, LYAR, KDM6A, ZNF696, RIOX2, GZF1, ZNF358, ZNF668, THAP7, ZNF16, ZNF771, NUFIP1, SMG6, NUP153, PARP12, JADE3, PHF6, ADAR, ZSCAN25, FIZ1, ZNF787, ZNF397, ZFP91, ZNF106, ASXL1, MKRN2, SMAD2, GYG2, DDX11, PRDM10, ADARB1, PRKCZ, THAP12, ZC3H7B, ZNF800, RP9, BRPF3, ZC2HC1A, PRR3, ZSCAN26, CPS1, MCEE, EME1, RPL37A
 transcription by RNA polymerase II	93	NTN1, HMGB1, CDC73, TCF4, ZNF423, ZNF692, RBL2, ZNF784, CHD2, BAZ1B, LMX1B, CDK12, SATB2, HMGB2, UHRF1, ZNF384, SGF29, ZZZ3, KDM2A, SUPT20H, CREB5, ZNF48, TET2, MED12L, KAT2B, ZBTB11, SMARCA1, ZSCAN18, ABT1, TBL1X, ZNF574, ELOA, CREBRF, JMJD6, RPS6KA3, GLYR1, PURG, PHF10, MRGBP, GLI2, MTDH, SNIP1, ATAD2, ZFP62, BRD7, COPS5, CHD7, ZSCAN31, ELL3, ZKSCAN8, ZNF865, ZNF696, IFI16, RRP1B, VSX1, ZNF593, HMGA1, ZNF358, ZNF668, DDX21, MECP2, ZNF771, NPM1, PHF2, NUFIP1, JADE3, ZSCAN25, FIZ1, ZNF787, ZNF397, BCAS3, TOP2A, ZFP91, NKRF, ASXL1, MKRN2, FOXM1, VGLL3, ETV6, SMAD2, WASL, CHD1, ACTL6B, BBX, PRDM10, KAT7, ZNF276, THAP11, USP16, BRPF3, ZSCAN26, AATF, FBXL19
membrane	92	ACSL3, CLTCL1, RETSAT, PEX11B, SOGA3, ABCF3, CRELD1, TTK, RPS19, PPM1G, PRR11, RPS16, RPL4, RAN, ANKZF1, GTF3C1, DIS3, NONO, HELZ, PLD1, RPL35, FMR1, RPL28, RPL10L, EIF4G1, NTPCR, DDX47, MKI67, NOP14, PES1, IFI16, RBM19, RPL19, KRR1, DDX55, DDX56, GNL2, NMD3, NVL, DDX52, LARP4B, DDX21, DDX51, NPM1, GLE1, AQR, NAT10, NUP153, ILF3, ADAR, RPL18A, RSL1D1, GTPBP4, EIF3L, LRRC40, RECQL4, ZNF106, ZFAND2B, DDX24, FKBP15, NCAPD2, CAMLG, ACSL1, LAS1L, PRKRA, PRKCZ, RPS3, ASCC3, RPS15, TXLNA, EIF2AK2, RPS7, RPS2, SND1, OASL, RPL36, COIL, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPS14, ACOX1, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
