Feature	Number of Genes	Genes
protein binding	132	TONSL, TFIP11, TXNRD1, RB1, WASHC5, INTS8, EEF1E1, ZW10, DCUN1D5, TNPO2, AP5Z1, CD226, EPG5, GADD45A, NCAPD3, PI4KA, SMG1, ARMCX3, INIP, MAD2L2, EIF2B1, CIP2A, NAA35, COG3, GEMIN4, INTS12, RAD51C, EIF2B2, XPO6, IRF9, NUP37, SPAST, TSC2, KNTC1, VPS50, VPS51, HIP1R, EIF2B5, AP5S1, IPO5, C19orf38, CUL9, SPG11, FANCD2, RUFY1, UCKL1, RGP1, TBC1D8B, PLAA, EFNB1, RHOBTB3, NUP133, SRGAP2, TELO2, UNC13D, TBC1D9, LTN1, IPO9, EIF2B3, PDE2A, XPO1, TBC1D9B, SSTR2, EXOC2, VPS8, ECD, HEATR5B, ATXN10, RIGI, HOOK3, EXOC7, SNF8, KIF14, NCDN, TNPO3, IGSF8, EID1, UNC45A, PDS5B, AP5B1, ATRIP, BRAT1, COG6, CYP2S1, DERA, DOCK1, DOP1B, ERAP1, EVI5L, EXOC6, FAM114A2, FAM200C, FAM241B, FANCA, FBXL3, FZD10, HTT, IPO11, IPO7, IPO8, MEN1, MLST8, MON2, NABP2, NCAPG2, NR2F1, NUP85, OGG1, ORC5, PDS5A, PEX3, PPP2R5D, PPP4R1, RANBP6, RDH10, RIMOC1, SETX, SMG8, SREBF2, SRR, TBC1D22B, TNPO1, TSPAN2, TTI1, USP24, USP34, VAC14, VPS33A, WAPL, XPO4, XPO5, XPOT
cytosol	98	TXNRD1, RB1, WASHC5, EEF1E1, ZW10, PI4KA, SMG1, ARMCX3, UMPS, MAD2L2, EIF2B1, CIP2A, NAA35, COG3, GEMIN4, RAD51C, EIF2B2, XPO6, IRF9, NUP37, SPAST, TSC2, KNTC1, VPS51, HIP1R, EIF2B5, AP5S1, IPO5, CUL9, SPG11, FANCD2, RUFY1, UCKL1, TTI2, RGP1, TBC1D8B, RHOBTB3, NUP133, SRGAP2, TELO2, UNC13D, LTN1, IPO9, EIF2B3, SNX14, PDE2A, XPO1, SSTR2, EXOC2, ECD, HEATR5B, ATXN10, RIGI, HOOK3, LRRC1, EXOC7, SNF8, KIF14, NCDN, UNC45A, PDS5B, DCK, DERA, DOCK1, DOP1B, ERAP1, EXOC6, FBXL3, GBA2, HTT, IPO11, IPO7, IPO8, MEN1, MLST8, MON2, NABP2, NBEAL1, NR2F1, NUP85, OGG1, ORC5, PDS5A, PPP2R5D, RIMOC1, SMG8, SREBF2, SRR, TAPT1, TNPO1, USP24, USP34, VAC14, VEZT, WAPL, XPO4, XPO5, XPOT
cytoplasm	69	TONSL, TFIP11, TXNRD1, EEF1E1, DCUN1D5, TNPO2, AP5Z1, EPG5, GADD45A, PI4KA, RUFY2, SMG1, UMPS, EIF2B1, CIP2A, NAA35, GEMIN4, RAD51C, EIF2B2, XPO6, IRF9, SPAST, TSC2, KNTC1, EIF2B5, IPO5, SPG11, RUFY1, UCKL1, PLAA, EFNB1, RHOBTB3, SRGAP2, TELO2, IPO9, EIF2B3, PDE2A, XPO1, ECD, ATXN10, RIGI, HOOK3, SNF8, TNPO3, UNC45A, BRAT1, CYP2S1, DCK, DNAAF5, DOCK1, ERAP1, FANCA, FAXC, FZD10, HTT, MEN1, MLST8, RANBP6, RDH10, SETX, SREBF2, SRR, TNPO1, TTC12, TTI1, WAPL, XPO4, XPO5, XPOT
nucleoplasm	64	TONSL, TFIP11, TXNRD1, RB1, WASHC5, INTS8, EEF1E1, AP5Z1, GADD45A, NCAPD3, SMG1, INIP, MAD2L2, NAA35, GEMIN4, INTS12, RAD51C, XPO6, IRF9, NUP37, SPAST, AP5S1, IPO5, FANCD2, XPO1, ECD, SNF8, EID1, PDS5B, ATRIP, BRAT1, BTAF1, DCK, DERA, DOCK1, FAM200C, FANCA, FZD10, HTT, IPO11, IPO7, IPO8, MEN1, MLST8, NABP2, NCAPG2, NR2F1, NUP85, OGG1, ORC5, PDS5A, PEX3, PPP2R5D, RIMOC1, SETX, SREBF2, TAPT1, TSPAN2, USP24, VEZT, WAPL, XPO4, XPO5, XPOT
nucleus	63	RB1, INTS8, EEF1E1, ZW10, DCUN1D5, TNPO2, AP5Z1, GADD45A, RUFY2, SMG1, ARMCX3, INIP, UMPS, MAD2L2, INTS12, RAD51C, XPO6, ZMYM1, IRF9, NUP37, SPAST, TSC2, KNTC1, EIF2B5, IPO5, FANCD2, UCKL1, TTI2, PLAA, EFNB1, SRGAP2, TELO2, PDE2A, XPO1, ECD, SNF8, KIF14, NCDN, PDS5B, ATRIP, BRAT1, FANCA, FBXL3, HTT, MEN1, NABP2, NCAPG2, NR2F1, OGG1, ORC5, PDS5A, PPP2R5D, RANBP6, RDH10, SETX, SREBF2, TNPO1, TTI1, USP24, USP34, WAPL, XPO4, XPO5
membrane	48	ZW10, NCAPD3, PI4KA, EIF2B1, GEMIN4, GPR180, TSC2, VPS50, VPS51, IPO5, C19orf38, RGP1, CYP20A1, NUP133, C3orf18, TELO2, UNC13D, IPO9, XPO1, TBC1D9B, EXOC2, HEATR5B, ATXN10, LRRC1, EXOC7, SNF8, KIF14, NCDN, IGSF8, BRAT1, DPY19L1, ELFN1, ERAP1, FAM241B, FAXC, GBA2, IPO7, LMBRD2, NBEAL1, NCAPG2, NUP85, PEX3, RDH10, SLC34A2, TAPT1, TEX2, TEX261, TSPAN2
plasma membrane	34	CD226, PI4KA, EIF2B1, CIP2A, NAA35, COG3, XPO6, KNTC1, HIP1R, SPG11, RGP1, EFNB1, SRGAP2, PDE2A, SSTR2, EXOC2, ATXN10, EXOC7, SNF8, KIF14, IGSF8, DOCK1, EXOC6, FZD10, GBA2, GPR17, LMBRD2, PDS5A, SGPP1, SLC34A2, SRR, TMEM184A, TSPAN2, VEZT
small GTPase binding	22	TNPO2, XPO6, TSC2, KNTC1, IPO5, RGP1, RHOBTB3, SRGAP2, UNC13D, IPO9, XPO1, EXOC2, TNPO3, DOCK1, EVI5L, IPO11, IPO7, IPO8, TNPO1, XPO4, XPO5, XPOT
protein transport	17	WASHC5, ZW10, AP5Z1, NUP37, VPS50, AP5S1, RUFY1, SNX14, EXOC2, HEATR5B, SNX25, HOOK3, EXOC7, AP5B1, COG6, DOP1B, MON2
intracellular membrane-bounded organelle	17	RAD51C, VPS51, HIP1R, RUFY1, UNC13D, SNX14, XPO1, HEATR5B, SNX25, TNPO3, IGSF8, BTAF1, CYP2S1, FAM241B, SREBF2, VAC14, WAPL
