Feature	Number of Genes	Genes
protein binding	372	KLC4, ZNF467, ACOT8, CCDC51, EXOC3, MTFR1L, ZMYM2, RABL3, GHITM, TBC1D15, AKAP1, ACAA2, PARP9, MAFF, MYCBP, LRP4, PER2, CIAPIN1, PDCD2L, ALDH18A1, SLC37A4, EFEMP1, ACOT2, COA6, MGME1, BCKDK, PCMTD2, MTERF4, RPS6KA6, WDR59, FASTKD3, SMYD2, BCL2L11, CHCHD2, DNA2, ZNHIT3, TCIRG1, APBB2, LETMD1, PDCD1LG2, SHMT1, HNRNPLL, PYCR2, SLITRK3, ETHE1, C2orf49, TYMP, COQ5, RNF138, RNF181, SNX19, VPS53, DNAJC13, GNG12, PLGRKT, ACAD9, PPFIBP2, FHIP1B, PAPSS2, NIPSNAP2, YME1L1, NUDT9, DYNC2H1, CHCHD6, GRK6, TBC1D32, LRPPRC, AGPAT1, GDAP1, PDHX, PRKAR2B, COA1, DPYSL4, ZDHHC11, SARS2, ITGB5, ARID4B, PPP3CB, MRPS31, TIMM9, MRM1, ECHS1, SLC27A1, TMCO6, OGDH, TOMM22, POLG2, PNKD, HIF1AN, NADSYN1, UBE2H, ZNF223, ABCB7, BIRC3, PYCARD, NDN, IDH3A, NME4, ZMAT2, PRDX1, FOCAD, RPL7L1, PYROXD2, UBE3C, GLRX5, DIABLO, TFDP1, STXBP2, MTX1, ACO1, VASN, SMIM20, TOMM20, DGKD, UNG, TRMT10C, ARMCX1, OCIAD1, COX4I1, DHX36, MTPAP, DTNB, C1QBP, TSEN2, ZKSCAN1, EIF4E2, FRMD6, IVD, RMDN3, TXNDC16, GSE1, PNPT1, AFF1, CHCHD3, CTPS2, TRAPPC4, CCM2, SFXN5, CKS2, TMEM11, FAM136A, EMC8, ICAM3, S1PR4, FH, DHTKD1, CIBAR1, ANKRD52, MFF, MPP2, ECH1, ACADVL, RICTOR, NF1, PAM16, MAVS, PTGES2, SLC22A5, COX5B, SLC25A6, SUCLG1, AGK, DLD, FBXL12, CTSH, TIMM50, ZNF428, CKS1B, TFAM, PPM1K, PLEKHO1, TTC27, RBFA, GRPEL1, MBLAC2, TSPO, KLHL29, TTC21B, PDK2, BNIP3L, ENY2, PLEKHJ1, ARMC1, MIER2, PIK3CA, NFKB1, NDUFAF2, SYNJ2BP, PRDX3, OAT, SAMM50, CNKSR3, OPA1, AMMECR1, UNC93B1, ARID5B, PNMA6A, TIMM10, DARS2, POLRMT, P4HA1, HEATR1, HSPBAP1, SUCLA2, TRIM3, GLUD1, TRMT61A, ZNF550, CFAP410, FKBP6, SLC38A9, POLDIP2, JADE1, HAUS3, XPNPEP3, ZMYM4, COA7, RMND1, COX6C, S100A10, BAD, NRDE2, DYRK4, KDELR1, DCTD, OSBPL8, CIAO2A, LONP1, GADD45GIP1, MRPL19, COQ3, MRPL48, MRPL10, MRPL57, GTPBP3, MRPL40, MRPL44, FBXW5, MTHFD2, NGRN, MOCOS, HSPD1, MRPL53, MRPL41, MTERF3, NOA1, MRPL15, MRPL12, MMAB, MRPL23, YARS2, FASTKD2, RHOT2, NDUFAB1, PMPCA, MRPL9, MAPK11, MRPL51, MRPL28, MALSU1, PCK2, LETM1, CASP3, MCCC1, HK1, MFN1, NLRX1, APOOL, ETFA, MFN2, IDH3G, CLPX, EIF4EBP2, TBRG4, CTU2, ETFB, GFM2, UQCC2, VPS35L, NR3C1, DHRS7, HK2, MCCC2, GATB, TIMM29, TSFM, PC, PRAF2, COX6A1, TMEM70, VPS26C, AARS2, ALDH1L2, MPDU1, NDUFS1, NDUFA7, NDUFC2, MTCH2, NDUFA13, TMEM126B, NDUFB6, NDUFS8, NDUFV3, NDUFA12, NDUFS4, TOMM40, UQCRC2, PRELID1, MCU, TIMMDC1, NDUFV1, FGFR1OP2, NDUFA9, NDUFAF4, NDUFB11, NDUFV2, TTC19, UQCRFS1, NDUFB5, NDUFB9, SFXN3, NDUFA8, NDUFS2, ATP5F1A, ATP5F1B, ATP5IF1, ATP5ME, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, ADNP2, GTPBP8, KCTD12, MRPL36, MTG1, C17orf80, DHRS2, HADHA, HADHB, DCAF5, DDAH2, USP54, DCAF8, SPSB3, WSB1, MCL1, MTFR1, CYCS, MYH10, S100A4, PSMB4, PSMG1, RTKN, CEP85, RNF115, TRAF6, DAP3, LRP2, MRPS11, MRPS14, MRPS23, MRPS27, MRPS9, PDP1, AIFM1, GFER, HTRA2, PDHA1, STK38, UQCRC1
mitochondrion	317	MYO19, TOMM5, AASS, HIGD2A, ACAT1, MTFR1L, HINT2, GHITM, AKAP1, LACTB, TFB2M, ACAA2, PARP9, MAFF, IDH2, HIBCH, MYCBP, CIAPIN1, ALDH18A1, ACOT2, COA6, MGME1, BCKDK, MTERF4, RPS6KA6, FASTKD3, BCL2L11, CHCHD2, DNA2, SELENOO, LETMD1, HSDL2, PYCR2, PUS1, ETHE1, ACAD9, ALDH6A1, NIPSNAP2, YME1L1, NUDT9, CHCHD6, PIWIL4, PPA2, LRPPRC, GDAP1, PDHX, ACADM, COA1, SARS2, ARID4B, MRPS31, PDPR, TIMM9, JARID2, MRM1, ECHS1, OGDH, TOMM22, POLG2, PNKD, FOXRED1, IARS2, ABCB7, PYCARD, IDH3A, NME4, ARMCX2, GPD2, ME2, ACADSB, GLRX5, EXOG, DIABLO, ACO1, GPX1, VASN, TOMM20, CARD19, UNG, TRMT10C, ARMCX1, COX4I1, DHX36, MTPAP, LIAS, C1QBP, IVD, RMDN3, PNPT1, CHCHD3, GRPEL2, CCM2, SFXN5, FAHD1, TMEM11, OXCT1, S1PR4, FH, GLUD2, DHTKD1, CIBAR1, MFF, MRPS36, ECH1, ACADVL, MAVS, PTGES2, NARS2, COX5B, SLC25A6, SUCLG1, SCCPDH, AGK, DLD, PITRM1, MIPEP, TIMM50, ACO2, TFAM, PPM1K, RBFA, GRPEL1, TSPO, SLC25A25, DTYMK, PDK2, BNIP3L, ENY2, ARMC1, NFKB1, NDUFAF2, SYNJ2BP, PRDX3, SLC25A14, OAT, RSAD1, SAMM50, OPA1, AMMECR1, TIMM10, DARS2, POLRMT, HEATR1, SUCLA2, L2HGDH, SIRT5, GLUD1, CFAP410, POLDIP2, XPNPEP3, COA7, RMND1, COX6C, SLC25A13, BAD, PDF, LONP1, MRPL52, MRPL37, GADD45GIP1, MRPL19, COQ3, MRPL58, MRPL48, MRPL10, MTIF2, MRPL42, MRPL57, MRPL47, GTPBP3, MRPL40, PMPCB, MRPL44, MRPL22, MRPL14, MTHFD2, NGRN, MRPL50, MRPS25, MRPL39, HSPD1, MRPL53, MRPL41, MTERF3, BCAT2, NOA1, MRPL15, MRPL12, MRPL23, YARS2, FASTKD2, RHOT2, NDUFAB1, PMPCA, MRPL9, MRPL51, TMLHE, MRPL46, MRPL28, MALSU1, ARMC10, PCK2, LETM1, MCCC1, TRNT1, HK1, MFN1, HKDC1, NLRX1, APOOL, ETFA, PRORP, MFN2, IDH3G, SLC25A24, CLPX, TBRG4, IDH3B, ETFB, DHFR, UQCC2, SLC25A26, SLC25A32, NNT, EARS2, HK2, MCCC2, GATB, TSFM, PC, HDHD5, TIMM17A, COX6A1, MTHFD1L, TMEM70, AARS2, ALDH1L2, NDUFS1, NDUFA7, NDUFC2, UQCRQ, MTCH2, NDUFA13, TMEM126B, DNLZ, NDUFB6, NDUFS8, NDUFV3, NDUFA12, NDUFS4, TOMM40, UQCRC2, PRELID1, MCU, TIMMDC1, NDUFV1, COX6B1, NDUFA9, NDUFAF4, NDUFB11, NDUFB1, NDUFV2, TTC19, UQCRFS1, NDUFB5, NDUFB9, NDUFB4, SFXN3, NDUFB8, NDUFA8, NDUFS2, ATP5F1A, ATP5F1B, ATP5IF1, ATP5ME, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, GTPBP8, MRPL36, MTG1, DHRS2, DHRS4, HADHA, HADHB, DDAH2, GCDH, DCAF8, MCL1, MTFR1, CYCS, DECR1, PSMB4, LARS2, DAP3, MRPS10, MRPS11, MRPS14, MRPS15, MRPS2, MRPS22, MRPS23, MRPS26, MRPS27, MRPS34, MRPS5, MRPS9, PDP1, AIFM1, COX7A2L, GFER, HTRA2, MIX23, PDHA1, UQCRC1
cytosol	149	MYO19, ACOT8, AASS, EXOC3, ZMYM2, AKAP1, LACTB, PARP9, IDH2, PER2, ACOT2, MTERF4, MYO1D, RPS6KA6, WDR59, SMYD2, PSTPIP2, BCL2L11, ATP6V1C2, SHMT1, TYMP, VPS53, DNAJC13, PPFIBP2, FHIP1B, PAPSS2, CHCHD6, GDAP1, PRKAR2B, COA1, DPYSL4, ARID4B, PPP3CB, HIF1AN, NADSYN1, UBE2H, BIRC3, PYCARD, NDN, PPCS, PRDX1, FOCAD, DIABLO, TFDP1, STXBP2, ACO1, GPX1, DGKD, CARD19, COX4I1, DHX36, MYL3, C1QBP, TSEN2, EIF4E2, SLC2A10, PNPT1, CTPS2, TRAPPC4, FAHD1, FH, GLUD2, ATAD1, ECH1, RICTOR, NF1, PTGES2, SLC22A5, NARS2, AGK, FBXL12, CTSH, ACO2, TFAM, TSPO, DTYMK, PDK2, PLEKHJ1, ARMC1, PIK3CA, NFKB1, PRDX3, OPA1, SIRT5, CFAP410, FKBP6, FBXO21, HAUS3, XPNPEP3, BAD, DCTD, OSBPL8, CIAO2A, LONP1, FBXW5, MRPL50, MOCOS, HSPD1, MTERF3, YARS2, FAM120A, MAPK11, MRPL28, MALSU1, PCK2, CASP3, MCCC1, TRNT1, HK1, HKDC1, NLRX1, MFN2, CLPX, CTU2, DHFR, NR3C1, HK2, MCCC2, PC, MTHFD1L, NDUFA12, TOMM40, NDUFV1, FGFR1OP2, NDUFAF4, C15orf39, TTLL4, DHRS4, DDAH2, DCAF8, SPSB3, WSB1, GART, MCL1, MTFR1, CYCS, MYH10, S100A4, DECR1, PSMB4, PSMG1, RTKN, CEP85, RNF115, TRAF6, AIFM1, GFER, HTRA2, STK38
mitochondrial inner membrane	140	HIGD2A, CCDC51, GHITM, ATP5MJ, ALDH18A1, LETMD1, COQ5, ACAD9, YME1L1, CHCHD6, COA1, MRPS31, TIMM9, SLC27A1, FOXRED1, ABCB7, NME4, GPD2, EXOG, SMIM20, COX4I1, CHCHD3, SFXN5, TMEM11, CIBAR1, MRPS36, ACADVL, COX5B, SLC25A6, AGK, TIMM50, SLC25A25, NDUFAF2, IMMP2L, SLC25A14, OPA1, TIMM10, L2HGDH, COX6C, SLC25A13, MRPL52, MRPL37, GADD45GIP1, MRPL19, COQ3, MRPL58, MRPL48, MRPL10, MRPL42, MRPL57, MRPL47, MRPL40, PMPCB, MRPL44, MRPL22, MRPL14, MRPL50, MRPS25, MRPL39, HSPD1, MRPL53, MRPL41, MRPL15, MRPL12, MRPL23, NDUFAB1, PMPCA, MRPL9, MRPL51, MRPL46, MRPL28, LETM1, SLC25A24, CLPX, UQCC2, SLC25A26, SLC25A32, NNT, TIMM29, TIMM17A, COX6A1, TMEM70, NDUFA7, NDUFC2, UQCRQ, NDUFA13, TMEM126B, NDUFB6, NDUFV3, NDUFA12, NDUFS4, TOMM40, UQCRC2, MCU, TIMMDC1, NDUFV1, COX6B1, NDUFAF4, NDUFB11, NDUFB1, NDUFV2, TTC19, UQCRFS1, ND4, NDUFB5, NDUFB9, NDUFB4, NDUFB8, NDUFA8, ATP5F1A, ATP5F1B, ATP5ME, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, MRPL36, MTG1, HADHA, HADHB, CYCS, DAP3, MRPS10, MRPS11, MRPS14, MRPS15, MRPS2, MRPS21, MRPS22, MRPS23, MRPS26, MRPS27, MRPS34, MRPS5, MRPS7, MRPS9, AIFM1, COX7A2L, UQCRC1
cytoplasm	116	MYO19, KLC4, AASS, HINT2, TBC1D15, PARP9, MYCBP, PER2, CIAPIN1, PDCD2L, PCMTD2, MYO1D, RPS6KA6, SMYD2, PSTPIP2, DNA2, ZNHIT3, APBB2, SHMT1, PUS1, ETHE1, C2orf49, RNF181, SNX19, GRK6, TULP2, TBC1D32, PIWIL4, ACADM, PRKAR2B, PPP3CB, PDPR, NLGN2, POLG2, FOXRED1, HIF1AN, NADSYN1, BIRC3, PYCARD, PPCS, PRDX1, TFDP1, MTX1, ACO1, GPX1, DGKD, RCAN2, DHX36, DTNB, C1QBP, EIF4E2, FRMD6, RMDN3, PNPT1, CTPS2, TRAPPC4, CCM2, FAM136A, EMC8, PLD5, FH, CIBAR1, RALGAPA1, MPP2, NF1, SLC22A5, PLEKHO1, TTC21B, DTYMK, MIER2, PIK3CA, NFKB1, PRDX3, OAT, RSAD1, CNKSR3, OPA1, DNASE1L2, HSPBAP1, TRIM3, GLUD1, CFAP410, FKBP6, JADE1, XPNPEP3, ANKRD13D, S100A10, DYRK4, DCTD, MTIF2, GTPBP3, FBXW5, HSPD1, MAPK11, CASP3, ACSL4, HKDC1, EIF4EBP2, NR3C1, PC, NDUFC2, NDUFA13, GTPBP6, DHRS2, DCAF5, DCAF8, MCL1, MYH10, PSMB4, PSMG1, RNF115, TRAF6, TTLL1, MRPS27, AIFM1, STK38
nucleus	111	ZNF467, AASS, ZMYM2, PARP9, MAFF, MYCBP, PER2, SMYD2, CHCHD2, DNA2, ZNHIT3, TCIRG1, APBB2, SHMT1, HNRNPLL, PUS1, C2orf49, RNF138, ACAD9, PIWIL4, LRPPRC, GDAP1, ACADM, ARID4B, JARID2, OGDH, PNKD, HIF1AN, UBE2H, ZNF223, BIRC3, PYCARD, NDN, IDH3A, ZMAT2, PPCS, PRDX1, GLRX5, EXOG, TFDP1, GPX1, DGKD, CARD19, UNG, RCAN2, TRMT10C, DHX36, DTNB, C1QBP, ZKSCAN1, RMDN3, PNPT1, CHCHD3, DPY19L2, FH, CIBAR1, RALGAPA1, NF1, PTGES2, NAT14, SLC25A6, SCCPDH, DLD, TFAM, PLEKHO1, DTYMK, BNIP3L, MIER2, NFKB1, AMMECR1, ARID5B, DNASE1L2, SIRT5, TRMT61A, ZNF550, POLDIP2, JADE1, NRDE2, DYRK4, MRPL19, MRPL40, NGRN, FAM120A, MAPK11, CASP3, TRNT1, IDH3B, NR3C1, VPS26C, MTCH2, NDUFA9, ATP5F1B, ATP5PB, ATP5PO, ADNP2, DHRS2, DHRS4, WDR70, DCAF8, MCL1, CYCS, MYH10, S100A4, DECR1, PSMB4, PSMG1, TRAF6, AIFM1, HTRA2, PDHA1, STK38
mitochondrial matrix	111	AASS, ACAT1, TFB2M, ACAA2, IDH2, HIBCH, ACOT2, BCKDK, MTERF4, FASTKD3, PYCR2, PUS1, ETHE1, COQ5, ALDH6A1, NUDT9, PPA2, PDHX, ACADM, SARS2, PDPR, MRM1, ECHS1, OGDH, POLG2, IARS2, IDH3A, NME4, ME2, ACADSB, GPT2, PYROXD2, GLRX5, GPX1, TRMT10C, LIAS, C1QBP, IVD, PNPT1, FAHD1, OXCT1, FH, GLUD2, DHTKD1, ACADVL, PAM16, NARS2, SUCLG1, DLD, PITRM1, MIPEP, ACO2, TFAM, PPM1K, GRPEL1, PDK2, PRDX3, OAT, DARS2, POLRMT, SUCLA2, SIRT5, GLUD1, POLDIP2, LONP1, GADD45GIP1, COQ3, MRPL58, MTHFD2, HSPD1, BCAT2, MMAB, YARS2, FASTKD2, NDUFAB1, TMLHE, MALSU1, PCK2, MCCC1, TRNT1, ETFA, PRORP, IDH3G, CLPX, TBRG4, IDH3B, ETFB, GFM2, UQCC2, EARS2, NR3C1, MCCC2, TSFM, PC, MTHFD1L, ALDH1L2, NDUFS1, NDUFS8, NDUFA9, NDUFB8, NDUFS2, ATP5F1A, ATP5F1B, ATP5PB, MTG1, DHRS2, GCDH, DECR1, LARS2, PDP1, PDHA1
nucleoplasm	98	PARP9, MAFF, MYCBP, PER2, CIAPIN1, COA6, RPS6KA6, FASTKD3, SMYD2, DNA2, LETMD1, SHMT1, PUS1, ETHE1, C2orf49, ALDH6A1, PIWIL4, LRPPRC, ARID4B, PPP3CB, JARID2, HIF1AN, BIRC3, PYCARD, NDN, ZMAT2, TFDP1, UNG, TRMT10C, COX4I1, DHX36, MTPAP, TSEN2, IVD, FAHD1, ACADVL, NARS2, TIMM50, CKS1B, GRPEL1, PDK2, ENY2, MIER2, NFKB1, PRDX3, OAT, OPA1, AMMECR1, ARID5B, DARS2, HEATR1, TRMT61A, JADE1, COA7, NRDE2, CIAO2A, LONP1, MRPL52, GADD45GIP1, MRPL58, MRPL10, MTIF2, MRPL44, NGRN, BCAT2, NDUFAB1, MAPK11, MRPL46, CASP3, TRNT1, PRORP, CLPX, NR3C1, TSFM, TIMM17A, TMEM70, ALDH1L2, NDUFA13, DNLZ, NDUFB6, UQCRC2, PRELID1, TIMMDC1, NDUFB5, NDUFB4, NDUFS2, DHRS2, DCAF5, WDR70, DCAF8, MCL1, S100A4, DECR1, PSMB4, PSMG1, DAP3, MRPS15, MRPS26
RNA binding	69	AKAP1, TFB2M, ACAA2, ALDH18A1, COA6, FASTKD3, DNA2, HNRNPLL, PUS1, ALDH6A1, LRPPRC, SARS2, MRPS31, MRM1, PRDX1, RPL7L1, ACO1, TRMT10C, DHX36, MTPAP, EIF4E2, PNPT1, SUCLG1, TIMM50, TFAM, ZCCHC24, HEATR6, POLRMT, HEATR1, MRPL37, MRPL10, MTIF2, MRPL42, MRPL40, MRPL44, MRPL22, MRPL14, NGRN, MRPL39, HSPD1, MRPL41, NOA1, MRPL15, MRPL12, MRPL23, YARS2, FASTKD2, MRPL9, FAM120A, MRPL28, TBRG4, NR3C1, TSFM, NDUFV3, ATP5F1A, KCTD12, ZNFX1, HADHB, S100A4, DAP3, MRPS11, MRPS14, MRPS15, MRPS21, MRPS23, MRPS26, MRPS5, MRPS7, MRPS9
membrane	68	GHITM, AKAP1, PARP9, PDCD2L, SLC37A4, HS2ST1, APBB2, HSDL2, FAM234A, HNRNPLL, VPS53, DNAJC13, YME1L1, GRK6, LRPPRC, AGPAT1, GDAP1, SLC27A1, TMCO6, NLGN2, TOMM22, PNKD, MTX1, OCIAD1, COX4I1, C1QBP, SLC2A10, EMC8, PLD5, ATAD1, ECH1, NF1, NAT14, SLC25A6, SCCPDH, BNIP3L, SAMM50, OPA1, P4HA1, HEATR1, L2HGDH, OSBPL8, LONP1, HSPD1, RHOT2, FAM120A, ACSL4, MFN1, LRRC57, SLC25A24, ABCF2, NNT, NR3C1, DHRS7, HK2, PRAF2, MTHFD1L, MPDU1, MTCH2, TOMM40, ATP5F1A, ATP5F1B, ATP5PB, GLT8D1, C17orf80, GLG1, MCL1, HTRA2
