Feature	Number of Genes	Genes
protein binding	23	ACTR6, EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, PALB2, SHQ1, TRRAP, KCTD15, YEATS4, NFRKB, MRFAP1, BRD8, KAT5, ING3, ANP32E, ACTR8, INO80, RUVBL1, YY1, ZNHIT1, EPC1
nucleus	21	ACTR6, CFDP1, MBTD1, RUVBL2, PALB2, TRRAP, KCTD15, ASH1L, YEATS4, NFRKB, BRD8, EPC2, KAT5, ING3, ANP32E, ACTR8, INO80, RUVBL1, YY1, ZNHIT1, EPC1
 DNA-templated transcription	20	ACTR6, EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, ASH1L, YEATS4, NFRKB, BRD8, EPC2, KAT5, ING3, ACTR8, INO80, RUVBL1, YY1, ZNHIT1, EPC1
nucleoplasm	20	EP400, MRGBP, RUVBL2, MORF4L2, PALB2, SHQ1, TRRAP, ASH1L, YEATS4, NFRKB, MRFAP1, BRD8, KAT5, ING3, ACTR8, INO80, RUVBL1, YY1, ZNHIT1, EPC1
 cell cycle	17	EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, YEATS4, NFRKB, BRD8, EPC2, KAT5, ING3, ACTR8, INO80, RUVBL1, YY1, EPC1
nucleosome	15	ACTR6, EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, YEATS4, BRD8, EPC2, KAT5, ING3, RUVBL1, ZNHIT1, EPC1
 apoptotic process	15	EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, SHQ1, TRRAP, YEATS4, BRD8, EPC2, KAT5, ING3, ANP32E, RUVBL1, EPC1
histone acetylation	13	EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, YEATS4, BRD8, EPC2, KAT5, ING3, RUVBL1, EPC1
histone H4 acetylation	13	EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, YEATS4, BRD8, EPC2, KAT5, ING3, RUVBL1, EPC1
histone H2A acetylation	13	EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, YEATS4, BRD8, EPC2, KAT5, ING3, RUVBL1, EPC1
 double-strand break repair via homologous recombination	13	EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, YEATS4, BRD8, EPC2, KAT5, ING3, RUVBL1, EPC1
 double-strand break repair	13	EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, YEATS4, BRD8, EPC2, KAT5, ING3, RUVBL1, EPC1
NuA4 histone acetyltransferase complex	13	EP400, MBTD1, MRGBP, RUVBL2, MORF4L2, TRRAP, YEATS4, BRD8, EPC2, KAT5, ING3, RUVBL1, EPC1
 transcription by RNA polymerase II	13	MRGBP, RUVBL2, MORF4L2, TRRAP, ASH1L, YEATS4, BRD8, EPC2, KAT5, INO80, RUVBL1, YY1, EPC1
chromatin remodeling	12	CFDP1, EP400, RUVBL2, ASH1L, YEATS4, NFRKB, ING3, ACTR8, INO80, RUVBL1, YY1, ZNHIT1
Swr1 complex	11	ACTR6, CFDP1, EP400, RUVBL2, TRRAP, BRD8, KAT5, ING3, ANP32E, RUVBL1, ZNHIT1
DNA repair	8	EP400, RUVBL2, MORF4L2, TRRAP, NFRKB, EPC2, INO80, RUVBL1
chromatin organization	7	MBTD1, MRGBP, MORF4L2, TRRAP, BRD8, EPC2, ANP32E
 DNA repair	7	RUVBL2, TRRAP, NFRKB, ACTR8, INO80, RUVBL1, YY1
cytoplasm	6	ACTR6, RUVBL2, SHQ1, KAT5, YY1, EPC1
DNA binding	6	EP400, PALB2, ASH1L, NFRKB, INO80, YY1
double-strand break repair via homologous recombination	6	MBTD1, PALB2, KAT5, INO80, YY1, EPC1
telomere maintenance	6	RUVBL2, NFRKB, ACTR8, INO80, RUVBL1, YY1
 DNA replication	6	RUVBL2, NFRKB, ACTR8, INO80, RUVBL1, YY1
 chromosome organization	6	RUVBL2, NFRKB, ACTR8, INO80, RUVBL1, YY1
 embryonic development	6	RUVBL2, NFRKB, ACTR8, INO80, RUVBL1, YY1
 DNA strand elongation	6	RUVBL2, NFRKB, ACTR8, INO80, RUVBL1, YY1
 telomere maintenance in response to DNA damage	6	RUVBL2, NFRKB, ACTR8, INO80, RUVBL1, YY1
Ino80 complex	6	RUVBL2, NFRKB, ACTR8, INO80, RUVBL1, YY1
ATP binding	5	EP400, RUVBL2, ACTR8, INO80, RUVBL1
cytosol	5	RUVBL2, SHQ1, KAT5, INO80, RUVBL1
metal ion binding	5	ASH1L, KAT5, ING3, YY1, ZNHIT1
nucleolus	4	ACTR6, MORF4L2, SHQ1, KAT5
chromatin binding	4	EP400, ASH1L, KAT5, YY1
DNA recombination	4	RUVBL2, NFRKB, ACTR8, RUVBL1
nuclear matrix	4	RUVBL2, YEATS4, RUVBL1, YY1
histone binding	4	YEATS4, ANP32E, INO80, ZNHIT1
Piccolo NuA4 histone acetyltransferase complex	4	EPC2, KAT5, ING3, EPC1
molecular function activator activity	3	MBTD1, KAT5, EPC1
site of double-strand break	3	MBTD1, KAT5, EPC1
ATP hydrolysis activity	3	RUVBL2, INO80, RUVBL1
cellular response to UV	3	RUVBL2, INO80, YY1
negative regulation of DNA-templated transcription	3	RUVBL2, KAT5, EPC1
 telomerase RNA localization to Cajal body	3	RUVBL2, SHQ1, RUVBL1
DNA-templated transcription	3	TRRAP, INO80, EPC1
negative regulation of transcription by RNA polymerase II	3	KAT5, YY1, EPC1
double-strand break repair	3	KAT5, ACTR8, INO80
cell division	3	ACTR8, INO80, RUVBL1
nucleosome binding	2	ACTR6, ZNHIT1
kinetochore	2	CFDP1, KAT5
ATP-dependent chromatin remodeler activity	2	EP400, INO80
nuclear speck	2	EP400, PALB2
methylated histone binding	2	MBTD1, ING3
molecular function inhibitor activity	2	MBTD1, KAT5
RNA polymerase II cis-regulatory region sequence-specific DNA binding	2	RUVBL2, YY1
TFIID-class transcription factor complex binding	2	RUVBL2, RUVBL1
DNA helicase activity	2	RUVBL2, RUVBL1
TBP-class protein binding	2	RUVBL2, RUVBL1
identical protein binding	2	RUVBL2, KCTD15
ADP binding	2	RUVBL2, RUVBL1
unfolded protein binding	2	RUVBL2, SHQ1
ATPase binding	2	RUVBL2, RUVBL1
box C/D snoRNP assembly	2	RUVBL2, RUVBL1
protein folding	2	RUVBL2, ANP32E
DNA duplex unwinding	2	RUVBL2, RUVBL1
protein stabilization	2	RUVBL2, RUVBL1
cellular response to estradiol stimulus	2	RUVBL2, KAT5
centrosome	2	RUVBL2, ACTR8
membrane	2	RUVBL2, RUVBL1
extracellular exosome	2	RUVBL2, RUVBL1
MLL1 complex	2	RUVBL2, RUVBL1
R2TP complex	2	RUVBL2, RUVBL1
protein folding chaperone complex	2	RUVBL2, RUVBL1
dynein axonemal particle	2	RUVBL2, RUVBL1
RPAP3/R2TP/prefoldin-like complex	2	RUVBL2, RUVBL1
ribonucleoprotein complex	2	RUVBL2, RUVBL1
apoptotic process	2	PALB2, KAT5
Golgi apparatus	2	TRRAP, ASH1L
nuclear membrane	2	YEATS4, EPC1
perinuclear region of cytoplasm	2	MRFAP1, KAT5
transcription coactivator activity	2	KAT5, RUVBL1
histone H4 acetyltransferase activity	2	KAT5, ING3
histone H2A acetyltransferase activity	2	KAT5, ING3
histone H4K16 acetyltransferase activity	2	KAT5, ING3
DNA-binding transcription factor binding	2	KAT5, YY1
DNA damage response	2	KAT5, YY1
spermatid development	2	KAT5, EPC1
sperm DNA condensation	2	KAT5, EPC1
transcription regulator complex	2	KAT5, YY1
cell cycle	2	ACTR8, RUVBL1
spermatogenesis	2	RUVBL1, YY1
nucleolus organization	1	ACTR6
negative regulation of transcription by RNA polymerase I	1	ACTR6
 transcription by RNA polymerase I	1	ACTR6
cytoskeleton	1	ACTR6
molecular_function	1	CFDP1
cell adhesion	1	CFDP1
biological_process	1	CFDP1
 cell shape	1	CFDP1
 cell population proliferation	1	CFDP1
fibroblast apoptotic process	1	CFDP1
negative regulation of fibroblast apoptotic process	1	CFDP1
cellular_component	1	CFDP1
helicase activity	1	EP400
hydrolase activity	1	EP400
protein antigen binding	1	EP400
zinc ion binding	1	MBTD1
NuA4 histone acetyltransferase complex binding	1	MBTD1
embryonic skeletal system development	1	MBTD1
