Feature	Number of Genes	Genes
protein binding	20	BLTP3A, CCT3, MIOS, SKIC3, SKIC8, VBP1, CCT2, PFDN5, PFDN1, MOV10, CCT6A, CCT7, SHB, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, CCT4, NLRP2
cytosol	18	CCT3, MIOS, SKIC3, SKIC8, VBP1, CCT2, PFDN5, MOV10, CCT6A, CCT7, SHB, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, CCT4, NLRP2
cytoplasm	14	MIOS, SKIC3, SKIC8, VBP1, PFDN5, PFDN1, CCT6A, CCT7, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, NLRP2
protein folding	10	CCT3, VBP1, CCT2, PFDN5, PFDN1, CCT6A, CCT7, PDCL3, CCT8, CCT4
protein stabilization	10	CCT3, VBP1, CCT2, PFDN5, PFDN1, CCT6A, CCT7, PDCL3, CCT8, CCT4
unfolded protein binding	9	CCT3, VBP1, CCT2, PFDN5, PFDN1, CCT6A, CCT7, CCT8, CCT4
ATP binding	8	CCT3, CCT2, MOV10, CCT6A, CCT7, CCT8, CCT4, NLRP2
protein folding chaperone	8	CCT3, CCT2, PFDN1, CCT6A, CCT7, PDCL3, CCT8, CCT4
ATP hydrolysis activity	7	CCT3, CCT2, MOV10, CCT6A, CCT7, CCT8, CCT4
chaperone-mediated protein folding	7	CCT3, CCT2, CCT6A, CCT7, PDCL3, CCT8, CCT4
extracellular exosome	7	CCT3, CCT2, CCT6A, CCT7, PDCD5, CCT8, CCT4
nucleoplasm	7	MIOS, SKIC3, SKIC8, SHB, PDCL3, CCT8, CCT4
nucleus	7	SKIC3, SKIC8, VBP1, PFDN5, MOV10, PDCD5, TXNDC9
ATP-dependent protein folding chaperone	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
 telomere maintenance via telomerase	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
 establishment of protein localization to telomere	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
 protein localization to Cajal body	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
 telomerase RNA localization to Cajal body	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
chaperonin-containing T-complex	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
microtubule	6	CCT3, CCT2, CCT6A, CCT7, CCT8, CCT4
binding of sperm to zona pellucida	5	CCT3, CCT2, CCT7, CCT8, CCT4
toxin transport	5	CCT3, CCT2, CCT7, CCT8, CCT4
cell body	5	CCT3, CCT2, CCT7, CCT8, CCT4
RNA binding	4	CCT3, MOV10, CCT6A, CCT4
zona pellucida receptor complex	4	CCT3, CCT2, CCT8, CCT4
apoptotic process	4	SHB, PDCL3, PDCD5, NLRP2
amyloid-beta binding	3	VBP1, PFDN5, PFDN1
negative regulation of amyloid fibril formation	3	VBP1, PFDN5, PFDN1
prefoldin complex	3	VBP1, PFDN5, PFDN1
centrosome	3	TXNDC9, CCT8, CCT4
pore complex assembly	2	CCT3, CCT8
nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	2	SKIC3, SKIC8
rescue of stalled ribosome	2	SKIC3, SKIC8
euchromatin	2	SKIC3, SKIC8
Ski complex	2	SKIC3, SKIC8
