Feature	Number of Genes	Genes
protein binding	109	ZNF672, FUS, ZNF35, FBN2, FKBP14, TSPAN15, FBXO3, ARMCX5-GPRASP2, LAMB3, CXADR, PLXNA3, HEXA, GLI4, MGAT5B, PRPF39, SLFN11, DUS3L, SELENOF, ZBTB9, PLAT, ATP11B, LRIG1, PLD3, APEH, WNT3, MYCBPAP, ALCAM, PDIA5, ADAM9, LAMB2, COL5A1, SEPSECS, WNT3A, SCARB1, GRN, LGALS3, HSPA5, ANTXR1, GAS6, IGF2R, TCTN3, TLR6, ADAM19, GDF11, SQSTM1, COLQ, SGCB, C1GALT1, EMC6, ADAM15, PLAU, COL16A1, UGGT1, LRIG3, LGALS1, ADAM17, MGRN1, FURIN, MET, PRCP, COL6A2, CD276, COL8A1, ADAMTSL3, CNPY4, SORT1, ASIC4, TIMP3, TGFB2, NPC1, MMP2, HLA-E, SPPL2A, WLS, OLFM1, SERPINE1, IL27RA, ITGB2, C1QTNF1, PKD2, MOXD1, ARSA, CYP2C8, PTPRK, B3GNT2, THBS3, CCBE1, CYB5R1, ADAM32, CABCOCO1, CGRRF1, CHID1, CRP, FBXO2, GGT7, LOXL2, NAALAD2, NXPE3, OLFM2, PVR, RBM12B, SDK2, TRNAU1AP, ZNF627, FST, VWCE, ADAMTS12, CERCAM, ZNF330
plasma membrane	66	TSPAN15, CD109, CXADR, PLXNA3, ATP11B, LRIG1, WNT3, MYCBPAP, ALCAM, ADAM9, WNT3A, SCARB1, GRN, TMEM131L, ABCA2, LGALS3, HSPA5, ANTXR1, IGF2R, TLR6, ADAM19, ITGB8, COLQ, ST3GAL5, SGCB, ATRN, LYPD1, ADAM15, PLAU, LRIG3, CAT, MANBA, ADAM17, MGRN1, FURIN, MET, PRCP, SORT1, ASIC4, NCEH1, NPC1, MMP2, HLA-E, SPPL2A, WLS, SERPINE1, IL27RA, ITGB2, C1QTNF1, SLC12A6, PKD2, CYP2C8, PTPRK, CYB5R1, ADAM32, CPD, ECEL1, GGT7, IL31RA, NAALAD2, PLXNA1, PVR, SDK2, TENM3, TPBG, CERCAM
extracellular region	52	DNAJC3, FBN2, PCYOX1L, CD109, LAMB3, CXADR, C1orf54, PLAT, CMA1, COL11A1, APEH, DPP7, WNT3, COL22A1, LAMB2, COL5A1, WNT3A, LFNG, GRN, COL12A1, LGALS3, GAS6, LYPD1, PLAU, COL16A1, CAT, LGALS1, GUSB, FURIN, MET, COL6A2, COL8A1, GALNS, ADAMTSL3, CNPY4, COL6A3, LAMC2, TIMP3, TGFB2, NPC1, MMP2, SERPINE1, ARSA, THBS3, CHID1, CRP, MAN2B1, NXPE3, OLFM2, FST, VWCE, ADAMTS12
extracellular exosome	49	DNAJC3, ARMCX5-GPRASP2, HEXA, PLAT, PLD3, APEH, DPP7, WNT3, ALCAM, ADAM9, LAMB2, WNT3A, SCARB1, GRN, COL12A1, LGALS3, HSPA5, GAS6, IGF2R, ITGB8, SQSTM1, ATRN, ADAM15, PLAU, UGGT1, CAT, LGALS1, CHST14, GUSB, MGRN1, FURIN, PRCP, COL6A2, GALNS, B4GALT3, COL6A3, NPC1, HLA-E, SPPL2A, WLS, SERPINE1, ITGB2, PKD2, ARSA, CYB5R1, CHID1, CPD, MAN2B1, PLXNA1
membrane	48	ANKRD46, DNAJC3, PCYOX1L, HEXA, ATP11B, GRN, ABCA2, LGALS3, HSPA5, IGF2R, ST3GAL5, C1GALT1, EMC6, CHST10, CAT, CHST14, ADAM17, GUSB, MGRN1, FURIN, MET, CD276, SEL1L3, LAMC2, SORT1, ALG9, NCEH1, NPC1, DCBLD1, SPPL2A, COLGALT1, ITGB2, SLC12A6, PKD2, PTPRK, B3GNT2, NDST2, CYB5R1, CHID1, CHPF2, CPD, FBXO2, IGSF3, IL31RA, LOXL2, NAALAD2, PVR, TENM3
extracellular space	48	CD109, CPA4, DKKL1, PLAT, LRIG1, CMA1, COL11A1, WNT3, COL22A1, ADAM9, COL5A1, WNT3A, GRN, COL12A1, LGALS3, GAS6, GDF11, COLQ, ATRN, ADAM15, PLAU, COL16A1, LRIG3, LGALS1, GUSB, FURIN, COL6A2, COL8A1, COL6A3, LAMC2, TIMP3, TGFB2, MMP2, HLA-E, OLFM1, SERPINE1, C1QTNF1, MOXD1, CCBE1, CHID1, CPD, CRP, LOXL2, MAN2B1, OLFM2, OLFML2A, PVR, FST
metal ion binding	34	ZNF672, FUS, ZNF354C, ZNF35, GLI4, MAN2C1, ZNF444, DUS3L, ZBTB9, COL11A1, CHPF, ADAM9, COL5A1, LFNG, ANTXR1, ADAM19, C1GALT1, ADAM15, CAT, ADAM17, MGRN1, FURIN, GALNS, POMT2, B4GALT3, TIMP3, ITGB2, CGRRF1, ECEL1, MAN2B1, NAALAD2, ZNF627, ADAMTS12, ZNF330
cytoplasm	30	FUS, DNAJC3, FBXO3, ARMCX5-GPRASP2, CXADR, PLAT, CMA1, MYCBPAP, SEPSECS, SCARB1, TMEM131L, LGALS3, HSPA5, GAS6, SQSTM1, SGCB, CAT, LGALS1, ADAM17, MGRN1, TCTN2, PKD2, CYP2C8, CABCOCO1, FBXO2, OLFM2, PVR, TRNAU1AP, FST, VWCE
endoplasmic reticulum lumen	29	DNAJC3, FKBP14, TSPAN15, SELENOF, COL11A1, WNT3, COL22A1, PDIA5, LAMB2, COL5A1, WNT3A, COL12A1, H6PD, HSPA5, GAS6, COL16A1, EOGT, UGGT1, LGALS1, ADAM17, POGLUT1, COL6A2, COL8A1, COL6A3, COLGALT1, ARSA, POGLUT2, POGLUT3, CERCAM
cytosol	28	DHFR2, DNAJC3, TSPAN15, FBXO3, CD109, ARMCX5-GPRASP2, HEXA, MAN2C1, SLFN11, CMA1, APEH, CHPF, SEPSECS, LGALS3, HSPA5, SQSTM1, CAT, ADAM17, MGRN1, POMT2, B4GALT3, SORT1, WLS, PKD2, CYB5R1, FBXO2, PLXNA1, POGLUT2
