Feature	Number of Genes	Genes
nucleoplasm	9	ARID4B, JARID2, TFDP1, MIER2, ARID5B, SUDS3, KDM5A, SHPRH, TNRC18
protein binding	8	ARID4B, TFDP1, MIER2, ARID5B, SUDS3, KDM5A, SHPRH, TNRC18
nucleus	7	ARID4B, JARID2, TFDP1, MIER2, ARID5B, SUDS3, KDM5A
negative regulation of transcription by RNA polymerase II	6	ARID4B, JARID2, MIER2, ARID5B, SUDS3, KDM5A
cytosol	4	ARID4B, TFDP1, SUDS3, TNRC18
DNA binding	4	JARID2, ARID5B, KDM5A, SHPRH
chromatin remodeling	4	JARID2, MIER2, SUDS3, KDM5A
transcription cis-regulatory region binding	3	ARID4B, ARID5B, KDM5A
 transcription by RNA polymerase II	3	ARID4B, TFDP1, ARID5B
mitochondrion	3	ARID4B, JARID2, TNRC18
 DNA-binding transcription factor activity	3	TFDP1, ARID5B, KDM5A
transcription by RNA polymerase II	2	ARID4B, TFDP1
negative regulation of cell migration	2	ARID4B, SUDS3
negative regulation of transforming growth factor beta receptor signaling pathway	2	ARID4B, SUDS3
negative regulation of stem cell population maintenance	2	ARID4B, SUDS3
 stem cell population maintenance	2	ARID4B, SUDS3
Sin3 complex	2	ARID4B, SUDS3
chromatin binding	2	JARID2, TNRC18
histone demethylase activity	2	JARID2, KDM5A
histone H3K4me/H3K4me2/H3K4me3 demethylase activity	2	JARID2, KDM5A
liver development	2	JARID2, ARID5B
facultative heterochromatin formation	2	JARID2, KDM5A
cellular response to leukemia inhibitory factor	2	JARID2, ARID5B
cytoplasm	2	TFDP1, MIER2
histone deacetylase activity	2	MIER2, SUDS3
histone deacetylase binding	2	MIER2, SUDS3
histone deacetylation	2	MIER2, SUDS3
transcription coactivator activity	2	ARID5B, KDM5A
negative regulation of DNA-templated transcription	2	ARID5B, SUDS3
 DNA-templated transcription	2	ARID5B, KDM5A
molecular_function	1	ARID4B
DNA methylation	1	ARID4B
 gene expression by genomic imprinting	1	ARID4B
spermatogenesis	1	ARID4B
biological_process	1	ARID4B
establishment of Sertoli cell barrier	1	ARID4B
ubiquitin binding	1	JARID2
histone H3K27 methyltransferase activity	1	JARID2
ubiquitin modification-dependent histone binding	1	JARID2
central nervous system development	1	JARID2
dosage compensation by inactivation of X chromosome	1	JARID2
negative regulation of cardiac muscle hypertrophy	1	JARID2
spleen development	1	JARID2
thymus development	1	JARID2
stem cell differentiation	1	JARID2
cardiac muscle cell proliferation	1	JARID2
negative regulation of cardiac muscle cell proliferation	1	JARID2
protein localization to pericentric heterochromatin	1	JARID2
histone methyltransferase complex	1	JARID2
ESC/E(Z) complex	1	JARID2
RNA polymerase II transcription regulatory region sequence-specific DNA binding	1	TFDP1
DNA-binding transcription factor activity, RNA polymerase II-specific	1	TFDP1
cis-regulatory region sequence-specific DNA binding	1	TFDP1
DNA-binding transcription activator activity, RNA polymerase II-specific	1	TFDP1
DNA-binding transcription factor activity	1	TFDP1
protein domain specific binding	1	TFDP1
DNA-binding transcription factor binding	1	TFDP1
 transcription involved in G1/S transition of mitotic cell cycle	1	TFDP1
epidermis development	1	TFDP1
anoikis	1	TFDP1
negative regulation of DNA-binding transcription factor activity	1	TFDP1
negative regulation of fat cell proliferation	1	TFDP1
 G1/S transition of mitotic cell cycle	1	TFDP1
 DNA biosynthetic process	1	TFDP1
chromatin	1	TFDP1
Rb-E2F complex	1	TFDP1
RNA polymerase II transcription regulator complex	1	TFDP1
transcription corepressor activity	1	MIER2
protein-containing complex	1	MIER2
kidney development	1	ARID5B
nitrogen compound metabolic process	1	ARID5B
male gonad development	1	ARID5B
female gonad development	1	ARID5B
post-embryonic development	1	ARID5B
fibroblast migration	1	ARID5B
adrenal gland development	1	ARID5B
multicellular organism growth	1	ARID5B
fat cell differentiation	1	ARID5B
platelet-derived growth factor receptor signaling pathway	1	ARID5B
cell development	1	ARID5B
muscle organ morphogenesis	1	ARID5B
skeletal system morphogenesis	1	ARID5B
roof of mouth development	1	ARID5B
face morphogenesis	1	ARID5B
adipose tissue development	1	ARID5B
fat pad development	1	ARID5B
enzyme binding	1	SUDS3
apoptotic process	1	SUDS3
substantia nigra development	1	SUDS3
nuclear body	1	SUDS3
Sin3-type complex	1	SUDS3
enzyme inhibitor activity	1	KDM5A
zinc ion binding	1	KDM5A
chromatin DNA binding	1	KDM5A
methylated histone binding	1	KDM5A
histone binding	1	KDM5A
circadian regulation of gene expression	1	KDM5A
nucleolus	1	KDM5A
protein-DNA complex	1	KDM5A
helicase activity	1	SHPRH
ubiquitin-protein transferase activity	1	SHPRH
ATP binding	1	SHPRH
hydrolase activity	1	SHPRH
ubiquitin protein ligase binding	1	SHPRH
metal ion binding	1	SHPRH
ubiquitin protein ligase activity	1	SHPRH
ATP-dependent chromatin remodeler activity	1	SHPRH
protein polyubiquitination	1	SHPRH
DNA repair	1	SHPRH
nucleosome assembly	1	SHPRH
DNA damage response	1	SHPRH
protein ubiquitination	1	SHPRH
nucleosome	1	SHPRH
nuclear membrane	1	TNRC18
