Feature	Number of Genes	Genes
protein binding	17	OLFM4, PPL, AZGP1, RSRP1, ECM1, IMPA2, ESRP1, TRIM29, LGALSL, ZG16B, ME1, HES1, CCDC107, GTF2A2, HEY1, JPH3, YOD1
cytoplasm	9	PPL, NLRP10, IMPA2, ME1, HES1, ALDH1A3, ANXA8L1, HEY1, YOD1
cytosol	7	OLFM4, PPL, NLRP10, IMPA2, ME1, ALDH1A3, YOD1
nucleoplasm	6	OLFM4, NLRP10, ESRP1, HES1, GTF2A2, HEY1
extracellular exosome	6	OLFM4, PPL, AZGP1, ECM1, ZG16B, ALDH1A3
nucleus	6	AZGP1, RSRP1, ESRP1, HES1, GTF2A2, HEY1
extracellular space	4	OLFM4, AZGP1, ECM1, ZG16B
 transcription by RNA polymerase II	4	ECM1, HES1, GTF2A2, HEY1
protein homodimerization activity	4	IMPA2, HES1, ALDH1A3, GTF2A2
cell adhesion	3	OLFM4, AZGP1, HES1
signal transduction	3	OLFM4, ECM1, IMPA2
extracellular region	3	OLFM4, AZGP1, ECM1
plasma membrane	3	OLFM4, PPL, JPH3
membrane	3	PPL, CCDC107, JPH3
metal ion binding	3	IMPA2, DEF8, YOD1
negative regulation of transcription by RNA polymerase II	3	TRIM29, HES1, HEY1
RNA polymerase II-specific DNA-binding transcription factor binding	3	HES1, GTF2A2, HEY1
structural molecule activity	2	OLFM4, PPL
cadherin binding	2	OLFM4, PPL
 apoptotic process	2	OLFM4, ALDH1A3
mitochondrion	2	OLFM4, ME1
protein-containing complex	2	OLFM4, HES1
retina homeostasis	2	AZGP1, ZG16B
collagen-containing extracellular matrix	2	AZGP1, ECM1
angiogenesis	2	ECM1, HEY1
inflammatory response	2	ECM1, NLRP10
innate immune response	2	NLRP10, TRIM29
identical protein binding	2	TRIM29, ME1
carbohydrate binding	2	LGALSL, ZG16B
molecular_function	2	ZG16B, JPH3
protein homotetramerization	2	ME1, ALDH1A3
DNA-binding transcription factor activity, RNA polymerase II-specific	2	HES1, HEY1
DNA-binding transcription repressor activity, RNA polymerase II-specific	2	HES1, HEY1
sequence-specific double-stranded DNA binding	2	HES1, HEY1
Notch signaling pathway	2	HES1, HEY1
anterior/posterior pattern specification	2	HES1, HEY1
negative regulation of neuron differentiation	2	HES1, HEY1
negative regulation of DNA-templated transcription	2	HES1, HEY1
 neurogenesis	2	HES1, HEY1
ventricular septum morphogenesis	2	HES1, HEY1
labyrinthine layer blood vessel development	2	HES1, HEY1
chromatin	2	HES1, HEY1
neuromuscular process controlling balance	2	ALDH1A3, JPH3
 necrotic cell death	1	OLFM4
 phagocytosis	1	OLFM4
 substrate adhesion-dependent cell spreading	1	OLFM4
 neutrophil extravasation	1	OLFM4
secretory granule	1	OLFM4
specific granule lumen	1	OLFM4
specific granule	1	OLFM4
azurophil granule	1	OLFM4
intercellular bridge	1	OLFM4
perinuclear region of cytoplasm	1	OLFM4
tertiary granule lumen	1	OLFM4
structural constituent of cytoskeleton	1	PPL
response to mechanical stimulus	1	PPL
keratinization	1	PPL
wound healing	1	PPL
intermediate filament cytoskeleton organization	1	PPL
cornified envelope	1	PPL
cytoskeleton	1	PPL
intermediate filament	1	PPL
desmosome	1	PPL
RNA nuclease activity	1	AZGP1
protein transmembrane transporter activity	1	AZGP1
detection of chemical stimulus involved in sensory perception of bitter taste	1	AZGP1
immune response	1	AZGP1
negative regulation of cell population proliferation	1	AZGP1
protein transmembrane transport	1	AZGP1
RNA phosphodiester bond hydrolysis	1	AZGP1
external side of plasma membrane	1	AZGP1
spliceosomal complex assembly	1	RSRP1
protease binding	1	ECM1
interleukin-2 receptor binding	1	ECM1
extracellular matrix structural constituent	1	ECM1
ossification	1	ECM1
 endothelial cell proliferation	1	ECM1
negative regulation of cytokine-mediated signaling pathway	1	ECM1
chondrocyte development	1	ECM1
 type 2 immune response	1	ECM1
endochondral bone growth	1	ECM1
negative regulation of peptidase activity	1	ECM1
 bone mineralization	1	ECM1
negative regulation of bone mineralization	1	ECM1
biomineral tissue development	1	ECM1
 I-kappaB kinase/NF-kappaB signaling	1	ECM1
 angiogenesis	1	ECM1
 T cell migration	1	ECM1
extracellular matrix	1	ECM1
platelet dense granule lumen	1	ECM1
GTPase activity	1	NLRP10
ATP binding	1	NLRP10
ATP hydrolysis activity	1	NLRP10
adaptive immune response	1	NLRP10
 T-helper 1 type immune response	1	NLRP10
 interleukin-1 alpha production	1	NLRP10
 interleukin-6 production	1	NLRP10
 interleukin-8 production	1	NLRP10
 inflammatory response	1	NLRP10
defense response to Gram-negative bacterium	1	NLRP10
defense response to fungus	1	NLRP10
 defense response to bacterium	1	NLRP10
 T-helper 17 type immune response	1	NLRP10
extrinsic component of plasma membrane	1	NLRP10
nuclear membrane	1	NLRP10
inositol monophosphate 1-phosphatase activity	1	IMPA2
inositol monophosphate 3-phosphatase activity	1	IMPA2
inositol monophosphate 4-phosphatase activity	1	IMPA2
inositol metabolic process	1	IMPA2
inositol biosynthetic process	1	IMPA2
phosphate-containing compound metabolic process	1	IMPA2
response to lithium ion	1	IMPA2
phosphatidylinositol phosphate biosynthetic process	1	IMPA2
mRNA binding	1	ESRP1
mRNA processing	1	ESRP1
RNA splicing	1	ESRP1
 inner ear auditory receptor cell fate specification	1	ESRP1
 RNA splicing	1	ESRP1
nuclear body	1	ESRP1
ribonucleoprotein complex	1	ESRP1
p53 binding	1	TRIM29
zinc ion binding	1	TRIM29
cadherin binding involved in cell-cell adhesion	1	TRIM29
cell-cell adhesion	1	TRIM29
negative regulation of protein localization to nucleus	1	TRIM29
lysosome	1	TRIM29
adherens junction	1	TRIM29
magnesium ion binding	1	ME1
malic enzyme activity	1	ME1
malate dehydrogenase (decarboxylating) (NAD+) activity	1	ME1
malate dehydrogenase (decarboxylating) (NADP+) activity	1	ME1
oxaloacetate decarboxylase activity	1	ME1
electron transfer activity	1	ME1
manganese ion binding	1	ME1
ADP binding	1	ME1
NADP binding	1	ME1
NAD binding	1	ME1
carbohydrate metabolic process	1	ME1
pyruvate metabolic process	1	ME1
malate metabolic process	1	ME1
NADH metabolic process	1	ME1
NADP metabolic process	1	ME1
nucleotide biosynthetic process	1	ME1
response to hormone	1	ME1
response to carbohydrate	1	ME1
electron transport chain	1	ME1
 NADP metabolic process	1	ME1
transcription corepressor binding	1	HES1
DNA binding	1	HES1
chromatin binding	1	HES1
JUN kinase binding	1	HES1
histone deacetylase binding	1	HES1
HLH domain binding	1	HES1
sequence-specific DNA binding	1	HES1
protein-containing complex binding	1	HES1
protein-folding chaperone binding	1	HES1
E-box binding	1	HES1
N-box binding	1	HES1
cell fate determination	1	HES1
liver development	1	HES1
embryonic heart tube morphogenesis	1	HES1
outflow tract morphogenesis	1	HES1
 secondary heart field cardioblast proliferation	1	HES1
ventricular septum development	1	HES1
pancreatic A cell differentiation	1	HES1
smoothened signaling pathway	1	HES1
nervous system development	1	HES1
 cell population proliferation	1	HES1
 gene expression	1	HES1
negative regulation of gene expression	1	HES1
negative regulation of neuron projection development	1	HES1
response to organic cyclic compound	1	HES1
cell migration	1	HES1
telencephalon development	1	HES1
midbrain-hindbrain boundary morphogenesis	1	HES1
oculomotor nerve development	1	HES1
trochlear nerve development	1	HES1
hindbrain morphogenesis	1	HES1
forebrain radial glial cell differentiation	1	HES1
Cajal-Retzius cell differentiation	1	HES1
adenohypophysis development	1	HES1
lung development	1	HES1
BMP signaling pathway	1	HES1
 BMP signaling pathway	1	HES1
midbrain development	1	HES1
somatic stem cell population maintenance	1	HES1
amacrine cell differentiation	1	HES1
ascending aorta morphogenesis	1	HES1
T cell proliferation	1	HES1
 T cell proliferation	1	HES1
inner ear auditory receptor cell differentiation	1	HES1
 tyrosine phosphorylation of STAT protein	1	HES1
 protein-containing complex assembly	1	HES1
response to alkaloid	1	HES1
 DNA binding	1	HES1
negative regulation of DNA-binding transcription factor activity	1	HES1
 fat cell differentiation	1	HES1
