Feature	Number of Genes	Genes
protein binding	13	HSPA2, HSPA8, DPH2, HSPA4, BAG1, HSF1, HSF2, SF1, SKI, SKIL, SMAD4, GMNN, CCDC117
nucleus	13	HSPA2, HSPA8, HSPA4, BAG1, BCL9L, HSF1, HSF2, SF1, SKI, SKIL, SMAD4, GMNN, CCDC117
cytoplasm	10	SPAG1, HSPA2, HSPA8, BAG1, HSF1, HSF2, SKI, SMAD4, GMNN, CCDC117
nucleoplasm	10	HSPA8, BAG1, BCL9L, HSF1, HSF2, SF1, SKI, SKIL, SMAD4, GMNN
cytosol	9	SPAG1, HSPA2, HSPA8, DPH2, HSPA4, BAG1, HSF1, SMAD4, GMNN
 transcription by RNA polymerase II	5	BCL9L, HSF1, HSF2, SKI, SMAD4
RNA polymerase II cis-regulatory region sequence-specific DNA binding	5	HSF1, HSF2, SKI, SKIL, SMAD4
DNA-binding transcription factor activity, RNA polymerase II-specific	5	HSF1, HSF2, SKI, SKIL, SMAD4
identical protein binding	5	HSF1, HSF2, SF1, SKI, SMAD4
spermatogenesis	4	HSPA2, HSF2, SKIL, SMAD4
negative regulation of DNA-templated transcription	4	HSPA8, SF1, SMAD4, GMNN
negative regulation of transcription by RNA polymerase II	4	HSF1, SKI, SKIL, SMAD4
protein folding chaperone complex	3	SPAG1, HSPA8, HSF1
ATP binding	3	HSPA2, HSPA8, HSPA4
heat shock protein binding	3	HSPA2, HSPA8, HSF1
protein-folding chaperone binding	3	HSPA2, HSPA8, BAG1
ATP-dependent protein folding chaperone	3	HSPA2, HSPA8, HSPA4
response to unfolded protein	3	HSPA2, HSPA8, HSPA4
chaperone cofactor-dependent protein refolding	3	HSPA2, HSPA8, BAG1
membrane	3	HSPA2, HSPA8, BAG1
extracellular exosome	3	HSPA2, HSPA8, HSPA4
ubiquitin protein ligase binding	3	HSPA8, BAG1, SKI
protein-containing complex	3	DPH2, SKI, SKIL
negative regulation of transforming growth factor beta receptor signaling pathway	3	BCL9L, SKI, SKIL
DNA-binding transcription repressor activity, RNA polymerase II-specific	3	HSF1, SKI, SKIL
DNA-binding transcription activator activity, RNA polymerase II-specific	3	HSF1, HSF2, SMAD4
DNA-binding transcription factor activity	3	HSF1, HSF2, SMAD4
chromatin	3	HSF1, HSF2, SMAD4
centrosome	3	HSF1, SKI, SMAD4
transforming growth factor beta receptor signaling pathway	3	SKI, SKIL, SMAD4
chromatin binding	3	SKIL, SMAD4, GMNN
single fertilization	2	SPAG1, SMAD4
protein stabilization	2	SPAG1, BAG1
ATP hydrolysis activity	2	HSPA2, HSPA8
enzyme binding	2	HSPA2, HSPA8
protein folding chaperone	2	HSPA2, HSPA8
unfolded protein binding	2	HSPA2, HSPA8
protein refolding	2	HSPA2, HSPA8
negative regulation of inclusion body assembly	2	HSPA2, HSF1
plasma membrane	2	HSPA2, HSPA8
blood microparticle	2	HSPA2, HSPA8
RNA binding	2	HSPA8, SF1
mRNA splicing, via spliceosome	2	HSPA8, SF1
protein folding	2	HSPA8, HSPA4
 mRNA splicing, via spliceosome	2	HSPA8, SF1
 cell cycle	2	HSPA8, SKIL
spliceosomal complex	2	HSPA8, SF1
perinuclear region of cytoplasm	2	HSPA8, HSF1
ribonucleoprotein complex	2	HSPA8, HSF1
metal ion binding	2	DPH2, SMAD4
transcription by RNA polymerase II	2	BCL9L, SMAD4
 epithelial to mesenchymal transition	2	BCL9L, SMAD4
somatic stem cell population maintenance	2	BCL9L, SKI
transcription cis-regulatory region binding	2	HSF1, SMAD4
RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	2	HSF1, HSF2
DNA binding	2	HSF1, SMAD4
protein kinase binding	2	HSF1, SKI
sequence-specific DNA binding	2	HSF1, SMAD4
sequence-specific double-stranded DNA binding	2	HSF1, HSF2
 mitotic cell cycle	2	HSF1, GMNN
PML body	2	HSF1, SKI
transcription corepressor activity	2	SF1, GMNN
zinc ion binding	2	SF1, SKI
nuclear body	2	SF1, SKI
SMAD binding	2	SKI, SKIL
DNA-binding transcription factor binding	2	SKI, GMNN
negative regulation of cell population proliferation	2	SKI, SMAD4
negative regulation of BMP signaling pathway	2	SKI, SKIL
SMAD protein signal transduction	2	SKI, SMAD4
transcription regulator complex	2	SKI, SMAD4
transcription repressor complex	2	SKI, GMNN
GTP binding	1	SPAG1
hydrolase activity	1	SPAG1
axonemal dynein complex assembly	1	SPAG1
dynein axonemal particle	1	SPAG1
tau protein binding	1	HSPA2
glycolipid binding	1	HSPA2
disordered domain specific binding	1	HSPA2
 protein phosphorylation	1	HSPA2
male meiotic nuclear division	1	HSPA2
male meiosis I	1	HSPA2
spermatid development	1	HSPA2
response to heat	1	HSPA2
response to cold	1	HSPA2
 G2/M transition of mitotic cell cycle	1	HSPA2
synaptonemal complex disassembly	1	HSPA2
 ATPase-coupled calcium transmembrane transporter activity	1	HSPA2
synaptonemal complex	1	HSPA2
male germ cell nucleus	1	HSPA2
cell surface	1	HSPA2
CatSper complex	1	HSPA2
meiotic spindle	1	HSPA2
G protein-coupled receptor binding	1	HSPA8
phosphatidylserine binding	1	HSPA8
MHC class II protein complex binding	1	HSPA8
protein-macromolecule adaptor activity	1	HSPA8
cadherin binding	1	HSPA8
C3HC4-type RING finger domain binding	1	HSPA8
ATP-dependent protein disaggregase activity	1	HSPA8
protein carrier chaperone	1	HSPA8
clathrin-uncoating ATPase activity	1	HSPA8
cellular response to starvation	1	HSPA8
 protein stability	1	HSPA8
 protein-containing complex assembly	1	HSPA8
positive regulation by host of viral genome replication	1	HSPA8
ATP metabolic process	1	HSPA8
membrane organization	1	HSPA8
 protein complex stability	1	HSPA8
chaperone-mediated autophagy	1	HSPA8
late endosomal microautophagy	1	HSPA8
protein targeting to lysosome involved in chaperone-mediated autophagy	1	HSPA8
cellular response to steroid hormone stimulus	1	HSPA8
clathrin coat disassembly	1	HSPA8
 postsynapse organization	1	HSPA8
negative regulation of NLRP3 inflammasome complex assembly	1	HSPA8
negative regulation of supramolecular fiber organization	1	HSPA8
 protein import	1	HSPA8
chaperone-mediated autophagy translocation complex disassembly	1	HSPA8
slow axonal transport	1	HSPA8
Prp19 complex	1	HSPA8
