Feature	Number of Genes	Genes
nucleus	8	BAG1, BCL9L, HSF1, HSF2, SF1, SKI, SKIL, SMAD4
nucleoplasm	8	BAG1, BCL9L, HSF1, HSF2, SF1, SKI, SKIL, SMAD4
protein binding	7	BAG1, HSF1, HSF2, SF1, SKI, SKIL, SMAD4
cytoplasm	5	BAG1, HSF1, HSF2, SKI, SMAD4
 transcription by RNA polymerase II	5	BCL9L, HSF1, HSF2, SKI, SMAD4
RNA polymerase II cis-regulatory region sequence-specific DNA binding	5	HSF1, HSF2, SKI, SKIL, SMAD4
DNA-binding transcription factor activity, RNA polymerase II-specific	5	HSF1, HSF2, SKI, SKIL, SMAD4
identical protein binding	5	HSF1, HSF2, SF1, SKI, SMAD4
negative regulation of transcription by RNA polymerase II	4	HSF1, SKI, SKIL, SMAD4
cytosol	3	BAG1, HSF1, SMAD4
negative regulation of transforming growth factor beta receptor signaling pathway	3	BCL9L, SKI, SKIL
DNA-binding transcription repressor activity, RNA polymerase II-specific	3	HSF1, SKI, SKIL
DNA-binding transcription activator activity, RNA polymerase II-specific	3	HSF1, HSF2, SMAD4
DNA-binding transcription factor activity	3	HSF1, HSF2, SMAD4
chromatin	3	HSF1, HSF2, SMAD4
centrosome	3	HSF1, SKI, SMAD4
spermatogenesis	3	HSF2, SKIL, SMAD4
transforming growth factor beta receptor signaling pathway	3	SKI, SKIL, SMAD4
ubiquitin protein ligase binding	2	BAG1, SKI
transcription by RNA polymerase II	2	BCL9L, SMAD4
 epithelial to mesenchymal transition	2	BCL9L, SMAD4
somatic stem cell population maintenance	2	BCL9L, SKI
transcription cis-regulatory region binding	2	HSF1, SMAD4
RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	2	HSF1, HSF2
DNA binding	2	HSF1, SMAD4
protein kinase binding	2	HSF1, SKI
sequence-specific DNA binding	2	HSF1, SMAD4
sequence-specific double-stranded DNA binding	2	HSF1, HSF2
PML body	2	HSF1, SKI
zinc ion binding	2	SF1, SKI
negative regulation of DNA-templated transcription	2	SF1, SMAD4
nuclear body	2	SF1, SKI
SMAD binding	2	SKI, SKIL
negative regulation of cell population proliferation	2	SKI, SMAD4
negative regulation of BMP signaling pathway	2	SKI, SKIL
SMAD protein signal transduction	2	SKI, SMAD4
transcription regulator complex	2	SKI, SMAD4
protein-containing complex	2	SKI, SKIL
chromatin binding	2	SKIL, SMAD4
adenyl-nucleotide exchange factor activity	1	BAG1
protein-folding chaperone binding	1	BAG1
apoptotic process	1	BAG1
cell surface receptor signaling pathway	1	BAG1
negative regulation of apoptotic process	1	BAG1
protein stabilization	1	BAG1
chaperone cofactor-dependent protein refolding	1	BAG1
membrane	1	BAG1
transcription coactivator activity	1	BCL9L
beta-catenin binding	1	BCL9L
 cell morphogenesis	1	BCL9L
skeletal muscle cell differentiation	1	BCL9L
myoblast differentiation	1	BCL9L
canonical Wnt signaling pathway	1	BCL9L
fibrillar center	1	BCL9L
beta-catenin-TCF complex	1	BCL9L
heat shock protein binding	1	HSF1
chromatin DNA binding	1	HSF1
protein self-association	1	HSF1
protein heterodimerization activity	1	HSF1
Hsp90 protein binding	1	HSF1
translation elongation factor binding	1	HSF1
STAT family protein binding	1	HSF1
sequence-specific single stranded DNA binding	1	HSF1
general transcription initiation factor binding	1	HSF1
promoter-specific chromatin binding	1	HSF1
MAPK cascade	1	HSF1
DNA repair	1	HSF1
mRNA processing	1	HSF1
defense response	1	HSF1
response to nutrient	1	HSF1
mRNA transcription	1	HSF1
 gene expression	1	HSF1
negative regulation of gene expression	1	HSF1
negative regulation of cardiac muscle cell apoptotic process	1	HSF1
response to activity	1	HSF1
negative regulation of protein-containing complex assembly	1	HSF1
response to testosterone	1	HSF1
cellular response to heat	1	HSF1
cellular response to unfolded protein	1	HSF1
cellular response to potassium ion	1	HSF1
 tyrosine phosphorylation of STAT protein	1	HSF1
 cysteine-type endopeptidase activity involved in apoptotic process	1	HSF1
 macrophage differentiation	1	HSF1
 mitotic cell cycle	1	HSF1
mRNA transport	1	HSF1
 DNA-binding transcription factor activity	1	HSF1
protein-containing complex assembly	1	HSF1
cellular response to hydrogen peroxide	1	HSF1
cellular response to lipopolysaccharide	1	HSF1
cellular response to cadmium ion	1	HSF1
cellular response to copper ion	1	HSF1
cellular response to estradiol stimulus	1	HSF1
cellular response to xenobiotic stimulus	1	HSF1
cellular response to gamma radiation	1	HSF1
cellular response to diamide	1	HSF1
negative regulation of inclusion body assembly	1	HSF1
 inclusion body assembly	1	HSF1
 cold-induced thermogenesis	1	HSF1
 cellular response to heat	1	HSF1
 mRNA polyadenylation	1	HSF1
negative regulation of neuron death	1	HSF1
 apoptotic DNA fragmentation	1	HSF1
cellular response to sodium arsenite	1	HSF1
