Feature	Number of Genes	Genes
plasma membrane	24	NOTCH1, PIK3CB, PCDH10, PTPRA, PCDH18, PCDHB5, PCDHB14, CDH24, FAT4, CTNND2, TMEM98, PCDHA12, PCDHA6, PCDHGA10, PCDHGA11, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGB2, PCDHGB4, PCDHGB5, PCDHGB7, PCDHGC3, PCDHGC4
calcium ion binding	20	NOTCH1, PCDH10, PCDH18, PCDHB5, PCDHB14, CDH24, FAT4, PCDHA12, PCDHA6, PCDHGA10, PCDHGA11, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGB2, PCDHGB4, PCDHGB5, PCDHGB7, PCDHGC3, PCDHGC4
homophilic cell adhesion via plasma membrane adhesion molecules	20	PIK3CB, PCDH10, PCDH18, PCDHB5, PCDHB14, CDH24, FAT4, PCDHA12, PCDHA6, PCDHGA10, PCDHGA11, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGB2, PCDHGB4, PCDHGB5, PCDHGB7, PCDHGC3, PCDHGC4
cell adhesion	18	PCDH10, PCDH18, PCDHB5, PCDHB14, CTNND2, PCDHA12, PCDHA6, PCDHGA10, PCDHGA11, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGB2, PCDHGB4, PCDHGB5, PCDHGB7, PCDHGC3, PCDHGC4
protein binding	16	TOP3B, TDRD3, NOTCH1, PIK3CB, UBASH3B, SPANXB1, PTPRA, PCDH18, PCDHB14, MYEOV, BOLA2, FAT4, CTNND2, GET4, TMEM98, PCDHGA4
nervous system development	14	PCDH10, PCDHA12, PCDHA6, PCDHGA10, PCDHGA11, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGB2, PCDHGB4, PCDHGB5, PCDHGB7, PCDHGC3, PCDHGC4
nucleus	9	TOP3B, TDRD3, MYRF, NOTCH1, PIK3CB, UBASH3B, SPANXB1, BOLA2, CTNND2
cytosol	7	TDRD3, MYRF, NOTCH1, PIK3CB, BOLA2, GET4, SPECC1
membrane	7	PTPRA, PCDHB5, PCDHB14, GXYLT2, SPECC1, PCDHGB4, PCDHGC3
nucleoplasm	6	TDRD3, MYRF, NOTCH1, PIK3CB, GET4, SPECC1
cytoplasm	6	PIK3CB, UBASH3B, SPANXB1, BOLA2, CTNND2, GET4
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	5	PCDHB5, PCDHB14, CDH24, PCDHGB4, PCDHGC3
extracellular exosome	4	PTPRA, FAT4, TMEM98, PCDHGB5
 DNA-templated transcription	3	TDRD3, MYRF, NOTCH1
endoplasmic reticulum membrane	3	MYRF, NOTCH1, TMEM98
adherens junction	3	NOTCH1, CDH24, CTNND2
nucleolus	3	PIK3CB, GET4, HUS1B
synapse organization	3	CTNND2, PCDHGC3, PCDHGC4
RNA binding	2	TOP3B, TDRD3
transcription coactivator activity	2	TDRD3, NOTCH1
Golgi apparatus	2	TDRD3, MYRF
 transcription by RNA polymerase II	2	MYRF, NOTCH1
central nervous system myelination	2	MYRF, B4GALT5
oligodendrocyte differentiation	2	MYRF, NOTCH1
identical protein binding	2	NOTCH1, UBASH3B
 gene expression	2	NOTCH1, PIK3CB
negative regulation of oligodendrocyte differentiation	2	NOTCH1, TMEM98
negative regulation of canonical Wnt signaling pathway	2	NOTCH1, DKKL1
Golgi membrane	2	NOTCH1, B4GALT5
acrosomal vesicle	2	NOTCH1, DKKL1
extracellular region	2	NOTCH1, PCDHA6
receptor complex	2	NOTCH1, PTPRA
signal transduction	2	PIK3CB, CTNND2
platelet aggregation	2	PIK3CB, UBASH3B
intracellular membrane-bounded organelle	2	PIK3CB, SPECC1
protein tyrosine phosphatase activity	2	UBASH3B, PTPRA
O-glycan processing	2	B4GALT5, GXYLT2
 protein stability	2	B4GALT5, GET4
molecular_function	2	SPANXB1, PCDHGB5
chemical synaptic transmission	2	PCDHB5, PCDHB14
synapse assembly	2	PCDHB5, PCDHB14
synapse	2	PCDHB5, PCDHB14
cadherin binding	2	CDH24, CTNND2
cell-cell junction assembly	2	CDH24, CTNND2
cell-cell adhesion	2	CDH24, CTNND2
extracellular space	2	DKKL1, TMEM98
negative regulation of neuron apoptotic process	2	PCDHGC3, PCDHGC4
DNA binding	1	TOP3B
DNA topoisomerase activity	1	TOP3B
DNA topoisomerase type I (single strand cut, ATP-independent) activity	1	TOP3B
DNA topological change	1	TOP3B
chromosome segregation	1	TOP3B
condensed chromosome	1	TOP3B
DNA topoisomerase III-beta-TDRD3 complex	1	TOP3B
chromatin binding	1	TDRD3
methylated histone binding	1	TDRD3
chromatin organization	1	TDRD3
DNA-binding transcription factor activity, RNA polymerase II-specific	1	MYRF
DNA-binding transcription factor activity	1	MYRF
peptidase activity	1	MYRF
sequence-specific DNA binding	1	MYRF
oligodendrocyte development	1	MYRF
protein autoprocessing	1	MYRF
 myelination	1	MYRF
central nervous system myelin maintenance	1	MYRF
enzyme inhibitor activity	1	NOTCH1
transmembrane signaling receptor activity	1	NOTCH1
Notch binding	1	NOTCH1
enzyme binding	1	NOTCH1
chromatin DNA binding	1	NOTCH1
transcription regulator activator activity	1	NOTCH1
negative regulation of transcription by RNA polymerase II	1	NOTCH1
luteolysis	1	NOTCH1
in utero embryonic development	1	NOTCH1
epithelial to mesenchymal transition	1	NOTCH1
liver development	1	NOTCH1
heart looping	1	NOTCH1
sprouting angiogenesis	1	NOTCH1
 neuroblast proliferation	1	NOTCH1
inhibition of neuroepithelial cell differentiation	1	NOTCH1
inflammatory response to antigenic stimulus	1	NOTCH1
outflow tract morphogenesis	1	NOTCH1
endocardium development	1	NOTCH1
endocardium morphogenesis	1	NOTCH1
atrioventricular node development	1	NOTCH1
coronary vein morphogenesis	1	NOTCH1
aortic valve morphogenesis	1	NOTCH1
atrioventricular valve morphogenesis	1	NOTCH1
coronary sinus valve morphogenesis	1	NOTCH1
pulmonary valve morphogenesis	1	NOTCH1
mitral valve formation	1	NOTCH1
epithelial to mesenchymal transition involved in endocardial cushion formation	1	NOTCH1
endocardial cushion morphogenesis	1	NOTCH1
cardiac chamber formation	1	NOTCH1
cardiac ventricle morphogenesis	1	NOTCH1
cardiac atrium morphogenesis	1	NOTCH1
cardiac right atrium morphogenesis	1	NOTCH1
cardiac left ventricle morphogenesis	1	NOTCH1
cardiac right ventricle formation	1	NOTCH1
ventricular trabecula myocardium morphogenesis	1	NOTCH1
growth involved in heart morphogenesis	1	NOTCH1
negative regulation of cell proliferation involved in heart valve morphogenesis	1	NOTCH1
Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation	1	NOTCH1
cell migration involved in endocardial cushion formation	1	NOTCH1
negative regulation of extracellular matrix constituent secretion	1	NOTCH1
pericardium morphogenesis	1	NOTCH1
transcription by RNA polymerase II	1	NOTCH1
protein import into nucleus	1	NOTCH1
immune response	1	NOTCH1
humoral immune response	1	NOTCH1
Notch signaling pathway	1	NOTCH1
 transcription of Notch receptor target	1	NOTCH1
spermatogenesis	1	NOTCH1
determination of left/right symmetry	1	NOTCH1
compartment pattern specification	1	NOTCH1
axon guidance	1	NOTCH1
foregut morphogenesis	1	NOTCH1
endoderm development	1	NOTCH1
heart development	1	NOTCH1
 cell population proliferation	1	NOTCH1
negative regulation of cell population proliferation	1	NOTCH1
auditory receptor cell fate commitment	1	NOTCH1
epidermal cell fate specification	1	NOTCH1
negative regulation of cardiac muscle hypertrophy	1	NOTCH1
negative regulation of gene expression	1	NOTCH1
negative regulation of cell-substrate adhesion	1	NOTCH1
negative regulation of myotube differentiation	1	NOTCH1
mesenchymal cell development	1	NOTCH1
 somitogenesis	1	NOTCH1
calcium-ion regulated exocytosis	1	NOTCH1
cell differentiation in spinal cord	1	NOTCH1
neural tube development	1	NOTCH1
protein catabolic process	1	NOTCH1
keratinocyte differentiation	1	NOTCH1
negative regulation of ossification	1	NOTCH1
lung development	1	NOTCH1
 cell migration	1	NOTCH1
 BMP signaling pathway	1	NOTCH1
negative regulation of BMP signaling pathway	1	NOTCH1
forebrain development	1	NOTCH1
hair follicle morphogenesis	1	NOTCH1
animal organ regeneration	1	NOTCH1
response to corticosteroid	1	NOTCH1
response to muramyl dipeptide	1	NOTCH1
response to lipopolysaccharide	1	NOTCH1
negative regulation of collagen biosynthetic process	1	NOTCH1
embryonic hindlimb morphogenesis	1	NOTCH1
tube formation	1	NOTCH1
skeletal muscle cell differentiation	1	NOTCH1
cellular response to vascular endothelial growth factor stimulus	1	NOTCH1
tissue regeneration	1	NOTCH1
retinal cone cell differentiation	1	NOTCH1
negative regulation of catalytic activity	1	NOTCH1
 viral genome replication	1	NOTCH1
 endothelial cell differentiation	1	NOTCH1
negative regulation of inner ear auditory receptor cell differentiation	1	NOTCH1
 keratinocyte differentiation	1	NOTCH1
negative regulation of myoblast differentiation	1	NOTCH1
negative regulation of osteoblast differentiation	1	NOTCH1
 Notch signaling pathway	1	NOTCH1
negative regulation of DNA-templated transcription	1	NOTCH1
negative regulation of calcium ion-dependent exocytosis	1	NOTCH1
 receptor signaling pathway via JAK-STAT	1	NOTCH1
negative regulation of photoreceptor cell differentiation	1	NOTCH1
 Ras protein signal transduction	1	NOTCH1
somatic stem cell division	1	NOTCH1
astrocyte differentiation	1	NOTCH1
 astrocyte differentiation	1	NOTCH1
branching morphogenesis of an epithelial tube	1	NOTCH1
homeostasis of number of cells within a tissue	1	NOTCH1
epithelial cell proliferation	1	NOTCH1
 epithelial cell proliferation	1	NOTCH1
negative regulation of epithelial cell proliferation	1	NOTCH1
negative regulation of neurogenesis	1	NOTCH1
cardiac muscle tissue morphogenesis	1	NOTCH1
cardiac muscle cell proliferation	1	NOTCH1
 cardiac muscle cell proliferation	1	NOTCH1
negative regulation of glial cell proliferation	1	NOTCH1
cilium assembly	1	NOTCH1
cardiac epithelial to mesenchymal transition	1	NOTCH1
negative regulation of cell adhesion molecule production	1	NOTCH1
cardiac muscle cell myoblast differentiation	1	NOTCH1
cardiac septum morphogenesis	1	NOTCH1
ventricular septum morphogenesis	1	NOTCH1
secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development	1	NOTCH1
prostate gland epithelium morphogenesis	1	NOTCH1
 epithelial cell proliferation involved in prostate gland development	1	NOTCH1
arterial endothelial cell differentiation	1	NOTCH1
venous endothelial cell differentiation	1	NOTCH1
cardiac vascular smooth muscle cell development	1	NOTCH1
endocardial cell differentiation	1	NOTCH1
vasculogenesis involved in coronary vascular morphogenesis	1	NOTCH1
coronary artery morphogenesis	1	NOTCH1
neuroendocrine cell differentiation	1	NOTCH1
Notch signaling involved in heart development	1	NOTCH1
heart trabecula morphogenesis	1	NOTCH1
 cardiac epithelial to mesenchymal transition	1	NOTCH1
negative regulation of biomineral tissue development	1	NOTCH1
 ERK1 and ERK2 cascade	1	NOTCH1
left/right axis specification	1	NOTCH1
cellular response to tumor cell	1	NOTCH1
cellular response to follicle-stimulating hormone stimulus	1	NOTCH1
cellular response to hypoxia	1	NOTCH1
distal tubule development	1	NOTCH1
collecting duct development	1	NOTCH1
 stem cell proliferation	1	NOTCH1
glomerular mesangial cell development	1	NOTCH1
epithelial cell fate commitment	1	NOTCH1
T-helper 17 type immune response	1	NOTCH1
negative regulation of cell migration involved in sprouting angiogenesis	1	NOTCH1
