Feature	Number of Genes	Genes
protein binding	31	STAG2, MPLKIP, STN1, RNF220, MTMR7, CLP1, TBP, HIRIP3, NEIL2, CHAMP1, IWS1, CDC7, PDS5B, RAD21, SMC1A, CTC1, GTF2H4, EAF1, DBF4, ELL2, TEN1, HDGFL2, CDCA5, SMC3, STAG1, ERCC2, ERCC3, ERCC5, GTF2H1, GTF2H3, MNAT1
nucleoplasm	31	STAG2, RANGRF, MPLKIP, STN1, CLP1, TBP, HIRIP3, NEIL2, CHAMP1, IWS1, CDC7, PDS5B, RAD21, SMC1A, DBR1, CTC1, GTF2H4, EAF1, DBF4, ELL2, TEN1, ANKRD11, CDCA5, SMC3, STAG1, ERCC2, ERCC3, ERCC5, GTF2H1, GTF2H3, MNAT1
nucleus	28	STAG2, RANGRF, MPLKIP, STN1, RNF220, CLP1, TBP, HIRIP3, NEIL2, CHAMP1, IWS1, CDC7, PDS5B, RAD21, SMC1A, DBR1, CTC1, GTF2H4, TEN1, ANKRD11, HDGFL2, CDCA5, SMC3, STAG1, ERCC2, ERCC3, ERCC5, GTF2H3
cytosol	13	STAG2, RANGRF, MTMR7, CLP1, PDS5B, RAD21, SMC1A, CTC1, ANKRD11, CDCA5, SMC3, STAG1, ERCC2
cytoplasm	11	RANGRF, MPLKIP, RNF220, MTMR7, TBP, NEIL2, CHAMP1, CDC7, HDGFL2, CDCA5, ERCC2
cell division	9	STAG2, MPLKIP, CDC7, PDS5B, RAD21, SMC1A, CDCA5, SMC3, STAG1
DNA repair	9	PDS5B, SMC1A, GTF2H4, HDGFL2, SMC3, ERCC3, GTF2H1, GTF2H3, MNAT1
nucleotide-excision repair	8	STN1, GTF2H4, ERCC2, ERCC3, ERCC5, GTF2H1, GTF2H3, MNAT1
chromatin binding	7	STAG2, RAD21, SMC1A, CDCA5, SMC3, STAG1, GTF2H1
chromosome, centromeric region	7	STAG2, PDS5B, RAD21, SMC1A, CDCA5, SMC3, STAG1
chromatin	7	STAG2, TBP, PDS5B, RAD21, CDCA5, SMC3, STAG1
chromosome	7	STAG2, PDS5B, RAD21, SMC1A, CDCA5, SMC3, STAG1
metal ion binding	7	RNF220, CHAMP1, CDC7, DBR1, ERCC2, ERCC5, GTF2H3
transcription by RNA polymerase II	7	TBP, GTF2H4, ERCC2, ERCC3, GTF2H1, GTF2H3, MNAT1
ATP binding	6	CLP1, CDC7, SMC1A, SMC3, ERCC2, ERCC3
transcription factor TFIIH core complex	6	GTF2H4, ERCC2, ERCC3, GTF2H1, GTF2H3, MNAT1
transcription factor TFIIH holo complex	6	GTF2H4, ERCC2, ERCC3, GTF2H1, GTF2H3, MNAT1
sister chromatid cohesion	5	STAG2, RAD21, SMC1A, SMC3, STAG1
establishment of mitotic sister chromatid cohesion	5	STAG2, RAD21, SMC1A, SMC3, STAG1
cohesin complex	5	STAG2, RAD21, SMC1A, SMC3, STAG1
nuclear matrix	5	STAG2, RAD21, SMC1A, SMC3, STAG1
transcription factor TFIID complex	5	TBP, GTF2H4, ERCC2, ERCC3, GTF2H3
mitotic spindle assembly	4	STAG2, SMC1A, SMC3, STAG1
mitotic spindle pole	4	STAG2, SMC1A, SMC3, STAG1
intracellular membrane-bounded organelle	4	MPLKIP, STN1, NEIL2, EAF1
single-stranded DNA binding	4	STN1, CTC1, TEN1, ERCC5
damaged DNA binding	4	NEIL2, ERCC2, ERCC3, ERCC5
nuclear body	4	CHAMP1, EAF1, DBF4, STAG1
DNA binding	4	PDS5B, RAD21, SMC1A, ERCC3
mitotic sister chromatid cohesion	4	PDS5B, SMC1A, CDCA5, SMC3
ATP hydrolysis activity	4	SMC1A, SMC3, ERCC2, ERCC3
meiotic cell cycle	3	STAG2, SMC1A, SMC3
membrane	3	STAG2, MTMR7, RAD21
telomeric DNA binding	3	STN1, CTC1, TEN1
telomere capping	3	STN1, CTC1, TEN1
negative regulation of telomere maintenance via telomerase	3	STN1, CTC1, TEN1
 DNA replication	3	STN1, CTC1, SMC3
chromosome, telomeric region	3	STN1, CTC1, TEN1
CST complex	3	STN1, CTC1, TEN1
protein-containing complex	3	RNF220, TBP, ERCC5
RNA polymerase II general transcription initiation factor activity	3	TBP, GTF2H4, GTF2H3
zinc ion binding	3	NEIL2, DBF4, MNAT1
G1/S transition of mitotic cell cycle	3	CDC7, DBF4, MNAT1
