Feature	Number of Genes	Genes
protein binding	28	APOA1, EPHX4, PEX19, FBXW7, SEC24C, EXOC2, GSTK1, TDGF1, PPP1R11, GYG1, FAM98A, SLC25A17, MIA3, PEX14, SEC24A, RAB11FIP2, TUFT1, STMN2, NIF3L1, NAP1L3, CAB39L, WDR48, UBR1, AMBRA1, ECI2, RABGGTB, SEC23B, SEC24B
cytosol	24	APOA1, HSD17B4, PEX19, FBXW7, SEC24C, EXOC2, GSTK1, ACOX3, GYG1, ACBD5, SLC25A17, PEX14, SEC24A, OSBPL5, STMN2, CAB39L, WDR48, UBR1, AMBRA1, ECI2, RABGGTB, RAB11FIP1, SEC23B, SEC24B
membrane	14	HSD17B4, EPHX4, EXOC2, GSTK1, ACOX3, GYG1, GLIPR1L2, ACBD5, SLC25A17, MIA3, PEX14, OSBPL5, STMN2, ECI2
cytoplasm	12	PEX19, FBXW7, PPP1R11, GYG1, FAM98A, ACBD5, TUFT1, STMN2, NIF3L1, CAB39L, UBR1, AMBRA1
peroxisome	8	HSD17B4, PEX19, GSTK1, ACOX3, ACBD5, SLC25A17, PEX14, ECI2
nucleus	8	FBXW7, PPP1R11, FAM98A, PEX14, NIF3L1, NAP1L3, WDR48, AMBRA1
intracellular membrane-bounded organelle	7	MIA3, OSBPL5, RAB11FIP2, WDR48, AMBRA1, ECI2, RAB11FIP1
zinc ion binding	6	SEC24C, SEC24A, UBR1, RABGGTB, SEC23B, SEC24B
endoplasmic reticulum membrane	6	SEC24C, MIA3, SEC24A, OSBPL5, SEC23B, SEC24B
identical protein binding	5	APOA1, FBXW7, PEX14, RAB11FIP2, NIF3L1
peroxisomal membrane	5	HSD17B4, PEX19, ACBD5, SLC25A17, PEX14
nucleoplasm	5	PEX19, FBXW7, ACBD5, RAB11FIP2, WDR48
mitochondrion	5	FBXW7, GSTK1, NIF3L1, AMBRA1, ECI2
COPII-coated vesicle cargo loading	5	SEC24C, MIA3, SEC24A, SEC23B, SEC24B
endoplasmic reticulum exit site	5	SEC24C, MIA3, SEC24A, SEC23B, SEC24B
protein homodimerization activity	4	APOA1, HSD17B4, GYG1, RAB11FIP2
