Feature	Number of Genes	Genes
protein binding	9	LRP4, EFEMP1, ITGB5, TXNDC16, EMC8, SUCLA2, FBN2, FKBP14, TSPAN15
extracellular exosome	6	EFEMP1, ITGB5, TMEM132A, TXNDC16, SUCLA2, DNAJC3
calcium ion binding	5	LRP4, EFEMP1, DNASE1L2, FBN2, FKBP14
plasma membrane	5	LRP4, ITGB5, TMEM132A, UGT8, TSPAN15
extracellular region	5	EFEMP1, DNASE1L2, DNAJC3, FBN2, PCYOX1L
endoplasmic reticulum lumen	5	TMEM132A, TXNDC16, DNAJC3, FKBP14, TSPAN15
membrane	5	EMC8, PLD5, ANKRD46, DNAJC3, PCYOX1L
cytosol	5	NARS2, FBXO21, DHFR2, DNAJC3, TSPAN15
endoplasmic reticulum	4	TMEM132A, EMC8, UGT8, DNAJC3
cytoplasm	4	EMC8, PLD5, DNASE1L2, DNAJC3
mitochondrion	4	NARS2, SUCLA2, DHFR2, PDF
cell surface	3	LRP4, ITGB5, TSPAN15
mitochondrial matrix	3	NARS2, SUCLA2, DHFR2
protein homodimerization activity	2	LRP4, TMEM132A
hair follicle development	2	LRP4, DNASE1L2
extracellular matrix structural constituent	2	EFEMP1, FBN2
camera-type eye development	2	EFEMP1, FBN2
embryonic eye morphogenesis	2	EFEMP1, FBN2
collagen-containing extracellular matrix	2	EFEMP1, FBN2
biological_process	2	TMEM132A, TXNDC16
Golgi apparatus	2	TMEM132A, EMC8
ATP binding	2	NARS2, SUCLA2
DNA binding	2	DNASE1L2, FBXO21
receptor tyrosine kinase binding	1	LRP4
apolipoprotein binding	1	LRP4
scaffold protein binding	1	LRP4
kidney development	1	LRP4
endocytosis	1	LRP4
dorsal/ventral pattern formation	1	LRP4
proximal/distal pattern formation	1	LRP4
Wnt signaling pathway	1	LRP4
negative regulation of ossification	1	LRP4
odontogenesis of dentin-containing tooth	1	LRP4
embryonic digit morphogenesis	1	LRP4
generation of neurons	1	LRP4
dendrite morphogenesis	1	LRP4
 peptidyl-tyrosine phosphorylation	1	LRP4
negative regulation of axonogenesis	1	LRP4
synapse organization	1	LRP4
synaptic assembly at neuromuscular junction	1	LRP4
limb development	1	LRP4
skeletal muscle acetylcholine-gated channel clustering	1	LRP4
negative regulation of canonical Wnt signaling pathway	1	LRP4
postsynaptic membrane assembly	1	LRP4
presynaptic membrane assembly	1	LRP4
amyloid-beta clearance by cellular catabolic process	1	LRP4
 presynaptic membrane organization	1	LRP4
 skeletal muscle acetylcholine-gated channel clustering	1	LRP4
postsynaptic density	1	LRP4
dendrite	1	LRP4
neuromuscular junction	1	LRP4
