Feature	Number of Genes	Genes
protein binding	11	RRAS2, VPS25, AHNAK, GDI1, GDI2, INPP5A, PPP1R16A, RAB27B, RAP1GDS1, SYTL2, SYTL4
plasma membrane	8	RRAS2, TRIM4, AHNAK, INPP5A, PPP1R16A, RAB27B, SYTL2, SYTL4
cytoplasm	8	VPS25, TRIM4, AHNAK, GDI1, GDI2, PPP1R16A, PTAR1, SYTL2
extracellular exosome	6	RRAS2, VPS25, AHNAK, GDI2, RAB27B, RAP1GDS1
cytosol	6	VPS25, TRIM4, AHNAK, GDI1, GDI2, RAP1GDS1
membrane	5	RRAS2, AHNAK, GDI2, INPP5A, SYTL2
small GTPase binding	4	GDI1, GDI2, SYTL2, SYTL4
vesicle-mediated transport	4	GDI1, GDI2, RAB27B, SYTL2
focal adhesion	3	RRAS2, AHNAK, GDI2
nucleus	3	VPS25, AHNAK, RAP1GDS1
GTPase activity	2	RRAS2, RAB27B
GTP binding	2	RRAS2, RAB27B
GDP binding	2	RRAS2, RAB27B
endoplasmic reticulum	2	RRAS2, RAP1GDS1
RNA binding	2	AHNAK, GDI2
 plasma membrane repair	2	AHNAK, SYTL4
vesicle	2	AHNAK, GDI2
Rab GDP-dissociation inhibitor activity	2	GDI1, GDI2
GTPase activator activity	2	GDI1, GDI2
signal transduction	2	GDI1, GDI2
protein transport	2	GDI1, GDI2
Golgi apparatus	2	GDI1, GDI2
 exocytosis	2	RAB27B, SYTL4
multivesicular body sorting pathway	2	RAB27B, SYTL4
melanosome	2	RAB27B, SYTL2
neurexin family protein binding	2	SYTL2, SYTL4
intracellular protein transport	2	SYTL2, SYTL4
exocytosis	2	SYTL2, SYTL4
exocytic vesicle	2	SYTL2, SYTL4
osteoblast differentiation	1	RRAS2
Ras protein signal transduction	1	RRAS2
Schwann cell migration	1	RRAS2
 Schwann cell migration	1	RRAS2
Golgi membrane	1	RRAS2
structural molecule activity	1	VPS25
protein homodimerization activity	1	VPS25
negative regulation of epidermal growth factor-activated receptor activity	1	VPS25
macroautophagy	1	VPS25
multivesicular body assembly	1	VPS25
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	1	VPS25
membrane fission	1	VPS25
ESCRT II complex	1	VPS25
nucleoplasm	1	VPS25
endosome membrane	1	VPS25
intracellular membrane-bounded organelle	1	VPS25
ubiquitin-protein transferase activity	1	TRIM4
zinc ion binding	1	TRIM4
identical protein binding	1	TRIM4
ubiquitin protein ligase activity	1	TRIM4
 gene expression	1	TRIM4
protein ubiquitination	1	TRIM4
innate immune response	1	TRIM4
S100 protein binding	1	AHNAK
