Feature	Number of Genes	Genes
RNA binding	2	KCTD12, PUSL1
protein binding	2	KCTD12, ELP3
alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	1	ST6GALNAC5
sialyltransferase activity	1	ST6GALNAC5
ganglioside biosynthetic process	1	ST6GALNAC5
protein glycosylation	1	ST6GALNAC5
glycosphingolipid biosynthetic process	1	ST6GALNAC5
oligosaccharide metabolic process	1	ST6GALNAC5
oligosaccharide biosynthetic process	1	ST6GALNAC5
sialylation	1	ST6GALNAC5
Golgi membrane	1	ST6GALNAC5
identical protein binding	1	KCTD12
 G protein-coupled receptor signaling pathway	1	KCTD12
protein homooligomerization	1	KCTD12
presynaptic membrane	1	KCTD12
cell projection	1	KCTD12
postsynaptic membrane	1	KCTD12
tRNA binding	1	ELP3
phosphorylase kinase regulator activity	1	ELP3
acetyltransferase activity	1	ELP3
metal ion binding	1	ELP3
4 iron, 4 sulfur cluster binding	1	ELP3
tRNA uridine(34) acetyltransferase activity	1	ELP3
neuron migration	1	ELP3
tRNA wobble uridine modification	1	ELP3
tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation	1	ELP3
 transcription by RNA polymerase II	1	ELP3
 translation	1	ELP3
central nervous system development	1	ELP3
 cell migration	1	ELP3
nucleus	1	ELP3
nucleolus	1	ELP3
cytoplasm	1	ELP3
cytosol	1	ELP3
elongator holoenzyme complex	1	ELP3
pseudouridine synthase activity	1	PUSL1
tRNA pseudouridine synthesis	1	PUSL1
mitochondrion	1	PUSL1
intracellular membrane-bounded organelle	1	PUSL1
