Feature	Number of Genes	Genes
protein binding	14	P4HA1, CRYGS, TGM2, APEH, COL5A1, COL16A1, COL6A2, COL8A1, MMP2, C1QTNF1, CCBE1, LOXL1, COL1A1, COL4A2
extracellular space	13	COL11A1, COL22A1, COL5A1, COL12A1, COL16A1, COL6A2, COL8A1, MMP2, C1QTNF1, CCBE1, LOXL1, COL1A1, COL4A2
extracellular region	12	COL11A1, APEH, COL22A1, COL5A1, COL12A1, COL16A1, COL6A2, COL8A1, MMP2, LOXL1, COL1A1, COL4A2
collagen-containing extracellular matrix	11	TGM2, COL11A1, COL5A1, COL12A1, COL16A1, COL6A2, COL8A1, MMP2, LOXL1, COL1A1, COL4A2
endoplasmic reticulum lumen	10	P4HA1, COL11A1, COL22A1, COL5A1, COL12A1, COL16A1, COL6A2, COL8A1, COL1A1, COL4A2
extracellular matrix	8	TGM2, COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, CCBE1, COL1A1
extracellular matrix structural constituent conferring tensile strength	8	COL11A1, COL5A1, COL12A1, COL16A1, COL6A2, COL8A1, COL1A1, COL4A2
extracellular matrix organization	8	COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, MMP2, COL1A1, COL4A2
collagen fibril organization	7	P4HA1, COL11A1, COL5A1, COL12A1, P3H4, LOXL1, COL1A1
extracellular matrix structural constituent	7	COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, COL1A1, COL4A2
extracellular exosome	5	TGM2, APEH, COL12A1, COL6A2, COL4A2
endodermal cell differentiation	5	COL11A1, COL12A1, COL8A1, MMP2, COL4A2
cell adhesion	5	COL5A1, COL12A1, COL16A1, COL6A2, COL8A1
endoplasmic reticulum	4	FKBP9, P4HA1, TGM2, P3H4
identical protein binding	4	P4HA1, APEH, C1QTNF1, COL1A1
collagen trimer	4	COL22A1, COL6A2, C1QTNF1, CCBE1
collagen binding	4	COL6A2, C1QTNF1, CCBE1, P3H4
calcium ion binding	3	FKBP9, TGM2, CCBE1
visual perception	3	CRYGS, COL11A1, COL1A1
proteolysis	3	TGM2, APEH, MMP2
plasma membrane	3	TGM2, MMP2, C1QTNF1
metal ion binding	3	COL11A1, COL5A1, COL1A1
collagen biosynthetic process	3	COL5A1, P3H4, COL1A1
basement membrane	3	COL5A1, LOXL1, COL4A2
cellular response to amino acid stimulus	3	COL16A1, MMP2, COL1A1
angiogenesis	3	COL8A1, MMP2, COL4A2
intracellular membrane-bounded organelle	2	P4HA1, P3H4
protein deamination	2	TGM2, LOXL1
 apoptotic process	2	TGM2, MMP2
nucleus	2	TGM2, MMP2
mitochondrion	2	TGM2, MMP2
cytosol	2	TGM2, APEH
heparin binding	2	COL11A1, COL5A1
ossification	2	COL11A1, COL1A1
sensory perception of sound	2	COL11A1, COL1A1
tendon development	2	COL11A1, COL5A1
collagen type XI trimer	2	COL11A1, COL5A1
serine-type endopeptidase activity	2	APEH, MMP2
integrin binding	2	COL5A1, COL16A1
platelet-derived growth factor binding	2	COL5A1, COL1A1
blood vessel development	2	COL5A1, COL1A1
skin development	2	COL5A1, COL1A1
extracellular vesicle	2	COL12A1, COL6A2
intramembranous ossification	2	MMP2, COL1A1
response to xenobiotic stimulus	2	MMP2, COL1A1
response to mechanical stimulus	2	MMP2, COL1A1
response to activity	2	MMP2, COL4A2
 cell migration	2	MMP2, COL1A1
response to hydrogen peroxide	2	MMP2, COL1A1
response to hyperoxia	2	MMP2, COL1A1
face morphogenesis	2	MMP2, COL1A1
bone trabecula formation	2	MMP2, COL1A1
protease binding	2	CCBE1, COL1A1
collagen-activated tyrosine kinase receptor signaling pathway	2	COL1A1, COL4A2
cellular response to transforming growth factor beta stimulus	2	COL1A1, COL4A2
peptidyl-prolyl cis-trans isomerase activity	1	FKBP9
protein folding	1	FKBP9
procollagen-proline 4-dioxygenase activity	1	P4HA1
iron ion binding	1	P4HA1
L-ascorbic acid binding	1	P4HA1
peptidyl-proline hydroxylation to 4-hydroxy-L-proline	1	P4HA1
membrane	1	P4HA1
procollagen-proline 4-dioxygenase complex	1	P4HA1
structural constituent of eye lens	1	CRYGS
morphogenesis of an epithelium	1	CRYGS
lens development in camera-type eye	1	CRYGS
protein-glutamine gamma-glutamyltransferase activity	1	TGM2
GTP binding	1	TGM2
peptidase activity	1	TGM2
protein-glutamine glutaminase activity	1	TGM2
histone serotonyltransferase activity	1	TGM2
histone dopaminyltransferase activity	1	TGM2
peptide noradrenalinyltransferase activity	1	TGM2
peptide histaminyltransferase activity	1	TGM2
chromatin remodeling	1	TGM2
phospholipase C-activating G protein-coupled receptor signaling pathway	1	TGM2
gene expression	1	TGM2
dopamine secretion	1	TGM2
peptide cross-linking	1	TGM2
negative regulation of endoplasmic reticulum calcium ion concentration	1	TGM2
apoptotic cell clearance	1	TGM2
 GTPase activity	1	TGM2
 cell adhesion	1	TGM2
 neurogenesis	1	TGM2
 small GTPase mediated signal transduction	1	TGM2
 mitochondrial calcium ion concentration	1	TGM2
bone development	1	TGM2
branching involved in salivary gland morphogenesis	1	TGM2
salivary gland cavitation	1	TGM2
cellular response to cocaine	1	TGM2
cellular response to dopamine	1	TGM2
cellular response to serotonin	1	TGM2
 apoptotic cell clearance	1	TGM2
chromatin	1	TGM2
nucleosome	1	TGM2
focal adhesion	1	TGM2
perinuclear region of cytoplasm	1	TGM2
protein-macromolecule adaptor activity	1	COL11A1
extracellular matrix binding	1	COL11A1
heparan sulfate binding	1	COL11A1
cartilage condensation	1	COL11A1
chondrocyte development	1	COL11A1
proteoglycan metabolic process	1	COL11A1
inner ear morphogenesis	1	COL11A1
embryonic skeletal system morphogenesis	1	COL11A1
detection of mechanical stimulus involved in sensory perception of sound	1	COL11A1
ventricular cardiac muscle tissue morphogenesis	1	COL11A1
RNA binding	1	APEH
omega peptidase activity	1	APEH
translational termination	1	APEH
amyloid-beta metabolic process	1	APEH
nuclear membrane	1	APEH
ficolin-1-rich granule lumen	1	APEH
proteoglycan binding	1	COL5A1
heart morphogenesis	1	COL5A1
cell migration	1	COL5A1
wound healing, spreading of epidermal cells	1	COL5A1
integrin biosynthetic process	1	COL5A1
eye morphogenesis	1	COL5A1
 cellular component organization	1	COL5A1
supramolecular fiber organization	1	COL5A1
negative regulation of endodermal cell differentiation	1	COL5A1
collagen type V trimer	1	COL5A1
collagen type XII trimer	1	COL12A1
integrin-mediated signaling pathway	1	COL16A1
female pregnancy	1	COL16A1
integrin activation	1	COL16A1
cell adhesion mediated by integrin	1	COL16A1
 focal adhesion assembly	1	COL16A1
collagen type IX trimer	1	COL16A1
collagen type XVI trimer	1	COL16A1
response to glucose	1	COL6A2
protein-containing complex	1	COL6A2
sarcolemma	1	COL6A2
 cell-substrate adhesion	1	COL8A1
camera-type eye morphogenesis	1	COL8A1
epithelial cell proliferation	1	COL8A1
collagen type VIII trimer	1	COL8A1
fibronectin binding	1	MMP2
endopeptidase activity	1	MMP2
metalloendopeptidase activity	1	MMP2
metallopeptidase activity	1	MMP2
zinc ion binding	1	MMP2
ovarian follicle development	1	MMP2
ovulation from ovarian follicle	1	MMP2
luteinization	1	MMP2
response to hypoxia	1	MMP2
blood vessel maturation	1	MMP2
negative regulation of cell adhesion	1	MMP2
heart development	1	MMP2
embryo implantation	1	MMP2
parturition	1	MMP2
peripheral nervous system axon regeneration	1	MMP2
protein metabolic process	1	MMP2
extracellular matrix disassembly	1	MMP2
protein catabolic process	1	MMP2
collagen catabolic process	1	MMP2
response to retinoic acid	1	MMP2
cellular response to reactive oxygen species	1	MMP2
response to nicotine	1	MMP2
response to estrogen	1	MMP2
negative regulation of vasoconstriction	1	MMP2
ephrin receptor signaling pathway	1	MMP2
macrophage chemotaxis	1	MMP2
tissue remodeling	1	MMP2
response to electrical stimulus	1	MMP2
prostate gland epithelium morphogenesis	1	MMP2
cellular response to interleukin-1	1	MMP2
cellular response to estradiol stimulus	1	MMP2
cellular response to UV-A	1	MMP2
cellular response to fluid shear stress	1	MMP2
response to amyloid-beta	1	MMP2
 vascular associated smooth muscle cell proliferation	1	MMP2
sarcomere	1	MMP2
 cytosolic calcium ion concentration	1	C1QTNF1
negative regulation of platelet activation	1	C1QTNF1
 gene expression	1	C1QTNF1
 glucose metabolic process	1	C1QTNF1
 MAPK cascade	1	C1QTNF1
 protein kinase B signaling	1	C1QTNF1
negative regulation of platelet aggregation	1	C1QTNF1
 aldosterone secretion	1	C1QTNF1
lymphangiogenesis	1	CCBE1
sprouting angiogenesis	1	CCBE1
respiratory system process	1	CCBE1
 vascular endothelial growth factor production	1	CCBE1
 endothelial cell migration	1	CCBE1
 protein processing	1	CCBE1
lung development	1	CCBE1
 angiogenesis	1	CCBE1
venous blood vessel morphogenesis	1	CCBE1
 vascular endothelial growth factor signaling pathway	1	CCBE1
 lymphangiogenesis	1	CCBE1
lymphatic endothelial cell migration	1	CCBE1
synaptonemal complex assembly	1	P3H4
peptidyl-lysine hydroxylation	1	P3H4
bone remodeling	1	P3H4
condensed nuclear chromosome	1	P3H4
synaptonemal complex	1	P3H4
nucleolus	1	P3H4
catalytic complex	1	P3H4
protein-lysine 6-oxidase activity	1	LOXL1
copper ion binding	1	LOXL1
peptidyl-lysine oxidation	1	LOXL1
response to lipopolysaccharide	1	LOXL1
aorta development	1	LOXL1
acrosomal vesicle	1	LOXL1
skeletal system development	1	COL1A1
osteoblast differentiation	1	COL1A1
endochondral ossification	1	COL1A1
 epithelial to mesenchymal transition	1	COL1A1
negative regulation of cell-substrate adhesion	1	COL1A1
protein transport	1	COL1A1
response to corticosteroid	1	COL1A1
response to estradiol	1	COL1A1
response to insulin	1	COL1A1
protein localization to nucleus	1	COL1A1
tooth mineralization	1	COL1A1
wound healing	1	COL1A1
skin morphogenesis	1	COL1A1
cellular response to fibroblast growth factor stimulus	1	COL1A1
tooth eruption	1	COL1A1
 DNA-templated transcription	1	COL1A1
embryonic skeletal system development	1	COL1A1
response to cAMP	1	COL1A1
cartilage development involved in endochondral bone morphogenesis	1	COL1A1
cellular response to mechanical stimulus	1	COL1A1
cellular response to retinoic acid	1	COL1A1
cellular response to vitamin E	1	COL1A1
cellular response to tumor necrosis factor	1	COL1A1
cellular response to epidermal growth factor stimulus	1	COL1A1
 canonical Wnt signaling pathway	1	COL1A1
cellular response to fluoride	1	COL1A1
collagen type I trimer	1	COL1A1
cytoplasm	1	COL1A1
Golgi apparatus	1	COL1A1
secretory granule	1	COL1A1
DNA-templated transcription	1	COL4A2
negative regulation of angiogenesis	1	COL4A2
collagen type IV trimer	1	COL4A2
