Feature	Number of Genes	Genes
protein binding	481	PRKACG, CTSV, SCEL, CUL5, GPS1, PPP2R1B, PRKD1, HSPH1, DNAJB4, PI4KA, ZNF688, KSR1, BICD2, CCDC115, ENAH, EIF2B1, MAP3K7, SLAIN2, ARL4C, PRMT5, SNAP47, EXOC1, CACYBP, TAF7L, COMMD4, TLN1, CROCC, PAK4, SIPA1, DAB2, HAUS1, CTTNBP2, ACTR6, AHNAK2, ECSIT, LAMB3, SOS1, NME2, TOMM34, STRIP1, SUPT6H, EHD1, CREB3, AMER1, ADRM1, REPS1, CIP2A, SLC4A7, PICK1, NME1, HIP1, TP53BP2, ACTR1A, HSPA12A, CNNM3, CGNL1, TFE3, SVIL, RTN1, GGPS1, LPAR1, RNH1, NAA35, TGM2, COG3, TNFRSF9, MAP3K2, ANKRD50, EPB41, RAF1, CENPI, AKAP10, POLE, AMOT, ANKMY2, ITGAV, CXADR, ATP6V0A4, ITSN2, GEMIN4, DUSP14, INTS12, SIPA1L3, PLXNA3, TGFB1, MPRIP, RNF114, CD99L2, APBA2, ZNF580, PPP1CB, PRKACB, ZNF185, STX1A, EPS8L2, TRIM26, RAD51C, PRMT2, ACTR1B, CCT3, PLEKHA4, HEXA, ZNHIT6, MICALL1, XRN1, EIF2B2, PPFIBP1, SLC39A6, LRRC25, PRKACA, TARS3, GLI4, XPO6, YTHDC1, SLC38A2, NCAPH2, IL13RA2, HOXD4, DDB2, SNX7, CDK5, METTL9, SCAMP1, TJP1, TMEM186, SAMD4A, SSX2IP, PRKCI, MAGI1, DDR1, ABCB1, GPSM2, GNG2, GNAS, FCHSD2, RALBP1, AHNAK, PPP1R16A, RAB27B, SYTL2, ARHGEF12, ZBTB33, CDC42EP4, CLUAP1, ATP6V0A2, ATP6V0C, BRCC3, SAP18, FOSL2, LDB2, RNASEH1, PDPK1, ARL14EP, CYTH2, NHERF2, WASF2, DDI2, SPPL3, LAIR1, ROBO1, GPRIN1, RIF1, SYNC, NCAM1, PPP1R13B, SAMHD1, TPRN, TBC1D10A, NAPG, PALS1, SLC39A10, DCAF6, CDAN1, HAUS7, COPRS, ARHGAP19, KANSL2, ANK3, MYO9A, DBN1, INTS11, ANKLE2, OTULIN, CCDC22, NECTIN3, RASSF3, TNK2, TRO, ADCK5, SLC2A3, BFSP1, DCAF16, DIRAS1, PLEKHH2, PROSER2, LINGO1, SLC30A1, MSN, PDLIM1, YES1, CRK, ENG, ASPSCR1, IL13, EHD4, CEP55, GAS2L1, RHOBTB2, MYO10, DHPS, SWAP70, NPTN, STAMBPL1, BMPR2, DOCK5, IQGAP1, KMT2D, RALA, MISP, ELMO2, FBLN5, CSNK1G1, RAPH1, AKAP11, HSPB1, TCHP, PDZD8, PITPNM3, SLC7A14, NUDC, CX3CL1, FLRT3, RDX, UBQLN2, PPP3CC, SUMF2, S100A2, TRPM4, TGFBR2, METAP2, PALM2AKAP2, CARMIL1, BORCS5, NRAS, ANKFY1, RASAL2, PCMTD1, PALM, PPP4C, HOMER1, ZNF503, ANKIB1, LZTS1, VSIG4, ABCB4, DMAP1, YIPF4, CORO1B, XAGE1B, FBXW11, LZTS2, TUBGCP5, PIK3AP1, PACSIN3, AURKA, MPZL1, ABI1, TMEM101, CLCN5, FBXO16, LPL, CAMK2G, HEG1, RHOA, RTN4R, ASAP1, GPRC5A, TRAF7, TRAT1, MAT2B, MADD, HCFC2, NQO2, SH3PXD2B, STOML2, ERBIN, TGFBR1, AKAP12, MIB1, EIF4G2, MACF1, UTRN, ZDHHC5, HUNK, MAPK8IP1, NFX1, BAIAP2, GTSE1, STX4, TWF2, SCRIB, ADAMTSL4, TXNDC11, NUDT16L1, SAMD1, USP20, ACKR3, NF2, PRX, EZR, SNAP25, CCDC106, ADAM10, TTC17, CDCA4, PRRT2, DTX3L, RCCD1, RGS3, CKAP5, BAIAP2L1, ABCA12, PTPRM, PANX1, XIAP, CYBC1, LDHB, EPHA2, GNB1, FABP3, EGFL8, RNF5, RTCB, IQSEC1, TRMT2A, NCKIPSD, LHFPL2, ITGA3, TTYH1, LRP12, DNAJA4, VASP, AMIGO2, FAM120B, NOS1, PDGFRA, DOK2, EXOC3L2, RAB13, ITSN1, LGALS8, PDLIM5, KLC1, DDR2, SSH1, FLCN, IL6ST, EVA1A, HMOX1, MAP7, CDC25B, CTDSPL, PPP3R1, VBP1, RNF8, KATNB1, MEX3C, ENC1, PRKAB1, KIF5A, PAK1, FZD1, ARHGAP17, STX18, SLC12A2, CCNYL1, NHSL2, L1CAM, ANXA2, B2M, USP4, STAMBP, ATP2B4, SYNPO, SMPD2, HSPG2, DOK1, OBSCN, PDGFRB, DAG1, SLC41A3, PER1, RNF169, FZD6, NMT1, DCBLD2, ELOC, CBFB, MYO5B, TRIML2, CST6, FAM171A1, NEO1, MKLN1, NOTCH2, CELA3A, PTPRS, AIFM2, FAM210B, FKBP5, DIS3L, OCLN, STXBP4, UBAC1, SNAP23, PKN1, ATG7, PPP1R18, CRLF3, HTRA1, BRPF1, INSR, GRAMD1A, GLRX, CD47, APBB1, MRPS18B, PARD3, TJP2, CGN, AFDN, SRPK1, ACIN1, ARRB2, CCNT2, ELL, EPB41L3, EPB41L5, GTPBP1, PIP4K2A, PIP5K1A, RAP1GAP2, TRMT1, ARVCF, CDH2, CTNNA1, CTNNB1, CTNND1, EPB41L2, EPHB1, EPHB2, HORMAD2, PKP4, AGRN, CAVIN2, CD44, GRAMD1C, IL7R, SDC2, SDC4, CDK7, SMOC1, VANGL1, ADD1, CRCP, CCDC8, FOXN3, MYBL2, SIN3B, GFOD1, RALGAPA2, ACTR10, TNKS1BP1, GNB2, GNB4, NUP35, SUCLG2, UQCC1, CADM1, COLEC12, MAGED2
plasma membrane	330	RAPSN, PRKD1, DNAJB4, PI4KA, BICD2, ENAH, EIF2B1, MAP3K7, ARL4C, SNAP47, EXOC1, COMMD4, TLN1, CROCC, SIPA1, DAB2, AHNAK2, SOS1, EHD1, AMER1, ADRM1, REPS1, CIP2A, SLC4A7, PICK1, CPM, CNNM3, SPTBN2, SVIL, LPAR1, RNH1, NAA35, TGM2, COG3, TNFRSF9, EPB41, RAF1, ARHGEF40, BTN2A1, AKAP10, SLC2A12, POLE, AMOT, ITGAV, CXADR, ATP6V0A4, ITSN2, SIPA1L3, PLXNA3, TGFB1, RNF114, CD99L2, APBA2, PRKACB, PIGN, STX1A, EPS8L2, TRIM4, PLEKHA4, XRN1, PPFIBP1, SLC39A6, PRKACA, XPO6, YTHDC1, SLC38A2, CDK5, SCAMP1, TJP1, PRKCI, MAGI1, DDR1, ABCB1, GNG2, FCHSD2, RALBP1, AHNAK, PPP1R16A, RAB27B, SYTL2, ZBTB33, CDC42EP4, ATP6V0A2, ATP6V0C, LDB2, PDPK1, ARL14EP, CYTH2, NHERF2, SPPL3, FMNL3, LAIR1, ROBO1, GPRIN1, RIF1, NCAM1, PPP1R13B, SAMHD1, ABCC1, TBC1D10A, PALS1, SLC39A10, CDAN1, HAUS7, COPRS, ARHGAP19, KANSL2, ANK3, NECTIN3, RASSF3, LSR, MCAM, TNK2, TRO, SLC2A3, BFSP1, STK17B, DIRAS1, CEMIP2, PLEKHH2, LINGO1, SLC30A1, MSN, YES1, CRK, ENG, ASPSCR1, EHD4, MYO10, SWAP70, SLC33A1, BMPR2, DOCK5, IQGAP1, ANKRD13A, RALA, MISP, CSNK1G1, TMEM63B, RAPH1, AKAP11, DCHS2, GRAMD1B, TCHP, SLC7A14, CX3CL1, FLRT3, RDX, UBQLN2, TRPM4, TGFBR2, METAP2, PALM2AKAP2, CARMIL1, BORCS5, NRAS, TTLL5, ITPRID2, PALM, PPP4C, HOMER1, SLC7A2, LZTS1, ABCB4, YIPF4, CORO1B, LZTS2, PIK3AP1, PACSIN3, MPZL1, CLCN5, LPL, SPINT1, RHOA, RTN4R, GPRC5A, TRAF7, EFR3A, TRAT1, MADD, HRH1, HCFC2, STOML2, ERBIN, TGFBR1, AKAP12, MIB1, MACF1, UTRN, SLC2A14, ZDHHC5, MAPK8IP1, NFX1, BAIAP2, STX4, SCRIB, ACKR3, NF2, PRX, EZR, SNAP25, CHRND, ADAM10, TTC17, CDCA4, PRRT2, RCCD1, RGS3, CKAP5, BAIAP2L1, ABCA12, PTPRM, PANX1, EPHA2, GNB1, GPR156, RNF5, LHFPL2, CSPG4, ITGA3, TTYH1, LRP12, VASP, AMIGO2, NOS1, PDGFRA, RAB13, ITSN1, DDR2, SSH1, FLCN, IL6ST, EVA1A, BCORL1, CTSF, KATNB1, PAK1, FZD1, ARHGAP17, SLC12A2, CCNYL1, ITPR2, L1CAM, ANXA2, B2M, USP4, STAMBP, IL12RB1, ATP2B4, SYNPO, SMPD2, HSPG2, CEP295, OBSCN, PDGFRB, DAG1, SLC41A3, FZD6, NMT1, DCBLD2, FAM171A1, NEO1, NOTCH2, PTPRS, AIFM2, DIS3L, OCLN, UBAC1, SNAP23, CRLF3, PLXNA4, HTRA1, BRPF1, INSR, GRAMD1A, CD47, APBB1, PARD3, TJP2, CGN, AFDN, SRPK1, RIC8B, ACIN1, ARRB2, CCNT2, EPB41L3, EPB41L5, NKTR, PIP4K2A, PIP5K1A, PNISR, RAP1GAP2, ARVCF, CDH2, CDH4, CDH8, CTNNA1, CTNNB1, CTNND1, EPB41L2, EPHB1, EPHB2, PCDH7, PCDHA1, PCDHGA2, PCDHGB1, PKP4, AGRN, CAVIN2, CD44, GRAMD1C, IL7R, SDC2, SDC4, CDK7, PLCD3, VANGL1, ADD1, ADD2, ADD3, CRCP, CCDC8, RALGAPA2, TNKS1BP1, GNB2, NUP35, SUCLG2, CADM1, COLEC12
cytosol	301	PRKACG, PLA2G4D, RAPSN, CUL5, GPS1, PRKD1, HSPH1, DNAJB4, PI4KA, KSR1, BICD2, ENAH, EIF2B1, MAP3K7, SLAIN2, ARL4C, PRMT5, EXOC1, CACYBP, COMMD4, TLN1, CROCC, PAK4, SIPA1, DAB2, HAUS1, AHNAK2, ECSIT, SOS1, NME2, TOMM34, STRIP1, CREB3, AMER1, ADRM1, REPS1, CIP2A, PICK1, NME1, HIP1, TP53BP2, ACTR1A, SPTBN2, TFE3, LSG1, SVIL, GGPS1, RNH1, NAA35, TGM2, COG3, MAP3K2, ANAPC7, EPB41, RAF1, CENPI, ARHGEF40, AKAP10, AMOT, ITGAV, ITSN2, GEMIN4, MPRIP, RNF114, PPP1CB, PRKACB, PIGN, STX1A, EPS8L2, TRIM26, TRIM4, RAD51C, PRMT2, ACTR1B, CCT3, HEXA, XRN1, EIF2B2, PPFIBP1, LRRC25, PRKACA, XPO6, CDK5, TJP1, SAMD4A, PRKCI, SPECC1, GPSM2, GNAS, RALBP1, AHNAK, ARHGEF12, ZBTB33, CDC42EP4, SCLT1, BRCC3, SAP18, PDPK1, ARL14EP, CYTH2, ZSWIM8, WASF2, DDI2, FMNL3, SYNC, NCAM1, PPP1R13B, TBC1D10A, DCAF6, CDAN1, HAUS7, COPRS, ARHGAP19, KANSL2, ANK3, MYO9A, INTS11, OTULIN, CCDC22, RASSF3, TNK2, CEMIP2, PLEKHH2, MSN, YES1, CRK, ASPSCR1, MYO10, DHPS, SWAP70, STAMBPL1, DOCK5, IQGAP1, ELMO2, CSNK1G1, RAPH1, AKAP11, HSPB1, TCHP, PITPNM3, SLC7A14, NUDC, FLRT3, UBQLN2, PPP3CC, TRPM4, ZDHHC8, TGFBR2, METAP2, CARMIL1, NRAS, TTLL5, ANKFY1, ITPRID2, RASAL2, PPP4C, HOMER1, ABCB4, DMAP1, CORO1B, FBXW11, LZTS2, TUBGCP5, PIK3AP1, PACSIN3, AURKA, ABI1, UQCC3, CLCN5, CAMK2G, RHOA, ASAP1, EFR3A, MYL4, MAT2B, MADD, HRH1, HCFC2, NQO2, AKAP12, MIB1, EIF4G2, MAPK8IP1, NFX1, BAIAP2, GTSE1, STX4, USP20, NF2, EZR, SNAP25, CHRND, CCDC106, TTC17, CDCA4, DTX3L, RCCD1, DIAPH3, RGS3, CKAP5, BAIAP2L1, ABCA12, XIAP, LDHB, GNB1, FABP3, RTCB, TRMT2A, NCKIPSD, DNAJA4, VASP, NOS1, DOK2, RAB13, ITSN1, LGALS8, PDLIM5, KLC1, FLCN, HMOX1, DDAH1, MAP7, CDC25B, PPP3R1, VBP1, RNF8, KATNB1, PRKAB1, KIF5A, PAK1, ARHGAP17, SLC12A2, ANXA2, B2M, USP4, STAMBP, SYNPO, DOK1, CEP295, OBSCN, DAG1, PER1, RNF169, NMT1, ELOC, MKLN1, PTPRS, AIFM2, FKBP5, DIS3L, UBAC1, PKN1, ATG7, CRLF3, HTRA1, BRPF1, GRAMD1A, GLRX, PARD3, TJP2, AFDN, SRPK1, RIC8B, ACIN1, ARRB2, CCNT2, ELL, EPB41L3, EPB41L5, GTPBP1, KIF17, PIP4K2A, PIP5K1A, PNISR, RAP1GAP2, CTNNA1, CTNNB1, CTNND1, EPB41L2, EPHB1, EPHB2, HORMAD2, CAVIN2, CD44, IL7R, CDK7, PLCD3, ADD1, ADD2, ADD3, CRCP, CCDC8, ARHGEF26, RALGAPA2, ACTR10, MTPN, TNKS1BP1, GNB2, GNB4, NUP35, MAGED2
cytoplasm	219	SCEL, GPS1, PPP2R1B, HSPH1, PI4KA, KSR1, BICD2, EIF2B1, MAP3K7, CCSER2, ARL4C, PRMT5, EXOC1, TAF7L, COMMD4, PAK4, SIPA1, ACTR6, AHNAK2, ECSIT, SOS1, NME2, EHD1, REPS1, CIP2A, PICK1, NME1, HIP1, TP53BP2, ACTR1A, HSPA12A, TFE3, SVIL, PHACTR4, GGPS1, NAA35, MAP3K2, RAF1, ARHGEF40, NRBP2, CXADR, ITSN2, GEMIN4, SIPA1L3, TGFB1, BCAS4, APBA2, PPP1CB, ZNF185, TRIM26, TRIM4, RAD51C, PRMT2, ACTR1B, PLEKHA4, EIF2B2, PRKACA, TARS3, XPO6, SLC38A2, CDK5, TJP1, SSX2IP, MAGI1, ABCB1, GPSM2, AHNAK, PPP1R16A, SYTL2, ARHGEF12, CDC42EP4, BRCC3, RNASEH1, PDPK1, CYTH2, FMNL3, ROBO1, RIF1, PPP1R13B, PALS1, DCAF6, CDAN1, ARHGAP19, DBN1, INTS11, OTULIN, RASSF3, SRPRB, TNK2, BFSP1, PLEKHH2, SLC30A1, ZNG1F, MSN, PDLIM1, CRK, ASPSCR1, IL13, EHD4, CEP55, GAS2L1, DHPS, SWAP70, DOCK5, IQGAP1, ANKRD13A, CSNK1G1, AKAP11, HSPB1, TCHP, PITPNM3, NUDC, UBQLN2, PPP3CC, SCIN, METAP2, PCMTD1, PPP4C, HOMER1, ANKIB1, LZTS1, ABCB4, DMAP1, CORO1B, DDX60L, PACSIN3, CAMK2G, RHOA, MADD, HCFC2, SH3PXD2B, ERBIN, AKAP12, MIB1, MACF1, UTRN, HUNK, MAPK8IP1, BAIAP2, TWF2, USP20, NF2, PRX, EZR, SNAP25, ADAM10, TTC17, DTX3L, HEBP1, DIAPH3, CKAP5, ABCA12, PTPRM, XIAP, LDHB, GNB1, RTCB, DNAJA4, NOS1, PDGFRA, DOK2, ITSN1, LGALS8, KLC1, SSH1, FLCN, CDC25B, VBP1, KATNB1, MEX3C, ENC1, PRKAB1, PAK1, NHSL2, ASPM, ANXA2, USP4, DOK1, CEP295, PDGFRB, DAG1, PER1, NMT1, MYO5B, TRIML2, MKLN1, VCPIP1, AIFM2, ZNG1B, SNAP23, PKN1, ATG7, PPP1R18, CRLF3, RNF149, BRPF1, APBB1, KANK3, SRPK1, RIC8B, ARRB2, NKTR, RAP1GAP2, ARVCF, CDH2, CTNNB1, CTNND1, PKP4, CAVIN2, CDK7, DIP2B, ADD1, CCDC8, SIN3B, RALGAPA2, MTPN, TNKS1BP1, GNB2, GNB4
nucleus	174	PRKACG, CUL5, GPS1, PRKD1, C3orf38, HSPH1, ZNF688, MAP3K7, ARL4C, PRMT5, CACYBP, COMMD4, SIPA1, ACTR6, AHNAK2, ECSIT, LPIN3, NME2, TOMM34, STRIP1, CREB3, NME1, HIP1, TP53BP2, HSPA12A, TFE3, SVIL, TGM2, ANAPC7, RAF1, POLE, INTS12, TGFB1, RNF114, ZNF580, PPP1CB, PRKACB, TRIM26, RAD51C, PRMT2, ZNHIT6, XRN1, PRKACA, TARS3, GLI4, XPO6, YTHDC1, NCAPH2, HOXD4, DDB2, CDK5, SSX2IP, PRKCI, AHNAK, ZBTB33, BRCC3, SAP18, PURG, FOSL2, LDB2, PDPK1, NHERF2, RIF1, PPP1R13B, SAMHD1, DCAF6, CDAN1, COPRS, ARHGAP19, ILDR2, INTS11, MCAM, TNK2, TRO, STK17B, ZNG1F, MSN, CRK, ASPSCR1, EHD4, SWAP70, IQGAP1, KMT2D, CSNK1G1, HSPB1, UBQLN2, TTLL5, PPP4C, BCL2L12, ZNF503, DMAP1, FBXW11, AURKA, ABI1, RHOA, MAT2B, HCFC2, ERBIN, TGFBR1, SLC2A14, MAPK8IP1, NFX1, NUDT16L1, SAMD1, ACKR3, NF2, PRX, ADAM10, CDCA4, DTX3L, DIAPH3, RGS3, XIAP, FABP3, RTCB, AMIGO2, FAM120B, NOS1, PDGFRA, FLCN, HMOX1, CDC25B, CTDSPL, DHRS7B, BCORL1, VBP1, RNF8, KATNB1, MEX3C, ENC1, PRKAB1, ZNF407, ASPM, ANXA2, USP4, STAMBP, SYNPO, DOK1, PDGFRB, PER1, RNF169, VCPIP1, NOTCH2, AIFM2, ZNG1B, PKN1, CRLF3, BRPF1, GLRX, APBB1, TJP2, SRPK1, ACIN1, ARRB2, CCNT2, GPATCH1, NKTR, PIP5K1A, TRMT1, ARVCF, CTNNB1, CTNND1, HORMAD2, PKP4, CDK7, DIP2B, ADD1, FOXN3, MYBL2, SIN3B, RALGAPA2, MTPN, TNKS1BP1, MAGED2
nucleoplasm	146	PRKACG, GPS1, HSPH1, DNAJB4, PRMT5, CACYBP, ECSIT, SUPT6H, CREB3, ADRM1, REPS1, TP53BP2, TFE3, LSG1, GGPS1, RNH1, NAA35, MAP3K2, ANAPC7, CENPI, POLE, AMOT, CXADR, GEMIN4, INTS12, SIPA1L3, ZNF580, PPP1CB, PRKACB, RAD51C, PRMT2, PRKACA, XPO6, YTHDC1, NCAPH2, HOXD4, DDB2, CDK5, PRKCI, MAGI1, SPECC1, RALBP1, ZBTB33, CLUAP1, BRCC3, SAP18, FOSL2, LDB2, ARL14EP, DDI2, RIF1, PPP1R13B, SAMHD1, DCAF6, COPRS, KANSL2, INTS11, CCDC22, DCAF16, PLEKHH2, ASPSCR1, BMPR2, KMT2D, SLC7A14, NUDC, TRPM4, CARMIL1, ITPRID2, PALM, PPP4C, ABCB4, DMAP1, AURKA, UQCC3, CAMK2G, HCFC2, NQO2, UTRN, ZDHHC5, NFX1, BAIAP2, GTSE1, SCRIB, CHRND, CCDC106, CDCA4, DTX3L, BAIAP2L1, XIAP, RTCB, CSPG4, NOS1, PDGFRA, HMOX1, CDC25B, PPP3R1, BCORL1, RNF8, ENC1, PRKAB1, PAK1, ITPR2, STAMBP, DAG1, PER1, RNF169, ELOC, CBFB, NEO1, MKLN1, NOTCH2, FKBP5, SNAP23, PKN1, BRPF1, APBB1, MRPS18B, TJP2, AFDN, SRPK1, ACIN1, ARRB2, CCNT2, ELL, EPB41L5, GPATCH1, PDCD7, PIP4K2A, PIP5K1A, PNISR, TRMT1, CTNNB1, EPB41L2, EPHB2, HORMAD2, CAVIN2, IL7R, CDK7, PLCD3, ADD1, CRCP, CCDC8, MYBL2, SIN3B, NUP35, MAGED2
membrane	134	PLA2G4D, ATP13A3, PI4KA, KSR1, CCDC115, EIF2B1, EXOC1, TOMM34, EHD1, SLC4A7, NME1, HIP1, CNNM3, LSG1, SLC2A12, ITGAV, GEMIN4, PIGN, ACTR1B, HEXA, XRN1, LRRC25, NCAPH2, CDK5, SCAMP1, ABCB1, SPECC1, GNG2, GNAS, RALBP1, AHNAK, SYTL2, ARHGEF12, CDC42EP4, ATP6V0C, PDPK1, CYTH2, SPPL3, NCAM1, COL6A1, ABCC1, ILDR2, MYO9A, ANKLE2, SRPRB, TNK2, ADCK5, SLC2A3, CEMIP2, CRK, EHD4, CEP55, STAMBPL1, SLC33A1, ELMO2, GRAMD1B, TMEM245, PDZD8, PITPNM3, CX3CL1, ODR4, TRPM4, TGFBR2, BORCS5, NRAS, ANKFY1, PCMTD1, BCL2L12, VSIG4, ABCB4, PIK3AP1, TMEM101, CLCN5, SPINT1, CAMK2G, ASAP1, MADD, EIF4G2, MACF1, UTRN, SLC2A14, SMIM8, ZDHHC5, GTSE1, STX4, NF2, EZR, SNAP25, ADAM10, PRRT2, CKAP5, ABCA12, PANX1, LDHB, GNB1, IQSEC1, LHFPL2, TTYH1, LRP12, DNAJA4, PDGFRA, LGALS8, PDLIM5, KLC1, IL6ST, HMOX1, DHRS7B, KATNB1, KIF5A, SLC12A2, ITPR2, ANXA2, B2M, ATP2B4, ADGRL2, B3GALT2, PDGFRB, DAG1, PIGB, CBFB, NOTCH2, FAM210B, FKBP5, TMEM131, RNF149, INSR, GTPBP1, CTNNB1, TMTC4, DIP2B, ADD3, GNB2, COLEC12, MAGED2
extracellular exosome	120	SCEL, PPP2R1B, HSPH1, PI4KA, CACYBP, TLN1, CROCC, NME2, STRIP1, EHD1, NME1, CPM, ACTR1A, HSPA12A, RNH1, TGM2, ITGAV, ATP6V0A4, ITSN2, GEMIN4, PPP1CB, PRKACB, EPS8L2, LAMC1, ACTR1B, CCT3, HEXA, ZNHIT6, PRKACA, PRKCI, DDR1, ABCB1, GNG2, GNAS, AHNAK, RAB27B, ARHGEF12, ATP6V0C, NHERF2, WASF2, COL6A1, ABCC1, TBC1D10A, NAPG, PALS1, LSR, SLC2A3, CEMIP2, MSN, YES1, CRK, EHD4, IQGAP1, RALA, FBLN5, HSPB1, RDX, SCIN, CARMIL1, PRELP, NRAS, ANKFY1, ABCB4, CORO1B, PACSIN3, ABI1, SPINT1, RHOA, RTN4R, GPRC5A, MAT2B, NQO2, UTRN, BAIAP2, STX4, TWF2, SCRIB, EZR, ADAM10, HEBP1, BAIAP2L1, LDHB, GNB1, FABP3, CSPG4, ITGA3, VASP, RAB13, IL6ST, DDAH1, CTDSPL, CTSF, SLC12A2, ISLR, ANXA2, B2M, STAMBP, HSPG2, DAG1, MYO5B, CST6, PTPRS, FKBP5, STXBP4, UBAC1, SNAP23, HTRA1, INSR, GLRX, CD47, CTNNB1, CTNND1, EPB41L2, EPHB1, AGRN, CD44, SDC4, DIP2B, GNB2, GNB4
ATP binding	74	PRKACG, ATP13A3, PRKD1, HSPH1, PI4KA, KSR1, MAP3K7, PAK4, NME2, EHD1, NME1, ACTR1A, HSPA12A, MAP3K2, RAF1, NRBP2, PRKACB, RAD51C, ACTR1B, CCT3, EIF2B2, PRKACA, TARS3, CDK5, PRKCI, MAGI1, DDR1, ABCB1, RALBP1, PDPK1, ABCC1, PALS1, MYO9A, TNK2, STK17B, YES1, EHD4, MYO10, SWAP70, BMPR2, CSNK1G1, TRPM4, TGFBR2, TTLL5, ABCB4, DDX60L, AURKA, CLCN5, CAMK2G, TGFBR1, HUNK, TWF2, ABCA12, EPHA2, TOR2A, DNAJA4, PDGFRA, DDR2, KIF5A, PAK1, ATP2B4, OBSCN, PDGFRB, MYO5B, PKN1, INSR, SRPK1, KIF17, PIP4K2A, PIP5K1A, EPHB1, EPHB2, CDK7, SUCLG2
metal ion binding	69	SCEL, RAPSN, ATP13A3, PRKD1, ZNF688, KSR1, NME2, PICK1, GGPS1, MAP3K2, RAF1, ANKMY2, ITGAV, INTS12, RNF114, ZNF580, PPP1CB, TRIM26, ZNHIT6, MICALL1, GLI4, PRKCI, DDR1, GNAS, ZBTB33, BRCC3, MYO9A, TNK2, SLC30A1, ZNG1F, PDLIM1, STAMBPL1, BMPR2, KMT2D, PDZD8, PPP3CC, SUMF2, TGFBR2, METAP2, TTLL5, ANKFY1, PPP4C, ZNF503, ANKIB1, ASAP1, TGFBR1, ADAM10, DTX3L, XIAP, RTCB, ITGA3, DNAJA4, PDLIM5, HMOX1, DDAH1, CTDSPL, MEX3C, USP4, STAMBP, ATP2B4, SMPD2, OBSCN, RNF169, ZNG1B, RNF149, BRPF1, TRMT1, PLCD3, COLEC12
