Feature	Number of Genes	Genes
mitochondrion	56	MRPL52, MRPL37, GADD45GIP1, MRPL19, COQ3, MRPL58, MRPL48, MRPL10, MTIF2, MRPL42, MRPL57, MRPL47, GTPBP3, MRPL40, PMPCB, MRPL44, MRPL22, MRPL14, MTHFD2, NGRN, MRPL50, MRPS25, MRPL39, HSPD1, MRPL53, MRPL41, MTERF3, BCAT2, NOA1, MRPL15, MRPL12, MRPL23, YARS2, FASTKD2, RHOT2, NDUFAB1, PMPCA, MRPL9, MRPL51, TMLHE, MRPL46, MRPL28, MALSU1, DAP3, MRPS10, MRPS11, MRPS14, MRPS15, MRPS2, MRPS22, MRPS23, MRPS26, MRPS27, MRPS34, MRPS5, MRPS9
mitochondrial inner membrane	46	MRPL52, MRPL37, GADD45GIP1, MRPL19, COQ3, MRPL58, MRPL48, MRPL10, MRPL42, MRPL57, MRPL47, MRPL40, PMPCB, MRPL44, MRPL22, MRPL14, MRPL50, MRPS25, MRPL39, HSPD1, MRPL53, MRPL41, MRPL15, MRPL12, MRPL23, NDUFAB1, PMPCA, MRPL9, MRPL51, MRPL46, MRPL28, DAP3, MRPS10, MRPS11, MRPS14, MRPS15, MRPS2, MRPS21, MRPS22, MRPS23, MRPS26, MRPS27, MRPS34, MRPS5, MRPS7, MRPS9
mitochondrial translation	42	MRPL52, MRPL37, GADD45GIP1, MRPL19, MRPL58, MRPL48, MRPL10, MRPL42, MRPL57, MRPL47, MRPL40, MRPL44, MRPL22, MRPL14, MRPL50, MRPS25, MRPL39, MRPL53, MRPL41, MRPL15, MRPL12, MRPL23, FASTKD2, MRPL9, MRPL51, MRPL46, MRPL28, DAP3, MRPS10, MRPS11, MRPS14, MRPS15, MRPS2, MRPS21, MRPS22, MRPS23, MRPS26, MRPS27, MRPS34, MRPS5, MRPS7, MRPS9
protein binding	39	GADD45GIP1, MRPL19, COQ3, MRPL48, MRPL10, MRPL57, GTPBP3, MRPL40, MRPL44, FBXW5, MTHFD2, NGRN, MOCOS, HSPD1, MRPL53, MRPL41, MTERF3, NOA1, MRPL15, MRPL12, MMAB, MRPL23, YARS2, FASTKD2, RHOT2, NDUFAB1, PMPCA, MRPL9, MAPK11, MRPL51, MRPL28, MALSU1, DAP3, LRP2, MRPS11, MRPS14, MRPS23, MRPS27, MRPS9
structural constituent of ribosome	31	MRPL52, MRPL37, MRPL19, MRPL10, MRPL42, MRPL57, MRPL47, MRPL44, MRPL22, MRPL14, MRPS25, MRPL41, MRPL15, MRPL12, MRPL23, MRPL9, MRPL51, MRPL46, MRPL28, DAP3, MRPS11, MRPS14, MRPS15, MRPS2, MRPS21, MRPS22, MRPS23, MRPS34, MRPS5, MRPS7, MRPS9
RNA binding	31	MRPL37, MRPL10, MTIF2, MRPL42, MRPL40, MRPL44, MRPL22, MRPL14, NGRN, MRPL39, HSPD1, MRPL41, NOA1, MRPL15, MRPL12, MRPL23, YARS2, FASTKD2, MRPL9, FAM120A, MRPL28, DAP3, MRPS11, MRPS14, MRPS15, MRPS21, MRPS23, MRPS26, MRPS5, MRPS7, MRPS9
mitochondrial large ribosomal subunit	25	MRPL52, MRPL37, GADD45GIP1, MRPL19, MRPL58, MRPL48, MRPL10, MRPL42, MRPL57, MRPL47, MRPL40, MRPL44, MRPL22, MRPL14, MRPL50, MRPL39, MRPL53, MRPL41, MRPL15, MRPL12, MRPL23, MRPL9, MRPL51, MRPL46, MRPL28
translation	17	MRPL52, MRPL37, MRPL10, MRPL42, MRPL41, MRPL12, MRPL23, YARS2, MRPL9, MRPL51, MRPL28, MRPS11, MRPS14, MRPS15, MRPS21, MRPS5, MRPS7
mitochondrial small ribosomal subunit	17	MRPL42, MRPS25, DAP3, MRPS10, MRPS11, MRPS14, MRPS15, MRPS2, MRPS21, MRPS22, MRPS23, MRPS26, MRPS27, MRPS34, MRPS5, MRPS7, MRPS9
nucleoplasm	14	MRPL52, GADD45GIP1, MRPL58, MRPL10, MTIF2, MRPL44, NGRN, BCAT2, NDUFAB1, MAPK11, MRPL46, DAP3, MRPS15, MRPS26
mitochondrial matrix	12	GADD45GIP1, COQ3, MRPL58, MTHFD2, HSPD1, BCAT2, MMAB, YARS2, FASTKD2, NDUFAB1, TMLHE, MALSU1
mitochondrial ribosome	10	MRPL37, MRPL48, MRPL57, MRPL40, MRPL39, MRPL9, MRPL51, MRPL28, MRPS14, MRPS22
cytosol	10	FBXW5, MRPL50, MOCOS, HSPD1, MTERF3, YARS2, FAM120A, MAPK11, MRPL28, MALSU1
plasma membrane	6	MRPL58, MRPL42, MRPL44, HSPD1, FAM120A, LRP2
cytoplasm	6	MTIF2, GTPBP3, FBXW5, HSPD1, MAPK11, MRPS27
nucleus	5	MRPL19, MRPL40, NGRN, FAM120A, MAPK11
GTP binding	5	MTIF2, GTPBP3, NOA1, RHOT2, DAP3
biological_process	4	MRPL47, MRPL46, MRPS10, MRPS22
nucleolus	4	MRPL40, MRPS15, MRPS27, MRPS9
rRNA binding	4	NGRN, FASTKD2, MRPS27, MRPS7
mitochondrial ribosome assembly	4	NGRN, MTERF3, NOA1, MRPS2
ATP binding	4	HSPD1, MMAB, YARS2, MAPK11
GTPase activity	3	MTIF2, GTPBP3, RHOT2
molecular_function	3	MRPL47, MRPL46, MRPS10
