Feature	Number of Genes	Genes
protein binding	58	CRY1, DZIP1L, ANKRD54, AURKB, CDK16, CEP57, CHFR, COPS2, CRYBB3, DCTN1, DTNBP1, EHD2, EML4, ERP29, FAM83D, FAM91A1, FBXL20, FKBPL, GIGYF1, GYS1, IQCB1, KANK4, KIF11, KIF18A, KIFAP3, KLHL22, KLK6, KNSTRN, LANCL1, MYL2, NAP1L1, NISCH, NUAK1, OCRL, OFD1, PACS1, PLCD1, RELL1, RPL6, SCYL3, SKA1, SPTLC3, SYTL5, THOC1, TMEM25, TNKS2, TPX2, TRMT112, TTC4, TUBA1A, TUBA1B, TUBA4A, TUBA8, TUBB, TUBB2A, TUBB3, VPS45, WDR11
cytoplasm	40	CRY1, DZIP1L, ANKRD54, CDK16, COPS2, DCTN1, DTNBP1, EHD2, EML4, FAM83D, GYS1, KANK4, KIF18A, KLHL22, KLK6, KNSTRN, LANCL1, MYL2, NAP1L1, NISCH, NUAK1, OCRL, PLCD1, RPL6, SCYL3, THOC1, TNKS2, TTC4, TUBA1A, TUBA1B, TUBA4A, TUBA8, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8, VPS13C, WDR11, WWC2
cytosol	37	ARHGEF28, AURKB, CDK16, CEP57, COPS2, DCTN1, DTNBP1, EHD2, EML4, FAM83D, FBXL20, FBXO30, FKBPL, GIGYF1, GYS1, IQCB1, KANK4, KIF11, KIF18A, KIFAP3, KLHL22, MYL2, NISCH, OCRL, OFD1, PACS1, RPL6, SKA1, TNKS2, TPX2, TRMT112, TUBA1A, TUBA4A, TUBB, VPS13C, WDR11, WWC2
microtubule cytoskeleton	28	AURKB, CDK16, DCTN1, DTNBP1, EHD2, EML4, FAM83D, IQCB1, KANK4, KIF18A, KIFAP3, KLHL22, NISCH, NUAK1, OFD1, RELL1, SKA1, TPX2, TUBA1A, TUBA1B, TUBA4A, TUBA8, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8, WDR11
nucleus	27	CRY1, ANKRD54, AURKB, CDK16, CEP57, CHFR, COPS2, DTNBP1, EHD2, KIF11, KIF18A, KLHL22, KNSTRN, NAP1L1, NUAK1, OCRL, OFD1, RPL6, THOC1, TNKS2, TPX2, TTC4, TUBA1A, TUBB, TUBB2A, TUBB3, WDR11
mitotic cell cycle	16	AURKB, DCTN1, EML4, KIF11, OFD1, SKA1, TPX2, TUBA1A, TUBA1B, TUBA4A, TUBA8, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
metal ion binding	14	DZIP1L, ARHGEF28, CHFR, NUAK1, SYTL5, TNKS2, TUBA1A, TUBA4A, TUBA8, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
microtubule	14	CEP57, DCTN1, EML4, KIF11, TPX2, TUBA1A, TUBA1B, TUBA4A, TUBA8, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
intercellular bridge	14	DCTN1, EHD2, FAM83D, IQCB1, KLHL22, KLK6, NISCH, SKA1, TPX2, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
mitotic spindle	14	DCTN1, EML4, FAM83D, IQCB1, KIF11, KLHL22, KNSTRN, SKA1, TPX2, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
plasma membrane	13	ARHGEF28, CDK16, DTNBP1, EHD2, KNSTRN, LANCL1, NISCH, OCRL, PLCD1, RELL1, SYTL5, TMEM25, TUBA1A
cell division	12	CHFR, DCTN1, EML4, FAM83D, KIF11, KLHL22, KNSTRN, SKA1, TPX2, TUBA1A, TUBA1B, TUBB
extracellular exosome	12	CREG1, EHD2, IQCB1, PLCD1, TUBA1A, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8, VPS13C
membrane	12	DCTN1, EML4, ERP29, GYS1, KIF11, NAP1L1, NISCH, OCRL, OFD1, RPL6, VPS45, WDR11
GTP binding	11	EHD2, IFT22, TUBA1A, TUBA1B, TUBA4A, TUBA8, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
microtubule cytoskeleton organization	11	EML4, KNSTRN, TUBA1A, TUBA1B, TUBA4A, TUBA8, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
nucleoplasm	10	AURKB, COPS2, IQCB1, KLK6, NISCH, NUAK1, THOC1, TPX2, TRMT112, TTC4
structural constituent of cytoskeleton	9	TUBA1A, TUBA1B, TUBA4A, TUBA8, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
protein kinase binding	7	CRY1, DCTN1, FAM83D, GYS1, KIF11, TPX2, TUBA4A
cilium assembly	7	DZIP1L, EHD2, IFT22, IQCB1, OCRL, OFD1, WDR11
ATP binding	7	AURKB, CDK16, EHD2, KIF11, KIF18A, NUAK1, SCYL3
microtubule binding	7	CEP57, DCTN1, EML4, FAM83D, KIF11, KIF18A, SKA1
centrosome	7	CEP57, DCTN1, IFT22, IQCB1, KIFAP3, KLHL22, OFD1
extracellular region	7	CREG1, FKBPL, KLK6, OFD1, TMEM25, TUBA4A, TUBB
intracellular protein transport	7	ERP29, FAM91A1, IFT22, SYTL5, TUBA1A, VPS45, WDR11
GTPase activity	7	IFT22, TUBA1B, TUBB, TUBB1, TUBB2A, TUBB3, TUBB8
Golgi apparatus	6	CEP57, KIFAP3, PACS1, SCYL3, VPS45, ZDHHC18
ciliary basal body	5	DZIP1L, DCTN1, KIFAP3, OFD1, WDR11
protein phosphorylation	5	AURKB, CDK16, COPS2, NUAK1, SCYL3
kinetochore	5	AURKB, DCTN1, KIF18A, KNSTRN, SKA1
spindle	5	AURKB, DCTN1, FAM83D, KIF11, TPX2
signal transduction	5	COPS2, FAM83D, KIFAP3, OCRL, THOC1
identical protein binding	5	EHD2, NISCH, OFD1, SCYL3, TUBA1A
microtubule-based process	5	EML4, KIFAP3, TUBA1A, TUBA1B, TUBB
negative regulation of transcription by RNA polymerase II	4	CRY1, AURKB, COPS2, WWC2
centriole	4	DZIP1L, DCTN1, IQCB1, OFD1
midbody	4	ANKRD54, AURKB, DTNBP1, EML4
RNA binding	4	ARHGEF28, NAP1L1, RPL6, THOC1
spindle microtubule	4	AURKB, KIF11, KIFAP3, SKA1
centriolar satellite	4	CEP57, KNSTRN, OFD1, SKA1
spindle pole	4	DCTN1, KIF11, KNSTRN, TPX2
endoplasmic reticulum membrane	4	DTNBP1, SPTLC3, TMT1B, VPS13C
