Feature	Number of Genes	Genes
cytosol	25	PSMD14, PSMA1, MIDN, ADRM1, PSMF1, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, PSMD4, PSMD5, PSMD8, TXNL1, USP14
protein binding	24	PAAF1, PSMD14, PSMA1, MIDN, ADRM1, PSMF1, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD3, PSMD4, PSMD5, PSMD8, USP14
proteasome complex	24	PAAF1, PSMD14, PSMA1, ADRM1, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, PSMD4, PSMD5, PSMD8, TXNL1, USP14
nucleoplasm	22	PSMD14, PSMA1, ADRM1, PSMF1, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, PSMD4, PSMD5, PSMD8
proteasome-mediated ubiquitin-dependent protein catabolic process	20	PSMD14, PSMA1, ADRM1, PSMF1, PSMA4, PSMA5, PSMA6, PSMB7, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, PSMD4, PSMD8, USP14
nucleus	20	PSMD14, PSMA1, MIDN, PSMA4, PSMA5, PSMA6, PSMB10, PSMB7, PSMB8, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD13, PSMD3, PSMD4, PSMD8, TXNL1
proteasome accessory complex	13	PSMD14, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, PSMD4, PSMD5, PSMD8
cytoplasm	10	PSMA1, MIDN, PSMA4, PSMA5, PSMA6, PSMB7, PSMC2, PSMC5, PSMD12, TXNL1
extracellular exosome	10	PSMA1, PSMA4, PSMA5, PSMA6, PSMB8, PSMC5, PSMC6, PSMD12, PSMD3, USP14
membrane	10	PSMF1, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3
 proteasomal protein catabolic process	8	PSMD14, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, USP14
extracellular region	8	PSMD14, PSMA5, PSMB7, PSMC2, PSMC3, PSMD12, PSMD13, PSMD3
secretory granule lumen	8	PSMD14, PSMA5, PSMB7, PSMC2, PSMC3, PSMD12, PSMD13, PSMD3
