Feature	Number of Genes	Genes
protein binding	42	PCMTD2, COPS4, SEPTIN11, DCAF4, CAND2, SSRP1, KLHDC3, KISS1, CUL5, GPS1, MCM2, RHOBTB1, SEPTIN6, SEPTIN4, UBASH3B, GLMN, COPS2, COPS5, STK11, CUL2, ASB7, DTL, APPBP2, COPS3, COPS6, COPS7A, COPS7B, COPS8, COPS9, CUL4A, CUL4B, DCAF11, FEM1B, FEM1C, KCTD9, LRR1, LRRC14, RNF7, SOCS4, SOCS5, PRMT1, SYNCRIP
nucleoplasm	27	COPS4, DCAF4, SSRP1, KLHDC3, GPS1, MCM2, SEPTIN4, COPS2, COPS5, STK11, CUL2, DTL, APPBP2, COPS3, COPS6, COPS7A, COPS7B, COPS8, COPS9, CUL4A, CUL4B, DCAF11, FEM1B, FEM1C, RNF7, PRMT1, SYNCRIP
cytosol	27	COPS4, CAND2, KLHDC3, CUL5, GPS1, SEPTIN4, COPS2, COPS5, STK11, CUL2, ASB7, DTL, COPS3, COPS6, COPS7A, COPS7B, COPS8, CUL4B, FEM1B, FEM1C, LRR1, LRRC14, RNF7, SOCS5, CRYZL1, PRMT1, SYNCRIP
nucleus	26	COPS4, CAND2, SSRP1, CUL5, GPS1, MCM2, SEPTIN4, UBASH3B, COPS2, COPS5, STK11, DTL, APPBP2, COPS3, COPS6, COPS7A, COPS7B, COPS8, COPS9, CUL4A, CUL4B, FEM1B, LRR1, RNF7, PRMT1, SYNCRIP
cytoplasm	22	PCMTD2, COPS4, KLHDC3, KISS1, GPS1, MCM2, UBASH3B, GLMN, COPS2, COPS5, STK11, APPBP2, COPS3, COPS6, COPS7A, COPS7B, COPS8, COPS9, FEM1B, LRRC14, RNF7, PRMT1
protein ubiquitination	18	DCAF4, CAND2, KLHDC3, CUL5, RAB40C, CUL2, ASB7, APPBP2, CUL4A, CUL4B, DCAF11, FEM1B, FEM1C, KCTD9, LRR1, RNF7, SOCS4, SOCS5
protein neddylation	10	COPS4, GPS1, COPS2, COPS5, COPS3, COPS6, COPS7A, COPS7B, COPS8, RNF7
COP9 signalosome	10	COPS4, GPS1, COPS2, COPS5, COPS3, COPS6, COPS7A, COPS7B, COPS8, COPS9
protein deneddylation	9	COPS4, GPS1, COPS2, COPS5, COPS3, COPS6, COPS7A, COPS7B, COPS8
 protein neddylation	9	COPS4, GPS1, COPS2, COPS5, COPS3, COPS6, COPS7A, COPS7B, COPS8
proteasome-mediated ubiquitin-dependent protein catabolic process	7	KLHDC3, DTL, APPBP2, CUL4A, DCAF11, FEM1B, FEM1C
Cul2-RING ubiquitin ligase complex	6	KLHDC3, GLMN, CUL2, APPBP2, FEM1B, FEM1C
ubiquitin protein ligase binding	6	CUL5, UBASH3B, GLMN, CUL2, CUL4A, CUL4B
synaptic vesicle	5	COPS4, SEPTIN6, SEPTIN4, RAB40C, COPS5
GTPase activity	5	SEPTIN11, RHOBTB1, SEPTIN6, SEPTIN4, RAB40C
GTP binding	5	SEPTIN11, RHOBTB1, SEPTIN6, SEPTIN4, RAB40C
Cul4-RING E3 ubiquitin ligase complex	5	DCAF4, DTL, CUL4A, CUL4B, DCAF11
intracellular signal transduction	5	RAB40C, ASB7, KCTD9, SOCS4, SOCS5
ubiquitin-dependent protein catabolic process	5	DTL, COPS3, CUL4B, FEM1C, RNF7
nucleolus	4	SSRP1, MCM2, CUL2, DTL
ubiquitin ligase-substrate adaptor activity	4	KLHDC3, APPBP2, FEM1B, FEM1C
negative regulation of cell population proliferation	4	KISS1, GLMN, STK11, COPS8
G1/S transition of mitotic cell cycle	4	CUL5, CUL2, CUL4A, CUL4B
identical protein binding	4	SEPTIN4, UBASH3B, KCTD9, PRMT1
Cul4A-RING E3 ubiquitin ligase complex	4	GLMN, DTL, CUL4A, CUL4B
perinuclear region of cytoplasm	4	COPS5, COPS3, COPS6, COPS8
DNA damage response	4	STK11, DTL, CUL4A, CUL4B
molecular adaptor activity	3	SEPTIN11, SEPTIN6, SEPTIN4
cytoskeleton-dependent cytokinesis	3	SEPTIN11, SEPTIN6, SEPTIN4
septin ring	3	SEPTIN11, SEPTIN6, SEPTIN4
microtubule cytoskeleton	3	SEPTIN11, SEPTIN6, SEPTIN4
septin complex	3	SEPTIN11, SEPTIN6, SEPTIN4
cell division site	3	SEPTIN11, SEPTIN6, SEPTIN4
RNA binding	3	SSRP1, PRMT1, SYNCRIP
DNA replication	3	SSRP1, MCM2, DTL
ubiquitin-dependent protein catabolic process via the C-end degron rule pathway	3	KLHDC3, FEM1B, FEM1C
chromatin	3	KLHDC3, MCM2, COPS9
ubiquitin-protein transferase activity	3	CUL5, CUL2, DTL
protein-macromolecule adaptor activity	3	CUL5, CUL2, DTL
intrinsic apoptotic signaling pathway	3	CUL5, CUL2, CUL4A
enzyme binding	3	MCM2, COPS5, PRMT1
apoptotic process	3	MCM2, SEPTIN4, FEM1B
 proteasomal ubiquitin-dependent protein catabolic process	3	GLMN, SOCS4, SOCS5
protein phosphorylation	3	COPS2, STK11, COPS8
signal transduction	3	COPS2, STK11, COPS3
 cell cycle	3	COPS5, STK11, DTL
extracellular exosome	3	STK11, COPS8, CUL4B
 protein catabolic process	3	DTL, CUL4A, CUL4B
in utero embryonic development	3	COPS3, CUL4A, PRMT1
COP9 signalosome assembly	3	COPS7A, COPS7B, COPS8
 cell population proliferation	3	COPS9, CUL4A, PRMT1
cellular response to UV	3	COPS9, CUL4A, CUL4B
deNEDDylase activity	2	COPS4, COPS5
axon	2	SEPTIN11, SEPTIN4
DNA binding	2	SSRP1, MCM2
histone binding	2	SSRP1, MCM2
DNA repair	2	SSRP1, CUL4A
nucleosome assembly	2	SSRP1, MCM2
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	2	CUL5, CUL2
SCF ubiquitin ligase complex	2	CUL5, CUL2
Cul5-RING ubiquitin ligase complex	2	CUL5, RNF7
ATP binding	2	MCM2, STK11
metal ion binding	2	MCM2, COPS5
spermatogenesis	2	SEPTIN6, STK11
sperm annulus	2	SEPTIN6, SEPTIN4
magnesium ion binding	2	SEPTIN4, STK11
mitochondrion	2	SEPTIN4, STK11
negative regulation of signal transduction	2	UBASH3B, SOCS5
cell surface receptor signaling pathway	2	GLMN, PRMT1
metal-dependent deubiquitinase activity	2	COPS5, COPS6
post-translational protein modification	2	COPS5, RNF7
protein-containing complex binding	2	STK11, CUL2
membrane	2	STK11, SYNCRIP
protein polyubiquitination	2	DTL, CUL4B
rhythmic process	2	DTL, CUL4A
Cul4B-RING E3 ubiquitin ligase complex	2	DTL, CUL4B
ubiquitin protein ligase activity	2	CUL4A, RNF7
ribosome biogenesis	2	CUL4A, CUL4B
 G1/S transition of mitotic cell cycle	2	CUL4A, CUL4B
 DNA damage checkpoint	2	CUL4A, FEM1B
neuron projection development	2	CUL4B, PRMT1
cullin family protein binding	2	KCTD9, RNF7
protein homooligomerization	2	KCTD9, PRMT1
1-phosphatidylinositol-3-kinase regulator activity	2	SOCS4, SOCS5
negative regulation of epidermal growth factor-activated receptor activity	2	SOCS4, SOCS5
phosphatidylinositol phosphate biosynthetic process	2	SOCS4, SOCS5
phosphatidylinositol 3-kinase complex	2	SOCS4, SOCS5
RNA splicing	2	PRMT1, SYNCRIP
protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	1	PCMTD2
protein modification process	1	PCMTD2
nuclear speck	1	COPS4
cell junction	1	COPS4
stress fiber	1	SEPTIN11
dendritic spine	1	SEPTIN11
TBP-class protein binding	1	CAND2
SCF complex assembly	1	CAND2
 DNA-templated transcription	1	CAND2
nucleosome binding	1	SSRP1
nucleosome disassembly	1	SSRP1
 chromatin organization	1	SSRP1
FACT complex	1	SSRP1
chromatin binding	1	KLHDC3
reciprocal meiotic recombination	1	KLHDC3
kisspeptin receptor binding	1	KISS1
cytoskeleton organization	1	KISS1
G protein-coupled receptor signaling pathway	1	KISS1
 cytosolic calcium ion concentration	1	KISS1
 luteinizing hormone secretion	1	KISS1
 MAPK cascade	1	KISS1
 synaptic transmission	1	KISS1
 cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	1	KISS1
generation of ovulation cycle rhythm	1	KISS1
 growth hormone secretion	1	KISS1
extracellular region	1	KISS1
extracellular space	1	KISS1
apical plasma membrane	1	KISS1
neuron projection	1	KISS1
neuronal cell body	1	KISS1
calcium channel activity	1	CUL5
signaling receptor activity	1	CUL5
ERBB2 signaling pathway	1	CUL5
calcium ion transmembrane transport	1	CUL5
site of DNA damage	1	CUL5
GTPase inhibitor activity	1	GPS1
JNK cascade	1	GPS1
DNA replication origin binding	1	MCM2
single-stranded DNA binding	1	MCM2
ATP hydrolysis activity	1	MCM2
single-stranded DNA helicase activity	1	MCM2
3'-5' DNA helicase activity	1	MCM2
double-strand break repair via break-induced replication	1	MCM2
DNA unwinding involved in DNA replication	1	MCM2
DNA replication initiation	1	MCM2
 DNA-templated DNA replication initiation	1	MCM2
cellular response to interleukin-4	1	MCM2
cochlea development	1	MCM2
mitotic DNA replication initiation	1	MCM2
negative regulation of DNA helicase activity	1	MCM2
chromosome, telomeric region	1	MCM2
nuclear origin of replication recognition complex	1	MCM2
MCM complex	1	MCM2
CMG complex	1	MCM2
endocytosis	1	RHOBTB1
establishment or maintenance of cell polarity	1	RHOBTB1
actin cytoskeleton organization	1	RHOBTB1
Cdc42 protein signal transduction	1	RHOBTB1
endosome membrane	1	RHOBTB1
mitotic cytokinesis	1	SEPTIN6
cell differentiation	1	SEPTIN6
cilium assembly	1	SEPTIN6
kinetochore	1	SEPTIN6
spindle	1	SEPTIN6
midbody	1	SEPTIN6
cleavage furrow	1	SEPTIN6
septin collar	1	SEPTIN6
axon terminus	1	SEPTIN6
structural molecule activity	1	SEPTIN4
neuron migration	1	SEPTIN4
 exocytosis	1	SEPTIN4
flagellated sperm motility	1	SEPTIN4
 protein ubiquitination	1	SEPTIN4
 apoptotic process	1	SEPTIN4
spermatid differentiation	1	SEPTIN4
hematopoietic stem cell homeostasis	1	SEPTIN4
 intrinsic apoptotic signaling pathway	1	SEPTIN4
mitochondrial outer membrane	1	SEPTIN4
dendrite	1	SEPTIN4
perikaryon	1	SEPTIN4
protein tyrosine phosphatase activity	1	UBASH3B
phosphoprotein binding	1	UBASH3B
negative regulation of protein kinase activity	1	UBASH3B
peptidyl-tyrosine dephosphorylation	1	UBASH3B
collagen-activated tyrosine kinase receptor signaling pathway	1	UBASH3B
 protein binding	1	UBASH3B
 osteoclast differentiation	1	UBASH3B
negative regulation of osteoclast differentiation	1	UBASH3B
negative regulation of bone resorption	1	UBASH3B
 release of sequestered calcium ion into cytosol	1	UBASH3B
platelet aggregation	1	UBASH3B
negative regulation of platelet aggregation	1	UBASH3B
protein localization to plasma membrane	1	RAB40C
endosome	1	RAB40C
Golgi apparatus	1	RAB40C
lipid droplet	1	RAB40C
plasma membrane	1	RAB40C
signaling receptor binding	1	GLMN
hepatocyte growth factor receptor binding	1	GLMN
ubiquitin-protein transferase inhibitor activity	1	GLMN
vasculogenesis	1	GLMN
 cytokine production	1	GLMN
neural tube closure	1	GLMN
negative regulation of protein ubiquitination	1	GLMN
 interleukin-2 production	1	GLMN
epigenetic regulation of gene expression	1	GLMN
negative regulation of T cell proliferation	1	GLMN
 phosphorylation	1	GLMN
muscle cell differentiation	1	GLMN
cullin-RING ubiquitin ligase complex	1	GLMN
Cul3-RING ubiquitin ligase complex	1	GLMN
transcription corepressor activity	1	COPS2
negative regulation of transcription by RNA polymerase II	1	COPS2
inner cell mass cell proliferation	1	COPS2
trophectodermal cell proliferation	1	COPS2
transcription by RNA polymerase II	1	COPS2
neuron differentiation	1	COPS2
skeletal muscle cell differentiation	1	COPS2
transcription coactivator activity	1	COPS5
translation initiation factor activity	1	COPS5
metallopeptidase activity	1	COPS5
macrophage migration inhibitory factor binding	1	COPS5
translation	1	COPS5
translational initiation	1	COPS5
protein deubiquitination	1	COPS5
negative regulation of apoptotic process	1	COPS5
 transcription by RNA polymerase II	1	COPS5
 JNK cascade	1	COPS5
 DNA-binding transcription factor activity	1	COPS5
 IRE1-mediated unfolded protein response	1	COPS5
exosomal secretion	1	COPS5
eukaryotic translation initiation factor 3 complex	1	COPS5
p53 binding	1	STK11
protein serine/threonine kinase activity	1	STK11
LRR domain binding	1	STK11
protein kinase activator activity	1	STK11
protein serine kinase activity	1	STK11
 cell growth	1	STK11
tissue homeostasis	1	STK11
vasculature development	1	STK11
protein dephosphorylation	1	STK11
autophagy	1	STK11
axonogenesis	1	STK11
response to ionizing radiation	1	STK11
 autophagy	1	STK11
response to activity	1	STK11
peptidyl-threonine phosphorylation	1	STK11
establishment of cell polarity	1	STK11
 Wnt signaling pathway	1	STK11
negative regulation of cell growth	1	STK11
 transforming growth factor beta receptor signaling pathway	1	STK11
activation of protein kinase activity	1	STK11
response to glucagon	1	STK11
response to lipid	1	STK11
protein localization to nucleus	1	STK11
glucose homeostasis	1	STK11
anoikis	1	STK11
positive thymic T cell selection	1	STK11
 gluconeogenesis	1	STK11
protein autophosphorylation	1	STK11
 dendrite morphogenesis	1	STK11
 axonogenesis	1	STK11
T cell receptor signaling pathway	1	STK11
Golgi localization	1	STK11
 protein kinase B signaling	1	STK11
epithelial cell proliferation involved in prostate gland development	1	STK11
negative regulation of epithelial cell proliferation involved in prostate gland development	1	STK11
G1 to G0 transition	1	STK11
cellular response to UV-B	1	STK11
intrinsic apoptotic signaling pathway by p53 class mediator	1	STK11
negative regulation of canonical Wnt signaling pathway	1	STK11
response to thyroid hormone	1	STK11
dendrite extension	1	STK11
negative regulation of cold-induced thermogenesis	1	STK11
 protein localization to nucleus	1	STK11
 vesicle transport along microtubule	1	STK11
 signal transduction by p53 class mediator	1	STK11
negative regulation of TORC1 signaling	1	STK11
Z disc	1	STK11
intracellular protein-containing complex	1	STK11
serine/threonine protein kinase complex	1	STK11
VCB complex	1	CUL2
protein monoubiquitination	1	DTL
mitotic G2 DNA damage checkpoint signaling	1	DTL
response to UV	1	DTL
 G2/M transition of mitotic cell cycle	1	DTL
translesion synthesis	1	DTL
chromosome	1	DTL
centrosome	1	DTL
nuclear membrane	1	DTL
microtubule motor activity	1	APPBP2
intracellular protein transport	1	APPBP2
intracellular transport	1	APPBP2
microtubule	1	APPBP2
microtubule associated complex	1	APPBP2
cytoplasmic vesicle membrane	1	APPBP2
response to light stimulus	1	COPS3
 DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1	COPS3
peptidase activity	1	COPS6
activation of NF-kappaB-inducing kinase activity	1	COPS8
negative regulation of protein neddylation	1	COPS9
cell population proliferation	1	CUL4A
hemopoiesis	1	CUL4A
negative regulation of granulocyte differentiation	1	CUL4A
somatic stem cell population maintenance	1	CUL4A
 nucleotide-excision repair	1	CUL4A
damaged DNA binding	1	CUL4B
gene expression	1	CUL4B
proteasomal protein catabolic process	1	CUL4B
astrocyte differentiation	1	CUL4B
UV-damage excision repair	1	CUL4B
death receptor binding	1	FEM1B
 ubiquitin-protein transferase activity	1	FEM1B
branching involved in prostate gland morphogenesis	1	FEM1B
epithelial cell maturation involved in prostate gland development	1	FEM1B
 extrinsic apoptotic signaling pathway via death domain receptors	1	FEM1B
ubiquitin ligase complex	1	FEM1C
protein self-association	1	KCTD9
kinase binding	1	LRRC14
negative regulation of NF-kappaB transcription factor activity	1	LRRC14
negative regulation of toll-like receptor signaling pathway	1	LRRC14
copper ion binding	1	RNF7
zinc ion binding	1	RNF7
NEDD8 transferase activity	1	RNF7
NEDD8 ligase activity	1	RNF7
response to redox state	1	RNF7
epidermal growth factor receptor binding	1	SOCS5
receptor tyrosine kinase binding	1	SOCS5
epidermal growth factor receptor signaling pathway	1	SOCS5
receptor signaling pathway via JAK-STAT	1	SOCS5
cytokine-mediated signaling pathway	1	SOCS5
negative regulation of interleukin-6 production	1	SOCS5
 T-helper 1 cell differentiation	1	SOCS5
negative regulation of T-helper 2 cell differentiation	1	SOCS5
negative regulation of inflammatory response	1	SOCS5
cellular response to low-density lipoprotein particle stimulus	1	SOCS5
negative regulation of monocyte chemotactic protein-1 production	1	SOCS5
vascular endothelial cell response to fluid shear stress	1	SOCS5
NADPH:quinone reductase activity	1	CRYZL1
NADP binding	1	CRYZL1
quinone metabolic process	1	CRYZL1
methyltransferase activity	1	PRMT1
N-methyltransferase activity	1	PRMT1
protein methyltransferase activity	1	PRMT1
methyl-CpG binding	1	PRMT1
