Feature	Number of Genes	Genes
protein binding	34	LPXN, NOS1AP, ENAH, ASCC2, TNNT1, KLHL41, GIT1, MISP, PRX, FABP3, CCDC90B, CORO2B, DLGAP4, FBXO28, GPBP1L1, LDB3, LPP, LRCH4, MLF2, PGBD1, PTK2, PXN, SDC1, TLE2, TNS1, TNS3, TRIM62, TRIP6, USP33, ZYX, BTBD1, MYH1, MYH2, MYH7
cytosol	22	LPXN, NOS1AP, HSPB6, ENAH, MYH15, TNNT1, ENO3, KLHL41, GIT1, FABP3, LPP, PTK2, PXN, TNS3, TRIM62, TRIP6, USP33, ZYX, BTBD1, MYH2, MYH6, MYH8
cytoplasm	18	LPXN, HSPB6, MYH15, KLHL41, PRX, CORO2B, LRCH4, MLF2, PTK2, TNS1, TRIM62, USP33, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
plasma membrane	14	LPXN, ENAH, ENO3, KLHL41, MISP, PRX, DLGAP4, LPP, PTK2, PXN, SDC1, TRIP6, VIPR2, ZYX
focal adhesion	14	LPXN, ENAH, GIT1, MISP, CORO2B, LPP, PTK2, PXN, TLE2, TNS1, TNS3, TRIP6, USP33, ZYX
nucleus	13	LPXN, NOS1AP, HSPB6, ASCC2, PRX, FABP3, GPBP1L1, LPP, MLF2, PTK2, TLE2, TRIP6, ZYX
actin filament binding	9	MYH15, MISP, CORO2B, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
metal ion binding	8	LPXN, GIT1, LDB3, LPP, PXN, TNS1, TRIP6, ZYX
ATP binding	8	MYH15, PTK2, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
membrane	7	LPXN, MFGE8, ENO3, GIT1, CORO2B, MLF2, PGBD1
microfilament motor activity	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
calmodulin binding	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
myosin II complex	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
myosin filament	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
stress fiber	7	LDB3, LPP, PTK2, PXN, ZYX, MYH6, MYH7
cytoskeleton	6	ENAH, KLHL41, LDB3, PTK2, TNS1, TRIP6
muscle contraction	6	MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
muscle myosin complex	6	MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
perinuclear region of cytoplasm	5	LPXN, NOS1AP, LDB3, PTK2, USP33
actin binding	5	ENAH, CORO2B, LDB3, PTK2, TNS1
myofibril	5	MYH15, MYH2, MYH4, MYH6, MYH7
nucleoplasm	5	ASCC2, KLHL41, TLE2, USP33, BTBD1
cell migration	5	MISP, PTK2, PXN, SDC1, USP33
identical protein binding	5	FBXO28, PGBD1, SDC1, TRIM62, BTBD1
muscle filament sliding	5	MYH2, MYH4, MYH6, MYH7, MYH8
sarcomere	5	MYH2, MYH4, MYH6, MYH7, MYH8
signal transduction	4	LPXN, PXN, TLE2, VIPR2
transforming growth factor beta receptor signaling pathway	4	LPXN, PTK2, PXN, ZYX
mitochondrion	4	NOS1AP, HSPB6, GIT1, CCDC90B
Z disc	4	NOS1AP, LDB3, MYH6, MYH7
extracellular space	4	MFGE8, ENO3, FABP3, TLE2
extracellular exosome	4	MFGE8, ENO3, FABP3, SDC1
 DNA-templated transcription	4	ASCC2, GPBP1L1, MLF2, TRIM62
sarcomere organization	4	TNNT1, LDB3, MYH6, MYH7
RNA binding	4	GPBP1L1, TNS1, TRIP6, ZYX
ATP metabolic process	4	MYH4, MYH6, MYH7, MYH8
cell adhesion	3	LPXN, MFGE8, PXN
podosome	3	LPXN, NOS1AP, TNS3
