Feature	Number of Genes	Genes
cytosol	14	SAP18, SRPK1, ACIN1, ARRB2, CCNT2, ELL, EPB41L3, EPB41L5, GTPBP1, KIF17, PIP4K2A, PIP5K1A, PNISR, RAP1GAP2
protein binding	13	SAP18, SRPK1, ACIN1, ARRB2, CCNT2, ELL, EPB41L3, EPB41L5, GTPBP1, PIP4K2A, PIP5K1A, RAP1GAP2, TRMT1
nucleoplasm	13	SAP18, SRPK1, ACIN1, ARRB2, CCNT2, ELL, EPB41L5, GPATCH1, PDCD7, PIP4K2A, PIP5K1A, PNISR, TRMT1
plasma membrane	11	SRPK1, ACIN1, ARRB2, CCNT2, EPB41L3, EPB41L5, NKTR, PIP4K2A, PIP5K1A, PNISR, RAP1GAP2
nucleus	9	SAP18, SRPK1, ACIN1, ARRB2, CCNT2, GPATCH1, NKTR, PIP5K1A, TRMT1
RNA binding	7	SAP18, SRPK1, ACIN1, GPATCH1, GTPBP1, PNISR, TRMT1
nuclear speck	6	SAP18, SRPK1, ACIN1, ELL, PIP5K1A, PNISR
RNA splicing	4	SAP18, SRPK1, ACIN1, PDCD7
ATP binding	4	SRPK1, KIF17, PIP4K2A, PIP5K1A
cytoplasm	4	SRPK1, ARRB2, NKTR, RAP1GAP2
photoreceptor inner segment	3	EPB41L5, KIF17, PIP4K2A
 transcription by RNA polymerase II	2	SAP18, CCNT2
mRNA processing	2	SAP18, ACIN1
nuclear body	2	SAP18, ELL
ASAP complex	2	SAP18, ACIN1
ATP hydrolysis activity	2	ACIN1, KIF17
enzyme binding	2	ACIN1, ARRB2
protein domain specific binding	2	ARRB2, EPB41L5
transcription by RNA polymerase II	2	ARRB2, CCNT2
protein transport	2	ARRB2, KIF17
cell chemotaxis	2	ARRB2, PIP5K1A
 DNA-templated transcription, elongation	2	CCNT2, ELL
perinuclear region of cytoplasm	2	CCNT2, RAP1GAP2
in utero embryonic development	2	ELL, EPB41L5
apoptotic process	2	EPB41L3, PDCD7
actomyosin structure organization	2	EPB41L3, EPB41L5
protein localization to plasma membrane	2	EPB41L3, PIP5K1A
cytoskeleton	2	EPB41L3, EPB41L5
focal adhesion	2	EPB41L5, PIP5K1A
ruffle membrane	2	EPB41L5, PIP5K1A
signal transduction	2	GTPBP1, PIP5K1A
photoreceptor outer segment	2	KIF17, PIP4K2A
1-phosphatidylinositol-4-phosphate 5-kinase activity	2	PIP4K2A, PIP5K1A
phosphorylation	2	PIP4K2A, PIP5K1A
activation of GTPase activity	2	PIP5K1A, RAP1GAP2
transcription corepressor activity	1	SAP18
transcription factor binding	1	SAP18
 alternative mRNA splicing, via spliceosome	1	SAP18
 apoptotic process	1	SAP18
negative regulation of DNA-templated transcription	1	SAP18
negative regulation of mRNA splicing, via spliceosome	1	SAP18
histone deacetylase complex	1	SAP18
magnesium ion binding	1	SRPK1
protein kinase activity	1	SRPK1
protein serine/threonine kinase activity	1	SRPK1
protein serine kinase activity	1	SRPK1
spliceosomal complex assembly	1	SRPK1
protein phosphorylation	1	SRPK1
chromosome segregation	1	SRPK1
peptidyl-serine phosphorylation	1	SRPK1
sperm DNA condensation	1	SRPK1
intracellular signal transduction	1	SRPK1
 viral genome replication	1	SRPK1
negative regulation of viral genome replication	1	SRPK1
innate immune response	1	SRPK1
 mRNA splicing, via spliceosome	1	SRPK1
 mRNA processing	1	SRPK1
chromatin	1	SRPK1
endoplasmic reticulum	1	SRPK1
nuclear matrix	1	SRPK1
nucleic acid binding	1	ACIN1
erythrocyte differentiation	1	ACIN1
apoptotic chromosome condensation	1	ACIN1
 monocyte differentiation	1	ACIN1
G protein-coupled receptor binding	1	ARRB2
signaling receptor binding	1	ARRB2
ubiquitin protein ligase binding	1	ARRB2
alpha-1A adrenergic receptor binding	1	ARRB2
alpha-1B adrenergic receptor binding	1	ARRB2
angiotensin receptor binding	1	ARRB2
type 1 angiotensin receptor binding	1	ARRB2
D1 dopamine receptor binding	1	ARRB2
follicle-stimulating hormone receptor binding	1	ARRB2
type 2A serotonin receptor binding	1	ARRB2
platelet activating factor receptor binding	1	ARRB2
identical protein binding	1	ARRB2
protein kinase B binding	1	ARRB2
protein-containing complex binding	1	ARRB2
mitogen-activated protein kinase binding	1	ARRB2
molecular adaptor activity	1	ARRB2
14-3-3 protein binding	1	ARRB2
arrestin family protein binding	1	ARRB2
negative regulation of protein phosphorylation	1	ARRB2
G protein-coupled receptor internalization	1	ARRB2
desensitization of G protein-coupled receptor signaling pathway by arrestin	1	ARRB2
 receptor internalization	1	ARRB2
transforming growth factor beta receptor signaling pathway	1	ARRB2
dopamine receptor signaling pathway	1	ARRB2
brain development	1	ARRB2
adult walking behavior	1	ARRB2
