Feature	Number of Genes	Genes
cytoplasm	10	HSPB6, MYH15, KLHL41, PRX, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
cytosol	10	HSPB6, MYH15, TNNT1, ENO3, KLHL41, FABP3, BTBD1, MYH2, MYH6, MYH8
protein binding	8	TNNT1, KLHL41, PRX, FABP3, BTBD1, MYH1, MYH2, MYH7
microfilament motor activity	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
calmodulin binding	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
ATP binding	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
actin filament binding	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
myosin II complex	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
myosin filament	7	MYH15, MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
muscle contraction	6	MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
muscle myosin complex	6	MYH1, MYH2, MYH4, MYH6, MYH7, MYH8
myofibril	5	MYH15, MYH2, MYH4, MYH6, MYH7
muscle filament sliding	5	MYH2, MYH4, MYH6, MYH7, MYH8
sarcomere	5	MYH2, MYH4, MYH6, MYH7, MYH8
ATP metabolic process	4	MYH4, MYH6, MYH7, MYH8
nucleus	3	HSPB6, PRX, FABP3
extracellular space	3	MFGE8, ENO3, FABP3
extracellular exosome	3	MFGE8, ENO3, FABP3
skeletal muscle contraction	3	TNNT1, MYH7, MYH8
sarcomere organization	3	TNNT1, MYH6, MYH7
plasma membrane	3	ENO3, KLHL41, PRX
striated muscle contraction	3	KLHL41, MYH6, MYH7
protein homodimerization activity	2	HSPB6, MYOM3
extracellular region	2	HSPB6, MFGE8
M band	2	MYOM3, KLHL41
membrane	2	MFGE8, ENO3
transition between fast and slow fiber	2	TNNT1, MYH7
protein ubiquitination	2	KLHL41, BTBD1
myofibril assembly	2	KLHL41, MYH6
nucleoplasm	2	KLHL41, BTBD1
