Feature	Number of Genes	Genes
mitochondrion	37	IDH2, HIBCH, CIAPIN1, ACOT2, HSDL2, PUS1, ALDH6A1, NUDT9, PPA2, ACADM, ECHS1, IARS2, IDH3A, GPD2, ME2, GPX1, TRMT10C, PNPT1, OXCT1, FH, ACADVL, ACO2, GRPEL1, DTYMK, ARMC1, SLC25A14, AKR7A2, ARG2, BID, CPNE3, CPOX, DDX28, DNAJC11, HADH, MPST, PPIF, RAB7A
protein binding	35	CIAPIN1, ACOT2, HNRNPLL, PAPSS2, NUDT9, DPYSL4, ECHS1, IDH3A, TRMT10C, PNPT1, ICAM3, FH, ACADVL, GRPEL1, ARMC1, AKR7A2, AKR7A3, ARG2, BID, CPNE3, DCXR, DNAJC11, GCA, GCLM, LMO4, MAP4K2, MPST, PPIF, PPM1B, RAB14, RAB7A, SPRYD4, TAGLN, UCHL3, USP46
cytosol	28	IDH2, ACOT2, PAPSS2, DPYSL4, PPCS, GPX1, PNPT1, FH, ACO2, DTYMK, ARMC1, AKR7A2, AKR7A3, BID, CPNE3, CPOX, DCXR, DDX28, GALE, GCA, GCLM, MPST, NLN, PPM1B, RAB14, RAB7A, UCHL3, USP46
mitochondrial matrix	24	IDH2, HIBCH, ACOT2, PUS1, ALDH6A1, NUDT9, PPA2, ACADM, ECHS1, IARS2, IDH3A, ME2, GPX1, TRMT10C, PNPT1, OXCT1, FH, ACADVL, ACO2, GRPEL1, ARG2, HADH, MPST, PPIF
cytoplasm	19	CIAPIN1, PUS1, ACADM, PPCS, GPX1, PNPT1, FH, DTYMK, AKR7A2, AKR7A3, ARG2, CPNE3, CPOX, GCA, HADH, MAP4K2, PPIF, TAGLN, UCHL3
nucleus	15	HNRNPLL, PUS1, ACADM, IDH3A, PPCS, GPX1, TRMT10C, PNPT1, FH, DTYMK, CPNE3, DCXR, PPM1B, SPRYD4, USP46
extracellular exosome	13	IDH2, NUDT9, ICAM3, FH, AKR7A2, AKR7A3, CPNE3, DCXR, GAA, GCA, MPST, RAB14, RAB7A
identical protein binding	12	ACADM, PPCS, TRMT10C, PNPT1, OXCT1, ACADVL, GRPEL1, AKR7A3, DCXR, GALE, HADH, MPST
nucleoplasm	11	CIAPIN1, PUS1, ALDH6A1, TRMT10C, ACADVL, GRPEL1, CPNE3, DDX28, DNAJC11, HADH, UCHL3
plasma membrane	9	ICAM3, SLC25A14, CPNE3, DCXR, GAA, GCA, NLN, RAB14, RAB7A
RNA binding	7	HNRNPLL, PUS1, ALDH6A1, TRMT10C, PNPT1, CPNE3, DDX28
membrane	6	HSDL2, HNRNPLL, BID, GAA, PPIF, PPM1B
ATP binding	6	PAPSS2, IARS2, PPCS, DTYMK, DDX28, MAP4K2
metal ion binding	6	ME2, ARMC1, CPNE3, LMO4, NLN, USP46
nucleolus	5	CIAPIN1, ACADVL, CPNE3, DDX28, PPM1B
protein homodimerization activity	5	PPCS, GRPEL1, CPOX, GALE, GCA
magnesium ion binding	4	IDH2, PPA2, IDH3A, PPM1B
tricarboxylic acid cycle	4	IDH2, IDH3A, FH, ACO2
electron transfer activity	4	CIAPIN1, ME2, AKR7A2, AKR7A3
electron transport chain	4	CIAPIN1, ME2, AKR7A2, AKR7A3
mitochondrial intermembrane space	4	CIAPIN1, PNPT1, CPOX, NLN
mitochondrial inner membrane	4	GPD2, ACADVL, SLC25A14, CPOX
response to xenobiotic stimulus	4	GPX1, OXCT1, GCLM, HADH
NAD binding	3	IDH2, IDH3A, ME2
carbohydrate metabolic process	3	IDH2, IDH3A, AKR7A2
isocitrate metabolic process	3	IDH2, IDH3A, ACO2
branched-chain amino acid catabolic process	3	HIBCH, ALDH6A1, ECHS1
synapse	3	HNRNPLL, PPA2, MPST
tRNA binding	3	PUS1, IARS2, TRMT10C
liver development	3	ACADM, ACO2, MPST
fatty acid beta-oxidation	3	ACADM, ECHS1, HADH
mitochondrial membrane	3	ACADM, ACADVL, RAB7A
intracellular membrane-bounded organelle	3	ME2, GAA, RAB14
mitochondrial nucleoid	3	TRMT10C, ACADVL, DDX28
response to activity	3	OXCT1, GCLM, HADH
Golgi apparatus	3	AKR7A2, AKR7A3, RAB7A
apoptotic mitochondrial changes	3	BID, GCLM, PPIF
lysosome	3	GAA, RAB14, RAB7A
lysosomal membrane	3	GAA, RAB14, RAB7A
NADP metabolic process	2	IDH2, DCXR
peroxisome	2	IDH2, HSDL2
valine catabolic process	2	HIBCH, ALDH6A1
iron ion binding	2	CIAPIN1, ACO2
