Feature	Number of Genes	Genes
protein binding	12	POP4, SIRT1, RPP25L, XDH, RPP38, RPP14, RPP40, POP7, RPP25, POP1, POP5, RPP30
tRNA 5'-leader removal	10	POP4, RPP25L, RPP38, RPP14, RPP40, POP7, RPP25, POP1, POP5, RPP30
nucleoplasm	10	POP4, SIRT1, RPP38, RPP14, RPP40, POP7, RPP25, POP1, POP5, RPP30
ribonuclease P activity	9	POP4, RPP38, RPP14, RPP40, POP7, RPP25, POP1, POP5, RPP30
ribonuclease P RNA binding	9	POP4, RPP38, RPP14, RPP40, POP7, RPP25, POP1, POP5, RPP30
ribonuclease MRP complex	9	POP4, RPP25L, RPP38, RPP40, POP7, RPP25, POP1, POP5, RPP30
multimeric ribonuclease P complex	9	POP4, RPP38, RPP14, RPP40, POP7, RPP25, POP1, POP5, RPP30
RNA phosphodiester bond hydrolysis, endonucleolytic	8	POP4, RPP38, RPP14, POP7, RPP25, POP1, POP5, RPP30
nucleolus	8	POP4, SIRT1, RPP38, RPP14, POP7, RPP25, POP1, POP5
rRNA processing	6	POP4, RPP38, POP7, RPP25, POP5, RPP30
nucleolar ribonuclease P complex	6	RPP38, RPP40, POP7, POP1, POP5, RPP30
nucleus	5	SIRT1, RPP25L, RPP40, POP7, RPP30
RNA binding	5	RPP25L, POP7, RPP25, POP1, RPP30
tRNA processing	3	POP7, POP1, RPP30
negative regulation of gene expression	2	SIRT1, XDH
negative regulation of protein kinase B signaling	2	SIRT1, XDH
fibrillar center	2	SIRT1, RPP38
cytoplasm	2	SIRT1, POP7
cytosol	2	SIRT1, XDH
extracellular space	2	XDH, POP1
ribonuclease P complex	1	POP4
RNA polymerase II cis-regulatory region sequence-specific DNA binding	1	SIRT1
p53 binding	1	SIRT1
transcription coactivator activity	1	SIRT1
transcription corepressor activity	1	SIRT1
NAD+ ADP-ribosyltransferase activity	1	SIRT1
histone deacetylase activity	1	SIRT1
enzyme inhibitor activity	1	SIRT1
enzyme activator activity	1	SIRT1
nuclear receptor binding	1	SIRT1
NAD-dependent histone deacetylase activity	1	SIRT1
phosphatase inhibitor activity	1	SIRT1
deacetylase activity	1	SIRT1
enzyme binding	1	SIRT1
protein lysine deacetylase activity	1	SIRT1
NAD-dependent protein deacetylase activity	1	SIRT1
histone binding	1	SIRT1
identical protein binding	1	SIRT1
HLH domain binding	1	SIRT1
bHLH transcription factor binding	1	SIRT1
metal ion binding	1	SIRT1
NAD-dependent histone H3K9 deacetylase activity	1	SIRT1
mitogen-activated protein kinase binding	1	SIRT1
NAD+ binding	1	SIRT1
protein-propionyllysine depropionylase activity	1	SIRT1
DNA-binding transcription factor binding	1	SIRT1
transcription regulator activator activity	1	SIRT1
molecular function activator activity	1	SIRT1
NAD-dependent histone decrotonylase activity	1	SIRT1
keratin filament binding	1	SIRT1
NAD+-protein ADP-ribosyltransferase activity	1	SIRT1
promoter-specific chromatin binding	1	SIRT1
single strand break repair	1	SIRT1
negative regulation of transcription by RNA polymerase II	1	SIRT1
rDNA heterochromatin formation	1	SIRT1
pyrimidine dimer repair by nucleotide-excision repair	1	SIRT1
DNA synthesis involved in DNA repair	1	SIRT1
angiogenesis	1	SIRT1
ovulation from ovarian follicle	1	SIRT1
intracellular glucose homeostasis	1	SIRT1
 protein phosphorylation	1	SIRT1
 endothelial cell proliferation	1	SIRT1
 adaptive immune response	1	SIRT1
chromatin organization	1	SIRT1
DNA methylation-dependent heterochromatin formation	1	SIRT1
protein deacetylation	1	SIRT1
triglyceride mobilization	1	SIRT1
DNA damage response	1	SIRT1
response to oxidative stress	1	SIRT1
transforming growth factor beta receptor signaling pathway	1	SIRT1
spermatogenesis	1	SIRT1
 mitotic cell cycle	1	SIRT1
muscle organ development	1	SIRT1
 cell population proliferation	1	SIRT1
cellular response to starvation	1	SIRT1
 centrosome duplication	1	SIRT1
negative regulation of triglyceride biosynthetic process	1	SIRT1
 cholesterol efflux	1	SIRT1
 lipid storage	1	SIRT1
 glucose metabolic process	1	SIRT1
 phosphatidylinositol 3-kinase signaling	1	SIRT1
 macroautophagy	1	SIRT1
protein ubiquitination	1	SIRT1
histone deacetylation	1	SIRT1
peptidyl-lysine acetylation	1	SIRT1
macrophage differentiation	1	SIRT1
negative regulation of cell growth	1	SIRT1
negative regulation of transforming growth factor beta receptor signaling pathway	1	SIRT1
 histone methylation	1	SIRT1
 histone deacetylation	1	SIRT1
negative regulation of prostaglandin biosynthetic process	1	SIRT1
heterochromatin formation	1	SIRT1
protein destabilization	1	SIRT1
negative regulation of TOR signaling	1	SIRT1
 endodeoxyribonuclease activity	1	SIRT1
negative regulation of NF-kappaB transcription factor activity	1	SIRT1
response to insulin	1	SIRT1
circadian regulation of gene expression	1	SIRT1
leptin-mediated signaling pathway	1	SIRT1
 smooth muscle cell apoptotic process	1	SIRT1
peptidyl-lysine deacetylation	1	SIRT1
intracellular triglyceride homeostasis	1	SIRT1
 peroxisome proliferator activated receptor signaling pathway	1	SIRT1
cellular response to glucose starvation	1	SIRT1
negative regulation of phosphorylation	1	SIRT1
response to hydrogen peroxide	1	SIRT1
behavioral response to starvation	1	SIRT1
cholesterol homeostasis	1	SIRT1
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1	SIRT1
 apoptotic process	1	SIRT1
negative regulation of apoptotic process	1	SIRT1
negative regulation of I-kappaB kinase/NF-kappaB signaling	1	SIRT1
proteasome-mediated ubiquitin-dependent protein catabolic process	1	SIRT1
 cysteine-type endopeptidase activity involved in apoptotic process	1	SIRT1
negative regulation of DNA-binding transcription factor activity	1	SIRT1
negative regulation of DNA damage response, signal transduction by p53 class mediator	1	SIRT1
negative regulation of neuron apoptotic process	1	SIRT1
 blood vessel endothelial cell migration	1	SIRT1
response to leptin	1	SIRT1
 MHC class II biosynthetic process	1	SIRT1
negative regulation of fat cell differentiation	1	SIRT1
 gluconeogenesis	1	SIRT1
 DNA repair	1	SIRT1
 angiogenesis	1	SIRT1
negative regulation of cell cycle	1	SIRT1
negative regulation of DNA-templated transcription	1	SIRT1
 transcription by RNA polymerase II	1	SIRT1
 transcription by glucose	1	SIRT1
 insulin receptor signaling pathway	1	SIRT1
white fat cell differentiation	1	SIRT1
negative regulation of helicase activity	1	SIRT1
 smooth muscle cell differentiation	1	SIRT1
maintenance of nucleus location	1	SIRT1
fatty acid homeostasis	1	SIRT1
negative regulation of androgen receptor signaling pathway	1	SIRT1
 macrophage cytokine production	1	SIRT1
cellular response to hydrogen peroxide	1	SIRT1
 bile acid biosynthetic process	1	SIRT1
UV-damage excision repair	1	SIRT1
histone H3 deacetylation	1	SIRT1
cellular response to tumor necrosis factor	1	SIRT1
cellular response to hypoxia	1	SIRT1
cellular response to ionizing radiation	1	SIRT1
 protein serine/threonine kinase activity	1	SIRT1
 brown fat cell differentiation	1	SIRT1
stress-induced premature senescence	1	SIRT1
energy homeostasis	1	SIRT1
protein depropionylation	1	SIRT1
 cellular response to heat	1	SIRT1
negative regulation of histone H3-K9 trimethylation	1	SIRT1
negative regulation of protein acetylation	1	SIRT1
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1	SIRT1
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	1	SIRT1
 endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	1	SIRT1
 adipose tissue development	1	SIRT1
cellular response to leukemia inhibitory factor	1	SIRT1
 macrophage apoptotic process	1	SIRT1
negative regulation of cAMP-dependent protein kinase activity	1	SIRT1
 cAMP-dependent protein kinase activity	1	SIRT1
negative regulation of cellular response to testosterone stimulus	1	SIRT1
