Feature	Number of Genes	Genes
protein binding	13	CTC1, GTF2H4, EAF1, DBF4, ELL2, TEN1, HDGFL2, ERCC2, ERCC3, ERCC5, GTF2H1, GTF2H3, MNAT1
nucleoplasm	13	CTC1, GTF2H4, EAF1, DBF4, ELL2, TEN1, ANKRD11, ERCC2, ERCC3, ERCC5, GTF2H1, GTF2H3, MNAT1
nucleus	9	CTC1, GTF2H4, TEN1, ANKRD11, HDGFL2, ERCC2, ERCC3, ERCC5, GTF2H3
nucleotide-excision repair	7	GTF2H4, ERCC2, ERCC3, ERCC5, GTF2H1, GTF2H3, MNAT1
DNA repair	6	GTF2H4, HDGFL2, ERCC3, GTF2H1, GTF2H3, MNAT1
transcription by RNA polymerase II	6	GTF2H4, ERCC2, ERCC3, GTF2H1, GTF2H3, MNAT1
transcription factor TFIIH core complex	6	GTF2H4, ERCC2, ERCC3, GTF2H1, GTF2H3, MNAT1
transcription factor TFIIH holo complex	6	GTF2H4, ERCC2, ERCC3, GTF2H1, GTF2H3, MNAT1
transcription factor TFIID complex	4	GTF2H4, ERCC2, ERCC3, GTF2H3
single-stranded DNA binding	3	CTC1, TEN1, ERCC5
cytosol	3	CTC1, ANKRD11, ERCC2
transcription elongation by RNA polymerase II	3	EAF1, ELL2, ERCC3
damaged DNA binding	3	ERCC2, ERCC3, ERCC5
metal ion binding	3	ERCC2, ERCC5, GTF2H3
transcription-coupled nucleotide-excision repair	3	ERCC2, ERCC3, ERCC5
telomeric DNA binding	2	CTC1, TEN1
telomere capping	2	CTC1, TEN1
negative regulation of telomere maintenance via telomerase	2	CTC1, TEN1
multicellular organism growth	2	CTC1, ERCC2
hematopoietic stem cell proliferation	2	CTC1, ERCC2
chromosome, telomeric region	2	CTC1, TEN1
CST complex	2	CTC1, TEN1
double-stranded DNA binding	2	GTF2H4, ERCC5
RNA polymerase II general transcription initiation factor activity	2	GTF2H4, GTF2H3
core TFIIH complex portion of holo TFIIH complex	2	GTF2H4, GTF2H3
nuclear speck	2	GTF2H4, EAF1
 transcription elongation by RNA polymerase II	2	EAF1, ELL2
transcription elongation factor complex	2	EAF1, ELL2
nuclear body	2	EAF1, DBF4
enzyme activator activity	2	DBF4, ERCC5
zinc ion binding	2	DBF4, MNAT1
G1/S transition of mitotic cell cycle	2	DBF4, MNAT1
cytoplasm	2	HDGFL2, ERCC2
ATP binding	2	ERCC2, ERCC3
ATP hydrolysis activity	2	ERCC2, ERCC3
apoptotic process	2	ERCC2, ERCC3
response to oxidative stress	2	ERCC2, ERCC3
UV protection	2	ERCC2, ERCC3
hair cell differentiation	2	ERCC2, ERCC3
 mitotic cell cycle phase transition	2	ERCC2, ERCC3
CAK-ERCC2 complex	2	ERCC2, MNAT1
response to UV	2	ERCC3, ERCC5
transcription preinitiation complex	2	ERCC3, GTF2H3
negative regulation of apoptotic process	2	ERCC5, MNAT1
 cyclin-dependent protein serine/threonine kinase activity	2	GTF2H1, MNAT1
 DNA-templated transcription	2	GTF2H1, GTF2H3
G-rich strand telomeric DNA binding	1	CTC1
telomere maintenance	1	CTC1
DNA damage response	1	CTC1
 G2/M transition of mitotic cell cycle	1	CTC1
