Feature	Number of Genes	Genes
protein binding	12	XRCC5, RPA1, LIG4, PNKP, TNKS, RPA2, APTX, LIG3, XRCC4, APLF, XRCC1, XRCC6
nucleus	12	XRCC5, RPA1, LIG4, PNKP, TNKS, RPA2, APTX, LIG3, XRCC4, APLF, XRCC1, XRCC6
nucleoplasm	12	XRCC5, RPA1, LIG4, PNKP, TNKS, RPA2, APTX, LIG3, XRCC4, APLF, XRCC1, XRCC6
double-strand break repair via nonhomologous end joining	7	XRCC5, LIG4, PNKP, XRCC4, APLF, XRCC1, XRCC6
chromosome, telomeric region	7	XRCC5, RPA1, LIG4, TNKS, RPA2, XRCC1, XRCC6
damaged DNA binding	6	XRCC5, RPA1, PNKP, RPA2, APTX, XRCC6
DNA binding	5	XRCC5, LIG4, LIG3, XRCC4, XRCC6
ATP binding	5	XRCC5, LIG4, PNKP, LIG3, XRCC6
double-strand break repair	5	XRCC5, LIG4, LIG3, XRCC4, APLF
nucleolus	5	XRCC5, PNKP, APTX, XRCC1, XRCC6
cytosol	5	XRCC5, TNKS, XRCC4, APLF, XRCC6
double-stranded DNA binding	4	XRCC5, PNKP, APTX, XRCC6
telomere maintenance	4	XRCC5, RPA1, RPA2, XRCC6
nonhomologous end joining complex	4	XRCC5, LIG4, XRCC4, XRCC6
site of DNA damage	4	XRCC5, RPA1, APLF, XRCC1
metal ion binding	4	RPA1, LIG4, APTX, APLF
single strand break repair	4	LIG4, APTX, APLF, XRCC1
site of double-strand break	4	PNKP, RPA2, XRCC4, APLF
DNA damage response	3	XRCC5, RPA1, APLF
 telomere maintenance via telomerase	3	XRCC5, PNKP, TNKS
 telomerase activity	3	XRCC5, PNKP, TNKS
membrane	3	XRCC5, PNKP, XRCC6
single-stranded DNA binding	3	RPA1, RPA2, APTX
double-strand break repair via homologous recombination	3	RPA1, RPA2, LIG3
DNA replication	3	RPA1, LIG4, RPA2
DNA repair	3	RPA1, PNKP, APLF
base-excision repair	3	RPA1, RPA2, XRCC1
nucleotide-excision repair	3	RPA1, PNKP, RPA2
DNA ligation	3	LIG4, APTX, XRCC6
DNA ligation involved in DNA repair	3	LIG4, PNKP, XRCC4
cell division	3	LIG4, TNKS, LIG3
chromatin	3	RPA2, APTX, XRCC1
transcription cis-regulatory region binding	2	XRCC5, XRCC6
DNA helicase activity	2	XRCC5, XRCC6
double-stranded telomeric DNA binding	2	XRCC5, XRCC6
RNA binding	2	XRCC5, XRCC6
ATP-dependent activity, acting on DNA	2	XRCC5, XRCC6
ATP hydrolysis activity	2	XRCC5, XRCC6
ubiquitin protein ligase binding	2	XRCC5, RPA2
telomeric DNA binding	2	XRCC5, XRCC6
protein-containing complex binding	2	XRCC5, XRCC6
DNA end binding	2	XRCC5, XRCC6
5'-deoxyribose-5-phosphate lyase activity	2	XRCC5, XRCC6
recombinational repair	2	XRCC5, XRCC6
activation of innate immune response	2	XRCC5, XRCC6
DNA recombination	2	XRCC5, RPA1
response to xenobiotic stimulus	2	XRCC5, XRCC1
neurogenesis	2	XRCC5, LIG4
DNA duplex unwinding	2	XRCC5, XRCC6
innate immune response	2	XRCC5, XRCC6
 protein kinase activity	2	XRCC5, XRCC6
negative regulation of DNA-templated transcription	2	XRCC5, XRCC6
 smooth muscle cell proliferation	2	XRCC5, XRCC6
 neurogenesis	2	XRCC5, LIG4
protein localization to chromosome, telomeric region	2	XRCC5, TNKS
cellular response to gamma radiation	2	XRCC5, XRCC6
nuclear telomere cap complex	2	XRCC5, XRCC6
extracellular region	2	XRCC5, XRCC6
protein-containing complex	2	XRCC5, XRCC6
protein-DNA complex	2	XRCC5, XRCC6
secretory granule lumen	2	XRCC5, XRCC6
Ku70:Ku80 complex	2	XRCC5, XRCC6
DNA-dependent protein kinase complex	2	XRCC5, XRCC6
G-rich strand telomeric DNA binding	2	RPA1, RPA2
DNA-templated DNA replication	2	RPA1, PNKP
mismatch repair	2	RPA1, RPA2
protein localization to chromosome	2	RPA1, RPA2
DNA replication factor A complex	2	RPA1, RPA2
PML body	2	RPA1, RPA2
DNA ligase activity	2	LIG4, LIG3
DNA ligase (ATP) activity	2	LIG4, LIG3
ligase activity	2	LIG4, XRCC4
cell cycle	2	LIG4, LIG3
response to X-ray	2	LIG4, XRCC4
V(D)J recombination	2	LIG4, LIG3
immunoglobulin V(D)J recombination	2	LIG4, XRCC4
DNA biosynthetic process	2	LIG4, LIG3
double-strand break repair via classical nonhomologous end joining	2	LIG4, XRCC6
condensed chromosome	2	LIG4, XRCC4
DNA-dependent protein kinase-DNA ligase 4 complex	2	LIG4, XRCC4
DNA ligase IV complex	2	LIG4, XRCC4
base-excision repair, gap-filling	2	PNKP, LIG3
negative regulation of protein ADP-ribosylation	2	PNKP, XRCC1
 telomere capping	2	PNKP, TNKS
mitochondrion	2	PNKP, LIG3
zinc ion binding	2	TNKS, LIG3
histone binding	2	TNKS, APLF
 transcription by RNA polymerase II	2	TNKS, XRCC6
cytoplasm	2	TNKS, APTX
nuclear body	2	TNKS, RPA2
enzyme binding	2	RPA2, XRCC1
poly-ADP-D-ribose binding	2	APLF, XRCC1
ADP-D-ribose modification-dependent protein binding	2	APLF, XRCC1
enzyme activator activity	1	XRCC5
U3 snoRNA binding	1	XRCC5
brain development	1	XRCC5
 telomere maintenance	1	XRCC5
small-subunit processome assembly	1	XRCC5
 catalytic activity	1	XRCC5
hematopoietic stem cell differentiation	1	XRCC5
cellular response to fatty acid	1	XRCC5
hematopoietic stem cell proliferation	1	XRCC5
cellular hyperosmotic salinity response	1	XRCC5
cellular response to X-ray	1	XRCC5
negative regulation of t-circle formation	1	XRCC5
cellular response to leukemia inhibitory factor	1	XRCC5
plasma membrane	1	XRCC5
small-subunit processome	1	XRCC5
