Feature	Number of Genes	Genes
protein binding	8	KLC4, PPFIBP2, FRMD6, CFAP410, BAD, HIVEP1, PPP1R3D, YWHAB
cytosol	5	PPFIBP2, CFAP410, BAD, HIVEP1, YWHAB
cytoplasm	4	KLC4, FRMD6, CFAP410, YWHAB
mitochondrion	4	CFAP410, BAD, ABAT, HIVEP1
identical protein binding	3	PPFIBP2, ABAT, YWHAB
nucleus	3	CREB3L2, FAM53B, HIVEP1
microtubule-based movement	2	KLC4, KIF21B
kinesin complex	2	KLC4, KIF21B
microtubule	2	KLC4, KIF21B
molecular_function	2	PPFIBP2, CFAP410
plasma membrane	2	FRMD6, CFAP410
intracellular membrane-bounded organelle	2	CFAP410, PPP1R3D
response to xenobiotic stimulus	2	BAD, ABAT
 insulin secretion	2	BAD, ABAT
response to ethanol	2	BAD, ABAT
metal ion binding	2	ABAT, HIVEP1
DNA-binding transcription factor activity, RNA polymerase II-specific	2	CREB3L2, HIVEP1
 transcription by RNA polymerase II	2	CREB3L2, HIVEP1
nucleoplasm	2	CREB3L2, HIVEP1
kinesin binding	1	KLC4
neuromuscular junction development	1	PPFIBP2
extracellular space	1	PPFIBP2
presynaptic active zone	1	PPFIBP2
apical constriction	1	FRMD6
protein localization	1	FRMD6
 actin filament-based process	1	FRMD6
 hippo signaling	1	FRMD6
cytoskeleton	1	FRMD6
apical junction complex	1	FRMD6
cytoplasmic side of apical plasma membrane	1	FRMD6
DNA damage response	1	CFAP410
cytoskeleton organization	1	CFAP410
smoothened signaling pathway	1	CFAP410
 cell shape	1	CFAP410
cilium assembly	1	CFAP410
photoreceptor outer segment	1	CFAP410
photoreceptor connecting cilium	1	CFAP410
ciliary basal body	1	CFAP410
phospholipid binding	1	BAD
lipid binding	1	BAD
cysteine-type endopeptidase activator activity involved in apoptotic process	1	BAD
protein kinase binding	1	BAD
protein phosphatase 2B binding	1	BAD
protein kinase B binding	1	BAD
14-3-3 protein binding	1	BAD
release of cytochrome c from mitochondria	1	BAD
glucose catabolic process	1	BAD
