Feature	Number of Genes	Genes
protein binding	13	GLI4, AURKB, CRYBB3, FAM83D, FKBPL, KIF11, KLHL22, KLK6, KNSTRN, THOC1, TPX2, CEP131, MGAT5B
cytosol	8	ITFG2, AURKB, FAM83D, FKBPL, KIF11, KLHL22, TPX2, CEP131
nucleus	7	GLI4, AURKB, KIF11, KLHL22, KNSTRN, THOC1, TPX2
nucleoplasm	6	ITFG2, AURKB, KLK6, THOC1, TPX2, CEP131
cell division	5	FAM83D, KIF11, KLHL22, KNSTRN, TPX2
cytoplasm	5	FAM83D, KLHL22, KLK6, KNSTRN, THOC1
mitotic spindle	5	FAM83D, KIF11, KLHL22, KNSTRN, TPX2
spindle	4	AURKB, FAM83D, KIF11, TPX2
microtubule cytoskeleton	4	AURKB, FAM83D, KLHL22, TPX2
intercellular bridge	4	FAM83D, KLHL22, KLK6, TPX2
mitotic cell cycle	3	AURKB, KIF11, TPX2
spindle organization	3	AURKB, KIF11, KNSTRN
protein kinase binding	3	FAM83D, KIF11, TPX2
spindle pole	3	KIF11, KNSTRN, TPX2
 TOR signaling	2	ITFG2, FAM83D
ATP binding	2	AURKB, KIF11
mitotic spindle organization	2	AURKB, KIF11
cell population proliferation	2	AURKB, FAM83D
kinetochore	2	AURKB, KNSTRN
spindle microtubule	2	AURKB, KIF11
mitotic spindle pole	2	AURKB, FAM83D
microtubule binding	2	FAM83D, KIF11
signal transduction	2	FAM83D, THOC1
cell migration	2	FAM83D, KNSTRN
extracellular region	2	FKBPL, KLK6
mitotic spindle assembly	2	KIF11, TPX2
microtubule	2	KIF11, TPX2
mitotic sister chromatid segregation	2	KLHL22, KNSTRN
centrosome	2	KLHL22, CEP131
nuclear membrane	2	KLK6, CEP131
protein homodimerization activity	2	KNSTRN, CEP131
centriolar satellite	2	KNSTRN, CEP131
apoptotic process	2	THOC1, TPX2
germinal center B cell differentiation	1	ITFG2
cellular response to amino acid starvation	1	ITFG2
cellular response to glucose starvation	1	ITFG2
negative regulation of TORC1 signaling	1	ITFG2
lysosomal membrane	1	ITFG2
KICSTOR complex	1	ITFG2
RNA polymerase II cis-regulatory region sequence-specific DNA binding	1	GLI4
DNA-binding transcription factor activity, RNA polymerase II-specific	1	GLI4
molecular_function	1	GLI4
metal ion binding	1	GLI4
 DNA-templated transcription	1	GLI4
 transcription by RNA polymerase II	1	GLI4
biological_process	1	GLI4
protein serine/threonine kinase activity	1	AURKB
protein serine/threonine/tyrosine kinase activity	1	AURKB
kinase binding	1	AURKB
histone H3S28 kinase activity	1	AURKB
protein serine kinase activity	1	AURKB
molecular function inhibitor activity	1	AURKB
negative regulation of transcription by RNA polymerase II	1	AURKB
mitotic cytokinesis	1	AURKB
 protein phosphorylation	1	AURKB
negative regulation of B cell apoptotic process	1	AURKB
chromatin remodeling	1	AURKB
protein phosphorylation	1	AURKB
attachment of spindle microtubules to kinetochore	1	AURKB
abscission	1	AURKB
histone modification	1	AURKB
negative regulation of protein binding	1	AURKB
 telomere maintenance via telomerase	1	AURKB
 cytokinesis	1	AURKB
negative regulation of cytokinesis	1	AURKB
protein localization to kinetochore	1	AURKB
cellular response to UV	1	AURKB
cleavage furrow formation	1	AURKB
post-translational protein modification	1	AURKB
cell cycle G2/M phase transition	1	AURKB
mitotic cytokinesis checkpoint signaling	1	AURKB
negative regulation of innate immune response	1	AURKB
protein autophosphorylation	1	AURKB
mitotic spindle midzone assembly	1	AURKB
 telomerase activity	1	AURKB
 chromosome segregation	1	AURKB
 mitotic sister chromatid segregation	1	AURKB
 mitotic cell cycle spindle assembly checkpoint	1	AURKB
 signal transduction by p53 class mediator	1	AURKB
 mitotic sister chromatid separation	1	AURKB
 attachment of mitotic spindle microtubules to kinetochore	1	AURKB
 mitotic cytokinesis	1	AURKB
 telomere capping	1	AURKB
 lateral attachment of mitotic spindle microtubules to kinetochore	1	AURKB
condensed chromosome, centromeric region	1	AURKB
chromocenter	1	AURKB
midbody	1	AURKB
spindle pole centrosome	1	AURKB
chromosome passenger complex	1	AURKB
spindle midzone	1	AURKB
mitotic spindle midzone	1	AURKB
structural constituent of eye lens	1	CRYBB3
lens development in camera-type eye	1	CRYBB3
visual perception	1	CRYBB3
kinesin binding	1	FAM83D
epithelial to mesenchymal transition	1	FAM83D
 protein catabolic process	1	FAM83D
metaphase plate congression	1	FAM83D
 ERK1 and ERK2 cascade	1	FAM83D
protein localization to mitotic spindle	1	FAM83D
 cell cycle G1/S phase transition	1	FAM83D
response to radiation	1	FKBPL
 blood vessel branching	1	FKBPL
microtubule motor activity	1	KIF11
plus-end-directed microtubule motor activity	1	KIF11
microtubule-based movement	1	KIF11
mitotic centrosome separation	1	KIF11
 mitotic centrosome separation	1	KIF11
spindle elongation	1	KIF11
kinesin complex	1	KIF11
membrane	1	KIF11
