Feature	Number of Genes	Genes
protein binding	44	PDRG1, RNF114, ACACA, ACTN1, ACTN2, ACTN3, APPL1, ATP6V1H, BBOX1, BRICD5, BZW2, CNNM4, EIF2B4, FRMD1, GABRA3, GPX8, GSN, KLC3, LRRFIP2, LSM6, MAGEF1, MAP2, MYH9, NCOA5, NOTCH3, PARVA, PPP1R12A, PRKRIP1, PSMD1, RAI14, RNF111, SEPTIN10, SEPTIN2, SEPTIN5, SEPTIN9, SIPA1L1, SPECC1L, SZT2, TAX1BP3, TNNC1, TPM1, TPM3, WASHC3, ZC3H13
cytosol	26	RNF114, ACACA, ACTA2, ACTN1, ACTN2, ACTN3, APPL1, ATP6V1H, BBOX1, CNN3, EIF2B4, GSN, LCP1, LSM6, MAP2, MYH9, NOTCH3, PARVA, PPP1R12A, PSMD1, RAI14, RNF111, TAX1BP3, TNNC1, TPM1, TPM3
cytoplasm	23	PDRG1, ACTA2, ACTN1, APPL1, BZW2, EIF2B4, GSN, KLC3, LCP1, LIMCH1, LSM6, LUZP1, MAP2, MYH9, NDC1, PARVA, PPP1R12A, RNF111, SEPTIN2, SEPTIN9, SIPA1L1, SPECC1L, TAX1BP3
plasma membrane	21	RNF114, ACTN1, ACTN2, ACTN3, APPL1, ATP6V1H, CNNM4, GABRA3, GSN, LCP1, MYH9, NDC1, NEXN, NOTCH3, PARVA, PPP1R12A, PRSS12, SEPTIN2, SEPTIN5, SIPA1L1, TAX1BP3
actin cytoskeleton	20	ACACA, CNN2, CNN3, GSN, LCP1, MYH9, NCOA5, NDC1, NEXN, NOTCH3, PARVA, PPP1R12A, SEPTIN2, SEPTIN9, SIPA1L1, SPECC1L, TAX1BP3, TPM1, TPM3, ZNF74
extracellular exosome	15	ACTA2, ACTN1, ACTN2, ACTN3, APPL1, ATP6V1H, BBOX1, GSN, LCP1, LUZP1, MYH9, PRKRIP1, SEPTIN2, TAX1BP3, TPM3
nucleus	14	RNF114, ACTN1, APPL1, DMWD, GSN, LSM6, LUZP1, MAGEF1, MYH9, PARVA, PSMD1, RNF111, SEPTIN2, ZC3H13
actin filament binding	12	ACTN1, ACTN2, ACTN3, CNN2, CNN3, GSN, LCP1, MYH9, NEXN, TNNC1, TPM1, TPM3
focal adhesion	11	ACTN1, ACTN2, ACTN3, CNN2, CNN3, GSN, LCP1, MYH9, NEXN, PARVA, PPP1R12A
nucleoplasm	11	LSM6, NCOA5, NOTCH3, PPP1R12A, PRKRIP1, PSMD1, RAI14, RNF111, SEPTIN2, ZC3H13, ZNF74
