Feature	Number of Genes	Genes
extracellular region	9	COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, MMP2, LOXL1, COL1A1, COL4A2
extracellular space	9	COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, MMP2, LOXL1, COL1A1, COL4A2
protein binding	8	P4HA1, COL5A1, COL16A1, COL8A1, MMP2, LOXL1, COL1A1, COL4A2
endoplasmic reticulum lumen	8	P4HA1, COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, COL1A1, COL4A2
extracellular matrix organization	8	COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, MMP2, COL1A1, COL4A2
collagen-containing extracellular matrix	8	COL11A1, COL5A1, COL16A1, COL8A1, MMP2, LOXL1, COL1A1, COL4A2
extracellular matrix structural constituent	7	COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, COL1A1, COL4A2
collagen fibril organization	6	P4HA1, COL11A1, COL5A1, P3H4, LOXL1, COL1A1
extracellular matrix structural constituent conferring tensile strength	6	COL11A1, COL5A1, COL16A1, COL8A1, COL1A1, COL4A2
extracellular matrix	6	COL11A1, COL22A1, COL5A1, COL16A1, COL8A1, COL1A1
endodermal cell differentiation	4	COL11A1, COL8A1, MMP2, COL4A2
endoplasmic reticulum	3	FKBP9, P4HA1, P3H4
metal ion binding	3	COL11A1, COL5A1, COL1A1
cell adhesion	3	COL5A1, COL16A1, COL8A1
collagen biosynthetic process	3	COL5A1, P3H4, COL1A1
basement membrane	3	COL5A1, LOXL1, COL4A2
cellular response to amino acid stimulus	3	COL16A1, MMP2, COL1A1
angiogenesis	3	COL8A1, MMP2, COL4A2
identical protein binding	2	P4HA1, COL1A1
intracellular membrane-bounded organelle	2	P4HA1, P3H4
heparin binding	2	COL11A1, COL5A1
ossification	2	COL11A1, COL1A1
visual perception	2	COL11A1, COL1A1
sensory perception of sound	2	COL11A1, COL1A1
tendon development	2	COL11A1, COL5A1
collagen type XI trimer	2	COL11A1, COL5A1
integrin binding	2	COL5A1, COL16A1
platelet-derived growth factor binding	2	COL5A1, COL1A1
blood vessel development	2	COL5A1, COL1A1
skin development	2	COL5A1, COL1A1
intramembranous ossification	2	MMP2, COL1A1
response to xenobiotic stimulus	2	MMP2, COL1A1
response to mechanical stimulus	2	MMP2, COL1A1
response to activity	2	MMP2, COL4A2
 cell migration	2	MMP2, COL1A1
response to hydrogen peroxide	2	MMP2, COL1A1
response to hyperoxia	2	MMP2, COL1A1
face morphogenesis	2	MMP2, COL1A1
bone trabecula formation	2	MMP2, COL1A1
collagen-activated tyrosine kinase receptor signaling pathway	2	COL1A1, COL4A2
cellular response to transforming growth factor beta stimulus	2	COL1A1, COL4A2
peptidyl-prolyl cis-trans isomerase activity	1	FKBP9
calcium ion binding	1	FKBP9
protein folding	1	FKBP9
procollagen-proline 4-dioxygenase activity	1	P4HA1
iron ion binding	1	P4HA1
L-ascorbic acid binding	1	P4HA1
peptidyl-proline hydroxylation to 4-hydroxy-L-proline	1	P4HA1
membrane	1	P4HA1
procollagen-proline 4-dioxygenase complex	1	P4HA1
protein-macromolecule adaptor activity	1	COL11A1
extracellular matrix binding	1	COL11A1
heparan sulfate binding	1	COL11A1
cartilage condensation	1	COL11A1
chondrocyte development	1	COL11A1
proteoglycan metabolic process	1	COL11A1
inner ear morphogenesis	1	COL11A1
embryonic skeletal system morphogenesis	1	COL11A1
detection of mechanical stimulus involved in sensory perception of sound	1	COL11A1
ventricular cardiac muscle tissue morphogenesis	1	COL11A1
collagen trimer	1	COL22A1
proteoglycan binding	1	COL5A1
heart morphogenesis	1	COL5A1
cell migration	1	COL5A1
wound healing, spreading of epidermal cells	1	COL5A1
integrin biosynthetic process	1	COL5A1
eye morphogenesis	1	COL5A1
 cellular component organization	1	COL5A1
supramolecular fiber organization	1	COL5A1
negative regulation of endodermal cell differentiation	1	COL5A1
collagen type V trimer	1	COL5A1
integrin-mediated signaling pathway	1	COL16A1
female pregnancy	1	COL16A1
integrin activation	1	COL16A1
