Feature	Number of Genes	Genes
nucleus	8	STAG2, PDS5B, RAD21, SMC1A, DBR1, CDCA5, SMC3, STAG1
nucleoplasm	8	STAG2, PDS5B, RAD21, SMC1A, DBR1, CDCA5, SMC3, STAG1
protein binding	7	STAG2, PDS5B, RAD21, SMC1A, CDCA5, SMC3, STAG1
cell division	7	STAG2, PDS5B, RAD21, SMC1A, CDCA5, SMC3, STAG1
chromosome, centromeric region	7	STAG2, PDS5B, RAD21, SMC1A, CDCA5, SMC3, STAG1
chromosome	7	STAG2, PDS5B, RAD21, SMC1A, CDCA5, SMC3, STAG1
cytosol	7	STAG2, PDS5B, RAD21, SMC1A, CDCA5, SMC3, STAG1
chromatin binding	6	STAG2, RAD21, SMC1A, CDCA5, SMC3, STAG1
chromatin	6	STAG2, PDS5B, RAD21, CDCA5, SMC3, STAG1
sister chromatid cohesion	5	STAG2, RAD21, SMC1A, SMC3, STAG1
establishment of mitotic sister chromatid cohesion	5	STAG2, RAD21, SMC1A, SMC3, STAG1
cohesin complex	5	STAG2, RAD21, SMC1A, SMC3, STAG1
nuclear matrix	5	STAG2, RAD21, SMC1A, SMC3, STAG1
mitotic spindle assembly	4	STAG2, SMC1A, SMC3, STAG1
mitotic spindle pole	4	STAG2, SMC1A, SMC3, STAG1
mitotic sister chromatid cohesion	4	PDS5B, SMC1A, CDCA5, SMC3
meiotic cell cycle	3	STAG2, SMC1A, SMC3
DNA binding	3	PDS5B, RAD21, SMC1A
DNA repair	3	PDS5B, SMC1A, SMC3
establishment of meiotic sister chromatid cohesion	3	RAD21, SMC1A, SMC3
membrane	2	STAG2, RAD21
double-strand break repair	2	RAD21, CDCA5
condensed nuclear chromosome	2	RAD21, SMC1A
RNA binding	2	SMC1A, DBR1
ATP binding	2	SMC1A, SMC3
ATP hydrolysis activity	2	SMC1A, SMC3
mediator complex binding	2	SMC1A, SMC3
protein heterodimerization activity	2	SMC1A, SMC3
meiotic cohesin complex	2	SMC1A, SMC3
mitotic cell cycle	2	CDCA5, SMC3
fibrillar center	1	STAG2
nucleolus	1	STAG2
cell population proliferation	1	PDS5B
negative regulation of cell population proliferation	1	PDS5B
 cell population proliferation	1	PDS5B
DNA recombination	1	RAD21
 transcription by RNA polymerase II	1	RAD21
apoptotic process	1	RAD21
chromosome segregation	1	RAD21
reciprocal meiotic recombination	1	RAD21
negative regulation of G2/M transition of mitotic cell cycle	1	RAD21
negative regulation of mitotic metaphase/anaphase transition	1	RAD21
 sister chromatid cohesion	1	RAD21
protein localization to chromatin	1	RAD21
chromatin looping	1	RAD21
replication-born double-strand break repair via sister chromatid exchange	1	RAD21
spindle pole	1	RAD21
midbody	1	RAD21
mitotic sister chromatid segregation	1	SMC1A
response to radiation	1	SMC1A
somatic stem cell population maintenance	1	SMC1A
response to DNA damage checkpoint signaling	1	SMC1A
kinetochore	1	SMC1A
RNA lariat debranching enzyme activity	1	DBR1
metal ion binding	1	DBR1
RNA splicing, via transesterification reactions	1	DBR1
mRNA splicing, via spliceosome	1	DBR1
RNA phosphodiester bond hydrolysis, endonucleolytic	1	DBR1
protein-containing complex binding	1	CDCA5
mitotic chromosome condensation	1	CDCA5
mitotic metaphase plate congression	1	CDCA5
 exit from mitosis	1	CDCA5
cytoplasm	1	CDCA5
double-stranded DNA binding	1	SMC3
microtubule motor activity	1	SMC3
beta-tubulin binding	1	SMC3
cohesin loader activity	1	SMC3
dynein complex binding	1	SMC3
 DNA replication	1	SMC3
stem cell population maintenance	1	SMC3
lateral element	1	SMC3
localization	1	STAG1
nuclear body	1	STAG1
