Feature	Number of Genes	Genes
protein binding	27	CRELD1, GSTM3, TTK, RPL28, EIF4G1, NFU1, PSRC1, RPL26L1, EME1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
cytosol	25	GSTM3, RPL35, RPL28, RPL10L, EIF4G1, NFU1, PSRC1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
cytoplasm	22	GSTM3, TTK, RPL35, RPL28, EIF4G1, PSRC1, SERBP1, RPL26, HUWE1, RPL10A, RPL17, YBX3, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
RNA binding	22	RPL35, RPL28, EIF4G1, RPL26L1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPL17, RBM4B, YBX3, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
membrane	20	CRELD1, TTK, RPL35, RPL28, RPL10L, EIF4G1, SERBP1, RPL26, LARP4, HUWE1, RPL10A, RPS14, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
translation	18	RPL35, RPL28, RPL10L, EIF4G1, RPL26, LARP4, RPL10A, RPL17, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
structural constituent of ribosome	17	RPL35, RPL28, RPL10L, RPL26L1, RPL26, RPL10A, RPL17, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
nucleus	16	GSTM3, TTK, RPL10L, EIF4G1, NFU1, SERBP1, HUWE1, RPL10A, RPL17, YBX3, RPL37A, RPL13, RPL18, RPL30, RPL5, RPS8
cytoplasmic translation	16	RPL35, RPL28, RPL26L1, RPL26, RPL10A, RPL17, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
cytosolic ribosome	15	RPL35, RPL28, RPL26, RPL10A, RPL17, RPS14, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5, RPS10, RPS11, RPS8
extracellular exosome	14	GSTM3, RPL28, RPL26L1, SERBP1, RPL26, HUWE1, RPL10A, RPS14, RPL37A, RPL14, RPL30, RPL5, RPS11, RPS8
cytosolic large ribosomal subunit	13	RPL35, RPL28, RPL10L, RPL26L1, RPL26, RPL10A, RPL17, RPL37A, RPL13, RPL14, RPL18, RPL30, RPL5
