Feature	Number of Genes	Genes
mitochondrion	41	NDUFS1, NDUFA7, NDUFC2, UQCRQ, MTCH2, NDUFA13, TMEM126B, DNLZ, NDUFB6, NDUFS8, NDUFV3, NDUFA12, NDUFS4, TOMM40, UQCRC2, PRELID1, MCU, TIMMDC1, NDUFV1, COX6B1, NDUFA9, NDUFAF4, NDUFB11, NDUFB1, NDUFV2, TTC19, UQCRFS1, NDUFB5, NDUFB9, NDUFB4, SFXN3, NDUFB8, NDUFA8, NDUFS2, AIFM1, COX7A2L, GFER, HTRA2, MIX23, PDHA1, UQCRC1
protein binding	36	DCTD, NDUFS1, NDUFA7, NDUFC2, MTCH2, NDUFA13, TMEM126B, NDUFB6, NDUFS8, NDUFV3, NDUFA12, NDUFS4, TOMM40, UQCRC2, PRELID1, MCU, TIMMDC1, NDUFV1, FGFR1OP2, NDUFA9, NDUFAF4, NDUFB11, NDUFV2, TTC19, UQCRFS1, NDUFB5, NDUFB9, SFXN3, NDUFA8, NDUFS2, AIFM1, GFER, HTRA2, PDHA1, STK38, UQCRC1
mitochondrial inner membrane	30	NDUFA7, NDUFC2, UQCRQ, NDUFA13, TMEM126B, NDUFB6, NDUFV3, NDUFA12, NDUFS4, TOMM40, UQCRC2, MCU, TIMMDC1, NDUFV1, COX6B1, NDUFAF4, NDUFB11, NDUFB1, NDUFV2, TTC19, UQCRFS1, ND4, NDUFB5, NDUFB9, NDUFB4, NDUFB8, NDUFA8, AIFM1, COX7A2L, UQCRC1
aerobic respiration	23	NDUFS1, NDUFA7, NDUFC2, NDUFA13, NDUFB6, NDUFS8, NDUFV3, NDUFA12, NDUFS4, UQCRC2, NDUFV1, NDUFA9, NDUFB11, NDUFB1, NDUFV2, ND4, NDUFB5, NDUFB9, NDUFB4, NDUFB8, NDUFA8, NDUFS2, UQCRC1
proton motive force-driven mitochondrial ATP synthesis	21	NDUFS1, NDUFA7, NDUFC2, NDUFA13, NDUFB6, NDUFS8, NDUFV3, NDUFA12, NDUFS4, NDUFV1, NDUFA9, NDUFB11, NDUFB1, NDUFV2, ND4, NDUFB5, NDUFB9, NDUFB4, NDUFB8, NDUFA8, NDUFS2
mitochondrial respiratory chain complex I	21	NDUFS1, NDUFA7, NDUFC2, NDUFA13, NDUFB6, NDUFS8, NDUFV3, NDUFA12, NDUFS4, NDUFV1, NDUFA9, NDUFB11, NDUFB1, NDUFV2, ND4, NDUFB5, NDUFB9, NDUFB4, NDUFB8, NDUFA8, NDUFS2
NADH dehydrogenase (ubiquinone) activity	19	NDUFS1, NDUFA7, NDUFC2, NDUFB6, NDUFS8, NDUFV3, NDUFA12, NDUFS4, NDUFV1, NDUFA9, NDUFB1, NDUFV2, ND4, NDUFB5, NDUFB9, NDUFB4, NDUFB8, NDUFA8, NDUFS2
mitochondrial respiratory chain complex I assembly	19	NDUFS1, NDUFC2, NDUFA13, TMEM126B, NDUFB6, NDUFS8, NDUFA12, NDUFS4, NDUFA9, NDUFAF4, NDUFB11, NDUFB1, ND4, NDUFB5, NDUFB9, NDUFB4, NDUFB8, NDUFA8, NDUFS2
mitochondrial electron transport, NADH to ubiquinone	18	NDUFS1, NDUFA7, NDUFC2, NDUFB6, NDUFS8, NDUFV3, NDUFS4, NDUFV1, NDUFA9, NDUFB1, NDUFV2, ND4, NDUFB5, NDUFB9, NDUFB4, NDUFB8, NDUFA8, NDUFS2
cytosol	10	DCTD, NDUFA12, TOMM40, NDUFV1, FGFR1OP2, NDUFAF4, AIFM1, GFER, HTRA2, STK38
nucleoplasm	9	NDUFA13, DNLZ, NDUFB6, UQCRC2, PRELID1, TIMMDC1, NDUFB5, NDUFB4, NDUFS2
metal ion binding	8	NDUFS1, NDUFS8, UQCRC2, NDUFV1, NDUFV2, UQCRFS1, NDUFS2, UQCRC1
mitochondrial intermembrane space	7	NDUFS1, PRELID1, NDUFA8, AIFM1, GFER, HTRA2, MIX23
cellular respiration	6	NDUFS1, UQCRQ, NDUFS4, UQCRC2, COX6B1, UQCRC1
mitochondrial matrix	6	NDUFS1, NDUFS8, NDUFA9, NDUFB8, NDUFS2, PDHA1
nucleus	6	MTCH2, NDUFA9, AIFM1, HTRA2, PDHA1, STK38
mitochondrial membrane	6	NDUFA13, NDUFB6, NDUFA9, NDUFAF4, SFXN3, HTRA2
NADH dehydrogenase activity	6	NDUFS8, NDUFA9, NDUFV2, ND4, NDUFS2, AIFM1
cytoplasm	5	DCTD, NDUFC2, NDUFA13, AIFM1, STK38
mitochondrial ATP synthesis coupled electron transport	5	NDUFB6, NDUFV3, NDUFA12, NDUFV1, NDUFS2
4 iron, 4 sulfur cluster binding	4	NDUFS1, NDUFS8, NDUFV1, NDUFS2
mitochondrial electron transport, ubiquinol to cytochrome c	4	UQCRQ, UQCRC2, UQCRFS1, UQCRC1
mitochondrial respiratory chain complex III	4	UQCRQ, UQCRC2, UQCRFS1, UQCRC1
response to oxidative stress	4	NDUFS8, NDUFA12, NDUFB4, NDUFS2
mitochondrial respiratory chain complex IV	4	UQCRC2, COX6B1, UQCRFS1, COX7A2L
proton transmembrane transport	4	COX6B1, UQCRFS1, COX7A2L, UQCRC1
identical protein binding	3	DCTD, FGFR1OP2, HTRA2
electron transfer activity	3	NDUFS1, NDUFV2, NDUFS2
2 iron, 2 sulfur cluster binding	3	NDUFS1, NDUFV2, UQCRFS1
 mitochondrial membrane potential	3	NDUFS1, NDUFC2, PRELID1
reactive oxygen species metabolic process	3	NDUFS1, NDUFA13, NDUFS4
 apoptotic process	3	MTCH2, AIFM1, HTRA2
membrane	3	MTCH2, TOMM40, HTRA2
mitochondrial respirasome	3	NDUFA13, COX7A2L, UQCRC1
negative regulation of apoptotic process	3	PRELID1, NDUFAF4, GFER
protein-containing complex binding	3	NDUFA9, NDUFA8, UQCRC1
zinc ion binding	2	DCTD, DNLZ
protein insertion into mitochondrial outer membrane	2	MTCH2, TOMM40
mitochondrial outer membrane	2	MTCH2, TOMM40
