Feature	Number of Genes	Genes
protein binding	4	CCDC8, FOXN3, MYBL2, SIN3B
nucleoplasm	3	CCDC8, MYBL2, SIN3B
nucleus	3	FOXN3, MYBL2, SIN3B
cytoplasm	2	CCDC8, SIN3B
DNA-binding transcription factor activity, RNA polymerase II-specific	2	FOXN3, MYBL2
 transcription by RNA polymerase II	2	FOXN3, MYBL2
chromatin	2	FOXN3, SIN3B
microtubule cytoskeleton organization	1	CCDC8
 mitotic nuclear division	1	CCDC8
centrosome	1	CCDC8
cytosol	1	CCDC8
plasma membrane	1	CCDC8
3M complex	1	CCDC8
cis-regulatory region sequence-specific DNA binding	1	FOXN3
DNA-binding transcription factor activity	1	FOXN3
 DNA-templated transcription	1	FOXN3
mitotic G2 DNA damage checkpoint signaling	1	FOXN3
negative regulation of DNA-templated transcription	1	FOXN3
craniofacial suture morphogenesis	1	FOXN3
RNA polymerase II cis-regulatory region sequence-specific DNA binding	1	MYBL2
DNA-binding transcription activator activity, RNA polymerase II-specific	1	MYBL2
sequence-specific double-stranded DNA binding	1	MYBL2
mitotic cell cycle	1	MYBL2
 neuron apoptotic process	1	MYBL2
mitotic spindle assembly	1	MYBL2
cellular response to leukemia inhibitory factor	1	MYBL2
Myb complex	1	MYBL2
chromatin binding	1	SIN3B
transcription corepressor activity	1	SIN3B
negative regulation of transcription by RNA polymerase II	1	SIN3B
negative regulation of cell migration	1	SIN3B
X chromosome	1	SIN3B
Y chromosome	1	SIN3B
XY body	1	SIN3B
Sin3 complex	1	SIN3B
autosome	1	SIN3B
