Feature	Number of Genes	Genes
nucleus	11	TBL1XR1, NCOR2, FOXJ2, GPS2, NCOR1, NRIP1, TBL1X, USP3, NCOA2, HDAC3, SLF2
nucleoplasm	11	TBL1XR1, NCOR2, FOXJ2, GPS2, NCOR1, NRIP1, TBL1X, USP3, NCOA2, HDAC3, SLF2
protein binding	10	TBL1XR1, NCOR2, FOXJ2, GPS2, NCOR1, NRIP1, TBL1X, NCOA2, HDAC3, SLF2
negative regulation of transcription by RNA polymerase II	8	TBL1XR1, NCOR2, GPS2, NCOR1, NRIP1, TBL1X, NCOA2, HDAC3
transcription corepressor activity	7	TBL1XR1, NCOR2, GPS2, NCOR1, NRIP1, TBL1X, HDAC3
 transcription by RNA polymerase II	7	TBL1XR1, FOXJ2, GPS2, NRIP1, TBL1X, NCOA2, HDAC3
chromatin	7	NCOR2, FOXJ2, NCOR1, NRIP1, USP3, NCOA2, SLF2
transcription repressor complex	6	TBL1XR1, NCOR2, GPS2, NCOR1, TBL1X, HDAC3
histone deacetylase complex	5	TBL1XR1, NCOR1, NRIP1, TBL1X, HDAC3
mitotic spindle	4	TBL1XR1, NCOR1, TBL1X, HDAC3
histone deacetylase binding	4	NCOR2, NCOR1, NRIP1, HDAC3
cytosol	4	GPS2, NCOR1, NRIP1, HDAC3
membrane	3	PPP1R21, NCOR2, NCOR1
transcription cis-regulatory region binding	3	TBL1XR1, NCOR1, TBL1X
histone binding	3	TBL1XR1, TBL1X, USP3
chromatin organization	3	TBL1XR1, NCOR1, HDAC3
histone deacetylation	3	TBL1XR1, TBL1X, HDAC3
 DNA-templated transcription	3	TBL1XR1, TBL1X, NCOA2
chromatin binding	3	NCOR2, NCOA2, HDAC3
negative regulation of DNA-templated transcription	3	NCOR2, NCOR1, HDAC3
RNA polymerase II cis-regulatory region sequence-specific DNA binding	3	FOXJ2, NRIP1, NCOA2
transcription coactivator activity	3	GPS2, NRIP1, NCOA2
negative regulation of JNK cascade	3	GPS2, NCOR1, HDAC3
nuclear receptor binding	3	NCOR1, NRIP1, NCOA2
circadian regulation of gene expression	3	NRIP1, NCOA2, HDAC3
cytoplasm	3	USP3, NCOA2, HDAC3
proteasome-mediated ubiquitin-dependent protein catabolic process	2	TBL1XR1, TBL1X
 canonical Wnt signaling pathway	2	TBL1XR1, TBL1X
nuclear glucocorticoid receptor binding	2	NCOR2, NRIP1
protein-containing complex binding	2	NCOR2, SLF2
nuclear retinoid X receptor binding	2	NCOR2, NRIP1
negative regulation of androgen receptor signaling pathway	2	NCOR2, NCOR1
negative regulation of miRNA transcription	2	NCOR2, NCOR1
nuclear body	2	NCOR2, NCOA2
fibrillar center	2	FOXJ2, NRIP1
cyclin binding	2	GPS2, HDAC3
DNA-templated transcription	2	GPS2, NRIP1
 lipid metabolic process	2	GPS2, NCOA2
transcription regulator complex	2	GPS2, NCOA2
locomotor rhythm	2	NCOR1, NCOA2
spindle assembly	2	NCOR1, HDAC3
early endosome	1	PPP1R21
beta-catenin binding	1	TBL1XR1
blastocyst hatching	1	TBL1XR1
response to dietary excess	1	TBL1XR1
lipid catabolic process	1	TBL1XR1
multicellular organism growth	1	TBL1XR1
white fat cell differentiation	1	TBL1XR1
fat pad development	1	TBL1XR1
 triglyceride metabolic process	1	TBL1XR1
DNA binding	1	NCOR2
Notch binding	1	NCOR2
lactation	1	NCOR2
response to organonitrogen compound	1	NCOR2
 cellular ketone metabolic process	1	NCOR2
cerebellum development	1	NCOR2
response to estradiol	1	NCOR2
estrous cycle	1	NCOR2
nuclear matrix	1	NCOR2
DNA-binding transcription factor activity, RNA polymerase II-specific	1	FOXJ2
DNA-binding transcription activator activity, RNA polymerase II-specific	1	FOXJ2
identical protein binding	1	FOXJ2
sequence-specific double-stranded DNA binding	1	FOXJ2
male meiosis I	1	FOXJ2
spermatogenesis	1	FOXJ2
negative regulation of angiogenesis	1	FOXJ2
cell differentiation	1	FOXJ2
negative regulation of blood vessel endothelial cell differentiation	1	FOXJ2
 vascular associated smooth muscle cell proliferation	1	FOXJ2
transcription coregulator activity	1	GPS2
GTPase inhibitor activity	1	GPS2
JNK cascade	1	GPS2
negative regulation of tumor necrosis factor-mediated signaling pathway	1	GPS2
 cholesterol efflux	1	GPS2
B cell differentiation	1	GPS2
negative regulation of toll-like receptor signaling pathway	1	GPS2
 peroxisome proliferator activated receptor signaling pathway	1	GPS2
 fat cell differentiation	1	GPS2
negative regulation of fat cell differentiation	1	GPS2
