Feature	Number of Genes	Genes
protein binding	159	DAZAP2, EXTL2, FLT4, TAP2, NMT2, EPG5, GADD45A, LPAR1, TADA2A, ZSCAN5A, RBM6, SMURF2, RCAN3, RNF34, TCERG1, NRBF2, EHMT2, HEXIM2, SPINDOC, THOC5, MYADM, CACTIN, BRD1, PHAF1, RBM15B, AFG2B, BAZ2A, RBM42, RAD52, CWC22, SOCS6, RBM26, SUGP1, NCBP3, PUDP, RBM8A, PSMB9, SNW1, NEUROG3, BRK1, C12orf57, FBXO38, ZNF843, TOR1B, DPCD, MNS1, TADA2B, ZNF446, NAMPT, CDYL, KIF22, KAT6A, TLCD4, MAST3, AK6, NFATC4, NUP43, VPS72, POMP, NSL1, ANXA9, MORF4L1, UBR2, FBXL4, LMNA, UFC1, TBC1D8, TCP11L2, POLDIP3, ATXN7L3, UBE4A, RFXAP, ILRUN, FHIP2A, WRN, SERPINB13, NDC80, SCAND1, TNIP1, SOHLH1, TLE5, CHD5, HAUS6, RALGAPB, USP22, IQUB, TAF5L, ZNF217, TCF12, CCDC32, PARN, N4BP2L2, OIP5, EXOSC7, PPIG, CHTOP, SF3B2, PNN, SETD2, BCLAF1, RSRC2, ZC3H18, SART1, SF3B4, ZC3H14, SRSF11, SRRM2, LUC7L3, GPATCH8, SRSF4, PRPF40A, SRSF6, WTAP, SFSWAP, SNRPA, CDK11B, BRD2, IK, RBM25, THRAP3, FNBP4, SF3B1, RBM17, PRPF4B, SON, DDX39A, HIKESHI, RCL1, CTC1, GTF2H4, ARMCX5, BORCS7, CRY2, CSTPP1, GNAQ, GNB5, IFT57, INTS5, LIMK1, LMTK2, MAGEA4, MAPK14, PLEKHN1, PPP1R16B, PRKAA1, SMC4, TAB1, TAB3, TSC22D3, BCAS2, CCDC12, CWC25, CWF19L2, PLRG1, PPIE, PRPF19, SNRPA1, SNRPB2, SYF2
nucleus	108	DAZAP2, GADD45A, TADA2A, ZSCAN5A, RSBN1L, RBM6, SMURF2, RCAN3, RNF34, TCERG1, EHMT2, HEXIM2, SPINDOC, THOC5, CACTIN, BRD1, ITPKC, RBM27, RBM15B, AFG2B, BAZ2A, RBM42, RAD52, CWC22, RBM26, NCBP3, RBM8A, SNW1, NEUROG3, FBXO38, DPCD, TADA2B, ZNF446, CDYL, KIF22, KAT6A, AK6, NFATC4, VPS72, TGIF2, POMP, UBR2, LMNA, POLDIP3, ATXN7L3, UBE4A, RFXAP, ILRUN, WRN, NDC80, SCAND1, SOHLH1, TLE5, CHD5, GCAT, TAF5L, ZNF217, TCF12, PARN, N4BP2L2, OIP5, EXOSC7, PPIG, CHTOP, SF3B2, SETD2, BCLAF1, SART1, SF3B4, ZC3H14, BMP2K, SRSF11, SRRM2, LUC7L3, GPATCH8, SRSF4, WTAP, CDK11A, SFSWAP, SNRPA, CDK11B, BRD2, IK, THRAP3, SF3B1, PRPF4B, DDX39A, HIKESHI, CTC1, GTF2H4, CRY2, GNB5, INTS5, LIMK1, MAGEA4, MAPK14, PPP1R16B, PRKAA1, SMC4, TSC22D3, BCAS2, CWC25, PLRG1, PPIE, PRPF19, SNRPA1, SNRPB2, SYF2
nucleoplasm	86	EXTL2, FLT4, GADD45A, SMURF2, ASXL2, RNF34, TCERG1, NRBF2, EHMT2, HEXIM2, THOC5, CACTIN, RBM15B, RBM42, RAD52, CWC22, SUGP1, RBM8A, PSMB9, SNW1, CDK5RAP1, POLR3B, TADA2B, KAT6A, AK6, NUP43, VPS72, TGIF2, MORF4L1, LMNA, POLDIP3, WRN, SERPINB13, NDC80, TNIP1, CHD5, GCAT, USP22, USP43, ZNF217, TCF12, OIP5, EXOSC7, PPIG, CHTOP, SF3B2, PNN, SETD2, BCLAF1, SART1, SF3B4, SRSF11, SRRM2, LUC7L3, SRSF4, PRPF40A, SRSF6, WTAP, SNRPA, BRD2, IK, RBM25, THRAP3, FNBP4, SF3B1, RBM17, PRPF4B, DDX39A, HIKESHI, RCL1, CTC1, GTF2H4, INTS5, MAPK14, PRKAA1, SMC4, BCAS2, CCDC12, CWC25, CWF19L2, PLRG1, PPIE, PRPF19, SNRPA1, SNRPB2, SYF2
nuclear speck	85	DAZAP2, TAP2, GADD45A, SMURF2, RNF34, TCERG1, EHMT2, HEXIM2, CACTIN, BRD1, ITPKC, RBM27, RBM15B, BAZ2A, CWC22, NCBP3, RBM8A, SNW1, C12orf57, NAMPT, CDYL, KIF22, KAT6A, AK6, NFATC4, NUP43, VPS72, POMP, NSL1, MORF4L1, FBXL4, LMNA, POLDIP3, RFXAP, ILRUN, WRN, SERPINB13, CHD5, GCAT, TAF5L, ZNF217, TCF12, PARN, OIP5, PPIG, CHTOP, SF3B2, PNN, BCLAF1, ZC3H18, SART1, ZC3H14, BMP2K, SRSF11, SRRM2, LUC7L3, SRSF4, PRPF40A, SRSF6, WTAP, BRD2, IK, RBM25, THRAP3, SF3B1, PRPF4B, SON, DDX39A, HIKESHI, GTF2H4, CRY2, LIMK1, MAPK14, PPP1R16B, PRKAA1, SMC4, TAB1, BCAS2, CWC25, PLRG1, PPIE, PRPF19, SNRPA1, SNRPB2, SYF2
cytoplasm	61	DAZAP2, NMT2, EPG5, GADD45A, GAB3, SMURF2, RCAN3, RNF34, NRBF2, HEXIM2, THOC5, CACTIN, ITPKC, RBM27, AFG2B, RBM42, SOCS6, NCBP3, RBM8A, NEUROG3, C12orf57, FBXO38, CDYL, MAST3, AK6, POMP, ANXA9, UBR2, POLDIP3, UBE4A, ILRUN, WRN, SERPINB13, SOHLH1, TCF12, PARN, PPIG, UNK, SETD2, BCLAF1, SART1, ZC3H14, BMP2K, WTAP, CDK11A, CDK11B, BRD2, IK, RBM25, DDX39A, CRY2, CSTPP1, GNAQ, GNB5, INTS5, LIMK1, MAPK14, PPP1R16B, PRKAA1, PPIE, PRPF19
cytosol	57	EXTL2, FLT4, NMT2, SMURF2, RCAN3, RNF34, HEXIM2, CACTIN, ITPKC, BAZ2A, CWC22, SOCS6, PUDP, RBM8A, PSMB9, BPNT1, BRK1, CDK5RAP1, FBXO38, POLR3B, NAMPT, KIF22, KAT6A, NFATC4, NUP43, POMP, NSL1, ANXA9, UBR2, FBXL4, LMNA, POLDIP3, ILRUN, SERPINB13, NDC80, TNIP1, CHD5, HAUS6, PARN, EXOSC7, PPIG, SART1, HIKESHI, CTC1, ALMS1, CRY2, GNB5, INTS5, LIMK1, LMTK2, MAPK14, PRKAA1, SMC4, TAB1, TAB3, TSC22D3, PPIE
RNA binding	48	RBM6, RCAN3, TCERG1, CACTIN, RBM27, RBM15B, BAZ2A, RBM42, CWC22, RBM26, SUGP1, NCBP3, RBM8A, SNW1, POLDIP3, PARN, EXOSC7, PPIG, CHTOP, SF3B2, PNN, UNK, BCLAF1, RSRC2, ZC3H18, SART1, SF3B4, ZC3H14, SRSF11, SRRM2, LUC7L3, GPATCH8, SRSF4, PRPF40A, SRSF6, SFSWAP, SNRPA, CDK11B, RBM25, THRAP3, SF3B1, RBM17, PRPF4B, SON, DDX39A, PPIE, SNRPA1, SYF2
mRNA splicing, via spliceosome	28	RBM6, CACTIN, RBM42, CWC22, RBM8A, SNW1, SF3B2, PNN, SART1, SF3B4, SRRM2, SRSF4, PRPF40A, SRSF6, SNRPA, IK, SF3B1, PRPF4B, DDX39A, BCAS2, CWC25, CWF19L2, PLRG1, PPIE, PRPF19, SNRPA1, SNRPB2, SYF2
metal ion binding	27	TAP2, ZSCAN5A, RSBN1L, ASXL2, RNF34, BRD1, RBM27, BAZ2A, RBM26, PUDP, BPNT1, CDK5RAP1, ZNF843, POLR3B, ZNF446, CHD5, ZNF217, PARN, OIP5, UNK, SETD2, ZC3H18, ZC3H14, GPATCH8, GNAQ, LIMK1, PRKAA1
 transcription by RNA polymerase II	25	TADA2A, ZSCAN5A, ASXL2, TCERG1, BRD1, SNW1, NEUROG3, TADA2B, ZNF446, NAMPT, NFATC4, ATXN7L3, RFXAP, TNIP1, SOHLH1, CHD5, USP22, TAF5L, TCF12, BCLAF1, BRD2, THRAP3, SF3B1, MAPK14, TSC22D3
