Feature	Number of Genes	Genes
protein binding	9	LAPTM4A, BIRC2, CLTA, CLTC, LDAF1, MB21D2, TOLLIP, TOM1, ZNF114
cytosol	5	BIRC2, CLTA, CLTC, TOLLIP, TOM1
extracellular exosome	4	CLTC, TOLLIP, TOM1, ZNF114
ubiquitin binding	3	BIRC2, TOLLIP, TOM1
protein-containing complex binding	3	BIRC2, CLTA, MB21D2
cytoplasm	3	BIRC2, TOLLIP, TOM1
plasma membrane	3	CLTA, CLTC, TOM1
membrane	3	CLTA, CLTC, TOM1
identical protein binding	2	BIRC2, ZNF114
 DNA-templated transcription	2	BIRC2, ZNF114
nucleus	2	BIRC2, ZNF114
molecular_function	2	CLTA, ZNF114
structural molecule activity	2	CLTA, CLTC
clathrin heavy chain binding	2	CLTA, TOM1
intracellular protein transport	2	CLTA, CLTC
clathrin coat assembly	2	CLTA, CLTC
cell division	2	CLTA, CLTC
clathrin-dependent endocytosis	2	CLTA, CLTC
spindle	2	CLTA, CLTC
clathrin coat	2	CLTA, CLTC
clathrin coat of trans-Golgi network vesicle	2	CLTA, CLTC
clathrin coat of coated pit	2	CLTA, CLTC
trans-Golgi network membrane	2	CLTA, CLTC
endolysosome membrane	2	CLTA, CLTC
clathrin-coated endocytic vesicle	2	CLTA, CLTC
clathrin complex	2	CLTA, CLTC
autophagy	2	CLTC, TOLLIP
endosome	2	CLTC, TOM1
protein-containing complex	2	CLTC, TOLLIP
signal transduction	2	TOLLIP, TOM1
early endosome	2	TOLLIP, TOM1
lysosomal membrane	1	LAPTM4A
Golgi apparatus	1	LAPTM4A
late endosome membrane	1	LAPTM4A
transcription coactivator activity	1	BIRC2
ubiquitin-protein transferase activity	1	BIRC2
zinc ion binding	1	BIRC2
transferase activity	1	BIRC2
cysteine-type endopeptidase inhibitor activity involved in apoptotic process	1	BIRC2
protein-folding chaperone binding	1	BIRC2
ubiquitin protein ligase activity	1	BIRC2
FBXO family protein binding	1	BIRC2
protein polyubiquitination	1	BIRC2
response to hypoxia	1	BIRC2
placenta development	1	BIRC2
apoptotic process	1	BIRC2
cell surface receptor signaling pathway	1	BIRC2
I-kappaB kinase/NF-kappaB signaling	1	BIRC2
 protein ubiquitination	1	BIRC2
tumor necrosis factor-mediated signaling pathway	1	BIRC2
 toll-like receptor signaling pathway	1	BIRC2
NIK/NF-kappaB signaling	1	BIRC2
 RIG-I signaling pathway	1	BIRC2
 cell population proliferation	1	BIRC2
 apoptotic process	1	BIRC2
negative regulation of apoptotic process	1	BIRC2
 I-kappaB kinase/NF-kappaB signaling	1	BIRC2
proteasome-mediated ubiquitin-dependent protein catabolic process	1	BIRC2
 innate immune response	1	BIRC2
response to ethanol	1	BIRC2
 cell differentiation	1	BIRC2
 inflammatory response	1	BIRC2
response to cAMP	1	BIRC2
 cell cycle	1	BIRC2
 necroptotic process	1	BIRC2
negative regulation of necroptotic process	1	BIRC2
necroptotic process	1	BIRC2
 nucleotide-binding oligomerization domain containing signaling pathway	1	BIRC2
 NIK/NF-kappaB signaling	1	BIRC2
negative regulation of ripoptosome assembly involved in necroptotic process	1	BIRC2
 protein K63-linked ubiquitination	1	BIRC2
