Feature	Number of Genes	Genes
protein binding	66	DCP2, RFC3, GJA1, INHA, QRSL1, SLC7A11, MAPK8IP3, RUSF1, MGAT4B, VAMP7, FLOT1, VPS36, CCDC93, FAM86B2, OSBPL8, EXOSC4, PATL1, SMG5, MEMO1, FBXO46, UBA5, PHLDB1, PHKG2, BLOC1S5, EIF4E, FYCO1, EIF4ENIF1, COMMD4, REPS1, STX1A, RNF13, ABHD17A, GFPT2, LSM1, TCEANC2, STK3, AKAP7, VAMP8, FOXK2, LSM14A, HDHD2, GABPB1, MED26, STX3, NEU3, FOXK1, LRP1B, AP1M2, POLE2, CDK9, BRAF, ITPR3, DLG1, EEF2KMT, MPO, GPHN, PRPS1, PRPS2, DCP1A, DCP1B, DDX6, EDC3, EDC4, KCNQ5, KCTD8, RCOR2
cytosol	37	DCP2, VPS36, OSBPL8, EXOSC4, PATL1, SMG5, MEMO1, UBA5, PHLDB1, PHKG2, TDRP, CLEC16A, DGKA, EIF4E, EIF4ENIF1, COMMD4, REPS1, STX1A, RNF13, GFPT2, LSM1, STK3, AKAP7, VAMP8, LSM14A, AP1M2, BRAF, DLG1, EEF2KMT, GPHN, PRPS1, PRPS2, DCP1A, DCP1B, DDX6, EDC3, EDC4
cytoplasm	33	DCP2, ZNF638, GJA1, INHA, MAPK8IP3, VAMP7, EXOSC4, SMG5, UBA5, TDRP, EIF4E, EIF4ENIF1, COMMD4, REPS1, RNF13, LSM1, STK3, VAMP8, LSM14A, SSBP2, NEU3, FOXK1, PLEK2, ITPR3, DLG1, EEF2KMT, GPHN, PRPS1, PRPS1L1, PRPS2, DCP1A, DDX6, EDC4
nucleus	30	ZNF638, RFC3, VPS36, EXOSC4, GNL1, SMG5, MEMO1, UBA5, TDRP, EIF4E, EIF4ENIF1, COMMD4, LSM1, TCEANC2, STK3, AKAP7, FOXK2, GABPB1, MED26, STX3, SSBP2, FOXK1, CDK9, BRAF, DLG1, MPO, DCP1A, DCP1B, DDX6, EDC4
membrane	25	SLC7A11, TMEM181, RUSF1, TMEM68, ELFN2, TMEM39B, VAMP7, FLOT1, MAN1B1, OSBPL8, DGKA, FYCO1, EIF4ENIF1, ABHD17A, ADCY7, VAMP8, NEU3, GPR180, CDK9, ITPR3, DCP1A, DCP1B, DDX6, EDC3, EDC4
intracellular membrane-bounded organelle	21	ZNF638, GJA1, VAMP7, CCDC93, OSBPL8, EXOSC4, UBA5, PHLDB1, TDRP, FYCO1, EIF4ENIF1, COMMD4, REPS1, RNF13, ABHD17A, FOXK2, AP1M2, POLE2, BRAF, MPO, DCP1B
plasma membrane	21	GJA1, SLC7A11, VAMP7, FLOT1, PHLDB1, DGKA, COMMD4, REPS1, STX1A, ABHD17A, ADCY7, VAMP8, STX3, NEU3, LRP1B, PLEK2, BRAF, ITPR3, DLG1, GPHN, KCNQ5
nucleoplasm	17	DCP2, ZNF638, RFC3, GJA1, EXOSC4, REPS1, RNF13, FOXK2, GABPB1, MED26, FOXK1, POLE2, RPRD2, CDK9, ITPR3, MPO, EDC4
ATP binding	13	QRSL1, UBA5, PHKG2, DGKA, ADCY7, STK3, CDK9, BRAF, GPHN, PRPS1, PRPS1L1, PRPS2, DDX6
P-body	11	DCP2, PATL1, EIF4E, EIF4ENIF1, LSM1, LSM14A, DCP1A, DCP1B, DDX6, EDC3, EDC4
cytoplasmic ribonucleoprotein granule	10	DCP2, PATL1, EIF4E, LSM14A, GABPB1, CDK9, DCP1A, DDX6, EDC3, EDC4
endoplasmic reticulum membrane	9	GJA1, TMEM39B, VAMP7, MAN1B1, OSBPL8, UBA5, RNF13, ITPR3, DLG1
metal ion binding	9	GALNT16, MGAT4B, FYCO1, RNF13, ADCY7, GALNT9, HDHD2, MPO, GPHN
extracellular exosome	9	VAMP7, FLOT1, VPS36, EIF4E, VAMP8, HDHD2, STX3, DLG1, MPO
