Feature	Number of Genes	Genes
protein binding	74	BRK1, C12orf57, FBXO38, ZNF843, TOR1B, DPCD, MNS1, TADA2B, ZNF446, NAMPT, CDYL, KIF22, KAT6A, TLCD4, MAST3, AK6, NFATC4, NUP43, VPS72, POMP, NSL1, ANXA9, MORF4L1, UBR2, FBXL4, LMNA, UFC1, TBC1D8, TCP11L2, POLDIP3, ATXN7L3, UBE4A, RFXAP, ILRUN, FHIP2A, WRN, SERPINB13, NDC80, SCAND1, TNIP1, SOHLH1, TLE5, CHD5, HAUS6, RALGAPB, USP22, IQUB, TAF5L, ZNF217, TCF12, CCDC32, PARN, N4BP2L2, OIP5, EXOSC7, ARMCX5, BORCS7, CRY2, CSTPP1, GNAQ, GNB5, IFT57, INTS5, LIMK1, LMTK2, MAGEA4, MAPK14, PLEKHN1, PPP1R16B, PRKAA1, SMC4, TAB1, TAB3, TSC22D3
nucleus	43	FBXO38, DPCD, TADA2B, ZNF446, CDYL, KIF22, KAT6A, AK6, NFATC4, VPS72, TGIF2, POMP, UBR2, LMNA, POLDIP3, ATXN7L3, UBE4A, RFXAP, ILRUN, WRN, NDC80, SCAND1, SOHLH1, TLE5, CHD5, GCAT, TAF5L, ZNF217, TCF12, PARN, N4BP2L2, OIP5, EXOSC7, CRY2, GNB5, INTS5, LIMK1, MAGEA4, MAPK14, PPP1R16B, PRKAA1, SMC4, TSC22D3
cytosol	36	BRK1, CDK5RAP1, FBXO38, POLR3B, NAMPT, KIF22, KAT6A, NFATC4, NUP43, POMP, NSL1, ANXA9, UBR2, FBXL4, LMNA, POLDIP3, ILRUN, SERPINB13, NDC80, TNIP1, CHD5, HAUS6, PARN, EXOSC7, ALMS1, CRY2, GNB5, INTS5, LIMK1, LMTK2, MAPK14, PRKAA1, SMC4, TAB1, TAB3, TSC22D3
nuclear speck	33	C12orf57, NAMPT, CDYL, KIF22, KAT6A, AK6, NFATC4, NUP43, VPS72, POMP, NSL1, MORF4L1, FBXL4, LMNA, POLDIP3, RFXAP, ILRUN, WRN, SERPINB13, CHD5, GCAT, TAF5L, ZNF217, TCF12, PARN, OIP5, CRY2, LIMK1, MAPK14, PPP1R16B, PRKAA1, SMC4, TAB1
nucleoplasm	27	CDK5RAP1, POLR3B, TADA2B, KAT6A, AK6, NUP43, VPS72, TGIF2, MORF4L1, LMNA, POLDIP3, WRN, SERPINB13, NDC80, TNIP1, CHD5, GCAT, USP22, USP43, ZNF217, TCF12, OIP5, EXOSC7, INTS5, MAPK14, PRKAA1, SMC4
cytoplasm	25	C12orf57, FBXO38, CDYL, MAST3, AK6, POMP, ANXA9, UBR2, POLDIP3, UBE4A, ILRUN, WRN, SERPINB13, SOHLH1, TCF12, PARN, CRY2, CSTPP1, GNAQ, GNB5, INTS5, LIMK1, MAPK14, PPP1R16B, PRKAA1
 transcription by RNA polymerase II	14	TADA2B, ZNF446, NAMPT, NFATC4, ATXN7L3, RFXAP, TNIP1, SOHLH1, CHD5, USP22, TAF5L, TCF12, MAPK14, TSC22D3
metal ion binding	11	CDK5RAP1, ZNF843, POLR3B, ZNF446, CHD5, ZNF217, PARN, OIP5, GNAQ, LIMK1, PRKAA1
ATP binding	11	TOR1B, KIF22, MAST3, AK6, WRN, CHD5, LIMK1, LMTK2, MAPK14, PRKAA1, SMC4
 DNA-templated transcription	11	TADA2B, KAT6A, VPS72, TGIF2, MORF4L1, ATXN7L3, SCAND1, USP22, TAF5L, ZNF217, PRKAA1
