Feature	Number of Genes	Genes
protein binding	22	USO1, CD99, AGFG1, AKR1A1, BROX, CCDC25, CWF19L1, FAM114A1, GGA1, GORASP2, NUCB2, OSBP, OSBPL11, OSBPL9, PDCD6IP, PPP5C, QNG1, RAB1B, RFK, SNX5, TPK1, UBQLN1
cytosol	17	USO1, AGFG1, AKR1A1, CRYZ, FAM114A1, GGA1, NUCB2, OSBP, OSBPL11, OSBPL9, PDCD6IP, PPP5C, RAB1B, RFK, SNX5, TPK1, UBQLN1
Golgi apparatus	9	USO1, FAM114A1, GGA1, GORASP2, NUCB2, OSBP, OSBPL11, OSBPL9, RAB1B
membrane	7	USO1, GGA1, GORASP2, OSBP, OSBPL11, OSBPL9, PDCD6IP
intracellular membrane-bounded organelle	7	AGFG1, GGA1, OSBP, OSBPL11, OSBPL9, PPP5C, SNX5
extracellular exosome	7	AKR1A1, BROX, CRYZ, NUCB2, PDCD6IP, RAB1B, RNPEP
plasma membrane	6	CD99, CCDC25, NUCB2, PPP5C, RNPEP, UBQLN1
nucleoplasm	6	FAM114A1, GGA1, OSBP, OSBPL11, PPP5C, UBQLN1
perinuclear region of cytoplasm	5	USO1, OSBP, RAB1B, SNX5, UBQLN1
cytoplasm	5	CD99, AGFG1, OSBP, RFK, UBQLN1
intracellular protein transport	4	USO1, GGA1, RAB1B, SNX5
Golgi membrane	4	USO1, GORASP2, OSBP, RAB1B
identical protein binding	4	CRYZ, PPP5C, TPK1, UBQLN1
RNA binding	3	USO1, AGFG1, PPP5C
endoplasmic reticulum	3	USO1, NUCB2, UBQLN1
DNA binding	3	AGFG1, CCDC25, NUCB2
metal ion binding	3	AGFG1, PPP5C, RFK
extracellular space	3	AKR1A1, NUCB2, RNPEP
molecular_function	3	CWF19L1, GGA1, QNG1
protein-containing complex	3	GGA1, PPP5C, UBQLN1
endoplasmic reticulum membrane	3	GORASP2, OSBP, RAB1B
sterol transporter activity	3	OSBP, OSBPL11, OSBPL9
sterol binding	3	OSBP, OSBPL11, OSBPL9
sterol transport	3	OSBP, OSBPL11, OSBPL9
ATP binding	3	PPP5C, RFK, TPK1
cadherin binding	2	USO1, SNX5
endoplasmic reticulum to Golgi vesicle-mediated transport	2	USO1, RAB1B
small GTPase mediated signal transduction	2	USO1, NUCB2
microtubule organizing center	2	USO1, PDCD6IP
transport vesicle	2	USO1, RAB1B
focal adhesion	2	CD99, PDCD6IP
cytoplasmic vesicle	2	AGFG1, UBQLN1
nuclear envelope	2	BROX, NUCB2
endomembrane system	2	CCDC25, RAB1B
zinc ion binding	2	CRYZ, RNPEP
biological_process	2	CWF19L1, QNG1
cellular_component	2	CWF19L1, QNG1
phosphatidylinositol binding	2	GGA1, SNX5
retrograde transport, endosome to Golgi	2	GGA1, SNX5
trans-Golgi network	2	GGA1, OSBP
Golgi organization	2	GORASP2, RAB1B
response to endoplasmic reticulum stress	2	GORASP2, UBQLN1
phosphatidylinositol-4-phosphate binding	2	OSBP, SNX5
bile acid biosynthetic process	2	OSBP, OSBPL9
late endosome membrane	2	OSBPL11, OSBPL9
apoptotic process	2	PDCD6IP, RFK
endosome	2	PDCD6IP, SNX5
autophagosome assembly	2	RAB1B, UBQLN1
phosphorylation	2	RFK, TPK1
 macroautophagy	2	SNX5, UBQLN1
secretory granule localization	1	USO1
transcytosis	1	USO1
Golgi vesicle docking	1	USO1
vesicle fusion with Golgi apparatus	1	USO1
membrane fusion	1	USO1
 cellular response to insulin stimulus	1	USO1
fibrillar center	1	USO1
Golgi stack	1	USO1
ER to Golgi transport vesicle membrane	1	USO1
homotypic cell-cell adhesion	1	CD99
T cell extravasation	1	CD99
 neutrophil extravasation	1	CD99
GTPase activator activity	1	AGFG1
acrosome assembly	1	AGFG1
mRNA export from nucleus	1	AGFG1
spermatid nucleus differentiation	1	AGFG1
intermediate filament organization	1	AGFG1
nuclear pore	1	AGFG1
alditol:NADP+ 1-oxidoreductase activity	1	AKR1A1
aldo-keto reductase (NADP) activity	1	AKR1A1
NAD-retinol dehydrogenase activity	1	AKR1A1
oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor	1	AKR1A1
allyl-alcohol dehydrogenase activity	1	AKR1A1
L-glucuronate reductase activity	1	AKR1A1
glucuronolactone reductase activity	1	AKR1A1
glycerol dehydrogenase [NADP+] activity	1	AKR1A1
methylglyoxal reductase (NADPH-dependent, acetol producing)	1	AKR1A1
lipid metabolic process	1	AKR1A1
glucuronate catabolic process to xylulose 5-phosphate	1	AKR1A1
L-ascorbic acid biosynthetic process	1	AKR1A1
D-glucuronate catabolic process	1	AKR1A1
daunorubicin metabolic process	1	AKR1A1
doxorubicin metabolic process	1	AKR1A1
aldehyde catabolic process	1	AKR1A1
cellular detoxification of aldehyde	1	AKR1A1
glutathione derivative biosynthetic process	1	AKR1A1
apical plasma membrane	1	AKR1A1
synapse	1	AKR1A1
mitotic nuclear membrane reassembly	1	BROX
nuclear membrane	1	BROX
 cell motility	1	CCDC25
mRNA 3'-UTR binding	1	CRYZ
NADPH:quinone reductase activity	1	CRYZ
NADPH binding	1	CRYZ
NADH binding	1	CRYZ
visual perception	1	CRYZ
xenobiotic catabolic process	1	CRYZ
protein homotetramerization	1	CRYZ
RNA lariat debranching enzyme activator activity	1	CWF19L1
mRNA splicing, via spliceosome	1	CWF19L1
post-mRNA release spliceosomal complex	1	CWF19L1
small GTPase binding	1	GGA1
ubiquitin binding	1	GGA1
Golgi to plasma membrane transport	1	GGA1
protein localization	1	GGA1
protein catabolic process	1	GGA1
protein localization to cell surface	1	GGA1
