Feature	Number of Genes	Genes
protein binding	55	SHMT1, TRAPPC4, CKS2, CKS1B, CIAO3, CCNB1, SKP1, EEF1E1, CCNB2, PPP6R3, RRM2B, TLN1, NME2, NME1, RNH1, TARS3, BUB1, PPP6R1, KANK4, NME3, NUBP1, TRAPPC14, TRAPPC3, TRAPPC6B, FBXO5, BORA, CCNA2, CDC26, PHF8, FZR1, CUEDC2, CDC27, ANAPC10, CDKN1C, PHF23, CDKN1A, CDK2, CCND1, CCNA1, L3MBTL1, CCNE1, MAD2L1BP, CDK1, NUBP2, RRM2, CDC20, CDKN3, CDK3, EPRS1, PPP6R2, USP10, QARS1, BUB1B, SDCBP, LARS1
cytosol	49	SHMT1, TRAPPC4, CCNB1, SKP1, EEF1E1, CCNB2, PPP6R3, ANAPC1, RRM2B, TLN1, NME2, NME1, RNH1, ANAPC7, BUB1, PPP6R1, KANK4, NME3, NUBP1, TRAPPC3, TRAPPC6B, FBXO5, BORA, CCNA2, CDC26, FZR1, CUEDC2, CDC27, ANAPC10, CDKN1A, ANAPC5, CDK2, CCND1, CCNA1, CCNE1, CDK1, NUBP2, RRM2, CDC20, CDKN3, ADSL, EPRS1, PPP6R2, USP10, QARS1, BUB1B, SDCBP, LARS1, MARS1
nucleus	37	SHMT1, CCNB1, SKP1, EEF1E1, CCNB2, PPP6R3, NME2, NME1, ANAPC7, TARS3, PPP6R1, NUBP1, FBXO5, BORA, CCNA2, PHF8, FZR1, CDC27, CDKN1C, PHF23, CDKN1A, ANAPC5, CDK2, CCND1, CCNA1, L3MBTL1, CCNE1, MAD2L1BP, RTKN2, CDK1, NUBP2, RRM2, CDKN3, CDK3, PPP6R2, USP10, SDCBP
cytoplasm	33	SHMT1, TRAPPC4, CCNB1, SKP1, EEF1E1, CCNB2, NME2, NME1, TARS3, KANK4, TRAPPC3, TRAPPC6B, FBXO5, BORA, CCNA2, CDC27, CDKN1C, PHF23, CDK2, CCND1, CCNA1, CCNE1, MAD2L1BP, RTKN2, CDK1, CDK3, EPRS1, USP10, QARS1, BUB1B, SDCBP, LARS1, MARS1
nucleoplasm	32	SHMT1, CKS1B, CCNB1, SKP1, EEF1E1, PPP6R3, ANAPC1, RRM2B, RNH1, ANAPC7, BUB1, FBXO5, CCNA2, CDC26, PHF8, FZR1, CUEDC2, CDC27, ANAPC10, PHF23, CDKN1A, ANAPC5, CDK2, CCND1, CCNA1, L3MBTL1, CCNE1, MAD2L1BP, CDK1, CDC20, USP10, SDCBP
cell division	23	CKS2, CKS1B, CCNB1, CCNB2, ANAPC1, ANAPC7, BUB1, FBXO5, BORA, CCNA2, CDC26, FZR1, CDC27, ANAPC10, ANAPC5, CDK2, CCND1, CCNA1, CCNE1, CDK1, CDC20, CDK3, BUB1B
ATP binding	15	NME2, NME1, TARS3, BUB1, NME3, NUBP1, CDK2, CDK1, NUBP2, CDK3, EPRS1, QARS1, BUB1B, LARS1, MARS1
 mitotic cell cycle	13	CKS2, CKS1B, CCNB1, ANAPC1, ANAPC7, FBXO5, CDC26, FZR1, CDC27, ANAPC10, ANAPC5, CDC20, SDCBP
protein kinase binding	10	CKS2, CKS1B, CCNB1, FBXO5, BORA, CCNA2, CDKN1A, CCND1, CCNE1, QARS1
extracellular exosome	9	SHMT1, TLN1, NME2, NME1, RNH1, CDK1, CTSA, SDCBP, MARS1
