Feature	Number of Genes	Genes
protein binding	33	SHMT1, CKS2, CKS1B, RRM2B, RNH1, BUB1, NME3, TRAPPC14, FBXO5, BORA, CCNA2, CDC26, PHF8, FZR1, CUEDC2, CDC27, ANAPC10, CDKN1C, PHF23, CDKN1A, CDK2, CCND1, CCNA1, L3MBTL1, CCNE1, MAD2L1BP, CDK1, NUBP2, RRM2, CDC20, CDKN3, BUB1B, SDCBP
cytosol	28	SHMT1, ANAPC1, RRM2B, RNH1, ANAPC7, BUB1, NME3, FBXO5, BORA, CCNA2, CDC26, FZR1, CUEDC2, CDC27, ANAPC10, CDKN1A, ANAPC5, CDK2, CCND1, CCNA1, CCNE1, CDK1, NUBP2, RRM2, CDC20, CDKN3, BUB1B, SDCBP
nucleoplasm	27	SHMT1, CKS1B, ANAPC1, RRM2B, RNH1, ANAPC7, BUB1, FBXO5, CCNA2, CDC26, PHF8, FZR1, CUEDC2, CDC27, ANAPC10, PHF23, CDKN1A, ANAPC5, CDK2, CCND1, CCNA1, L3MBTL1, CCNE1, MAD2L1BP, CDK1, CDC20, SDCBP
nucleus	24	SHMT1, ANAPC7, FBXO5, BORA, CCNA2, PHF8, FZR1, CDC27, CDKN1C, PHF23, CDKN1A, ANAPC5, CDK2, CCND1, CCNA1, L3MBTL1, CCNE1, MAD2L1BP, RTKN2, CDK1, NUBP2, RRM2, CDKN3, SDCBP
cell division	20	CKS2, CKS1B, ANAPC1, ANAPC7, BUB1, FBXO5, BORA, CCNA2, CDC26, FZR1, CDC27, ANAPC10, ANAPC5, CDK2, CCND1, CCNA1, CCNE1, CDK1, CDC20, BUB1B
cytoplasm	16	SHMT1, FBXO5, BORA, CCNA2, CDC27, CDKN1C, PHF23, CDK2, CCND1, CCNA1, CCNE1, MAD2L1BP, RTKN2, CDK1, BUB1B, SDCBP
 mitotic cell cycle	12	CKS2, CKS1B, ANAPC1, ANAPC7, FBXO5, CDC26, FZR1, CDC27, ANAPC10, ANAPC5, CDC20, SDCBP
anaphase-promoting complex	9	ANAPC1, ANAPC7, CDC26, FZR1, CDC27, ANAPC10, ANAPC5, CDC20, BUB1B
protein kinase binding	8	CKS2, CKS1B, FBXO5, BORA, CCNA2, CDKN1A, CCND1, CCNE1
anaphase-promoting complex-dependent catabolic process	8	ANAPC1, ANAPC7, CDC26, FZR1, CDC27, ANAPC10, ANAPC5, CDC20
 meiotic cell cycle	8	ANAPC1, ANAPC7, CDC26, FZR1, CDC27, ANAPC10, ANAPC5, CDC20
cyclin-dependent protein kinase holoenzyme complex	7	CKS2, CKS1B, CCNA2, CDKN1A, CDK2, CCND1, CDK1
protein K11-linked ubiquitination	7	ANAPC1, ANAPC7, CDC26, FZR1, CDC27, ANAPC10, ANAPC5
spindle	7	ANAPC7, FBXO5, CDC27, ANAPC5, MAD2L1BP, CDC20, BUB1B
 cell population proliferation	7	TRAPPC14, FBXO5, FZR1, CDK2, RTKN2, CDC20, SDCBP
metal ion binding	6	RRM2B, NME3, FBXO5, PHF23, CDKN1A, NUBP2
 G2/M transition of mitotic cell cycle	6	RRM2B, FBXO5, CDKN1A, CDK2, CCND1, CDK1
cell cycle	6	ANAPC7, BORA, CDC26, ANAPC10, CDKN1C, ANAPC5
ATP binding	6	BUB1, NME3, CDK2, CDK1, NUBP2, BUB1B
 cyclin-dependent protein serine/threonine kinase activity	6	CCNA2, CDKN1A, CCND1, CCNA1, CCNE1, CDKN3
G1/S transition of mitotic cell cycle	6	PHF8, CDKN1A, CDK2, CCND1, CCNE1, CDKN3
nuclear membrane	6	PHF8, FZR1, CUEDC2, CCND1, MAD2L1BP, SDCBP
extracellular exosome	5	SHMT1, RNH1, CDK1, CTSA, SDCBP
mitotic cell cycle phase transition	5	CKS2, CKS1B, CCNA2, CCND1, CCNA1
 DNA-templated transcription	5	CKS1B, CCNA2, PHF8, CDKN1C, CDK2
protein phosphorylation	5	BUB1, CDK2, CCND1, CCNE1, CDK1
centrosome	5	CDC27, CDK2, CCNE1, CDK1, CDC20
negative regulation of transcription by RNA polymerase II	5	CDKN1C, CDK2, CCND1, CCNE1, SDCBP
identical protein binding	4	SHMT1, RRM2B, L3MBTL1, SDCBP
