Feature	Number of Genes	Genes
protein binding	22	ZNF672, FUS, ZNF35, PRPF39, SLFN11, DUS3L, ADAM32, CABCOCO1, CGRRF1, CHID1, CRP, FBXO2, GGT7, LOXL2, NAALAD2, NXPE3, OLFM2, PVR, RBM12B, SDK2, TRNAU1AP, ZNF627
nucleoplasm	12	ZNF672, FUS, ZNF354C, MAN2C1, SLFN11, CGRRF1, LOXL2, MAN2B1, OLFM2, PLXNA1, POGLUT2, RBM12B
metal ion binding	11	ZNF672, FUS, ZNF354C, ZNF35, MAN2C1, DUS3L, CGRRF1, ECEL1, MAN2B1, NAALAD2, ZNF627
plasma membrane	11	ADAM32, CPD, ECEL1, GGT7, IL31RA, NAALAD2, PLXNA1, PVR, SDK2, TENM3, TPBG
membrane	10	CHID1, CHPF2, CPD, FBXO2, IGSF3, IL31RA, LOXL2, NAALAD2, PVR, TENM3
nucleus	9	ZNF672, FUS, ZNF35, SLFN11, CHID1, LOXL2, OLFM2, TRNAU1AP, ZNF627
extracellular space	8	CHID1, CPD, CRP, LOXL2, MAN2B1, OLFM2, OLFML2A, PVR
cytoplasm	6	FUS, CABCOCO1, FBXO2, OLFM2, PVR, TRNAU1AP
cytosol	5	MAN2C1, SLFN11, FBXO2, PLXNA1, POGLUT2
extracellular region	5	CHID1, CRP, MAN2B1, NXPE3, OLFM2
RNA binding	4	FUS, DUS3L, RBM12B, TRNAU1AP
 DNA-templated transcription	4	FUS, ZNF354C, ZNF35, IL31RA
endoplasmic reticulum	4	CGRRF1, FBXO2, LOXL2, TPBG
extracellular exosome	4	CHID1, CPD, MAN2B1, PLXNA1
 transcription by RNA polymerase II	3	ZNF672, FUS, ZNF627
identical protein binding	3	FUS, CRP, OLFML2A
carbohydrate binding	3	MAN2C1, FBXO2, MAN2B1
proteolysis	3	ADAM32, FBXO2, NAALAD2
cell adhesion	3	ADAM32, LOXL2, TPBG
calcium ion binding	3	CABCOCO1, CRP, LOXL2
endomembrane system	3	CHID1, POGLUT2, POGLUT3
protein modification process	3	FBXO2, LOXL2, MAN2B1
cell surface	3	IGSF3, PVR, TPBG
signal transduction	3	OLFM2, OLFML2A, TENM3
