Feature	Number of Genes	Genes
protein binding	39	ACSL3, CLTCL1, SLC1A3, HEATR1, NOC2L, RPN1, ATP11A, NBAS, ORC4, OTULINL, POLD3, TSG101, FANCG, ZW10, DOLK, MXRA8, PEX11B, UTP20, OSMR, WDFY3, EIPR1, INTS3, MDN1, STAG2, DCUN1D5, GJC1, STEAP3, INTS4, EXOC4, UBXN8, TNPO2, SNX30, PJA1, SLC6A15, CLDND1, CAMLG, DDX11, PACSIN1, UTP6
membrane	22	ACSL3, CLTCL1, RETSAT, SLC1A3, ATAD1, HEATR1, PIGO, ATP13A3, RPN1, ATP11A, NBAS, SLC30A5, RNF213, ZW10, PEX11B, WDFY3, MDN1, STAG2, EXOC4, SLC6A15, CAMLG, ACSL1
cytosol	17	CLTCL1, ATAD1, NOC2L, RPN1, NBAS, ORC4, TSG101, FANCG, RNF213, ZW10, PEX11B, WDFY3, MDN1, STAG2, EXOC4, PACSIN1, DPH6
plasma membrane	16	ACSL3, CLTCL1, SLC1A3, TENM2, ATP11A, TSG101, FANCG, UTP20, OSMR, WDFY3, GJC1, STEAP3, EXOC4, SLC6A15, PACSIN1, ACSL1
nucleoplasm	16	HEATR1, NOC2L, ORC4, POLD3, SLC30A5, FANCG, PEX11B, UTP20, WDFY3, INTS3, MDN1, STAG2, INTS4, UBXN8, DDX11, UTP6
nucleolus	16	HEATR1, NOC2L, ORC4, SLC30A5, TSG101, URB2, FANCG, RNF213, UTP20, WDFY3, MDN1, STAG2, INTS4, UBXN8, DDX11, UTP6
cytoplasm	15	OTULINL, POLD3, TSG101, RNF213, UTP20, WDFY3, INTS3, DCUN1D5, STEAP3, EXOC4, TNPO2, PJA1, CAMLG, DDX11, PACSIN1
nucleus	14	TENM2, NOC2L, ORC4, ZW10, MXRA8, INTS3, MDN1, STAG2, DCUN1D5, INTS4, UBXN8, TNPO2, DDX11, ACTL6B
endoplasmic reticulum membrane	13	ACSL3, RETSAT, PIGO, RPN1, ATP11A, NBAS, SLC30A5, ZW10, DOLK, GJC1, UBXN8, CAMLG, ACSL1
ATP binding	10	ACSL3, ATAD1, ATP13A3, ATP11A, ORC4, RNF213, MDN1, DDX11, ACSL1, DPH6
endoplasmic reticulum	9	ACSL3, TENM2, RPN1, ATP11A, NBAS, ZW10, UBXN8, CAMLG, ACSL1
metal ion binding	9	SLC1A3, ATP13A3, SLC30A5, RNF213, TYW1, WDFY3, STEAP3, PJA1, DDX11
