Feature	Number of Genes	Genes
protein binding	235	WDR59, CIAO3, CCNB1, PPP2R2C, TUSC2, CHP1, CTPS1, TLE3, BLTP3A, ARL4C, CCT3, FAT4, LONP1, BABAM2, DOK3, GNA12, MLLT10, GPSM2, FBXO45, GNG2, MFAP4, GNAS, DIAPH1, UNC45B, CDC73, CAPZA2, DCTN2, SH3BP1, RAP1GDS1, FARP1, RIOK1, USP15, TRAPPC6B, ARPC1B, SH2D4A, GIGYF2, IFT81, DPP9, STAT1, RNF146, OSBPL2, DBNL, UBE2D3, RPAP2, DSN1, MIOS, SKIC3, SKIC8, VBP1, RABGEF1, BTF3L4, BBS4, STOM, AP3D1, CDPF1, PRPSAP1, RNF31, HDDC3, VCP, ZNF213, SNX9, RABEP2, MARK4, OSTF1, FSD2, GSK3A, MYO9B, AAR2, MAP2K2, AIP, ELP1, CCDC43, ERC1, ZNF598, USP25, DAPK3, EIF2S2, SORBS3, CAMK2D, SKA3, PIDD1, TRIM11, SNX11, RPL23, ZNF263, EIF4A2, YJU2B, CAP1, SPDL1, PSMF1, PNMA1, SCGN, CDK3, OTUD4, LURAP1, NAA10, RRAS, HBS1L, NAA16, EPS8L1, CAPN1, TSPYL5, ATXN2L, KIAA0753, UBAP2, EIF4G3, EPRS1, CRYGD, ZNF785, WDR26, TLN2, VWA8, RAPGEF6, CAMKK1, MVP, CAPN2, CORO2A, MRTFA, PPP6R2, CSNK1A1, PARD6B, IKBKB, AFG2A, PSAT1, FGF13, SAPCD2, EPS15, USP10, STIL, PSME1, PASK, ZNRD2, PIP4K2C, LARP1B, TPRKB, MRAS, ABCE1, LAMTOR5, MON1B, RABGAP1, OPTN, CAPNS2, CAMK2B, AMOTL1, WDR83, DIXDC1, ZC3HAV1, DNAJB9, CCDC103, CCHCR1, RFPL4A, SH3KBP1, DOK4, SHC1, FAM83G, ATXN2, QARS1, TYK2, LRRC4C, NUMB, CALCOCO1, CCDC6, LRRC73, CRYAB, INTS10, FHIP1A, MAP4K5, AHCYL1, VPS11, BBC3, METTL13, AIRIM, MORC2, PER3, MSI2, IMPDH2, SARS1, LRCH3, TACC3, IKBKG, MAGEA1, AMPD2, IKBKE, BFSP2, SPAG5, HSP90AA1, FTSJ1, CIT, FXR2, LDHA, RABL6, CAMSAP2, TRIM39, EIF4A1, DAAM1, TRAF2, PRRC2A, NCAPH, PSMD9, FAM83H, PRPSAP2, BUB1B, KCTD21, EIF3E, EIF3I, PUM2, RBMS1, STAT5A, SPC25, SYCE1, ZFYVE9, TSC22D4, PIH1D1, RPAP3, CCT2, PFDN5, PFDN1, MOV10, CCT6A, CCT7, SHB, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, CCT4, NLRP2, EIF3B, EIF3C, EIF3D, EIF3H, EIF3J, EIF3K, EIF3M
cytosol	199	WDR59, CCNB1, PPP2R2C, CTPS1, ARL4C, CCT3, CCT6B, LONP1, BABAM2, GPSM2, GNAS, DIAPH1, UNC45B, CDC73, CAPZA2, DCTN2, DCTN6, SH3BP1, RAP1GDS1, FARP1, RIOK1, USP15, TRAPPC6B, ARPC1B, SH2D4A, GIGYF2, DPP9, STAT1, RNF146, OSBPL2, DBNL, UBE2D3, RPAP2, DSN1, MIOS, SKIC3, SKIC8, VBP1, FAM120A, RABGEF1, BBS4, RNF31, VCP, YKT6, ADSL, SNX9, ITPA, RABEP2, MARK4, GSK3A, MYO9B, MAP2K2, AIP, ELP1, CCDC43, ZNF598, USP25, CSNK1A1L, DAPK3, EIF2S2, SORBS3, CAMK2D, SKA3, PIDD1, TRIM11, RPL23, EIF4A2, SPDL1, PSMF1, PNMA1, RIC8B, SCGN, OTUD4, LURAP1, NAA10, HBS1L, NAA16, EPS8L1, PHKA1, CAPN1, IMPDH1, ATXN2L, KIAA0753, EIF4G3, EPRS1, WDR26, RAPGEF6, CAMKK1, MVP, CAPN2, MRTFA, PPP6R2, CSNK1A1, PARD6B, IKBKB, PSAT1, FGF13, SAPCD2, EPS15, USP10, EHBP1, STIL, PSME1, PASK, ABHD10, PIP4K2C, LARP1B, TPRKB, ABCE1, LAMTOR5, RABGAP1, OPTN, CAPNS2, ALAD, CAMK2B, AMOTL1, DIXDC1, ZC3HAV1, ELP2, ADCY9, CCHCR1, RFPL4A, SH3KBP1, DOK4, SHC1, FAM83G, ATXN2, QARS1, TYK2, TXLNG, CALCOCO1, CCDC6, URGCP, CRYAB, MAP4K5, AHCYL1, METTL13, AIRIM, CAMKK2, GSTT2B, MORC2, MSI2, IMPDH2, SARS1, KLHDC8B, LRCH3, TACC3, IKBKG, AMPD2, IKBKE, SPAG5, HSP90AA1, FTSJ1, CIT, FXR2, LDHA, RABL6, CAMSAP2, TRIM39, EIF4A1, DAAM1, TRAF2, PRRC2A, NCAPH, PSMD9, BUB1B, KCMF1, RPS24, EIF3E, ARHGEF10L, EIF3I, PUM2, RBMS1, RO60, STAT5A, SPC25, ZFYVE9, NXN, RPAP3, CCT2, PFDN5, MOV10, CCT6A, CCT7, SHB, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, CCT4, NLRP2, EIF3B, EIF3C, EIF3D, EIF3H, EIF3J, EIF3K, EIF3M
cytoplasm	136	CCNB1, CHP1, CTPS1, ARL4C, NRBP2, BABAM2, DOK3, GNA12, GPSM2, FBXO45, DIAPH1, UNC45B, DCTN2, USP15, TRAPPC6B, SH2D4A, IFT81, STAT1, RNF146, DBNL, RPAP2, MIOS, SKIC3, SKIC8, VBP1, PRPSAP1, PDZRN3, NACA2, VCP, YKT6, SNX9, ITPA, MARK4, GSK3A, MYO9B, AIP, ELP1, ERC1, CSNK1A1L, DAPK3, EIF2S2, CAMK2D, PIDD1, TRIM11, RPL23, CAP1, PNMA1, RIC8B, SCGN, CDK3, LURAP1, NAA10, NAA16, CAPN1, IMPDH1, UBAP2, EPRS1, CRYGD, IQSEC2, WDR26, TLN2, VWA8, CAMKK1, MVP, CAPN2, MRTFA, CSNK1A1, IKBKB, AFG2A, PSAT1, FGF13, EPS15, USP10, STIL, PSME1, PASK, TPRKB, ABCE1, MON1B, OPTN, SMAP1, CAMK2B, RPS6KB2, DNAJB9, ELP2, CCDC103, RFPL4A, SH3KBP1, DOK4, ATXN2, QARS1, TYK2, NUMB, CRYAB, MAP4K5, AHCYL1, METTL13, AIRIM, GSTT2B, MORC2, PER3, MSI2, IMPDH2, SARS1, KLHDC8B, LRCH3, TACC3, IKBKG, MAGEA1, IKBKE, SPAG5, HSP90AA1, FTSJ1, FXR2, RABL6, TRIM39, EIF4A1, PSMD9, FAM83H, PRPSAP2, BUB1B, RPS24, EIF3E, PUM2, TSC22D4, PIH1D1, PFDN5, PFDN1, CCT6A, CCT7, PDCL3, PDCD5, PDCL, TXNDC9, CCT8, NLRP2
nucleus	104	CCNB1, CHP1, TLE3, ARL4C, BABAM2, MLLT10, FBXO45, DIAPH1, CDC73, SH3BP1, RAP1GDS1, USP15, ARPC1B, ZC3H7A, DPP9, STAT1, RNF146, UBE2D3, RPAP2, SKIC3, SKIC8, VBP1, FAM120A, BBS4, NACA2, VCP, ZNF213, FSD2, GSK3A, MAP2K2, ELP1, USP25, CSNK1A1L, DAPK3, EIF2S2, SORBS3, CAMK2D, PIDD1, ZNF263, PRR12, SPDL1, SCGN, CDK3, OTUD4, NAA10, NAA16, IMPDH1, TSPYL5, UBAP2, CRYGD, ZNF785, WDR26, MVP, CAPN2, MRTFA, PPP6R2, CSNK1A1, PARD6B, IKBKB, FGF13, USP10, PASK, LARP1B, TPRKB, OPTN, ALAD, ZC3HAV1, CCHCR1, FAM83G, TYK2, CALCOCO1, URGCP, CRYAB, INTS10, METTL13, AIRIM, MORC2, PER3, IMPDH2, SARS1, IKBKG, MAGEA1, IKBKE, HSP90AA1, CIT, FXR2, LDHA, RABL6, TRIM39, EIF4A1, PSMD9, RPS24, EIF3E, RBMS1, STAT5A, SPC25, TSC22D4, NXN, PIH1D1, PFDN5, MOV10, PDCD5, TXNDC9, EIF3K
nucleoplasm	61	CCNB1, TLE3, LONP1, BABAM2, MLLT10, CDC73, RIOK1, USP15, STAT1, RNF146, UBE2D3, RPAP2, DSN1, MIOS, SKIC3, SKIC8, VCP, ITPA, AIP, DAPK3, CAMK2D, PIDD1, TRIM11, RPL23, PSMF1, PNMA1, WDR26, CAMKK1, MRTFA, SAPCD2, USP10, EHBP1, STIL, PSME1, PIP4K2C, OPTN, CAMK2B, RPS6KB2, ELP2, RFPL4A, CRYAB, INTS10, AIRIM, CAMKK2, GSTT2B, MORC2, IKBKG, IKBKE, HSP90AA1, TRAF2, PRRC2A, NCAPH, PSMD9, RPS24, EIF3E, RO60, STAT5A, SHB, PDCL3, CCT8, CCT4
plasma membrane	51	CHP1, CPNE5, ARL4C, FAT4, PCDHA12, DOK3, GNA12, GNG2, DIAPH1, RNF146, DBNL, UBE2D3, FAM120A, STOM, YKT6, SNX9, AIP, CAP1, RIC8B, RRAS, EPS8L1, PHKA1, CAPN1, EPRS1, TLN2, RAPGEF6, CAPN2, PARD6B, FGF13, EPS15, EHBP1, SDK1, PIP4K2C, MRAS, SMAP1, CAPNS2, AMOTL1, ADCY9, SH3KBP1, SHC1, LRRC4C, NUMB, MAP4K5, IL1RAP, MAGEA1, BFSP2, HSP90AA1, DAAM1, PRRC2A, KCMF1, SHB
extracellular exosome	50	CHP1, CPNE5, CCT3, FAT4, GNG2, GNAS, CAPZA2, DCTN2, RAP1GDS1, ARPC1B, DBNL, UBE2D3, STOM, VCP, SNX9, RPL23, CAP1, RRAS, HBS1L, NAA16, EPS8L1, CAPN1, MVP, CAPN2, PARD6B, PSAT1, PSME1, PIP4K2C, ALAD, DNAJB9, TYK2, CRYAB, AHCYL1, GSTT2B, IMPDH2, SARS1, HSP90AA1, LDHA, EIF4A1, PRRC2A, EIF3E, EIF3I, CCT2, CCT6A, CCT7, PDCD5, CCT8, CCT4, EIF3B, EIF3H
ATP binding	47	CTPS1, NRBP2, CCT3, CCT6B, LONP1, RIOK1, UBE2D3, VCP, MARK4, GSK3A, MYO9B, MAP2K2, CSNK1A1L, DAPK3, CAMK2D, EIF4A2, CDK3, EPRS1, VWA8, CAMKK1, CSNK1A1, IKBKB, AFG2A, PASK, PIP4K2C, ABCE1, CAMK2B, RPS6KB2, ADCY9, QARS1, TYK2, MAP4K5, CAMKK2, MORC2, SARS1, IKBKE, HSP90AA1, CIT, EIF4A1, BUB1B, CCT2, MOV10, CCT6A, CCT7, CCT8, CCT4, NLRP2
membrane	46	CCNB1, CTPS1, LONP1, GNG2, GNAS, CAPZA2, DCTN2, GIGYF2, OSBPL2, DBNL, FAM120A, STOM, AP3D1, MYO9B, CAMK2D, SNX11, RPL23, PSMF1, NAA10, HBS1L, CAPN1, ATXN2L, EPRS1, MVP, CSNK1A1, EPS15, ABCE1, ADCY9, ATXN2, LAYN, LRRC4C, IL1RAP, IMPDH2, HSP90AA1, CIT, FXR2, LDHA, EIF4A1, DAAM1, PRRC2A, NCAPH, RPS24, EIF3E, EIF3D, EIF3H, EIF3K
identical protein binding	44	CTPS1, BLTP3A, LONP1, GPSM2, DCTN2, USP15, DPP9, STAT1, STOM, PRPSAP1, RNF31, VCP, ADSL, SNX9, ITPA, DAPK3, CAMK2D, EPRS1, MVP, IKBKB, PSAT1, STIL, SDK1, PIP4K2C, OPTN, ALAD, CAMK2B, AMOTL1, CCDC6, CRYAB, AHCYL1, MSI2, IMPDH2, IKBKG, IKBKE, HSP90AA1, FXR2, LDHA, TRIM39, DAAM1, TRAF2, PRPSAP2, KCTD21, EIF3J
