Feature	Number of Genes	Genes
protein binding	46	FZD2, ERCC1, C16orf87, ABRAXAS1, ACD, C11orf54, CBX1, CENPT, CNOT7, DCLRE1B, DPYSL5, ERCC4, FGF2, GTF2B, HES6, HMBOX1, INTS7, LRRC41, LYRM4, MED11, MED19, MED7, NBR1, NCOA2, NEUROG1, NFATC1, NHLH2, NOP10, NUFIP2, PML, PMS1, RAD18, RAD51B, RNF2, RP2, SH3BGRL3, SH3BP5, STK4, TERF2, TERF2IP, TINF2, TP53BP1, TSC22D1, TSEN54, UIMC1, ZWINT
nucleoplasm	35	ERCC1, ABRAXAS1, ACD, C11orf54, CBX1, CENPB, CENPT, DCLRE1B, DHX35, ERCC4, GON4L, GTF2B, HMBOX1, INTS7, MED7, NBR1, NCOA2, NFATC1, NOP10, NUFIP2, PML, PPWD1, RAD18, RAD51B, RNF2, RP2, SH3BP5, STK4, TERF2, TERF2IP, TINF2, TP53BP1, TSEN54, UIMC1, ZWINT
nucleus	34	ABRAXAS1, C11orf54, CBX1, CENPB, CNOT7, DTWD2, EEFSEC, ERCC4, FGF2, GON4L, GTF2B, HES6, HMBOX1, INTS7, LRRC41, MED11, MED19, MED7, NCOA2, NEUROG1, NFATC1, NHLH2, NUFIP2, PML, PMS1, RAD18, RAD51B, RNF2, STK4, TERF2, TERF2IP, TP53BP1, TSC22D1, UIMC1
nuclear body	33	ABRAXAS1, ACD, C11orf54, CBX1, CENPB, CENPT, CNOT7, DCLRE1B, GON4L, GTF2B, HMBOX1, INTS7, LYRM4, MED7, NBR1, NCOA2, NFATC1, NOP10, NUFIP2, PPWD1, RAD18, RNF2, RP2, SBF1, SH3BGRL3, SH3BP5, STK4, TERF2, TERF2IP, TINF2, TP53BP1, UIMC1, ZWINT
cytoplasm	25	FZD2, ERCC1, CLUH, CNOT7, DCLRE1B, DTWD2, EEFSEC, FGF2, HMBOX1, INTS7, LRRC41, NCOA2, NFATC1, NUFIP2, PML, RAD18, RNF2, RP2, SBF1, SH3BGRL3, SH3BP5, STK4, TERF2IP, TP53BP1, ZWINT
cytosol	14	CENPT, CNOT7, DPYSL5, HMBOX1, LRRC41, NBR1, NFATC1, NUFIP2, PML, SBF1, SH3BGRL3, STK4, TSC22D1, ZWINT
chromosome, telomeric region	11	ERCC1, ACD, CBX1, DCLRE1B, ERCC4, HMBOX1, PML, TERF2, TERF2IP, TINF2, TP53BP1
 transcription by RNA polymerase II	11	CNOT7, FGF2, HES6, MED19, MED7, NCOA2, NEUROG1, NFATC1, NHLH2, TP53BP1, TSC22D1
 DNA-templated transcription	10	FZD2, FGF2, GON4L, HES6, HMBOX1, NCOA2, NFATC1, PML, TERF2IP, TP53BP1
DNA binding	10	ERCC1, CBX1, CENPB, CENPT, ERCC4, PML, PMS1, RAD51B, TINF2, UIMC1
identical protein binding	7	CBX1, ERCC4, FGF2, HMBOX1, LRRC41, RAD18, STK4
chromatin	7	CBX1, HES6, HMBOX1, NCOA2, NEUROG1, NFATC1, NHLH2
telomeric DNA binding	6	ACD, HMBOX1, TERF2, TERF2IP, TINF2, TP53BP1
protein homodimerization activity	6	DCLRE1B, LYRM4, NEUROG1, PML, STK4, TERF2
damaged DNA binding	5	ERCC1, DCLRE1B, ERCC4, RAD18, TP53BP1
protein-containing complex binding	5	ACD, DCLRE1B, HMBOX1, RAD18, TERF2
telomere maintenance	5	ACD, DCLRE1B, ERCC4, TERF2, TERF2IP
telomere capping	5	ACD, DCLRE1B, TERF2, TERF2IP, TINF2
 telomere maintenance	5	ACD, PML, TERF2, TERF2IP, TINF2
zinc ion binding	5	C11orf54, GTF2B, NBR1, PML, RNF2
chromatin binding	5	CBX1, CENPB, NCOA2, NEUROG1, RNF2
negative regulation of transcription by RNA polymerase II	5	CBX1, HES6, HMBOX1, NCOA2, RNF2
membrane	5	CNOT7, LRRC41, NBR1, NUFIP2, SBF1
RNA polymerase II-specific DNA-binding transcription factor binding	5	HES6, NFATC1, NHLH2, STK4, TP53BP1
sequence-specific double-stranded DNA binding	5	HES6, HMBOX1, NEUROG1, NFATC1, NHLH2
transcription regulator complex	5	HES6, MED7, NCOA2, NFATC1, NHLH2
 DNA-binding transcription factor activity	4	FZD2, NEUROG1, NHLH2, TP53BP1
single-stranded DNA binding	4	ERCC1, ERCC4, RAD18, RAD51B
DNA repair	4	ERCC1, ERCC4, RAD18, RAD51B
double-strand break repair via nonhomologous end joining	4	ERCC1, DCLRE1B, ERCC4, TP53BP1
negative regulation of telomere maintenance	4	ERCC1, ERCC4, TERF2, TERF2IP
 transcription initiation by RNA polymerase II	4	ERCC1, MED11, MED19, MED7
protection from non-homologous end joining at telomere	4	ACD, DCLRE1B, TERF2, TERF2IP
protein localization to chromosome, telomeric region	4	ACD, TERF2, TERF2IP, TINF2
nuclear telomere cap complex	4	ACD, TERF2, TERF2IP, TINF2
shelterin complex	4	ACD, TERF2, TERF2IP, TINF2
kinetochore	4	CENPT, GTF2B, TP53BP1, ZWINT
RNA binding	4	CNOT7, DHX35, NOP10, NUFIP2
 cell population proliferation	4	CNOT7, FGF2, RAD51B, TSC22D1
negative regulation of DNA-templated transcription	4	CNOT7, HMBOX1, PML, UIMC1
ATP binding	4	DHX35, PMS1, RAD51B, STK4
signal transduction	4	DPYSL5, FGF2, SH3BP5, STK4
nervous system development	4	DPYSL5, FGF2, HES6, NEUROG1
transcription coregulator activity	4	GON4L, MED11, MED19, TP53BP1
RNA polymerase II preinitiation complex assembly	4	GTF2B, MED11, MED19, MED7
RNA polymerase II cis-regulatory region sequence-specific DNA binding	4	HES6, NCOA2, NFATC1, NHLH2
DNA-binding transcription factor activity, RNA polymerase II-specific	4	HES6, NEUROG1, NFATC1, NHLH2
 transcription elongation by RNA polymerase II	4	INTS7, MED11, MED19, MED7
ubiquitin protein ligase activity	4	MED11, MED7, RAD18, RNF2
canonical Wnt signaling pathway	3	FZD2, FGF2, STK4
promoter-specific chromatin binding	3	ERCC1, ERCC4, GTF2B
chromatin organization	3	ABRAXAS1, CBX1, UIMC1
telomere maintenance via telomerase	3	ACD, NOP10, TERF2IP
negative regulation of telomere maintenance via telomerase	3	ACD, TERF2, TINF2
 telomere maintenance via telomerase	3	ACD, HMBOX1, TERF2
extracellular exosome	3	C11orf54, RP2, SH3BGRL3
enzyme binding	3	CBX1, PMS1, TERF2
DNA damage response	3	CBX1, RAD18, TP53BP1
chromosome, centromeric region	3	CBX1, CENPB, CENPT
chromosome	3	CENPB, GTF2B, INTS7
metal ion binding	3	CNOT7, RAD18, UIMC1
