Feature	Number of Genes	Genes
protein binding	156	PJA1, POP4, CENPH, XDH, RPP38, CENPP, SNAPC1, TAF1B, SURF6, DDX47, NOL7, ELL3, DDA1, ZKSCAN8, SFRP1, DDX49, SETD7, RBMX2, RPS19BP1, MCM10, LYAR, SRP14, MKI67, KDM6A, SPC24, ZNF696, PES1, SETMAR, UTP23, IFI16, CDCA7L, NOC4L, TMA16, UTP15, NOLC1, NOL6, DHX33, NGDN, RPL19, KRR1, FAM32A, USP36, RRP1B, XPC, RIOX2, DDX55, DDX23, VSX1, MPHOSPH6, ZNF593, DDX56, UTP11, HMGA1, RIOX1, MAK16, DDX31, NOP53, IMP4, DDX27, NVL, LARP4B, CENATAC, C1D, DNAJC21, KNOP1, RRP7A, H1-2, DNTTIP1, CDCA8, THAP7, FAM133A, DDX21, MPHOSPH10, RRS1, CCDC137, RPL3, LIN28B, DNTTIP2, MECP2, ZNF16, TTF1, NPM1, BOP1, NOL11, IQGAP3, CCDC59, GLE1, PHF2, SENP3, NUFIP1, RPF1, TBL3, AQR, PARP2, PPP1R7, REXO4, NAT10, SMG6, ZCCHC7, NUP153, ILF3, JADE3, NOP2, CYTH1, TARBP2, ZCCHC10, PHF6, STON2, SLBP, NIN, TNFAIP1, ADAR, RPL18A, SRSF5, RRP8, UTP3, ARL6IP4, RBM45, UTP14A, GTPBP4, TNNI1, EIF3L, NOL12, NUSAP1, LRRC40, RECQL4, NPM3, ZNF397, WDR12, C12orf43, NOM1, BCAS3, GON7, TOP2A, EXOSC5, NKRF, NIFK, ASXL1, MKRN2, RPS3A, NOL8, ZFAND2B, AATF, FBXL19, UBE2R2, USP37, POP1, POP5, RPP30, TP53TG5, UCHL5, COIL, LSM3, CPS1, LRWD1, MCEE
nucleolus	147	URB2, POP4, CENPH, RPP38, CENPP, SNAPC1, TAF1B, SURF6, DDX47, NOL7, ELL3, NLE1, SETD7, RBMX2, RPS19BP1, MCM10, LYAR, MKI67, BMS1, NOP14, SPC24, PES1, RBM34, SETMAR, UTP23, IFI16, CDCA7L, NOC4L, TMA16, UTP15, RBM19, NOLC1, NOL6, DHX33, NGDN, RPL19, KRR1, FAM32A, USP36, RRP1B, XPC, RIOX2, DDX55, DDX23, MPHOSPH6, ZNF593, DDX56, UTP11, ESF1, GNL2, RIOX1, GZF1, MAK16, DDX31, NOP53, NMD3, IMP4, DDX27, NVL, DDX52, NSUN5, LARP4B, C1D, DNAJC21, KNOP1, RRP7A, DNTTIP1, CDCA8, DDX21, MPHOSPH10, RRS1, CCDC137, RPL3, LIN28B, DNTTIP2, ZNF16, TTF1, DDX51, ZNF771, NPM1, BOP1, NOL11, GLE1, PHF2, SENP3, NUFIP1, RPF1, TBL3, PARP2, REXO4, NAT10, SMG6, ZCCHC7, NUP153, SDAD1, KRI1, ILF3, UTP18, NOP2, TSPYL1, PHF6, STON2, SLBP, NIN, ADAR, SPTY2D1, SRSF5, RRP36, RRP8, UTP3, AGTPBP1, RSL1D1, ARL6IP4, UTP14A, GTPBP4, RBM28, NOL12, NUSAP1, NPM3, ZNF397, WDR12, NOM1, GON7, TOP2A, ZFP91, EXOSC5, NKRF, ZNF106, NIFK, NEPRO, WDR3, ZCCHC9, SPATS2L, RPS3A, NOL8, AATF, MTUS1, NOL10, POP1, POP5, SURF2, TP53TG5, UCHL5, COIL, PCDH1, CPS1, LRWD1
nucleoplasm	128	POP4, CENPH, RPP38, CENPP, SNAPC1, TAF1B, SURF6, DDX47, ELL3, DDA1, NLE1, DDX49, SETD7, RBMX2, RPS19BP1, MCM10, LYAR, MKI67, KDM6A, BMS1, NOP14, SPC24, PES1, RBM34, IFI16, CDCA7L, NOC4L, TMA16, UTP15, RBM19, NOLC1, NOL6, DHX33, NGDN, KRR1, FAM32A, USP36, RRP1B, XPC, RIOX2, DDX55, DDX23, MPHOSPH6, ZNF593, UTP11, ESF1, HMGA1, RIOX1, GZF1, NOP53, NMD3, IMP4, NVL, DDX52, NSUN5, C1D, RRP7A, DNTTIP1, CDCA8, THAP7, DDX21, MPHOSPH10, RRS1, LIN28B, DNTTIP2, MECP2, ZNF16, TTF1, ZNF771, NPM1, BOP1, NOL11, DUSP11, CCDC59, PHF2, SENP3, NUFIP1, TBL3, AQR, PARP2, REXO4, NAT10, NUP153, SDAD1, ILF3, JADE3, UTP18, NOP2, TARBP2, TSPYL1, PHF6, SLBP, NIN, ADAR, SPTY2D1, SRSF5, RRP36, RRP8, UTP3, RBM45, UTP14A, GTPBP4, EIF3L, RECQL4, NPM3, WDR12, GON7, TOP2A, ZFP91, EXOSC5, NKRF, NIFK, ASXL1, WDR3, ZCCHC9, SPATS2L, RPS3A, AATF, USP37, POP1, POP5, RPP30, SURF2, UCHL5, COIL, LSM3, PCDH1, LRWD1
RNA binding	114	SURF6, DDX47, NOL7, DDX49, RBMX2, RPS19BP1, LYAR, SRP14, MKI67, BMS1, NOP14, PES1, RBM34, UTP23, IFI16, NOC4L, UTP15, RBM19, NOLC1, NOL6, DHX33, NGDN, RPL19, KRR1, FAM32A, SRFBP1, USP36, RRP1B, DDX55, DDX23, MPHOSPH6, DDX56, UTP11, ESF1, HMGA1, GNL2, MAK16, DDX31, NOP53, NMD3, DDX27, NVL, DDX52, NSUN5, LARP4B, C1D, DNAJC21, KNOP1, RRP7A, H1-2, DDX21, MPHOSPH10, RRS1, CCDC137, RPL3, LIN28B, DNTTIP2, MECP2, DDX51, NPM1, BOP1, NOL11, DUSP11, CCDC59, NUFIP1, RPF1, TBL3, AQR, REXO4, NAT10, SMG6, ZCCHC7, PARP12, KRI1, ILF3, UTP18, NOP2, PHF6, SLBP, ADAR, RPL18A, SRSF5, RRP36, RRP8, UTP3, RSL1D1, ARL6IP4, RBM45, UTP14A, GTPBP4, RBM28, EIF3L, NOL12, NUSAP1, NPM3, DDX10, NOM1, TOP2A, EXOSC5, NKRF, ZNF106, NIFK, MKRN2, WDR3, ZCCHC9, SPATS2L, RPS3A, NOL8, AATF, NOL10, POP1, RPP30, UCHL5, LSM3
nucleus	96	CENPH, CENPP, TAF1B, ELL3, ZKSCAN8, DDX49, SETD7, ZNF865, RBMX2, ZNF689, MCM10, LYAR, SRP14, MKI67, KDM6A, ZNF696, SETMAR, IFI16, CDCA7L, TMA16, DHX33, SRFBP1, USP36, RRP1B, XPC, DDX23, VSX1, MPHOSPH6, DDX56, HMGA1, GNL2, RIOX1, DDX31, NMD3, NVL, C1D, ZNF358, H1-2, DNTTIP1, ZNF668, THAP7, CCDC137, RPL3, MECP2, ZNF16, TTF1, DDX51, ZNF771, NPM1, DUSP11, PHF2, SENP3, NUFIP1, AQR, PARP2, PPP1R7, REXO4, NAT10, SMG6, PARP12, ILF3, UTP18, TARBP2, TSPYL1, PHF6, SLBP, TNFAIP1, ADAR, ZSCAN25, FIZ1, UTP3, AGTPBP1, ARL6IP4, RBM45, GTPBP4, RECQL4, ZNF787, DDX10, BCAS3, GON7, TOP2A, ZFP91, EXOSC5, NKRF, MKRN2, NEPRO, RPS3A, AATF, MTUS1, USP37, RPP30, TP53TG5, UCHL5, COIL, LSM3, LRWD1
cytosol	60	CENPH, XDH, CENPP, ELL3, SFRP1, RPS19BP1, SRP14, SPC24, PES1, IFI16, CDCA7L, RPL19, USP36, RRP1B, XPC, RIOX2, DDX55, MPHOSPH6, DDX56, HMGA1, NOP53, LARP4B, DNAJC21, CDCA8, DDX21, RPL3, LIN28B, MECP2, NPM1, IQGAP3, GLE1, SMG6, ZCCHC7, NUP153, CYTH1, TARBP2, STON2, SLBP, TNFAIP1, RPL18A, SRSF5, RRP8, AGTPBP1, UTP14A, GTPBP4, TNNI1, EIF3L, NPM3, ZNF397, GON7, EXOSC5, ZNF106, SPATS2L, RPS3A, FBXL19, UBE2R2, USP37, UCHL5, COIL, LSM3
cytoplasm	55	PJA1, LYAR, SRP14, UTP15, RBM19, NOLC1, DHX33, RPL19, KRR1, USP36, XPC, ZNF593, UTP11, GZF1, NMD3, CENATAC, C1D, DNAJC21, RRP7A, RPL3, NPM1, GLE1, SENP3, PPP1R7, SMG6, ILF3, CYTH1, TARBP2, SLBP, TNFAIP1, ADAR, RPL18A, FIZ1, NKIRAS2, AGTPBP1, RBM45, GTPBP4, NUSAP1, RECQL4, NPM3, BCAS3, TOP2A, EXOSC5, NIFK, MKRN2, SPATS2L, RPS3A, ZFAND2B, AATF, FBXL19, MTUS1, TP53TG5, UCHL5, CPS1, LRWD1
rRNA processing	34	POP4, RPP38, DDX47, DDX49, LYAR, NOP14, PES1, NOC4L, UTP15, NOLC1, NOL6, KRR1, RRP1B, DDX56, UTP11, ESF1, NOP53, IMP4, DDX27, NVL, RRP7A, DDX21, DDX51, REXO4, UTP18, RRP36, RRP8, UTP14A, NPM3, DDX10, EXOSC5, NOL8, POP5, RPP30
metal ion binding	33	PJA1, TAF1B, ZKSCAN8, ZNF865, ZNF689, MCM10, LYAR, KDM6A, ZNF696, RIOX2, GZF1, ZNF358, ZNF668, THAP7, ZNF16, ZNF771, NUFIP1, SMG6, NUP153, PARP12, JADE3, PHF6, ADAR, ZSCAN25, FIZ1, ZNF787, ZNF397, ZFP91, ZNF106, ASXL1, MKRN2, CPS1, MCEE
membrane	33	DDX47, MKI67, NOP14, PES1, IFI16, RBM19, RPL19, KRR1, DDX55, DDX56, GNL2, NMD3, NVL, DDX52, LARP4B, DDX21, DDX51, NPM1, GLE1, AQR, NAT10, NUP153, ILF3, ADAR, RPL18A, RSL1D1, GTPBP4, EIF3L, LRRC40, RECQL4, ZNF106, ZFAND2B, COIL
