Feature	Number of Genes	Genes
mitochondrion	38	ARMC10, PCK2, LETM1, MCCC1, TRNT1, HK1, MFN1, HKDC1, NLRX1, APOOL, ETFA, PRORP, MFN2, IDH3G, SLC25A24, CLPX, TBRG4, IDH3B, ETFB, DHFR, UQCC2, SLC25A26, SLC25A32, NNT, EARS2, HK2, MCCC2, GATB, TSFM, PC, HDHD5, TIMM17A, COX6A1, MTHFD1L, TMEM70, AARS2, ALDH1L2, PDP1
protein binding	37	KDELR1, CIAO2A, PCK2, LETM1, CASP3, MCCC1, HK1, MFN1, NLRX1, APOOL, ETFA, MFN2, IDH3G, CLPX, EIF4EBP2, TBRG4, CTU2, ETFB, GFM2, UQCC2, VPS35L, NR3C1, DHRS7, HK2, MCCC2, GATB, TIMM29, TSFM, PC, PRAF2, COX6A1, TMEM70, VPS26C, AARS2, ALDH1L2, MPDU1, PDP1
mitochondrial matrix	20	PCK2, MCCC1, TRNT1, ETFA, PRORP, IDH3G, CLPX, TBRG4, IDH3B, ETFB, GFM2, UQCC2, EARS2, NR3C1, MCCC2, TSFM, PC, MTHFD1L, ALDH1L2, PDP1
cytosol	17	CIAO2A, PCK2, CASP3, MCCC1, TRNT1, HK1, HKDC1, NLRX1, MFN2, CLPX, CTU2, DHFR, NR3C1, HK2, MCCC2, PC, MTHFD1L
ATP binding	16	MCCC1, TRNT1, ACSL4, HK1, HKDC1, NLRX1, IDH3G, CLPX, ABCF2, EARS2, HK2, MCCC2, GATB, PC, MTHFD1L, AARS2
membrane	12	ACSL4, MFN1, LRRC57, SLC25A24, ABCF2, NNT, NR3C1, DHRS7, HK2, PRAF2, MTHFD1L, MPDU1
mitochondrial inner membrane	11	LETM1, SLC25A24, CLPX, UQCC2, SLC25A26, SLC25A32, NNT, TIMM29, TIMM17A, COX6A1, TMEM70
nucleoplasm	10	CIAO2A, CASP3, TRNT1, PRORP, CLPX, NR3C1, TSFM, TIMM17A, TMEM70, ALDH1L2
cytoplasm	6	CASP3, ACSL4, HKDC1, EIF4EBP2, NR3C1, PC
mitochondrial outer membrane	6	ACSL4, HK1, MFN1, NLRX1, MFN2, HK2
endoplasmic reticulum membrane	5	KDELR1, ARMC10, ACSL4, DHRS7, MPDU1
metal ion binding	5	CIAO2A, MCCC1, PRORP, PC, PDP1
nucleus	5	CASP3, TRNT1, IDH3B, NR3C1, VPS26C
GTP binding	4	PCK2, MFN1, MFN2, GFM2
tRNA binding	4	TRNT1, CTU2, EARS2, AARS2
plasma membrane	4	ACSL4, NLRX1, VPS35L, HK2
zinc ion binding	4	CLPX, EARS2, NR3C1, AARS2
protein transport	3	KDELR1, VPS35L, PRAF2
endoplasmic reticulum	3	KDELR1, ARMC10, ACSL4
 insulin secretion	3	PCK2, ACSL4, UQCC2
apoptotic process	3	CASP3, MFN2, NR3C1
extracellular exosome	3	ACSL4, LRRC57, ALDH1L2
glucokinase activity	3	HK1, HKDC1, HK2
glucose binding	3	HK1, HKDC1, HK2
fructokinase activity	3	HK1, HKDC1, HK2
intracellular glucose homeostasis	3	HK1, HKDC1, HK2
glucose metabolic process	3	HK1, HKDC1, HK2
glycolytic process	3	HK1, HKDC1, HK2
carbohydrate phosphorylation	3	HK1, HKDC1, HK2
glucose 6-phosphate metabolic process	3	HK1, HKDC1, HK2
GTPase activity	3	MFN1, MFN2, GFM2
identical protein binding	3	MFN1, NR3C1, PC
electron transfer activity	3	ETFA, IDH3B, ETFB
mitochondrial nucleoid	3	PRORP, CLPX, UQCC2
NAD binding	3	IDH3G, IDH3B, NNT
tricarboxylic acid cycle	3	IDH3G, IDH3B, NNT
RNA binding	3	TBRG4, NR3C1, TSFM
folic acid metabolic process	3	DHFR, SLC25A32, ALDH1L2
signal transduction	3	NR3C1, GMFB, GMFG
chromosome segregation	2	CIAO2A, NR3C1
gluconeogenesis	2	PCK2, PC
response to lipopolysaccharide	2	PCK2, CASP3
cellular response to dexamethasone stimulus	2	PCK2, NR3C1
calcium ion binding	2	LETM1, SLC25A24
inner mitochondrial membrane organization	2	LETM1, APOOL
cristae formation	2	LETM1, APOOL
protein homooligomerization	2	LETM1, TMEM70
proton transmembrane transport	2	LETM1, NNT
response to hypoxia	2	CASP3, HK2
proteolysis	2	CASP3, CLPX
neuron differentiation	2	CASP3, ACSL4
 neuron apoptotic process	2	CASP3, NR3C1
membrane raft	2	CASP3, HK1
methylcrotonoyl-CoA carboxylase activity	2	MCCC1, MCCC2
biotin binding	2	MCCC1, PC
leucine catabolic process	2	MCCC1, MCCC2
branched-chain amino acid catabolic process	2	MCCC1, MCCC2
3-methylcrotonyl-CoA carboxylase complex, mitochondrial	2	MCCC1, MCCC2
methylcrotonoyl-CoA carboxylase complex	2	MCCC1, MCCC2
protein homodimerization activity	2	TRNT1, MTHFD1L
lipid metabolic process	2	ACSL4, PC
hexokinase activity	2	HK1, HK2
fructose 6-phosphate metabolic process	2	HK1, HK2
innate immune response	2	HK1, NLRX1
canonical glycolysis	2	HK1, HK2
establishment of protein localization to mitochondrion	2	HK1, HK2
