Feature	Number of Genes	Genes
protein binding	3	RPAP2, PIH1D1, RPAP3
nucleus	3	RPAP2, NXN, PIH1D1
cytosol	3	RPAP2, NXN, RPAP3
nucleolus	2	RPAP2, PIH1D1
cytoplasm	2	RPAP2, PIH1D1
protein stabilization	2	PIH1D1, RPAP3
R2TP complex	2	PIH1D1, RPAP3
RPAP3/R2TP/prefoldin-like complex	2	PIH1D1, RPAP3
RNA polymerase II CTD heptapeptide repeat phosphatase activity	1	RPAP2
myosin phosphatase activity	1	RPAP2
RNA polymerase core enzyme binding	1	RPAP2
metal ion binding	1	RPAP2
 transcription by RNA polymerase II	1	RPAP2
snRNA transcription	1	RPAP2
nucleoplasm	1	RPAP2
transcription preinitiation complex	1	RPAP2
thioredoxin-disulfide reductase activity	1	NXN
in utero embryonic development	1	NXN
Wnt signaling pathway	1	NXN
cell differentiation	1	NXN
negative regulation of Wnt signaling pathway	1	NXN
negative regulation of protein ubiquitination	1	NXN
circulatory system development	1	NXN
cellular oxidant detoxification	1	NXN
RNA polymerase I cis-regulatory region sequence-specific DNA binding	1	PIH1D1
protein kinase binding	1	PIH1D1
histone binding	1	PIH1D1
ATPase binding	1	PIH1D1
phosphoprotein binding	1	PIH1D1
histone reader activity	1	PIH1D1
box C/D snoRNP assembly	1	PIH1D1
chromatin remodeling	1	PIH1D1
rRNA processing	1	PIH1D1
epithelial cell differentiation	1	PIH1D1
snoRNA localization	1	PIH1D1
 protein serine/threonine kinase activity	1	PIH1D1
 transcription of nucleolar large rRNA by RNA polymerase I	1	PIH1D1
 glucose mediated signaling pathway	1	PIH1D1
 TORC2 signaling	1	PIH1D1
 TORC1 signaling	1	PIH1D1
TORC1 complex assembly	1	PIH1D1
negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	1	PIH1D1
pre-snoRNP complex	1	PIH1D1
ribonucleoprotein complex	1	PIH1D1
protein folding chaperone complex	1	RPAP3
