Feature	Number of Genes	Genes
nucleoplasm	25	ARMC5, CTDP1, GPN1, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2H, POLR2I, POLR2L, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K, RECQL5, SKAP1, URI1, UXT
protein binding	23	ARMC5, CTDP1, GPN1, GPN3, POLR1D, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2I, POLR2L, POLR3A, POLR3C, POLR3F, POLR3G, POLR3H, POLR3K, RPAP1, SKAP1, URI1, UXT
cytosol	18	ARMC5, GPN1, POLR2C, POLR2D, POLR2E, POLR2H, POLR2L, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K, RECQL5, SKAP1, URI1
nucleus	16	CTDP1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2H, POLR2I, POLR2L, POLR3A, POLR3G, RECQL5, RPAP1, URI1, UXT
RNA polymerase III complex	12	POLR1D, POLR2E, POLR2H, POLR2L, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K
RNA polymerase III activity	11	POLR1D, POLR2E, POLR2H, POLR2L, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3H, POLR3K
transcription by RNA polymerase III	11	POLR1D, POLR2E, POLR2H, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K
DNA binding	10	POLR1D, POLR2A, POLR2B, POLR2C, POLR2E, POLR2L, POLR3A, POLR3D, POLR3H, RPAP1
DNA-directed 5'-3' RNA polymerase activity	10	POLR2A, POLR2E, POLR2I, POLR2L, POLR3A, POLR3C, POLR3F, POLR3G, POLR3H, POLR3K
transcription by RNA polymerase II	10	POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2H, POLR2I, POLR2L, RPAP1
defense response to virus	9	ARMC5, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K
RNA polymerase II, core complex	9	POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2H, POLR2I, POLR2L
cytoplasm	8	ARMC5, CTDP1, PCF11, POLR2A, RECQL5, SKAP1, URI1, UXT
innate immune response	8	POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K
RNA polymerase II activity	6	POLR2A, POLR2B, POLR2C, POLR2E, POLR2H, POLR2L
chromatin binding	6	POLR2B, POLR3A, POLR3D, POLR3G, URI1, UXT
 interferon-beta production	5	POLR3A, POLR3C, POLR3D, POLR3F, POLR3G
RNA polymerase I activity	4	POLR1D, POLR2E, POLR2H, POLR2L
transcription by RNA polymerase I	4	POLR1D, POLR2E, POLR2H, POLR2L
RNA polymerase I complex	4	POLR1D, POLR2E, POLR2H, POLR2L
 innate immune response	4	POLR3C, POLR3D, POLR3F, POLR3G
membrane	3	ARMC5, POLR2B, POLR3A
 transcription by RNA polymerase II	3	CTDP1, SKAP1, URI1
centrosome	3	CTDP1, POLR3H, UXT
mitochondrion	3	GPN1, PCF11, URI1
RNA polymerase II complex binding	3	PCF11, RECQL5, URI1
metal ion binding	3	POLR2A, POLR2B, POLR3A
nucleolus	3	POLR2A, POLR2I, POLR3K
transcription initiation at RNA polymerase II promoter	3	POLR2D, POLR2G, POLR2I
protein stabilization	3	POLR2E, URI1, UXT
RPAP3/R2TP/prefoldin-like complex	3	POLR2E, URI1, UXT
single-stranded DNA binding	3	POLR2G, POLR2H, POLR3C
nucleic acid binding	3	POLR2I, POLR3K, RECQL5
zinc ion binding	3	POLR2I, POLR2L, POLR3K
 transcription by RNA polymerase III	3	POLR3C, POLR3F, POLR3G
cell division	2	CTDP1, RECQL5
spindle pole	2	CTDP1, UXT
protein-containing complex	2	CTDP1, GPN3
intracellular membrane-bounded organelle	2	CTDP1, POLR3H
GTPase activity	2	GPN1, GPN3
GTP binding	2	GPN1, GPN3
mRNA cleavage	2	PCF11, POLR2I
protein dimerization activity	2	POLR1D, POLR2C
RNA binding	2	POLR2A, POLR2B
 DNA-templated transcription	2	POLR2A, SKAP1
chromosome	2	POLR2A, RECQL5
translation initiation factor binding	2	POLR2D, POLR2G
transcription corepressor activity	2	URI1, UXT
negative regulation of transcription by RNA polymerase II	2	URI1, UXT
protein folding chaperone complex	2	URI1, UXT
in utero embryonic development	1	ARMC5
mesoderm formation	1	ARMC5
anatomical structure morphogenesis	1	ARMC5
adrenal cortex development	1	ARMC5
T cell proliferation	1	ARMC5
CD4-positive, alpha-beta T cell differentiation	1	ARMC5
 steroid biosynthetic process	1	ARMC5
focal adhesion	1	ARMC5
TFIIF-class transcription factor complex binding	1	CTDP1
phosphoprotein phosphatase activity	1	CTDP1
RNA polymerase II CTD heptapeptide repeat phosphatase activity	1	CTDP1
myosin phosphatase activity	1	CTDP1
Tat protein binding	1	CTDP1
transcription elongation by RNA polymerase II	1	CTDP1
protein dephosphorylation	1	CTDP1
exit from mitosis	1	CTDP1
positive regulation by host of viral transcription	1	CTDP1
negative regulation of cell growth involved in cardiac muscle cell development	1	CTDP1
spindle	1	CTDP1
midbody	1	CTDP1
spindle midzone	1	CTDP1
mRNA binding	1	PCF11
termination of RNA polymerase II transcription	1	PCF11
mRNA polyadenylation	1	PCF11
mRNA cleavage factor complex	1	PCF11
RNA-dependent RNA polymerase activity	1	POLR2A
kinase binding	1	POLR2A
