Feature	Number of Genes	Genes
ATP binding	2	ACSL1, DPH6
long-chain fatty acid-CoA ligase activity	1	ACSL1
arachidonate-CoA ligase activity	1	ACSL1
phytanate-CoA ligase activity	1	ACSL1
pristanate-CoA ligase activity	1	ACSL1
oleoyl-CoA ligase activity	1	ACSL1
very long-chain fatty acid metabolic process	1	ACSL1
long-chain fatty acid metabolic process	1	ACSL1
response to nutrient	1	ACSL1
lipid biosynthetic process	1	ACSL1
 long-chain fatty acid import across plasma membrane	1	ACSL1
response to organic cyclic compound	1	ACSL1
fatty acid transport	1	ACSL1
triglyceride biosynthetic process	1	ACSL1
adiponectin-activated signaling pathway	1	ACSL1
response to oleic acid	1	ACSL1
long-chain fatty-acyl-CoA biosynthetic process	1	ACSL1
xenobiotic catabolic process	1	ACSL1
long-chain fatty acid import into cell	1	ACSL1
 protein serine/threonine kinase activity	1	ACSL1
 cold-induced thermogenesis	1	ACSL1
mitochondrion	1	ACSL1
mitochondrial outer membrane	1	ACSL1
peroxisomal membrane	1	ACSL1
endoplasmic reticulum	1	ACSL1
endoplasmic reticulum membrane	1	ACSL1
plasma membrane	1	ACSL1
membrane	1	ACSL1
chromatin binding	1	ACTL6B
transcription coactivator activity	1	ACTL6B
structural constituent of cytoskeleton	1	ACTL6B
chromatin organization	1	ACTL6B
chromatin remodeling	1	ACTL6B
 transcription by RNA polymerase II	1	ACTL6B
cytoskeleton organization	1	ACTL6B
nervous system development	1	ACTL6B
 cell population proliferation	1	ACTL6B
dendrite development	1	ACTL6B
spinal cord development	1	ACTL6B
 mitotic metaphase/anaphase transition	1	ACTL6B
neuron maturation	1	ACTL6B
histone H4 acetylation	1	ACTL6B
 T cell differentiation	1	ACTL6B
negative regulation of cell differentiation	1	ACTL6B
 cell differentiation	1	ACTL6B
 myoblast differentiation	1	ACTL6B
 DNA-templated transcription	1	ACTL6B
 G0 to G1 transition	1	ACTL6B
 stem cell population maintenance	1	ACTL6B
 G1/S transition of mitotic cell cycle	1	ACTL6B
 double-strand break repair	1	ACTL6B
 nucleotide-excision repair	1	ACTL6B
kinetochore	1	ACTL6B
chromatin	1	ACTL6B
nucleus	1	ACTL6B
nuclear matrix	1	ACTL6B
SWI/SNF complex	1	ACTL6B
RSC-type complex	1	ACTL6B
brahma complex	1	ACTL6B
NuA4 histone acetyltransferase complex	1	ACTL6B
nBAF complex	1	ACTL6B
bBAF complex	1	ACTL6B
GBAF complex	1	ACTL6B
diphthine-ammonia ligase activity	1	DPH6
peptidyl-diphthamide biosynthetic process from peptidyl-histidine	1	DPH6
cytosol	1	DPH6
protein binding	1	UTP6
snoRNA binding	1	UTP6
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	UTP6
ribosomal small subunit biogenesis	1	UTP6
nucleoplasm	1	UTP6
chromosome	1	UTP6
nucleolus	1	UTP6
small-subunit processome	1	UTP6
Pwp2p-containing subcomplex of 90S preribosome	1	UTP6
