Feature	Number of Genes	Genes
protein binding	52	RSU1, PIN1, SUPT6H, PTPN12, RPAP2, SAFB, DNAAF10, ARMC5, CTDP1, GPN1, GPN3, POLR1D, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2I, POLR2L, POLR3A, POLR3C, POLR3F, POLR3G, POLR3H, POLR3K, RPAP1, SKAP1, URI1, UXT, CCNC, CDK8, ILK, MED1, MED12, MED14, MED15, MED17, MED18, MED21, MED22, MED23, MED25, MED27, MED28, MED29, MED30, MED31, MED4, MED6, MED9, PDZK1
nucleoplasm	49	PIN1, SUPT6H, PTPN12, RPAP2, SAFB, ARMC5, CTDP1, GPN1, PCF11, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2H, POLR2I, POLR2L, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K, RECQL5, SKAP1, URI1, UXT, CCNC, CDK19, CDK8, ILK, MED1, MED12, MED13, MED14, MED15, MED17, MED23, MED25, MED27, MED28, MED29, MED30, MED31, MED4, MED6
nucleus	42	PIN1, PTPN12, RPAP2, SAFB, CTDP1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2H, POLR2I, POLR2L, POLR3A, POLR3G, RECQL5, RPAP1, URI1, UXT, CCNC, CDK19, CDK8, MED1, MED12, MED13, MED14, MED15, MED17, MED18, MED21, MED22, MED23, MED25, MED27, MED28, MED29, MED30, MED31, MED4, MED6, MED9
cytosol	25	RSU1, PIN1, PTPN12, RPAP2, ARMC5, GPN1, POLR2C, POLR2D, POLR2E, POLR2H, POLR2L, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K, RECQL5, SKAP1, URI1, CDK19, ILK, MED27
 transcription by RNA polymerase II	22	PIN1, RPAP2, SAFB, CTDP1, SKAP1, URI1, CCNC, CDK8, MED1, MED12, MED13, MED14, MED17, MED18, MED21, MED23, MED25, MED27, MED29, MED31, MED4, MED6
mediator complex	22	CCNC, CDK19, CDK8, MED1, MED12, MED13, MED14, MED15, MED17, MED18, MED21, MED22, MED23, MED25, MED27, MED28, MED29, MED30, MED31, MED4, MED6, MED9
 transcription initiation by RNA polymerase II	19	MED1, MED12, MED13, MED14, MED15, MED17, MED18, MED21, MED22, MED23, MED25, MED27, MED28, MED29, MED30, MED31, MED4, MED6, MED9
 transcription elongation by RNA polymerase II	18	SUPT6H, MED1, MED14, MED15, MED17, MED18, MED21, MED22, MED23, MED25, MED27, MED28, MED29, MED30, MED31, MED4, MED6, MED9
RNA polymerase II preinitiation complex assembly	17	MED1, MED14, MED15, MED17, MED18, MED21, MED22, MED23, MED25, MED27, MED28, MED29, MED30, MED31, MED4, MED6, MED9
core mediator complex	17	MED1, MED14, MED15, MED17, MED18, MED21, MED22, MED23, MED25, MED27, MED28, MED29, MED30, MED31, MED4, MED6, MED9
transcription coregulator activity	14	MED1, MED12, MED13, MED14, MED15, MED17, MED18, MED21, MED22, MED29, MED30, MED31, MED4, MED9
cytoplasm	13	PIN1, PTPN12, RPAP2, ARMC5, CTDP1, PCF11, POLR2A, RECQL5, SKAP1, URI1, UXT, MED15, MED22
DNA binding	13	SUPT6H, POLR1D, POLR2A, POLR2B, POLR2C, POLR2E, POLR2L, POLR3A, POLR3D, POLR3H, RPAP1, MED1, MED6
membrane	13	ARMC5, POLR2B, POLR3A, ILK, MED1, MED12, MED13, MED14, MED15, MED17, MED28, MED4, MED6
RNA polymerase III complex	12	POLR1D, POLR2E, POLR2H, POLR2L, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K
RNA polymerase III activity	11	POLR1D, POLR2E, POLR2H, POLR2L, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3H, POLR3K
transcription by RNA polymerase III	11	POLR1D, POLR2E, POLR2H, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K
DNA-directed 5'-3' RNA polymerase activity	11	POLR2A, POLR2E, POLR2I, POLR2L, POLR3A, POLR3C, POLR3F, POLR3G, POLR3H, POLR3K, MED21
 DNA-templated transcription	11	POLR2A, SKAP1, ILK, MED1, MED12, MED13, MED14, MED17, MED23, MED30, MED4
transcription by RNA polymerase II	11	POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2H, POLR2I, POLR2L, RPAP1, MED4
transcription coactivator activity	11	MED1, MED12, MED13, MED14, MED17, MED21, MED23, MED27, MED30, MED4, MED6
RNA polymerase II, core complex	10	POLR2M, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2G, POLR2H, POLR2I, POLR2L
chromatin binding	9	SAFB, POLR2B, POLR3A, POLR3D, POLR3G, URI1, UXT, MED1, MED12
defense response to virus	9	ARMC5, POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K
somatic stem cell population maintenance	9	MED12, MED14, MED15, MED17, MED21, MED27, MED28, MED30, MED6
innate immune response	8	POLR3A, POLR3C, POLR3D, POLR3E, POLR3F, POLR3G, POLR3H, POLR3K
nucleolus	7	RPAP2, POLR2A, POLR2I, POLR3K, CDK8, MED1, MED27
nuclear receptor coactivator activity	7	MED1, MED12, MED13, MED14, MED17, MED30, MED4
nuclear vitamin D receptor binding	7	MED1, MED12, MED13, MED14, MED17, MED30, MED4
RNA polymerase II activity	6	POLR2A, POLR2B, POLR2C, POLR2E, POLR2H, POLR2L
transcription initiation at RNA polymerase II promoter	6	POLR2D, POLR2G, POLR2I, MED17, MED23, MED27
nuclear thyroid hormone receptor binding	6	MED1, MED12, MED13, MED17, MED30, MED4
protein stabilization	5	PIN1, DNAAF10, POLR2E, URI1, UXT
 interferon-beta production	5	POLR3A, POLR3C, POLR3D, POLR3F, POLR3G
ubiquitin protein ligase activity	5	MED12, MED17, MED27, MED30, MED31
protein ubiquitination	5	MED12, MED17, MED27, MED30, MED31
ubiquitin ligase complex	5	MED12, MED17, MED27, MED30, MED31
focal adhesion	4	RSU1, PTPN12, ARMC5, ILK
RNA binding	4	SUPT6H, SAFB, POLR2A, POLR2B
metal ion binding	4	RPAP2, POLR2A, POLR2B, POLR3A
RPAP3/R2TP/prefoldin-like complex	4	DNAAF10, POLR2E, URI1, UXT
RNA polymerase I activity	4	POLR1D, POLR2E, POLR2H, POLR2L
transcription by RNA polymerase I	4	POLR1D, POLR2E, POLR2H, POLR2L
RNA polymerase I complex	4	POLR1D, POLR2E, POLR2H, POLR2L
 innate immune response	4	POLR3C, POLR3D, POLR3F, POLR3G
ATP binding	4	RECQL5, CDK19, CDK8, ILK
negative regulation of transcription by RNA polymerase II	4	URI1, UXT, MED1, MED25
transcription regulator complex	4	MED17, MED23, MED25, MED27
 gene expression	3	PIN1, MED1, MED23
midbody	3	PIN1, SAFB, CTDP1
transcription preinitiation complex	3	RPAP2, POLR2M, RECQL5
centrosome	3	CTDP1, POLR3H, UXT
protein-containing complex	3	CTDP1, GPN3, CDK8
mitochondrion	3	GPN1, PCF11, URI1
RNA polymerase II complex binding	3	PCF11, RECQL5, URI1
single-stranded DNA binding	3	POLR2G, POLR2H, POLR3C
nucleic acid binding	3	POLR2I, POLR3K, RECQL5
zinc ion binding	3	POLR2I, POLR2L, POLR3K
DNA-templated transcription	3	POLR3A, MED12, MED13
 transcription by RNA polymerase III	3	POLR3C, POLR3F, POLR3G
plasma membrane	3	SKAP1, ILK, PDZK1
transcription corepressor activity	3	URI1, UXT, MED1
protein serine kinase activity	3	CDK19, CDK8, ILK
protein phosphorylation	3	CDK19, CDK8, ILK
transcription coactivator binding	3	MED1, MED25, MED6
 GTPase activity	2	RSU1, PIN1
extracellular exosome	2	RSU1, PDZK1
beta-catenin binding	2	PIN1, MED12
phosphoprotein binding	2	PIN1, URI1
 protein phosphorylation	2	PIN1, ILK
 canonical Wnt signaling pathway	2	PIN1, ILK
nuclear speck	2	PIN1, POLR2D
transcription elongation by RNA polymerase II	2	SUPT6H, CTDP1
mRNA transcription by RNA polymerase II	2	SUPT6H, MED1
 mRNA processing	2	SUPT6H, SAFB
phosphoprotein phosphatase activity	2	PTPN12, CTDP1
SH3 domain binding	2	PTPN12, SKAP1
protein dephosphorylation	2	PTPN12, CTDP1
cellular response to epidermal growth factor stimulus	2	PTPN12, MED1
RNA polymerase II CTD heptapeptide repeat phosphatase activity	2	RPAP2, CTDP1
myosin phosphatase activity	2	RPAP2, CTDP1
RNA polymerase II cis-regulatory region sequence-specific DNA binding	2	SAFB, MED12
double-stranded DNA binding	2	SAFB, POLR3F
apoptotic process	2	DNAAF10, UXT
cell division	2	CTDP1, RECQL5
spindle pole	2	CTDP1, UXT
intracellular membrane-bounded organelle	2	CTDP1, POLR3H
GTPase activity	2	GPN1, GPN3
GTP binding	2	GPN1, GPN3
termination of RNA polymerase II transcription	2	PCF11, MED18
mRNA cleavage	2	PCF11, POLR2I
protein dimerization activity	2	POLR1D, POLR2C
promoter-specific chromatin binding	2	POLR2A, MED1
chromosome	2	POLR2A, RECQL5
translation initiation factor binding	2	POLR2D, POLR2G
protein kinase binding	2	SKAP1, ILK
protein localization to plasma membrane	2	SKAP1, PDZK1
cellular response to steroid hormone stimulus	2	URI1, MED1
protein folding chaperone complex	2	URI1, UXT
G0 to G1 transition	2	CCNC, MED1
cyclin-dependent protein serine/threonine kinase activity	2	CDK19, CDK8
 cell cycle	2	CDK19, CDK8
cell morphogenesis	2	ILK, MED1
nuclear retinoic acid receptor binding	2	MED1, MED25
protein-containing complex binding	2	MED1, PDZK1
transcription factor binding	2	MED12, MED29
negative regulation of fibroblast proliferation	2	MED25, MED31
signal transduction	1	RSU1
 cell-substrate adhesion	1	RSU1
peptidyl-prolyl cis-trans isomerase activity	1	PIN1
cytoskeletal motor activity	1	PIN1
